Time,iL1,iL2,V3,V1,vC1,vC2
1e-006,0.096,1.43998e-009,0.01,1,9.60058e-012,9.58787e-012
2e-006,0.192,4.79983e-009,0.02,1,4.80011e-011,4.79148e-011
3e-006,0.288,9.5995e-009,0.03,1,1.2e-010,1.19744e-010
4e-006,0.384,1.63188e-008,0.04,1,2.49595e-010,2.48966e-010
5e-006,0.48,2.49573e-008,0.05,1,4.5598e-010,4.54643e-010
6e-006,0.576,3.55149e-008,0.06,1,7.58346e-010,7.55794e-010
7e-006,0.672,4.79911e-008,0.07,1,1.17588e-009,1.1714e-009
8e-006,0.768,6.23853e-008,0.08,1,1.72777e-009,1.72039e-009
9e-006,0.864,7.8697e-008,0.09,1,2.43319e-009,2.42166e-009
1e-005,0.96,9.69255e-008,0.1,1,3.31131e-009,3.29405e-009
1.1e-005,1.056,1.1707e-007,0.11,1,4.3813e-009,4.35638e-009
1.2e-005,1.152,1.3913e-007,0.12,1,5.66231e-009,5.6274e-009
1.3e-005,1.248,1.63105e-007,0.13,1,7.1735e-009,7.12582e-009
1.4e-005,1.344,1.88992e-007,0.14,1,8.93399e-009,8.87031e-009
1.5e-005,1.44,2.16793e-007,0.15,1,1.09629e-008,1.08795e-008
1.6e-005,1.536,2.46504e-007,0.16,1,1.32794e-008,1.31719e-008
1.7e-005,1.632,2.78126e-007,0.17,1,1.59026e-008,1.57661e-008
1.8e-005,1.728,3.11657e-007,0.18,1,1.88515e-008,1.86806e-008
1.9e-005,1.824,3.47095e-007,0.19,1,2.21453e-008,2.19338e-008
2e-005,1.92,3.8444e-007,0.2,1,2.5803e-008,2.5544e-008
2.1e-005,2.016,4.23689e-007,0.21,1,2.98437e-008,2.95295e-008
2.2e-005,2.112,4.64842e-007,0.22,1,3.42864e-008,3.39087e-008
2.3e-005,2.208,5.07896e-007,0.23,1,3.91501e-008,3.86998e-008
2.4e-005,2.304,5.52849e-007,0.24,1,4.44538e-008,4.39209e-008
2.5e-005,2.4,5.99701e-007,0.25,1,5.02166e-008,4.95902e-008
2.6e-005,2.496,6.48449e-007,0.26,1,5.64574e-008,5.57256e-008
2.7e-005,2.592,6.99091e-007,0.27,1,6.31951e-008,6.23452e-008
2.8e-005,2.688,7.51626e-007,0.28,1,7.04487e-008,6.9467e-008
2.9e-005,2.784,8.06051e-007,0.29,1,7.82371e-008,7.71088e-008
3e-005,2.88,8.62363e-007,0.3,1,8.65792e-008,8.52885e-008
3.1e-005,2.976,9.20562e-007,0.31,1,9.54939e-008,9.40238e-008
3.2e-005,3.072,9.80644e-007,0.32,1,1.05e-007,1.03332e-007
3.3e-005,3.168,1.04261e-006,0.33,1,1.15116e-007,1.13232e-007
3.4e-005,3.264,1.10645e-006,0.34,1,1.25862e-007,1.2374e-007
3.5e-005,3.36,1.17217e-006,0.35,1,1.37255e-007,1.34875e-007
3.6e-005,3.456,1.23976e-006,0.36,1,1.49314e-007,1.46653e-007
3.7e-005,3.552,1.30922e-006,0.37,1,1.62059e-007,1.59092e-007
3.8e-005,3.648,1.38055e-006,0.38,1,1.75508e-007,1.7221e-007
3.9e-005,3.744,1.45375e-006,0.39,1,1.8968e-007,1.86023e-007
4e-005,3.84,1.52881e-006,0.4,1,2.04593e-007,2.00549e-007
4.1e-005,3.93594,1.60662e-006,0.41,0,0.0391198,2.15996e-007
4.2e-005,4.0318,1.68632e-006,0.42,0,0.0791982,2.32202e-007
4.3e-005,4.1276,1.76744e-006,0.43,0,0.119995,2.4899e-007
4.4e-005,4.22332,1.85042e-006,0.44,0,0.16175,2.66563e-007
4.5e-005,4.31895,1.9353e-006,0.45,0,0.204461,2.84941e-007
4.6e-005,4.4145,2.02205e-006,0.46,0,0.248128,3.04138e-007
4.7e-005,4.50996,2.11064e-006,0.47,0,0.292751,3.24173e-007
4.8e-005,4.60533,2.20113e-006,0.48,0,0.338327,3.45063e-007
4.9e-005,4.70061,2.2935e-006,0.49,0,0.384857,3.66824e-007
5e-005,4.79579,2.38767e-006,0.5,0,0.432339,3.89473e-007
5.1e-005,4.89088,2.48376e-006,0.51,0,0.480772,4.13028e-007
5.2e-005,4.98586,2.58171e-006,0.52,0,0.530156,4.37504e-007
5.3e-005,5.08075,2.68141e-006,0.53,0,0.580489,4.62919e-007
5.4e-005,5.17554,2.78305e-006,0.54,0,0.63177,4.89289e-007
5.5e-005,5.27023,2.88647e-006,0.55,0,0.683999,5.16631e-007
5.6e-005,5.3648,2.99183e-006,0.56,0,0.737174,5.4496e-007
5.7e-005,5.45928,3.09891e-006,0.57,0,0.791295,5.74294e-007
5.8e-005,5.55364,3.20788e-006,0.58,0,0.846359,6.04649e-007
5.9e-005,5.64789,3.31862e-006,0.59,0,0.902367,6.3604e-007
6e-005,5.74203,3.43126e-006,0.6,0,0.959317,6.68485e-007
6.1e-005,5.83605,3.54561e-006,0.61,0,1.01721,7.01998e-007
6.2e-005,5.92996,3.66196e-006,0.62,0,1.07604,7.36596e-007
6.3e-005,6.02374,3.77998e-006,0.63,0,1.13581,7.72296e-007
6.4e-005,6.11741,3.89977e-006,0.64,0,1.19651,8.09112e-007
6.5e-005,6.21096,4.02145e-006,0.65,0,1.25815,8.4706e-007
6.6e-005,6.30438,4.1448e-006,0.66,0,1.32073,8.86157e-007
6.7e-005,6.39767,4.27003e-006,0.67,0,1.38424,9.26418e-007
6.8e-005,6.49084,4.39704e-006,0.68,0,1.44868,9.67857e-007
6.9e-005,6.58388,4.52571e-006,0.69,0,1.51406,1.01049e-006
7e-005,6.67678,4.65628e-006,0.7,0,1.58036,1.05434e-006
7.1e-005,6.76955,4.78861e-006,0.71,0,1.64759,1.09941e-006
7.2e-005,6.86219,4.92262e-006,0.72,0,1.71575,1.14572e-006
7.3e-005,6.95469,5.05851e-006,0.73,0,1.78483,1.19328e-006
7.4e-005,7.04705,5.19618e-006,0.74,0,1.85484,1.24212e-006
7.5e-005,7.13927,5.3354e-006,0.75,0,1.92577,1.29224e-006
7.6e-005,7.23135,5.4764e-006,0.76,0,1.99763,1.34366e-006
7.7e-005,7.32328,5.61928e-006,0.77,0,2.0704,1.3964e-006
7.8e-005,7.41506,5.76383e-006,0.78,0,2.14409,1.45047e-006
7.9e-005,7.5067,5.91016e-006,0.79,0,2.2187,1.50588e-006
8e-005,7.59819,6.05827e-006,0.8,0,2.29423,1.56265e-006
8.1e-005,7.68952,6.2077e-006,0.81,0,2.37066,1.6208e-006
8.2e-005,7.7807,6.35914e-006,0.82,0,2.44802,1.68033e-006
8.3e-005,7.87173,6.51235e-006,0.83,0,2.52628,1.74126e-006
8.4e-005,7.9626,6.66711e-006,0.84,0,2.60545,1.80361e-006
8.5e-005,8.05331,6.82365e-006,0.85,0,2.68553,1.86739e-006
8.6e-005,8.14385,6.98175e-006,0.86,0,2.76651,1.93262e-006
8.7e-005,8.23424,7.14162e-006,0.87,0,2.84841,1.9993e-006
8.8e-005,8.32446,7.30305e-006,0.88,0,2.9312,2.06745e-006
8.9e-005,8.41451,7.46625e-006,0.89,0,3.01489,2.1371e-006
9e-005,8.5044,7.63101e-006,0.9,0,3.09949,2.20824e-006
9.1e-005,8.59411,7.79776e-006,0.91,0,3.18498,2.28089e-006
9.2e-005,8.68366,7.96585e-006,0.92,0,3.27137,2.35507e-006
9.3e-005,8.77303,8.13549e-006,0.93,0,3.35865,2.43079e-006
9.4e-005,8.86222,8.30691e-006,0.94,0,3.44683,2.50806e-006
9.5e-005,8.95124,8.48011e-006,0.95,0,3.5359,2.58689e-006
9.6e-005,9.04008,8.65463e-006,0.96,0,3.62585,2.66731e-006
9.7e-005,9.12873,8.83094e-006,0.97,0,3.7167,2.74932e-006
9.8e-005,9.21721,9.00857e-006,0.98,0,3.80843,2.83294e-006
9.9e-005,9.3055,9.18843e-006,0.99,0,3.90104,2.91817e-006
0.0001,9.3936,9.36939e-006,1,0,3.99454,3.00503e-006
0.000101,9.48152,9.55191e-006,0.99,0,4.08891,3.09354e-006
0.000102,9.56925,9.73621e-006,0.98,0,4.18417,3.1837e-006
0.000103,9.65678,9.92229e-006,0.97,0,4.2803,3.27553e-006
0.000104,9.74412,1.01097e-005,0.96,0,4.3773,3.36904e-006
0.000105,9.83127,1.0298e-005,0.95,0,4.47518,3.46424e-006
0.000106,9.91822,1.04889e-005,0.94,0,4.57392,3.56115e-006
0.000107,10.005,1.06803e-005,0.93,0,4.67354,3.65977e-006
0.000108,10.0915,1.0874e-005,0.92,0,4.77402,3.76012e-006
0.000109,10.1779,1.10698e-005,0.91,0,4.87537,3.86222e-006
0.00011,10.264,1.12661e-005,0.9,0,4.97758,3.96606e-006
0.000111,10.35,1.14642e-005,0.89,0,5.08065,4.07167e-006
0.000112,10.4357,1.1664e-005,0.88,0,5.18458,4.17906e-006
0.000113,10.5212,1.18652e-005,0.87,0,5.28936,4.28823e-006
0.000114,10.6065,1.20677e-005,0.86,0,5.395,4.3992e-006
0.000115,10.6916,1.22711e-005,0.85,0,5.50149,4.51198e-006
0.000116,10.7765,1.24771e-005,0.84,0,5.60883,4.62658e-006
0.000117,10.8612,1.26841e-005,0.83,0,5.71702,4.74301e-006
0.000118,10.9457,1.28928e-005,0.82,0,5.82606,4.86129e-006
0.000119,11.0299,1.31029e-005,0.81,0,5.93593,4.98142e-006
0.00012,11.1139,1.33138e-005,0.8,0,6.04665,5.10341e-006
0.000121,11.1977,1.3527e-005,0.79,0,6.15821,5.22728e-006
0.000122,11.2813,1.3741e-005,0.78,0,6.27061,5.35303e-006
0.000123,11.3646,1.39564e-005,0.77,0,6.38384,5.48068e-006
0.000124,11.4477,1.41731e-005,0.76,0,6.4979,5.61023e-006
0.000125,11.5306,1.43916e-005,0.75,0,6.61279,5.7417e-006
0.000126,11.6133,1.46119e-005,0.74,0,6.72851,5.8751e-006
0.000127,11.6957,1.4833e-005,0.73,0,6.84505,6.01043e-006
0.000128,11.7779,1.50555e-005,0.72,0,6.96242,6.14771e-006
0.000129,11.8599,1.52793e-005,0.71,0,7.08061,6.28695e-006
0.00013,11.9416,1.55049e-005,0.7,0,7.19962,6.42815e-006
0.000131,12.0231,1.57314e-005,0.69,0,7.31944,6.57132e-006
0.000132,12.1043,1.59592e-005,0.68,0,7.44008,6.71648e-006
0.000133,12.1853,1.61884e-005,0.67,0,7.56153,6.86364e-006
0.000134,12.2661,1.64193e-005,0.66,0,7.68378,7.0128e-006
0.000135,12.3466,1.66511e-005,0.65,0,7.80685,7.16397e-006
0.000136,12.4268,1.68847e-005,0.64,0,7.93071,7.31716e-006
0.000137,12.5068,1.71188e-005,0.63,0,8.05538,7.47239e-006
0.000138,12.5866,1.73559e-005,0.62,0,8.18085,7.62965e-006
0.000139,12.6661,1.75921e-005,0.61,0,8.30711,7.78896e-006
0.00014,12.7454,1.78302e-005,0.6,0,8.43417,7.95033e-006
0.000141,12.8244,1.807e-005,0.59,0,8.56202,8.11376e-006
0.000142,12.9031,1.83107e-005,0.58,0,8.69066,8.27926e-006
0.000143,12.9816,1.85523e-005,0.57,0,8.82008,8.44685e-006
0.000144,13.0599,1.87965e-005,0.56,0,8.95029,8.61653e-006
0.000145,13.1378,1.90408e-005,0.55,0,9.08128,8.78831e-006
0.000146,13.2155,1.92868e-005,0.54,0,9.21304,8.96219e-006
0.000147,13.293,1.95328e-005,0.53,0,9.34559,9.13818e-006
0.000148,13.3701,1.97815e-005,0.52,0,9.4789,9.3163e-006
0.000149,13.447,2.00302e-005,0.51,0,9.61299,9.49655e-006
0.00015,13.5237,2.02816e-005,0.5,0,9.74784,9.67893e-006
0.000151,13.6001,2.05347e-005,0.49,0,9.88346,9.86346e-006
0.000152,13.6762,2.0786e-005,0.48,0,10.0198,1.00501e-005
0.000153,13.752,2.10409e-005,0.47,0,10.157,1.0239e-005
0.000154,13.8275,2.12959e-005,0.46,0,10.2949,1.043e-005
0.000155,13.9028,2.15516e-005,0.45,0,10.4335,1.06232e-005
0.000156,13.9778,2.18083e-005,0.44,0,10.5729,1.08185e-005
0.000157,14.0525,2.20677e-005,0.43,0,10.7131,1.10161e-005
0.000158,14.1269,2.2327e-005,0.42,0,10.854,1.12158e-005
0.000159,14.2011,2.25882e-005,0.41,0,10.9956,1.14177e-005
0.00016,14.2749,2.28493e-005,0.4,0,11.138,1.16219e-005
0.000161,14.3709,-0.0222524,0.39,1,11.1378,-0.000155016
0.000162,14.4669,-0.0445264,0.38,1,11.1374,-0.000543731
0.000163,14.5629,-0.0667988,0.37,1,11.1369,-0.00109871
0.000164,14.6589,-0.0890685,0.36,1,11.1361,-0.00187508
0.000165,14.7549,-0.111335,0.35,1,11.1351,-0.00287235
0.000166,14.8509,-0.133596,0.34,1,11.1339,-0.00409004
0.000167,14.9469,-0.155853,0.33,1,11.1324,-0.00552767
0.000168,15.0429,-0.178103,0.32,1,11.1308,-0.00718473
0.000169,15.1389,-0.200346,0.31,1,11.1289,-0.00906074
0.00017,15.2349,-0.222581,0.3,1,11.1268,-0.0111552
0.000171,15.3309,-0.244807,0.29,1,11.1244,-0.0134675
0.000172,15.4269,-0.267024,0.28,1,11.1219,-0.0159972
0.000173,15.5229,-0.28923,0.27,1,11.1191,-0.0187437
0.000174,15.6189,-0.311424,0.26,1,11.1161,-0.0217065
0.000175,15.7149,-0.333606,0.25,1,11.1129,-0.0248851
0.000176,15.8109,-0.355775,0.24,1,11.1094,-0.0282788
0.000177,15.9069,-0.37793,0.23,1,11.1057,-0.0318872
0.000178,16.0029,-0.400069,0.22,1,11.1018,-0.0357096
0.000179,16.0989,-0.422193,0.21,1,11.0977,-0.0397454
0.00018,16.1949,-0.4443,0.2,1,11.0934,-0.0439942
0.000181,16.2909,-0.46639,0.19,1,11.0889,-0.0484552
0.000182,16.3869,-0.488461,0.18,1,11.0841,-0.0531278
0.000183,16.4829,-0.510512,0.17,1,11.0791,-0.0580116
0.000184,16.5789,-0.532544,0.16,1,11.0739,-0.0631057
0.000185,16.6749,-0.554554,0.15,1,11.0684,-0.0684097
0.000186,16.7709,-0.576543,0.14,1,11.0628,-0.0739228
0.000187,16.8669,-0.598509,0.13,1,11.0569,-0.0796445
0.000188,16.9629,-0.620451,0.12,1,11.0508,-0.0855741
0.000189,17.0589,-0.642368,0.11,1,11.0445,-0.0917109
0.00019,17.1549,-0.664261,0.1,1,11.038,-0.0980543
0.000191,17.2509,-0.686127,0.09,1,11.0312,-0.104604
0.000192,17.3469,-0.707966,0.08,1,11.0242,-0.111358
0.000193,17.4429,-0.729777,0.07,1,11.017,-0.118317
0.000194,17.5389,-0.75156,0.06,1,11.0096,-0.12548
0.000195,17.6349,-0.773313,0.05,1,11.002,-0.132846
0.000196,17.7309,-0.795035,0.04,1,10.9942,-0.140415
0.000197,17.8269,-0.816727,0.03,1,10.9861,-0.148185
0.000198,17.9229,-0.838386,0.02,1,10.9778,-0.156156
0.000199,18.0189,-0.860012,0.01,1,10.9693,-0.164327
0.0002,18.1149,-0.881605,4.60786e-015,1,10.9606,-0.172699
0.000201,18.2109,-0.903163,0.01,1,10.9517,-0.181268
0.000202,18.3069,-0.924685,0.02,1,10.9426,-0.190036
0.000203,18.4029,-0.946172,0.03,1,10.9332,-0.199002
0.000204,18.4989,-0.967621,0.04,1,10.9237,-0.208163
0.000205,18.5949,-0.989032,0.05,1,10.9139,-0.217521
0.000206,18.6909,-1.01041,0.06,1,10.9039,-0.227074
0.000207,18.7869,-1.03174,0.07,1,10.8937,-0.23682
0.000208,18.8829,-1.05303,0.08,1,10.8832,-0.246761
0.000209,18.9789,-1.07428,0.09,1,10.8726,-0.256894
0.00021,19.0749,-1.09549,0.1,1,10.8618,-0.267218
0.000211,19.1709,-1.11666,0.11,1,10.8507,-0.277734
0.000212,19.2669,-1.13778,0.12,1,10.8394,-0.28844
0.000213,19.3629,-1.15886,0.13,1,10.8279,-0.299336
0.000214,19.4589,-1.1799,0.14,1,10.8162,-0.31042
0.000215,19.5549,-1.20088,0.15,1,10.8043,-0.321691
0.000216,19.6509,-1.22183,0.16,1,10.7922,-0.33315
0.000217,19.7469,-1.24272,0.17,1,10.7799,-0.344795
0.000218,19.8429,-1.26357,0.18,1,10.7674,-0.356625
0.000219,19.9389,-1.28436,0.19,1,10.7546,-0.368639
0.00022,20.0349,-1.30511,0.2,1,10.7417,-0.380837
0.000221,20.1309,-1.3258,0.21,1,10.7285,-0.393218
0.000222,20.2269,-1.34645,0.22,1,10.7152,-0.40578
0.000223,20.3229,-1.36704,0.23,1,10.7016,-0.418523
0.000224,20.4189,-1.38758,0.24,1,10.6878,-0.431446
0.000225,20.5149,-1.40806,0.25,1,10.6738,-0.444548
0.000226,20.6109,-1.42849,0.26,1,10.6597,-0.457829
0.000227,20.7069,-1.44887,0.27,1,10.6453,-0.471287
0.000228,20.8029,-1.46919,0.28,1,10.6307,-0.484921
0.000229,20.8989,-1.48945,0.29,1,10.6159,-0.49873
0.00023,20.9949,-1.50966,0.3,1,10.6009,-0.512714
0.000231,21.0909,-1.5298,0.31,1,10.5857,-0.526872
0.000232,21.1869,-1.54989,0.32,1,10.5703,-0.541202
0.000233,21.2829,-1.56992,0.33,1,10.5547,-0.555705
0.000234,21.3789,-1.58989,0.34,1,10.5389,-0.570378
0.000235,21.4749,-1.60979,0.35,1,10.5229,-0.58522
0.000236,21.5709,-1.62964,0.36,1,10.5067,-0.600232
0.000237,21.6669,-1.64942,0.37,1,10.4903,-0.615412
0.000238,21.7629,-1.66913,0.38,1,10.4737,-0.630758
0.000239,21.8589,-1.68879,0.39,1,10.4569,-0.646271
0.00024,21.9549,-1.70837,0.4,1,10.4399,-0.661948
0.000241,22.0297,-1.70703,0.41,0,10.6601,-0.677675
0.000242,22.1041,-1.70565,0.42,0,10.8809,-0.693356
0.000243,22.1781,-1.70424,0.43,0,11.1023,-0.709003
0.000244,22.2516,-1.70281,0.44,0,11.3245,-0.724604
0.000245,22.3248,-1.70135,0.45,0,11.5474,-0.74016
0.000246,22.3975,-1.69985,0.46,0,11.771,-0.755671
0.000247,22.4697,-1.69832,0.47,0,11.9953,-0.771135
0.000248,22.5415,-1.69676,0.48,0,12.2204,-0.786552
0.000249,22.6128,-1.69517,0.49,0,12.4461,-0.801924
0.00025,22.6837,-1.69356,0.5,0,12.6726,-0.817248
0.000251,22.7541,-1.6919,0.51,0,12.8998,-0.832526
0.000252,22.8241,-1.69022,0.52,0,13.1277,-0.847756
0.000253,22.8936,-1.68851,0.53,0,13.3563,-0.862939
0.000254,22.9627,-1.68677,0.54,0,13.5856,-0.878074
0.000255,23.0313,-1.685,0.55,0,13.8155,-0.893162
0.000256,23.0994,-1.6832,0.56,0,14.0462,-0.908202
0.000257,23.1671,-1.68137,0.57,0,14.2775,-0.923193
0.000258,23.2343,-1.6795,0.58,0,14.5095,-0.938136
0.000259,23.301,-1.67761,0.59,0,14.7422,-0.95303
0.00026,23.3673,-1.67569,0.6,0,14.9755,-0.967876
0.000261,23.4331,-1.67374,0.61,0,15.2095,-0.982673
0.000262,23.4985,-1.67176,0.62,0,15.4442,-0.99742
0.000263,23.5633,-1.66975,0.63,0,15.6795,-1.01212
0.000264,23.6277,-1.66771,0.64,0,15.9155,-1.02677
0.000265,23.6917,-1.66564,0.65,0,16.1521,-1.04137
0.000266,23.7551,-1.66354,0.66,0,16.3893,-1.05591
0.000267,23.8181,-1.66142,0.67,0,16.6272,-1.07041
0.000268,23.8806,-1.65926,0.68,0,16.8657,-1.08486
0.000269,23.9427,-1.65708,0.69,0,17.1048,-1.09926
0.00027,24.0042,-1.65486,0.7,0,17.3445,-1.1136
0.000271,24.0653,-1.65262,0.71,0,17.5849,-1.1279
0.000272,24.1259,-1.65035,0.72,0,17.8258,-1.14215
0.000273,24.186,-1.64805,0.73,0,18.0674,-1.15634
0.000274,24.2456,-1.64572,0.74,0,18.3095,-1.17048
0.000275,24.3047,-1.64337,0.75,0,18.5523,-1.18457
0.000276,24.3634,-1.64098,0.76,0,18.7956,-1.19861
0.000277,24.4215,-1.63857,0.77,0,19.0395,-1.2126
0.000278,24.4792,-1.63613,0.78,0,19.284,-1.22653
0.000279,24.5364,-1.63367,0.79,0,19.5291,-1.24041
0.00028,24.5931,-1.63117,0.8,0,19.7748,-1.25424
0.000281,24.6493,-1.62865,0.81,0,20.021,-1.26802
0.000282,24.705,-1.6261,0.82,0,20.2678,-1.28174
0.000283,24.7602,-1.62352,0.83,0,20.5151,-1.29541
0.000284,24.815,-1.62091,0.84,0,20.763,-1.30903
0.000285,24.8692,-1.61828,0.85,0,21.0114,-1.3226
0.000286,24.9229,-1.61562,0.86,0,21.2603,-1.33611
0.000287,24.9761,-1.61294,0.87,0,21.5098,-1.34956
0.000288,25.0289,-1.61022,0.88,0,21.7599,-1.36297
0.000289,25.0811,-1.60748,0.89,0,22.0104,-1.37632
0.00029,25.1328,-1.60472,0.9,0,22.2615,-1.38961
0.000291,25.1841,-1.60192,0.91,0,22.5131,-1.40285
0.000292,25.2348,-1.59911,0.92,0,22.7652,-1.41604
0.000293,25.285,-1.59626,0.93,0,23.0178,-1.42917
0.000294,25.3347,-1.59339,0.94,0,23.2709,-1.44225
0.000295,25.3839,-1.59049,0.95,0,23.5244,-1.45527
0.000296,25.4326,-1.58757,0.96,0,23.7785,-1.46824
0.000297,25.4808,-1.58462,0.97,0,24.0331,-1.48115
0.000298,25.5285,-1.58164,0.98,0,24.2881,-1.494
0.000299,25.5756,-1.57864,0.99,0,24.5437,-1.5068
0.0003,25.6223,-1.57561,1,0,24.7997,-1.51955
0.000301,25.6684,-1.57256,0.99,0,25.0561,-1.53224
0.000302,25.7141,-1.56948,0.98,0,25.313,-1.54487
0.000303,25.7592,-1.56638,0.97,0,25.5704,-1.55745
0.000304,25.8038,-1.56325,0.96,0,25.8282,-1.56997
0.000305,25.8479,-1.5601,0.95,0,26.0865,-1.58243
0.000306,25.8914,-1.55692,0.94,0,26.3452,-1.59484
0.000307,25.9345,-1.55372,0.93,0,26.6043,-1.60719
0.000308,25.977,-1.55049,0.92,0,26.8638,-1.61949
0.000309,26.019,-1.54724,0.91,0,27.1238,-1.63172
0.00031,26.0605,-1.54396,0.9,0,27.3842,-1.6439
0.000311,26.1015,-1.54066,0.89,0,27.645,-1.65603
0.000312,26.1419,-1.53734,0.88,0,27.9062,-1.66809
0.000313,26.1819,-1.53399,0.87,0,28.1679,-1.6801
0.000314,26.2213,-1.53062,0.86,0,28.4299,-1.69205
0.000315,26.2601,-1.52722,0.85,0,28.6923,-1.70395
0.000316,26.2985,-1.5238,0.84,0,28.9551,-1.71578
0.000317,26.3363,-1.52035,0.83,0,29.2183,-1.72756
0.000318,26.3736,-1.51689,0.82,0,29.4818,-1.73928
0.000319,26.4104,-1.5134,0.81,0,29.7457,-1.75094
0.00032,26.4466,-1.50988,0.8,0,30.01,-1.76254
0.000321,26.4823,-1.50635,0.79,0,30.2747,-1.77409
0.000322,26.5175,-1.50279,0.78,0,30.5397,-1.78557
0.000323,26.5522,-1.4992,0.77,0,30.805,-1.797
0.000324,26.5863,-1.4956,0.76,0,31.0707,-1.80837
0.000325,26.6199,-1.49197,0.75,0,31.3367,-1.81968
0.000326,26.653,-1.48832,0.74,0,31.6031,-1.83093
0.000327,26.6855,-1.48464,0.73,0,31.8698,-1.84212
0.000328,26.7175,-1.48095,0.72,0,32.1368,-1.85325
0.000329,26.7489,-1.47723,0.71,0,32.4041,-1.86433
0.00033,26.7799,-1.47349,0.7,0,32.6718,-1.87534
0.000331,26.8103,-1.46973,0.69,0,32.9397,-1.8863
0.000332,26.8401,-1.46594,0.68,0,33.208,-1.89719
0.000333,26.8694,-1.46214,0.67,0,33.4765,-1.90803
0.000334,26.8982,-1.45831,0.66,0,33.7454,-1.9188
0.000335,26.9264,-1.45446,0.65,0,34.0145,-1.92952
0.000336,26.9541,-1.45059,0.64,0,34.2839,-1.94017
0.000337,26.9813,-1.4467,0.63,0,34.5536,-1.95077
0.000338,27.0079,-1.44279,0.62,0,34.8235,-1.9613
0.000339,27.034,-1.43885,0.61,0,35.0937,-1.97178
0.00034,27.0595,-1.4349,0.6,0,35.3642,-1.98219
0.000341,27.0845,-1.43092,0.59,0,35.6349,-1.99255
0.000342,27.109,-1.42693,0.58,0,35.9059,-2.00284
0.000343,27.1329,-1.42291,0.57,0,36.1771,-2.01307
0.000344,27.1563,-1.41887,0.56,0,36.4485,-2.02325
0.000345,27.1791,-1.41482,0.55,0,36.7202,-2.03336
0.000346,27.2014,-1.41074,0.54,0,36.9921,-2.04341
0.000347,27.2232,-1.40664,0.53,0,37.2642,-2.0534
0.000348,27.2444,-1.40252,0.52,0,37.5366,-2.06333
0.000349,27.265,-1.39839,0.51,0,37.8091,-2.0732
0.00035,27.2851,-1.39423,0.5,0,38.0819,-2.083
0.000351,27.3047,-1.39005,0.49,0,38.3548,-2.09275
0.000352,27.3237,-1.38586,0.48,0,38.628,-2.10243
0.000353,27.3422,-1.38164,0.47,0,38.9013,-2.11206
0.000354,27.3601,-1.37741,0.46,0,39.1748,-2.12162
0.000355,27.3775,-1.37316,0.45,0,39.4485,-2.13112
0.000356,27.3943,-1.36888,0.44,0,39.7223,-2.14056
0.000357,27.4106,-1.36459,0.43,0,39.9964,-2.14993
0.000358,27.4263,-1.36028,0.42,0,40.2706,-2.15925
0.000359,27.4415,-1.35595,0.41,0,40.5449,-2.1685
0.00036,27.4561,-1.35161,0.4,0,40.8194,-2.17769
0.000361,27.5521,-1.42885,0.39,1,40.8053,-2.18742
0.000362,27.6481,-1.50605,0.38,1,40.7904,-2.1979
0.000363,27.7441,-1.58321,0.37,1,40.775,-2.20894
0.000364,27.8401,-1.66031,0.36,1,40.7588,-2.22072
0.000365,27.9361,-1.73736,0.35,1,40.7418,-2.23326
0.000366,28.0321,-1.81434,0.34,1,40.724,-2.24654
0.000367,28.1281,-1.89127,0.33,1,40.7055,-2.26056
0.000368,28.2241,-1.96812,0.32,1,40.6862,-2.27532
0.000369,28.3201,-2.04491,0.31,1,40.6661,-2.29082
0.00037,28.4161,-2.12162,0.3,1,40.6453,-2.30705
0.000371,28.5121,-2.19826,0.29,1,40.6237,-2.32402
0.000372,28.6081,-2.27482,0.28,1,40.6013,-2.34172
0.000373,28.7041,-2.35129,0.27,1,40.5782,-2.36015
0.000374,28.8001,-2.42769,0.26,1,40.5543,-2.3793
0.000375,28.8961,-2.50399,0.25,1,40.5296,-2.39918
0.000376,28.9921,-2.5802,0.24,1,40.5042,-2.41979
0.000377,29.0881,-2.65632,0.23,1,40.478,-2.44111
0.000378,29.1841,-2.73235,0.22,1,40.4511,-2.46315
0.000379,29.2801,-2.80827,0.21,1,40.4234,-2.4859
0.00038,29.3761,-2.8841,0.2,1,40.3949,-2.50937
0.000381,29.4721,-2.95981,0.19,1,40.3657,-2.53354
0.000382,29.5681,-3.03542,0.18,1,40.3357,-2.55843
0.000383,29.6641,-3.11092,0.17,1,40.305,-2.58402
0.000384,29.7601,-3.1863,0.16,1,40.2735,-2.61031
0.000385,29.8561,-3.26157,0.15,1,40.2413,-2.6373
0.000386,29.9521,-3.33672,0.14,1,40.2083,-2.66499
0.000387,30.0481,-3.41174,0.13,1,40.1745,-2.69337
0.000388,30.1441,-3.48664,0.12,1,40.14,-2.72245
0.000389,30.2401,-3.56141,0.11,1,40.1048,-2.75222
0.00039,30.3361,-3.63605,0.1,1,40.0688,-2.78267
0.000391,30.4321,-3.71055,0.09,1,40.0321,-2.81381
0.000392,30.5281,-3.78492,0.08,1,39.9946,-2.84562
0.000393,30.6241,-3.85914,0.07,1,39.9564,-2.87812
0.000394,30.7201,-3.93323,0.06,1,39.9174,-2.91129
0.000395,30.8161,-4.00716,0.05,1,39.8777,-2.94514
0.000396,30.9121,-4.08095,0.04,1,39.8373,-2.97965
0.000397,31.0081,-4.15459,0.03,1,39.7961,-3.01484
