Time,iL1,iL2,V3,V1,vC1,vC2
0.020753,0.803996,-2.90545,0.47,0,81.7597,-31.8206
0.020754,0.736469,-2.84184,0.46,0,81.7674,-31.7858
0.020755,0.668927,-2.77831,0.45,0,81.7745,-31.7503
0.020756,0.601372,-2.71484,0.44,0,81.7808,-31.7143
0.020757,0.533804,-2.65145,0.43,0,81.7865,-31.6778
0.020758,0.466226,-2.58813,0.42,0,81.7915,-31.6407
0.020759,0.398639,-2.52489,0.41,0,81.7958,-31.603
0.02076,0.331044,-2.46172,0.4,0,81.7995,-31.5647
0.020761,0.427044,-2.56221,0.39,1,81.7741,-31.527
0.020762,0.523044,-2.66272,0.38,1,81.7477,-31.4904
0.020763,0.619043,-2.76324,0.37,1,81.7206,-31.4546
0.020764,0.715043,-2.86378,0.36,1,81.6925,-31.4199
0.020765,0.811043,-2.96433,0.35,1,81.6633,-31.3862
0.020766,0.907043,-3.06488,0.34,1,81.6332,-31.3536
0.020767,1.00304,-3.16544,0.33,1,81.602,-31.3221
0.020768,1.09904,-3.266,0.32,1,81.5699,-31.2916
0.020769,1.19504,-3.36655,0.31,1,81.5367,-31.2622
0.02077,1.29104,-3.4671,0.3,1,81.5025,-31.2339
0.020771,1.38704,-3.56763,0.29,1,81.4674,-31.2066
0.020772,1.48304,-3.66814,0.28,1,81.4312,-31.1804
0.020773,1.57904,-3.76863,0.27,1,81.394,-31.1553
0.020774,1.67504,-3.86909,0.26,1,81.3558,-31.1312
0.020775,1.77104,-3.96952,0.25,1,81.3166,-31.1081
0.020776,1.86704,-4.06992,0.24,1,81.2764,-31.0861
0.020777,1.96304,-4.17028,0.23,1,81.2352,-31.0652
0.020778,2.05904,-4.2706,0.22,1,81.193,-31.0453
0.020779,2.15504,-4.37087,0.21,1,81.1498,-31.0264
0.02078,2.25104,-4.47109,0.2,1,81.1056,-31.0086
0.020781,2.34704,-4.57126,0.19,1,81.0604,-30.9918
0.020782,2.44304,-4.67136,0.18,1,81.0142,-30.976
0.020783,2.53904,-4.77141,0.17,1,80.9669,-30.9613
0.020784,2.63504,-4.87138,0.16,1,80.9187,-30.9476
0.020785,2.73104,-4.97129,0.15,1,80.8695,-30.935
0.020786,2.82704,-5.07112,0.14,1,80.8193,-30.9233
0.020787,2.92304,-5.17087,0.13,1,80.7681,-30.9127
0.020788,3.01904,-5.27054,0.12,1,80.7159,-30.9031
0.020789,3.11504,-5.37012,0.11,1,80.6627,-30.8945
0.02079,3.21104,-5.46961,0.1,1,80.6085,-30.8869
0.020791,3.30704,-5.569,0.09,1,80.5533,-30.8803
0.020792,3.40304,-5.6683,0.08,1,80.4971,-30.8748
0.020793,3.49904,-5.76749,0.07,1,80.4399,-30.8702
0.020794,3.59504,-5.86658,0.06,1,80.3818,-30.8666
0.020795,3.69104,-5.96555,0.05,1,80.3226,-30.8641
0.020796,3.78704,-6.06441,0.04,1,80.2625,-30.8625
0.020797,3.88304,-6.16315,0.03,1,80.2013,-30.8619
0.020798,3.97904,-6.26176,0.02,1,80.1392,-30.8623
0.020799,4.07504,-6.36025,0.01,1,80.0761,-30.8637
0.0208,4.17104,-6.45861,-1.63064e-012,1,80.012,-30.866
0.020801,4.26704,-6.55683,0.01,1,79.9469,-30.8694
0.020802,4.36304,-6.65492,0.02,1,79.8808,-30.8737
0.020803,4.45904,-6.75286,0.03,1,79.8138,-30.879
0.020804,4.55504,-6.85065,0.04,1,79.7458,-30.8852
0.020805,4.65104,-6.9483,0.05,1,79.6768,-30.8925
0.020806,4.74704,-7.04579,0.06,1,79.6068,-30.9006
0.020807,4.84304,-7.14312,0.07,1,79.5359,-30.9098
0.020808,4.93904,-7.24029,0.08,1,79.464,-30.9199
0.020809,5.03504,-7.33729,0.09,1,79.3911,-30.9309
0.02081,5.13104,-7.43413,0.1,1,79.3172,-30.9429
0.020811,5.22704,-7.53079,0.11,1,79.2424,-30.9558
0.020812,5.32304,-7.62727,0.12,1,79.1666,-30.9697
0.020813,5.41903,-7.72358,0.13,1,79.0898,-30.9845
0.020814,5.51503,-7.81969,0.14,1,79.0121,-31.0002
0.020815,5.61103,-7.91562,0.15,1,78.9335,-31.0169
0.020816,5.70703,-8.01136,0.16,1,78.8538,-31.0344
0.020817,5.80303,-8.1069,0.17,1,78.7732,-31.0529
0.020818,5.89903,-8.20223,0.18,1,78.6917,-31.0724
0.020819,5.99503,-8.29737,0.19,1,78.6092,-31.0927
0.02082,6.09103,-8.3923,0.2,1,78.5257,-31.1139
0.020821,6.18703,-8.48701,0.21,1,78.4413,-31.1361
0.020822,6.28303,-8.58152,0.22,1,78.356,-31.1591
0.020823,6.37903,-8.6758,0.23,1,78.2697,-31.1831
0.020824,6.47503,-8.76986,0.24,1,78.1825,-31.2079
0.020825,6.57103,-8.8637,0.25,1,78.0943,-31.2336
0.020826,6.66703,-8.9573,0.26,1,78.0052,-31.2603
0.020827,6.76303,-9.05067,0.27,1,77.9152,-31.2877
0.020828,6.85903,-9.14381,0.28,1,77.8242,-31.3161
0.020829,6.95503,-9.2367,0.29,1,77.7323,-31.3454
0.02083,7.05103,-9.32935,0.3,1,77.6395,-31.3755
0.020831,7.14703,-9.42176,0.31,1,77.5457,-31.4064
0.020832,7.24303,-9.51391,0.32,1,77.451,-31.4383
0.020833,7.33903,-9.6058,0.33,1,77.3554,-31.471
0.020834,7.43503,-9.69744,0.34,1,77.2589,-31.5045
0.020835,7.53103,-9.78882,0.35,1,77.1615,-31.5389
0.020836,7.62703,-9.87993,0.36,1,77.0631,-31.5741
0.020837,7.72303,-9.97077,0.37,1,76.9639,-31.6102
0.020838,7.81903,-10.0613,0.38,1,76.8637,-31.6471
0.020839,7.91503,-10.1516,0.39,1,76.7627,-31.6848
0.02084,8.01103,-10.2417,0.4,1,76.6607,-31.7234
0.020841,7.95358,-10.1781,0.41,0,76.7404,-31.7618
0.020842,7.89598,-10.1146,0.42,0,76.8195,-31.7995
0.020843,7.83827,-10.0509,0.43,0,76.8981,-31.8367
0.020844,7.78039,-9.98722,0.44,0,76.9762,-31.8732
0.020845,7.72236,-9.92344,0.45,0,77.0538,-31.909
0.020846,7.66418,-9.85958,0.46,0,77.1307,-31.9441
0.020847,7.60584,-9.79566,0.47,0,77.207,-31.9784
0.020848,7.54735,-9.73167,0.48,0,77.2828,-32.0121
0.020849,7.48871,-9.66761,0.49,0,77.358,-32.045
0.02085,7.42992,-9.60349,0.5,0,77.4326,-32.0772
0.020851,7.37098,-9.5393,0.51,0,77.5066,-32.1088
0.020852,7.31189,-9.47506,0.52,0,77.58,-32.1396
0.020853,7.25266,-9.41075,0.53,0,77.6528,-32.1697
0.020854,7.19328,-9.34638,0.54,0,77.725,-32.1991
0.020855,7.13376,-9.28195,0.55,0,77.7967,-32.2278
0.020856,7.07409,-9.21747,0.56,0,77.8677,-32.2558
0.020857,7.01429,-9.15293,0.57,0,77.9382,-32.2832
0.020858,6.95434,-9.08833,0.58,0,78.008,-32.3098
0.020859,6.89425,-9.02369,0.59,0,78.0773,-32.3357
0.02086,6.83403,-8.95899,0.6,0,78.1459,-32.3609
0.020861,6.77367,-8.89424,0.61,0,78.2139,-32.3854
0.020862,6.71317,-8.82945,0.62,0,78.2814,-32.4092
0.020863,6.65254,-8.76461,0.63,0,78.3482,-32.4324
0.020864,6.59178,-8.69972,0.64,0,78.4144,-32.4548
0.020865,6.53089,-8.63479,0.65,0,78.48,-32.4765
0.020866,6.46986,-8.56981,0.66,0,78.545,-32.4976
0.020867,6.40871,-8.5048,0.67,0,78.6094,-32.518
0.020868,6.34742,-8.43974,0.68,0,78.6732,-32.5376
0.020869,6.28601,-8.37465,0.69,0,78.7364,-32.5566
0.02087,6.22448,-8.30951,0.7,0,78.7989,-32.5749
0.020871,6.16282,-8.24435,0.71,0,78.8609,-32.5925
0.020872,6.10103,-8.17914,0.72,0,78.9222,-32.6094
0.020873,6.03913,-8.11391,0.73,0,78.9829,-32.6256
0.020874,5.9771,-8.04864,0.74,0,79.043,-32.6412
0.020875,5.91496,-7.98334,0.75,0,79.1024,-32.656
0.020876,5.85269,-7.91802,0.76,0,79.1613,-32.6702
0.020877,5.79031,-7.85266,0.77,0,79.2195,-32.6837
0.020878,5.72782,-7.78728,0.78,0,79.2771,-32.6965
0.020879,5.6652,-7.72188,0.79,0,79.334,-32.7087
0.02088,5.60248,-7.65645,0.8,0,79.3904,-32.7201
0.020881,5.53964,-7.591,0.81,0,79.4461,-32.7309
0.020882,5.4767,-7.52553,0.82,0,79.5012,-32.741
0.020883,5.41364,-7.46003,0.83,0,79.5556,-32.7505
0.020884,5.35047,-7.39452,0.84,0,79.6094,-32.7592
0.020885,5.2872,-7.329,0.85,0,79.6626,-32.7673
0.020886,5.22382,-7.26345,0.86,0,79.7152,-32.7748
0.020887,5.16034,-7.1979,0.87,0,79.7671,-32.7815
0.020888,5.09675,-7.13233,0.88,0,79.8184,-32.7876
0.020889,5.03307,-7.06675,0.89,0,79.869,-32.793
0.02089,4.96928,-7.00116,0.9,0,79.919,-32.7977
0.020891,4.90539,-6.93556,0.91,0,79.9684,-32.8018
0.020892,4.8414,-6.86995,0.92,0,80.0172,-32.8053
0.020893,4.77732,-6.80434,0.93,0,80.0652,-32.808
0.020894,4.71314,-6.73872,0.94,0,80.1127,-32.8101
0.020895,4.64887,-6.6731,0.95,0,80.1595,-32.8115
0.020896,4.58451,-6.60747,0.96,0,80.2057,-32.8123
0.020897,4.52005,-6.54185,0.97,0,80.2512,-32.8124
0.020898,4.4555,-6.47622,0.98,0,80.2961,-32.8119
0.020899,4.39087,-6.4106,0.99,0,80.3403,-32.8107
0.0209,4.32614,-6.34498,1,0,80.3839,-32.8089
0.020901,4.26133,-6.27936,0.99,0,80.4268,-32.8064
0.020902,4.19643,-6.21375,0.98,0,80.4691,-32.8032
0.020903,4.13145,-6.14815,0.97,0,80.5108,-32.7995
0.020904,4.06639,-6.08256,0.96,0,80.5517,-32.795
0.020905,4.00125,-6.01697,0.95,0,80.5921,-32.7899
0.020906,3.93602,-5.9514,0.94,0,80.6318,-32.7842
0.020907,3.87072,-5.88583,0.93,0,80.6708,-32.7778
0.020908,3.80534,-5.82029,0.92,0,80.7092,-32.7708
0.020909,3.73988,-5.75475,0.91,0,80.7469,-32.7631
0.02091,3.67435,-5.68923,0.9,0,80.784,-32.7548
0.020911,3.60875,-5.62373,0.89,0,80.8204,-32.7459
0.020912,3.54307,-5.55825,0.88,0,80.8562,-32.7363
0.020913,3.47732,-5.49279,0.87,0,80.8913,-32.7261
0.020914,3.41151,-5.42735,0.86,0,80.9257,-32.7153
0.020915,3.34562,-5.36193,0.85,0,80.9595,-32.7038
0.020916,3.27967,-5.29653,0.84,0,80.9926,-32.6917
0.020917,3.21365,-5.23116,0.83,0,81.0251,-32.679
0.020918,3.14757,-5.16582,0.82,0,81.0569,-32.6656
0.020919,3.08142,-5.1005,0.81,0,81.088,-32.6516
0.02092,3.01522,-5.03521,0.8,0,81.1185,-32.637
0.020921,2.94895,-4.96995,0.79,0,81.1483,-32.6218
0.020922,2.88262,-4.90472,0.78,0,81.1775,-32.6059
0.020923,2.81624,-4.83953,0.77,0,81.206,-32.5895
0.020924,2.7498,-4.77436,0.76,0,81.2338,-32.5724
0.020925,2.68331,-4.70924,0.75,0,81.261,-32.5547
0.020926,2.61676,-4.64415,0.74,0,81.2875,-32.5363
0.020927,2.55016,-4.57909,0.73,0,81.3133,-32.5174
0.020928,2.4835,-4.51408,0.72,0,81.3385,-32.4978
0.020929,2.4168,-4.4491,0.71,0,81.363,-32.4777
0.02093,2.35005,-4.38417,0.7,0,81.3868,-32.4569
0.020931,2.28326,-4.31927,0.69,0,81.41,-32.4355
0.020932,2.21641,-4.25442,0.68,0,81.4325,-32.4136
0.020933,2.14953,-4.18962,0.67,0,81.4543,-32.391
0.020934,2.0826,-4.12486,0.66,0,81.4755,-32.3678
0.020935,2.01562,-4.06015,0.65,0,81.496,-32.344
0.020936,1.94861,-3.99549,0.64,0,81.5158,-32.3196
0.020937,1.88156,-3.93087,0.63,0,81.5349,-32.2946
0.020938,1.81447,-3.86631,0.62,0,81.5534,-32.2691
0.020939,1.74735,-3.8018,0.61,0,81.5712,-32.2429
0.02094,1.68019,-3.73734,0.6,0,81.5884,-32.2161
0.020941,1.613,-3.67293,0.59,0,81.6048,-32.1888
0.020942,1.54577,-3.60858,0.58,0,81.6206,-32.1608
0.020943,1.47851,-3.54429,0.57,0,81.6357,-32.1323
0.020944,1.41123,-3.48005,0.56,0,81.6502,-32.1032
0.020945,1.34391,-3.41588,0.55,0,81.664,-32.0735
0.020946,1.27657,-3.35176,0.54,0,81.6771,-32.0432
0.020947,1.20921,-3.2877,0.53,0,81.6895,-32.0124
0.020948,1.14181,-3.22371,0.52,0,81.7013,-31.9809
0.020949,1.0744,-3.15978,0.51,0,81.7123,-31.9489
0.02095,1.00697,-3.09591,0.5,0,81.7227,-31.9163
0.020951,0.93951,-3.03212,0.49,0,81.7325,-31.8832
0.020952,0.872036,-2.96838,0.48,0,81.7415,-31.8494
0.020953,0.804545,-2.90472,0.47,0,81.7499,-31.8151
0.020954,0.737037,-2.84112,0.46,0,81.7576,-31.7803
0.020955,0.669515,-2.7776,0.45,0,81.7647,-31.7448
0.020956,0.601979,-2.71414,0.44,0,81.771,-31.7088
0.020957,0.534431,-2.65076,0.43,0,81.7767,-31.6723
0.020958,0.466873,-2.58745,0.42,0,81.7817,-31.6352
0.020959,0.399305,-2.52422,0.41,0,81.786,-31.5975
0.02096,0.331729,-2.46107,0.4,0,81.7897,-31.5593
0.020961,0.427729,-2.56154,0.39,1,81.7643,-31.5216
0.020962,0.523729,-2.66205,0.38,1,81.738,-31.4849
0.020963,0.619729,-2.76256,0.37,1,81.7108,-31.4491
0.020964,0.715729,-2.86309,0.36,1,81.6827,-31.4144
0.020965,0.811729,-2.96363,0.35,1,81.6536,-31.3807
0.020966,0.907729,-3.06418,0.34,1,81.6234,-31.3481
0.020967,1.00373,-3.16473,0.33,1,81.5923,-31.3166
0.020968,1.09973,-3.26528,0.32,1,81.5601,-31.2862
0.020969,1.19573,-3.36582,0.31,1,81.527,-31.2568
0.02097,1.29173,-3.46636,0.3,1,81.4928,-31.2285
0.020971,1.38773,-3.56688,0.29,1,81.4577,-31.2012
0.020972,1.48373,-3.66738,0.28,1,81.4215,-31.175
0.020973,1.57973,-3.76786,0.27,1,81.3843,-31.1498
0.020974,1.67573,-3.86832,0.26,1,81.3461,-31.1257
0.020975,1.77173,-3.96874,0.25,1,81.3069,-31.1027
0.020976,1.86773,-4.06913,0.24,1,81.2667,-31.0807
0.020977,1.96373,-4.16948,0.23,1,81.2256,-31.0598
0.020978,2.05973,-4.26979,0.22,1,81.1834,-31.0399
0.020979,2.15573,-4.37006,0.21,1,81.1402,-31.021
0.02098,2.25173,-4.47027,0.2,1,81.096,-31.0032
0.020981,2.34773,-4.57042,0.19,1,81.0508,-30.9864
0.020982,2.44373,-4.67052,0.18,1,81.0046,-30.9706
0.020983,2.53973,-4.77056,0.17,1,80.9573,-30.9559
0.020984,2.63573,-4.87053,0.16,1,80.9091,-30.9422
0.020985,2.73173,-4.97042,0.15,1,80.8599,-30.9296
0.020986,2.82773,-5.07025,0.14,1,80.8097,-30.9179
0.020987,2.92373,-5.16999,0.13,1,80.7585,-30.9073
0.020988,3.01973,-5.26965,0.12,1,80.7063,-30.8977
0.020989,3.11573,-5.36922,0.11,1,80.6531,-30.8891
0.02099,3.21173,-5.4687,0.1,1,80.5989,-30.8815
0.020991,3.30773,-5.56809,0.09,1,80.5438,-30.8749
0.020992,3.40373,-5.66737,0.08,1,80.4876,-30.8694
0.020993,3.49972,-5.76656,0.07,1,80.4304,-30.8648
0.020994,3.59572,-5.86563,0.06,1,80.3723,-30.8612
0.020995,3.69172,-5.9646,0.05,1,80.3131,-30.8587
0.020996,3.78772,-6.06345,0.04,1,80.253,-30.8571
0.020997,3.88372,-6.16218,0.03,1,80.1918,-30.8565
0.020998,3.97972,-6.26079,0.02,1,80.1297,-30.8569
0.020999,4.07572,-6.35927,0.01,1,80.0666,-30.8583
0.021,4.17172,-6.45762,-3.64292e-012,1,80.0025,-30.8607
0.021001,4.26772,-6.55583,0.01,1,79.9375,-30.864
0.021002,4.36372,-6.65391,0.02,1,79.8714,-30.8683
0.021003,4.45972,-6.75184,0.03,1,79.8044,-30.8736
0.021004,4.55572,-6.84963,0.04,1,79.7364,-30.8799
0.021005,4.65172,-6.94727,0.05,1,79.6674,-30.8871
0.021006,4.74772,-7.04475,0.06,1,79.5974,-30.8953
0.021007,4.84372,-7.14207,0.07,1,79.5265,-30.9044
0.021008,4.93972,-7.23924,0.08,1,79.4546,-30.9145
0.021009,5.03572,-7.33623,0.09,1,79.3817,-30.9255
0.02101,5.13172,-7.43306,0.1,1,79.3079,-30.9375
0.021011,5.22772,-7.52971,0.11,1,79.2331,-30.9504
0.021012,5.32372,-7.62619,0.12,1,79.1573,-30.9643
0.021013,5.41972,-7.72248,0.13,1,79.0805,-30.9791
0.021014,5.51572,-7.81859,0.14,1,79.0028,-30.9948
0.021015,5.61172,-7.91451,0.15,1,78.9242,-31.0115
0.021016,5.70772,-8.01024,0.16,1,78.8445,-31.0291
0.021017,5.80372,-8.10577,0.17,1,78.764,-31.0476
0.021018,5.89972,-8.2011,0.18,1,78.6824,-31.067
0.021019,5.99572,-8.29623,0.19,1,78.5999,-31.0873
0.02102,6.09172,-8.39115,0.2,1,78.5165,-31.1086
0.021021,6.18772,-8.48586,0.21,1,78.4321,-31.1307
0.021022,6.28372,-8.58035,0.22,1,78.3468,-31.1538
0.021023,6.37972,-8.67463,0.23,1,78.2605,-31.1777
0.021024,6.47572,-8.76868,0.24,1,78.1733,-31.2025
0.021025,6.57172,-8.86251,0.25,1,78.0851,-31.2283
0.021026,6.66772,-8.95611,0.26,1,77.996,-31.2549
0.021027,6.76372,-9.04947,0.27,1,77.906,-31.2824
0.021028,6.85972,-9.1426,0.28,1,77.8151,-31.3107
0.021029,6.95572,-9.23549,0.29,1,77.7232,-31.34
0.02103,7.05171,-9.32813,0.3,1,77.6303,-31.3701
0.021031,7.14771,-9.42052,0.31,1,77.5366,-31.401
0.021032,7.24371,-9.51267,0.32,1,77.4419,-31.4329
0.021033,7.33971,-9.60456,0.33,1,77.3464,-31.4656
0.021034,7.43571,-9.69619,0.34,1,77.2498,-31.4991
0.021035,7.53171,-9.78756,0.35,1,77.1524,-31.5335
0.021036,7.62771,-9.87866,0.36,1,77.0541,-31.5687
0.021037,7.72371,-9.9695,0.37,1,76.9549,-31.6048
0.021038,7.81971,-10.0601,0.38,1,76.8547,-31.6417
0.021039,7.91571,-10.1503,0.39,1,76.7537,-31.6794
0.02104,8.01171,-10.2404,0.4,1,76.6517,-31.718
0.021041,7.95429,-10.1769,0.41,0,76.7314,-31.7564
0.021042,7.89671,-10.1133,0.42,0,76.8105,-31.7941
0.021043,7.83901,-10.0497,0.43,0,76.8892,-31.8313
0.021044,7.78115,-9.98597,0.44,0,76.9673,-31.8678
0.021045,7.72314,-9.92219,0.45,0,77.0448,-31.9036
0.021046,7.66497,-9.85835,0.46,0,77.1217,-31.9386
0.021047,7.60665,-9.79444,0.47,0,77.1981,-31.973
0.021048,7.54818,-9.73046,0.48,0,77.2739,-32.0066
0.021049,7.48955,-9.66641,0.49,0,77.3491,-32.0396
0.02105,7.43078,-9.6023,0.5,0,77.4237,-32.0718
0.021051,7.37186,-9.53813,0.51,0,77.4977,-32.1033
0.021052,7.31279,-9.47389,0.52,0,77.5711,-32.1341
0.021053,7.25357,-9.40959,0.53,0,77.6439,-32.1643
0.021054,7.19421,-9.34523,0.54,0,77.7162,-32.1937
0.021055,7.13471,-9.28081,0.55,0,77.7878,-32.2224
0.021056,7.07506,-9.21634,0.56,0,77.8589,-32.2504
0.021057,7.01527,-9.15181,0.57,0,77.9293,-32.2777
0.021058,6.95535,-9.08723,0.58,0,77.9992,-32.3043
0.021059,6.89528,-9.0226,0.59,0,78.0684,-32.3302
0.02106,6.83507,-8.95791,0.6,0,78.1371,-32.3555
0.021061,6.77473,-8.89317,0.61,0,78.2051,-32.38
0.021062,6.71425,-8.82839,0.62,0,78.2726,-32.4038
0.021063,6.65364,-8.76356,0.63,0,78.3394,-32.4269
0.021064,6.59289,-8.69868,0.64,0,78.4056,-32.4494
0.021065,6.53202,-8.63376,0.65,0,78.4713,-32.4711
0.021066,6.47101,-8.5688,0.66,0,78.5363,-32.4922
0.021067,6.40987,-8.50379,0.67,0,78.6007,-32.5125
0.021068,6.34861,-8.43875,0.68,0,78.6645,-32.5322
0.021069,6.28721,-8.37366,0.69,0,78.7277,-32.5512
0.02107,6.2257,-8.30854,0.7,0,78.7902,-32.5695
0.021071,6.16405,-8.24339,0.71,0,78.8522,-32.5871
0.021072,6.10229,-8.17819,0.72,0,78.9135,-32.604
0.021073,6.0404,-8.11297,0.73,0,78.9742,-32.6202
0.021074,5.97839,-8.04771,0.74,0,79.0343,-32.6358
0.021075,5.91626,-7.98243,0.75,0,79.0938,-32.6506
0.021076,5.85401,-7.91711,0.76,0,79.1526,-32.6648
0.021077,5.79165,-7.85177,0.77,0,79.2109,-32.6783
0.021078,5.72917,-7.7864,0.78,0,79.2685,-32.6911
0.021079,5.66658,-7.721,0.79,0,79.3254,-32.7033
0.02108,5.60387,-7.65559,0.8,0,79.3818,-32.7147
0.021081,5.54105,-7.59015,0.81,0,79.4375,-32.7255
0.021082,5.47812,-7.52468,0.82,0,79.4926,-32.7356
0.021083,5.41508,-7.4592,0.83,0,79.5471,-32.7451
0.021084,5.35193,-7.3937,0.84,0,79.6009,-32.7538
0.021085,5.28868,-7.32819,0.85,0,79.6541,-32.7619
0.021086,5.22531,-7.26266,0.86,0,79.7067,-32.7694
0.021087,5.16185,-7.19711,0.87,0,79.7586,-32.7761
0.021088,5.09828,-7.13155,0.88,0,79.8099,-32.7822
0.021089,5.03461,-7.06598,0.89,0,79.8606,-32.7876
0.02109,4.97084,-7.0004,0.9,0,79.9106,-32.7924
0.021091,4.90697,-6.93481,0.91,0,79.96,-32.7965
0.021092,4.843,-6.86922,0.92,0,80.0088,-32.7999
0.021093,4.77893,-6.80361,0.93,0,80.0569,-32.8026
0.021094,4.71477,-6.73801,0.94,0,80.1043,-32.8047
0.021095,4.65052,-6.67239,0.95,0,80.1512,-32.8062
0.021096,4.58617,-6.60678,0.96,0,80.1973,-32.807
0.021097,4.52173,-6.54117,0.97,0,80.2429,-32.8071
0.021098,4.4572,-6.47555,0.98,0,80.2878,-32.8066
0.021099,4.39258,-6.40994,0.99,0,80.332,-32.8054
0.0211,4.32787,-6.34433,1,0,80.3756,-32.8035
0.021101,4.26307,-6.27873,0.99,0,80.4186,-32.801
0.021102,4.19819,-6.21313,0.98,0,80.4609,-32.7979
0.021103,4.13323,-6.14753,0.97,0,80.5025,-32.7941
0.021104,4.06818,-6.08195,0.96,0,80.5436,-32.7897
0.021105,4.00306,-6.01638,0.95,0,80.5839,-32.7846
0.021106,3.93785,-5.95081,0.94,0,80.6236,-32.7789
0.021107,3.87256,-5.88526,0.93,0,80.6627,-32.7725
0.021108,3.8072,-5.81972,0.92,0,80.7011,-32.7655
0.021109,3.74176,-5.7542,0.91,0,80.7388,-32.7578
0.02111,3.67624,-5.68869,0.9,0,80.7759,-32.7495
0.021111,3.61065,-5.6232,0.89,0,80.8123,-32.7406
0.021112,3.54499,-5.55773,0.88,0,80.8481,-32.731
0.021113,3.47926,-5.49228,0.87,0,80.8832,-32.7208
0.021114,3.41346,-5.42685,0.86,0,80.9177,-32.71
0.021115,3.34759,-5.36144,0.85,0,80.9515,-32.6985
0.021116,3.28165,-5.29605,0.84,0,80.9846,-32.6864
0.021117,3.21565,-5.23069,0.83,0,81.0171,-32.6737
0.021118,3.14959,-5.16536,0.82,0,81.049,-32.6604
0.021119,3.08346,-5.10005,0.81,0,81.0801,-32.6464
0.02112,3.01727,-5.03477,0.8,0,81.1106,-32.6318
0.021121,2.95102,-4.96952,0.79,0,81.1405,-32.6166
0.021122,2.8847,-4.90431,0.78,0,81.1696,-32.6007
0.021123,2.81834,-4.83912,0.77,0,81.1982,-32.5842
0.021124,2.75191,-4.77397,0.76,0,81.226,-32.5672
0.021125,2.68543,-4.70885,0.75,0,81.2532,-32.5494
0.021126,2.6189,-4.64377,0.74,0,81.2797,-32.5311
0.021127,2.55231,-4.57873,0.73,0,81.3056,-32.5122
0.021128,2.48568,-4.51372,0.72,0,81.3308,-32.4927
0.021129,2.41899,-4.44876,0.71,0,81.3553,-32.4725
0.02113,2.35226,-4.38383,0.7,0,81.3791,-32.4517
0.021131,2.28548,-4.31895,0.69,0,81.4023,-32.4304
0.021132,2.21865,-4.25411,0.68,0,81.4249,-32.4084
0.021133,2.15178,-4.18932,0.67,0,81.4467,-32.3858
0.021134,2.08486,-4.12457,0.66,0,81.4679,-32.3626
0.021135,2.01791,-4.05987,0.65,0,81.4884,-32.3389
0.021136,1.95091,-3.99522,0.64,0,81.5083,-32.3145
0.021137,1.88387,-3.93061,0.63,0,81.5274,-32.2895
0.021138,1.8168,-3.86606,0.62,0,81.5459,-32.2639
0.021139,1.74969,-3.80156,0.61,0,81.5638,-32.2378
0.02114,1.68254,-3.73711,0.6,0,81.5809,-32.211
0.021141,1.61537,-3.67271,0.59,0,81.5974,-32.1837
0.021142,1.54816,-3.60837,0.58,0,81.6132,-32.1557
0.021143,1.48091,-3.54409,0.57,0,81.6284,-32.1272
0.021144,1.41364,-3.47986,0.56,0,81.6428,-32.0981
0.021145,1.34634,-3.4157,0.55,0,81.6566,-32.0684
0.021146,1.27902,-3.35159,0.54,0,81.6698,-32.0382
0.021147,1.21166,-3.28755,0.53,0,81.6822,-32.0073
0.021148,1.14429,-3.22356,0.52,0,81.694,-31.9759
0.021149,1.07689,-3.15964,0.51,0,81.7051,-31.9439
0.02115,1.00947,-3.09579,0.5,0,81.7155,-31.9113
0.021151,0.942027,-3.032,0.49,0,81.7253,-31.8781
0.021152,0.874568,-2.96827,0.48,0,81.7344,-31.8444
0.021153,0.80709,-2.90462,0.47,0,81.7428,-31.8101
0.021154,0.739597,-2.84103,0.46,0,81.7505,-31.7753
0.021155,0.672089,-2.77752,0.45,0,81.7576,-31.7399
0.021156,0.604567,-2.71408,0.44,0,81.764,-31.7039
0.021157,0.537033,-2.6507,0.43,0,81.7697,-31.6673
0.021158,0.469489,-2.58741,0.42,0,81.7747,-31.6302
0.021159,0.401935,-2.52418,0.41,0,81.7791,-31.5926
0.02116,0.334373,-2.46104,0.4,0,81.7827,-31.5543
0.021161,0.430373,-2.56151,0.39,1,81.7574,-31.5166
0.021162,0.526373,-2.66201,0.38,1,81.731,-31.48
0.021163,0.622373,-2.76252,0.37,1,81.7039,-31.4442
0.021164,0.718373,-2.86305,0.36,1,81.6758,-31.4095
0.021165,0.814373,-2.96358,0.35,1,81.6466,-31.3759
0.021166,0.910373,-3.06413,0.34,1,81.6165,-31.3433
0.021167,1.00637,-3.16467,0.33,1,81.5853,-31.3118
0.021168,1.10237,-3.26522,0.32,1,81.5532,-31.2813
0.021169,1.19837,-3.36576,0.31,1,81.52,-31.2519
0.02117,1.29437,-3.46629,0.3,1,81.4859,-31.2236
0.021171,1.39037,-3.56681,0.29,1,81.4507,-31.1964
0.021172,1.48637,-3.6673,0.28,1,81.4145,-31.1702
0.021173,1.58237,-3.76778,0.27,1,81.3774,-31.145
0.021174,1.67837,-3.86823,0.26,1,81.3392,-31.121
0.021175,1.77437,-3.96865,0.25,1,81.3,-31.0979
0.021176,1.87037,-4.06904,0.24,1,81.2598,-31.0759
0.021177,1.96637,-4.16938,0.23,1,81.2186,-31.055
0.021178,2.06237,-4.26969,0.22,1,81.1764,-31.0351
