Time,iL1,iL2,V3,V1,vC1,vC2
0.003369,-12.6449,-15.4558,0.31,1,55.2714,31.1111
0.00337,-12.5489,-15.5662,0.3,1,55.1163,31.049
0.003371,-12.4529,-15.6762,0.29,1,54.96,30.987
0.003372,-12.3569,-15.786,0.28,1,54.8027,30.925
0.003373,-12.2609,-15.8955,0.27,1,54.6443,30.8633
0.003374,-12.1649,-16.0046,0.26,1,54.4848,30.8016
0.003375,-12.0689,-16.1134,0.25,1,54.3242,30.74
0.003376,-11.9729,-16.2219,0.24,1,54.1626,30.6786
0.003377,-11.8769,-16.33,0.23,1,53.9998,30.6173
0.003378,-11.7809,-16.4379,0.22,1,53.836,30.5562
0.003379,-11.6849,-16.5454,0.21,1,53.671,30.4951
0.00338,-11.5889,-16.6526,0.2,1,53.5051,30.4342
0.003381,-11.4929,-16.7594,0.19,1,53.338,30.3734
0.003382,-11.3969,-16.8659,0.18,1,53.1699,30.3127
0.003383,-11.3009,-16.9721,0.17,1,53.0007,30.2521
0.003384,-11.2049,-17.0779,0.16,1,52.8304,30.1917
0.003385,-11.1089,-17.1834,0.15,1,52.6591,30.1314
0.003386,-11.0129,-17.2885,0.14,1,52.4868,30.0711
0.003387,-10.9169,-17.3933,0.13,1,52.3134,30.0111
0.003388,-10.8209,-17.4978,0.12,1,52.1389,29.9511
0.003389,-10.7249,-17.6019,0.11,1,51.9634,29.8913
0.00339,-10.6289,-17.7056,0.1,1,51.7869,29.8315
0.003391,-10.5329,-17.809,0.09,1,51.6093,29.7719
0.003392,-10.4369,-17.9121,0.08,1,51.4307,29.7125
0.003393,-10.3409,-18.0148,0.07,1,51.2511,29.6531
0.003394,-10.2449,-18.1171,0.06,1,51.0704,29.5938
0.003395,-10.1489,-18.219,0.05,1,50.8887,29.5347
0.003396,-10.0529,-18.3206,0.04,1,50.706,29.4757
0.003397,-9.95693,-18.4219,0.03,1,50.5223,29.4168
0.003398,-9.86093,-18.5227,0.02,1,50.3376,29.358
0.003399,-9.76493,-18.6232,0.01,1,50.1518,29.2994
0.0034,-9.66893,-18.7233,1.25767e-012,1,49.9651,29.2408
0.003401,-9.57293,-18.8231,0.01,1,49.7774,29.1824
0.003402,-9.47693,-18.9224,0.02,1,49.5887,29.1241
0.003403,-9.38093,-19.0214,0.03,1,49.3989,29.0659
0.003404,-9.28493,-19.12,0.04,1,49.2082,29.0078
0.003405,-9.18893,-19.2183,0.05,1,49.0165,28.9499
0.003406,-9.09293,-19.3161,0.06,1,48.8239,28.892
0.003407,-8.99693,-19.4136,0.07,1,48.6302,28.8343
0.003408,-8.90093,-19.5106,0.08,1,48.4356,28.7767
0.003409,-8.80493,-19.6073,0.09,1,48.24,28.7192
0.00341,-8.70893,-19.7036,0.1,1,48.0435,28.6618
0.003411,-8.61293,-19.7995,0.11,1,47.8459,28.6046
0.003412,-8.51693,-19.895,0.12,1,47.6475,28.5474
0.003413,-8.42093,-19.9901,0.13,1,47.448,28.4904
0.003414,-8.32493,-20.0848,0.14,1,47.2477,28.4334
0.003415,-8.22893,-20.179,0.15,1,47.0463,28.3766
0.003416,-8.13293,-20.2729,0.16,1,46.8441,28.3199
0.003417,-8.03693,-20.3664,0.17,1,46.6409,28.2634
0.003418,-7.94093,-20.4595,0.18,1,46.4368,28.2069
0.003419,-7.84493,-20.5522,0.19,1,46.2317,28.1505
0.00342,-7.74893,-20.6444,0.2,1,46.0257,28.0943
0.003421,-7.65293,-20.7363,0.21,1,45.8188,28.0382
0.003422,-7.55693,-20.8277,0.22,1,45.611,27.9821
0.003423,-7.46093,-20.9187,0.23,1,45.4023,27.9262
0.003424,-7.36493,-21.0093,0.24,1,45.1926,27.8704
0.003425,-7.26893,-21.0995,0.25,1,44.9821,27.8147
0.003426,-7.17293,-21.1892,0.26,1,44.7706,27.7592
0.003427,-7.07693,-21.2786,0.27,1,44.5583,27.7037
0.003428,-6.98094,-21.3675,0.28,1,44.3451,27.6484
0.003429,-6.88494,-21.4559,0.29,1,44.1309,27.5931
0.00343,-6.78894,-21.544,0.3,1,43.9159,27.538
0.003431,-6.69294,-21.6316,0.31,1,43.7001,27.483
0.003432,-6.59694,-21.7188,0.32,1,43.4833,27.428
0.003433,-6.50094,-21.8055,0.33,1,43.2657,27.3732
0.003434,-6.40494,-21.8918,0.34,1,43.0472,27.3186
0.003435,-6.30894,-21.9777,0.35,1,42.8279,27.264
0.003436,-6.21294,-22.0632,0.36,1,42.6077,27.2095
0.003437,-6.11694,-22.1481,0.37,1,42.3866,27.1551
0.003438,-6.02094,-22.2327,0.38,1,42.1647,27.1009
0.003439,-5.92494,-22.3168,0.39,1,41.9419,27.0467
0.00344,-5.82894,-22.4005,0.4,1,41.7184,26.9927
0.003441,-5.87044,-22.3463,0.41,0,41.6598,27.1035
0.003442,-5.91204,-22.2919,0.42,0,41.6007,27.2132
0.003443,-5.95372,-22.2374,0.43,0,41.5414,27.322
0.003444,-5.9955,-22.1827,0.44,0,41.4817,27.4296
0.003445,-6.03736,-22.1277,0.45,0,41.4215,27.536
0.003446,-6.07932,-22.0725,0.46,0,41.3609,27.6412
0.003447,-6.12137,-22.0171,0.47,0,41.2999,27.7453
0.003448,-6.1635,-21.9615,0.48,0,41.2385,27.8482
0.003449,-6.20572,-21.9057,0.49,0,41.1766,27.9499
0.00345,-6.24801,-21.8497,0.5,0,41.1144,28.0504
0.003451,-6.29038,-21.7935,0.51,0,41.0517,28.1497
0.003452,-6.33281,-21.7371,0.52,0,40.9886,28.2478
0.003453,-6.37532,-21.6805,0.53,0,40.925,28.3448
0.003454,-6.41789,-21.6238,0.54,0,40.8611,28.4406
0.003455,-6.46053,-21.5668,0.55,0,40.7967,28.5352
0.003456,-6.50322,-21.5096,0.56,0,40.7319,28.6286
0.003457,-6.54597,-21.4523,0.57,0,40.6666,28.7208
0.003458,-6.58877,-21.3947,0.58,0,40.6009,28.8118
0.003459,-6.63162,-21.337,0.59,0,40.5348,28.9016
0.00346,-6.67451,-21.2791,0.6,0,40.4683,28.9903
0.003461,-6.71745,-21.2211,0.61,0,40.4013,29.0778
0.003462,-6.76043,-21.1628,0.62,0,40.334,29.1641
0.003463,-6.80344,-21.1044,0.63,0,40.2661,29.2492
0.003464,-6.84649,-21.0458,0.64,0,40.1979,29.3331
0.003465,-6.88956,-20.9871,0.65,0,40.1292,29.4158
0.003466,-6.93267,-20.9282,0.66,0,40.0601,29.4974
0.003467,-6.97579,-20.8691,0.67,0,39.9905,29.5777
0.003468,-7.01894,-20.8098,0.68,0,39.9206,29.6569
0.003469,-7.0621,-20.7505,0.69,0,39.8502,29.7349
0.00347,-7.10528,-20.6909,0.7,0,39.7793,29.8118
0.003471,-7.14846,-20.6312,0.71,0,39.7081,29.8874
0.003472,-7.19166,-20.5714,0.72,0,39.6364,29.9619
0.003473,-7.23486,-20.5114,0.73,0,39.5642,30.0351
0.003474,-7.27805,-20.4512,0.74,0,39.4917,30.1072
0.003475,-7.32125,-20.3909,0.75,0,39.4187,30.1782
0.003476,-7.36444,-20.3305,0.76,0,39.3452,30.2479
0.003477,-7.40762,-20.2699,0.77,0,39.2714,30.3165
0.003478,-7.45079,-20.2092,0.78,0,39.1971,30.3839
0.003479,-7.49395,-20.1484,0.79,0,39.1224,30.4501
0.00348,-7.53708,-20.0874,0.8,0,39.0472,30.5152
0.003481,-7.58019,-20.0263,0.81,0,38.9716,30.5791
0.003482,-7.62328,-19.9651,0.82,0,38.8956,30.6418
0.003483,-7.66634,-19.9038,0.83,0,38.8192,30.7034
0.003484,-7.70937,-19.8423,0.84,0,38.7423,30.7637
0.003485,-7.75237,-19.7807,0.85,0,38.665,30.823
0.003486,-7.79532,-19.719,0.86,0,38.5872,30.881
0.003487,-7.83824,-19.6572,0.87,0,38.5091,30.9379
0.003488,-7.88111,-19.5953,0.88,0,38.4305,30.9936
0.003489,-7.92393,-19.5332,0.89,0,38.3514,31.0482
0.00349,-7.96671,-19.4711,0.9,0,38.272,31.1016
0.003491,-8.00943,-19.4088,0.91,0,38.1921,31.1539
0.003492,-8.05209,-19.3465,0.92,0,38.1118,31.205
0.003493,-8.09469,-19.284,0.93,0,38.0311,31.255
0.003494,-8.13723,-19.2214,0.94,0,37.9499,31.3038
0.003495,-8.17971,-19.1588,0.95,0,37.8683,31.3514
0.003496,-8.22211,-19.096,0.96,0,37.7863,31.398
0.003497,-8.26444,-19.0332,0.97,0,37.7039,31.4433
0.003498,-8.3067,-18.9703,0.98,0,37.621,31.4876
0.003499,-8.34887,-18.9072,0.99,0,37.5377,31.5307
0.0035,-8.39097,-18.8441,1,0,37.454,31.5726
0.003501,-8.43298,-18.781,0.99,0,37.3699,31.6134
0.003502,-8.4749,-18.7177,0.98,0,37.2854,31.6531
0.003503,-8.51673,-18.6543,0.97,0,37.2004,31.6917
0.003504,-8.55847,-18.5909,0.96,0,37.1151,31.7291
0.003505,-8.60011,-18.5274,0.95,0,37.0293,31.7654
0.003506,-8.64165,-18.4639,0.94,0,36.9431,31.8006
0.003507,-8.68308,-18.4002,0.93,0,36.8564,31.8346
0.003508,-8.72441,-18.3365,0.92,0,36.7694,31.8676
0.003509,-8.76563,-18.2728,0.91,0,36.6819,31.8994
0.00351,-8.80673,-18.2089,0.9,0,36.5941,31.9301
0.003511,-8.84772,-18.145,0.89,0,36.5058,31.9597
0.003512,-8.8886,-18.0811,0.88,0,36.4171,31.9882
0.003513,-8.92934,-18.0171,0.87,0,36.328,32.0156
0.003514,-8.96997,-17.953,0.86,0,36.2385,32.0419
0.003515,-9.01047,-17.8889,0.85,0,36.1486,32.0671
0.003516,-9.05083,-17.8248,0.84,0,36.0583,32.0912
0.003517,-9.09106,-17.7606,0.83,0,35.9676,32.1143
0.003518,-9.13116,-17.6963,0.82,0,35.8765,32.1362
0.003519,-9.17111,-17.632,0.81,0,35.785,32.157
0.00352,-9.21092,-17.5677,0.8,0,35.6931,32.1768
0.003521,-9.25059,-17.5033,0.79,0,35.6008,32.1954
0.003522,-9.29011,-17.4389,0.78,0,35.5081,32.213
0.003523,-9.32947,-17.3745,0.77,0,35.415,32.2296
0.003524,-9.36868,-17.31,0.76,0,35.3215,32.245
0.003525,-9.40774,-17.2455,0.75,0,35.2276,32.2594
0.003526,-9.44663,-17.1809,0.74,0,35.1333,32.2727
0.003527,-9.48536,-17.1164,0.73,0,35.0387,32.285
0.003528,-9.52392,-17.0518,0.72,0,34.9436,32.2962
0.003529,-9.56232,-16.9872,0.71,0,34.8482,32.3064
0.00353,-9.60054,-16.9226,0.7,0,34.7524,32.3155
0.003531,-9.63859,-16.8579,0.69,0,34.6562,32.3236
0.003532,-9.67646,-16.7933,0.68,0,34.5596,32.3306
0.003533,-9.71415,-16.7286,0.67,0,34.4627,32.3366
0.003534,-9.75166,-16.6639,0.66,0,34.3653,32.3415
0.003535,-9.78898,-16.5992,0.65,0,34.2676,32.3455
0.003536,-9.82611,-16.5346,0.64,0,34.1695,32.3484
0.003537,-9.86305,-16.4699,0.63,0,34.0711,32.3502
0.003538,-9.89979,-16.4052,0.62,0,33.9723,32.3511
0.003539,-9.93634,-16.3405,0.61,0,33.8731,32.3509
0.00354,-9.97269,-16.2758,0.6,0,33.7736,32.3498
0.003541,-10.0088,-16.2111,0.59,0,33.6737,32.3476
0.003542,-10.0448,-16.1464,0.58,0,33.5734,32.3444
0.003543,-10.0805,-16.0817,0.57,0,33.4728,32.3403
0.003544,-10.116,-16.017,0.56,0,33.3718,32.3351
0.003545,-10.1513,-15.9523,0.55,0,33.2704,32.3289
0.003546,-10.1864,-15.8877,0.54,0,33.1688,32.3218
0.003547,-10.2213,-15.8231,0.53,0,33.0667,32.3137
0.003548,-10.2559,-15.7584,0.52,0,32.9643,32.3046
0.003549,-10.2904,-15.6938,0.51,0,32.8616,32.2945
0.00355,-10.3246,-15.6293,0.5,0,32.7585,32.2835
0.003551,-10.3585,-15.5647,0.49,0,32.6551,32.2715
0.003552,-10.3923,-15.5002,0.48,0,32.5513,32.2585
0.003553,-10.4258,-15.4357,0.47,0,32.4473,32.2446
0.003554,-10.459,-15.3712,0.46,0,32.3428,32.2297
0.003555,-10.4921,-15.3067,0.45,0,32.2381,32.2139
0.003556,-10.5248,-15.2423,0.44,0,32.133,32.1972
0.003557,-10.5574,-15.178,0.43,0,32.0276,32.1795
0.003558,-10.5897,-15.1136,0.42,0,31.9218,32.1609
0.003559,-10.6217,-15.0493,0.41,0,31.8158,32.1413
0.00356,-10.6535,-14.9851,0.4,0,31.7094,32.1209
0.003561,-10.5575,-15.0482,0.39,1,31.5591,32.0567
0.003562,-10.4615,-15.1111,0.38,1,31.4081,31.9927
0.003563,-10.3655,-15.1738,0.37,1,31.2567,31.9288
0.003564,-10.2695,-15.2362,0.36,1,31.1047,31.865
0.003565,-10.1735,-15.2982,0.35,1,30.952,31.8013
0.003566,-10.0775,-15.36,0.34,1,30.7987,31.7378
0.003567,-9.98149,-15.4214,0.33,1,30.6448,31.6744
0.003568,-9.88549,-15.4826,0.32,1,30.4903,31.6111
0.003569,-9.78949,-15.5434,0.31,1,30.3351,31.5479
0.00357,-9.69349,-15.6039,0.3,1,30.1794,31.4849
0.003571,-9.5975,-15.6641,0.29,1,30.0231,31.422
0.003572,-9.5015,-15.724,0.28,1,29.8661,31.3592
0.003573,-9.4055,-15.7836,0.27,1,29.7086,31.2966
0.003574,-9.3095,-15.8428,0.26,1,29.5505,31.234
0.003575,-9.2135,-15.9018,0.25,1,29.3917,31.1716
0.003576,-9.1175,-15.9604,0.24,1,29.2324,31.1093
0.003577,-9.0215,-16.0187,0.23,1,29.0725,31.0472
0.003578,-8.9255,-16.0767,0.22,1,28.9121,30.9851
0.003579,-8.8295,-16.1343,0.21,1,28.751,30.9232
0.00358,-8.7335,-16.1917,0.2,1,28.5894,30.8615
0.003581,-8.6375,-16.2487,0.19,1,28.4272,30.7998
0.003582,-8.5415,-16.3054,0.18,1,28.2644,30.7383
0.003583,-8.4455,-16.3617,0.17,1,28.1011,30.6768
0.003584,-8.3495,-16.4178,0.16,1,27.9372,30.6155
0.003585,-8.2535,-16.4735,0.15,1,27.7727,30.5544
0.003586,-8.1575,-16.5289,0.14,1,27.6077,30.4933
0.003587,-8.0615,-16.5839,0.13,1,27.4421,30.4324
0.003588,-7.9655,-16.6386,0.12,1,27.276,30.3716
0.003589,-7.8695,-16.693,0.11,1,27.1094,30.3109
0.00359,-7.7735,-16.7471,0.1,1,26.9422,30.2504
0.003591,-7.6775,-16.8008,0.09,1,26.7744,30.1899
0.003592,-7.5815,-16.8542,0.08,1,26.6061,30.1296
0.003593,-7.4855,-16.9072,0.07,1,26.4373,30.0694
0.003594,-7.3895,-16.9599,0.06,1,26.268,30.0093
0.003595,-7.2935,-17.0123,0.05,1,26.0981,29.9494
0.003596,-7.1975,-17.0643,0.04,1,25.9278,29.8895
0.003597,-7.1015,-17.116,0.03,1,25.7569,29.8298
0.003598,-7.0055,-17.1673,0.02,1,25.5854,29.7702
0.003599,-6.9095,-17.2183,0.01,1,25.4135,29.7107
0.0036,-6.8135,-17.269,1.52222e-012,1,25.2411,29.6514
0.003601,-6.7175,-17.3193,0.01,1,25.0681,29.5921
0.003602,-6.6215,-17.3693,0.02,1,24.8947,29.533
0.003603,-6.5255,-17.4189,0.03,1,24.7207,29.474
0.003604,-6.4295,-17.4681,0.04,1,24.5463,29.4151
0.003605,-6.3335,-17.5171,0.05,1,24.3714,29.3563
0.003606,-6.2375,-17.5656,0.06,1,24.196,29.2977
0.003607,-6.1415,-17.6138,0.07,1,24.0201,29.2391
0.003608,-6.0455,-17.6617,0.08,1,23.8437,29.1807
0.003609,-5.9495,-17.7092,0.09,1,23.6668,29.1224
0.00361,-5.8535,-17.7564,0.1,1,23.4895,29.0642
0.003611,-5.7575,-17.8032,0.11,1,23.3117,29.0061
0.003612,-5.6615,-17.8496,0.12,1,23.1334,28.9482
0.003613,-5.5655,-17.8957,0.13,1,22.9547,28.8904
0.003614,-5.4695,-17.9414,0.14,1,22.7755,28.8326
0.003615,-5.3735,-17.9868,0.15,1,22.5959,28.775
0.003616,-5.2775,-18.0318,0.16,1,22.4158,28.7175
0.003617,-5.1815,-18.0765,0.17,1,22.2353,28.6602
0.003618,-5.0855,-18.1208,0.18,1,22.0543,28.6029
0.003619,-4.9895,-18.1647,0.19,1,21.8728,28.5457
0.00362,-4.8935,-18.2083,0.2,1,21.691,28.4887
0.003621,-4.7975,-18.2515,0.21,1,21.5087,28.4318
0.003622,-4.7015,-18.2943,0.22,1,21.326,28.375
0.003623,-4.6055,-18.3368,0.23,1,21.1428,28.3183
0.003624,-4.5095,-18.3789,0.24,1,20.9592,28.2617
0.003625,-4.41351,-18.4206,0.25,1,20.7752,28.2052
0.003626,-4.31751,-18.462,0.26,1,20.5908,28.1489
0.003627,-4.22151,-18.503,0.27,1,20.406,28.0926
0.003628,-4.12551,-18.5436,0.28,1,20.2208,28.0365
0.003629,-4.02951,-18.5838,0.29,1,20.0351,27.9805
0.00363,-3.93351,-18.6237,0.3,1,19.8491,27.9246
0.003631,-3.83751,-18.6632,0.31,1,19.6626,27.8688
0.003632,-3.74151,-18.7024,0.32,1,19.4758,27.8131
0.003633,-3.64551,-18.7411,0.33,1,19.2886,27.7575
0.003634,-3.54951,-18.7795,0.34,1,19.101,27.7021
0.003635,-3.45351,-18.8175,0.35,1,18.913,27.6467
0.003636,-3.35751,-18.8552,0.36,1,18.7246,27.5915
0.003637,-3.26151,-18.8924,0.37,1,18.5359,27.5364
0.003638,-3.16551,-18.9293,0.38,1,18.3468,27.4814
0.003639,-3.06951,-18.9658,0.39,1,18.1573,27.4264
0.00364,-2.97351,-19.0019,0.4,1,17.9675,27.3716
0.003641,-2.9683,-18.947,0.41,0,17.9378,27.4767
0.003642,-2.96324,-18.8919,0.42,0,17.9081,27.581
0.003643,-2.9583,-18.8367,0.43,0,17.8785,27.6847
0.003644,-2.9535,-18.7812,0.44,0,17.849,27.7878
0.003645,-2.94884,-18.7255,0.45,0,17.8195,27.8901
0.003646,-2.94433,-18.6696,0.46,0,17.79,27.9918
0.003647,-2.93997,-18.6136,0.47,0,17.7606,28.0927
0.003648,-2.93575,-18.5573,0.48,0,17.7312,28.1929
0.003649,-2.93167,-18.5008,0.49,0,17.7019,28.2923
0.00365,-2.92772,-18.4441,0.5,0,17.6726,28.3911
0.003651,-2.92392,-18.3872,0.51,0,17.6433,28.4891
0.003652,-2.92025,-18.3301,0.52,0,17.6141,28.5864
0.003653,-2.91672,-18.2729,0.53,0,17.5849,28.6829
0.003654,-2.91332,-18.2154,0.54,0,17.5558,28.7788
0.003655,-2.91006,-18.1578,0.55,0,17.5266,28.8739
0.003656,-2.90693,-18.0999,0.56,0,17.4975,28.9682
0.003657,-2.90392,-18.0419,0.57,0,17.4685,29.0619
0.003658,-2.90105,-17.9837,0.58,0,17.4395,29.1547
0.003659,-2.8983,-17.9253,0.59,0,17.4105,29.2469
0.00366,-2.89568,-17.8667,0.6,0,17.3815,29.3383
0.003661,-2.89318,-17.8079,0.61,0,17.3526,29.429
0.003662,-2.8908,-17.749,0.62,0,17.3236,29.5189
0.003663,-2.88855,-17.6898,0.63,0,17.2947,29.608
0.003664,-2.88641,-17.6305,0.64,0,17.2659,29.6965
0.003665,-2.8844,-17.571,0.65,0,17.237,29.7841
0.003666,-2.8825,-17.5114,0.66,0,17.2082,29.8711
0.003667,-2.88071,-17.4516,0.67,0,17.1794,29.9572
0.003668,-2.87904,-17.3916,0.68,0,17.1506,30.0426
0.003669,-2.87749,-17.3314,0.69,0,17.1218,30.1273
0.00367,-2.87604,-17.2711,0.7,0,17.093,30.2112
0.003671,-2.8747,-17.2105,0.71,0,17.0643,30.2944
0.003672,-2.87347,-17.1499,0.72,0,17.0355,30.3768
0.003673,-2.87235,-17.089,0.73,0,17.0068,30.4584
0.003674,-2.87134,-17.028,0.74,0,16.9781,30.5393
0.003675,-2.87042,-16.9669,0.75,0,16.9494,30.6194
0.003676,-2.86961,-16.9056,0.76,0,16.9207,30.6987
0.003677,-2.8689,-16.8441,0.77,0,16.892,30.7773
0.003678,-2.86829,-16.7825,0.78,0,16.8633,30.8551
0.003679,-2.86777,-16.7207,0.79,0,16.8346,30.9321
0.00368,-2.86735,-16.6587,0.8,0,16.8059,31.0084
0.003681,-2.86703,-16.5966,0.81,0,16.7773,31.0839
0.003682,-2.8668,-16.5344,0.82,0,16.7486,31.1587
0.003683,-2.86666,-16.472,0.83,0,16.7199,31.2327
0.003684,-2.86661,-16.4095,0.84,0,16.6913,31.3059
0.003685,-2.86665,-16.3468,0.85,0,16.6626,31.3783
0.003686,-2.86677,-16.284,0.86,0,16.6339,31.4499
0.003687,-2.86698,-16.221,0.87,0,16.6053,31.5208
0.003688,-2.86728,-16.1579,0.88,0,16.5766,31.5909
0.003689,-2.86765,-16.0946,0.89,0,16.5479,31.6603
0.00369,-2.86811,-16.0312,0.9,0,16.5192,31.7288
0.003691,-2.86864,-15.9677,0.91,0,16.4905,31.7966
0.003692,-2.86926,-15.904,0.92,0,16.4619,31.8636
0.003693,-2.86995,-15.8402,0.93,0,16.4332,31.9299
0.003694,-2.87071,-15.7763,0.94,0,16.4045,31.9953
0.003695,-2.87154,-15.7123,0.95,0,16.3757,32.06
0.003696,-2.87245,-15.6481,0.96,0,16.347,32.1239
0.003697,-2.87343,-15.5838,0.97,0,16.3183,32.187
0.003698,-2.87447,-15.5193,0.98,0,16.2896,32.2494
0.003699,-2.87558,-15.4548,0.99,0,16.2608,32.3109
0.0037,-2.87676,-15.3901,1,0,16.232,32.3717
0.003701,-2.878,-15.3253,0.99,0,16.2033,32.4317
0.003702,-2.8793,-15.2604,0.98,0,16.1745,32.4909
0.003703,-2.88066,-15.1953,0.97,0,16.1457,32.5493
0.003704,-2.88208,-15.1302,0.96,0,16.1169,32.607
0.003705,-2.88355,-15.0649,0.95,0,16.088,32.6639
0.003706,-2.88508,-14.9995,0.94,0,16.0592,32.72
0.003707,-2.88667,-14.934,0.93,0,16.0303,32.7753
0.003708,-2.88831,-14.8684,0.92,0,16.0015,32.8298
0.003709,-2.88999,-14.8027,0.91,0,15.9726,32.8836
0.00371,-2.89173,-14.7369,0.9,0,15.9437,32.9365
0.003711,-2.89352,-14.671,0.89,0,15.9147,32.9887
0.003712,-2.89534,-14.6049,0.88,0,15.8858,33.0401
0.003713,-2.89722,-14.5388,0.87,0,15.8568,33.0908
0.003714,-2.89913,-14.4726,0.86,0,15.8278,33.1406
0.003715,-2.90109,-14.4062,0.85,0,15.7988,33.1897
0.003716,-2.90309,-14.3398,0.84,0,15.7698,33.2379
0.003717,-2.90512,-14.2733,0.83,0,15.7408,33.2855
0.003718,-2.90719,-14.2067,0.82,0,15.7117,33.3322
0.003719,-2.9093,-14.1399,0.81,0,15.6826,33.3781
0.00372,-2.91144,-14.0731,0.8,0,15.6535,33.4233
0.003721,-2.9136,-14.0063,0.79,0,15.6244,33.4677
0.003722,-2.9158,-13.9393,0.78,0,15.5953,33.5113
0.003723,-2.91803,-13.8722,0.77,0,15.5661,33.5541
0.003724,-2.92028,-13.8051,0.76,0,15.5369,33.5961
0.003725,-2.92256,-13.7378,0.75,0,15.5077,33.6374
0.003726,-2.92486,-13.6705,0.74,0,15.4784,33.6779
0.003727,-2.92719,-13.6031,0.73,0,15.4492,33.7176
0.003728,-2.92953,-13.5356,0.72,0,15.4199,33.7565
0.003729,-2.93189,-13.4681,0.71,0,15.3906,33.7947
0.00373,-2.93427,-13.4005,0.7,0,15.3613,33.8321
0.003731,-2.93667,-13.3328,0.69,0,15.3319,33.8687
0.003732,-2.93907,-13.265,0.68,0,15.3025,33.9045
0.003733,-2.94149,-13.1971,0.67,0,15.2731,33.9396
0.003734,-2.94392,-13.1292,0.66,0,15.2437,33.9739
0.003735,-2.94636,-13.0612,0.65,0,15.2143,34.0074
0.003736,-2.94881,-12.9932,0.64,0,15.1848,34.0401
0.003737,-2.95126,-12.9251,0.63,0,15.1553,34.0721
0.003738,-2.95372,-12.8569,0.62,0,15.1258,34.1033
0.003739,-2.95618,-12.7887,0.61,0,15.0962,34.1338
0.00374,-2.95864,-12.7204,0.6,0,15.0666,34.1634
0.003741,-2.9611,-12.652,0.59,0,15.037,34.1924
0.003742,-2.96356,-12.5836,0.58,0,15.0074,34.2205
0.003743,-2.96601,-12.5151,0.57,0,14.9778,34.2479
0.003744,-2.96846,-12.4466,0.56,0,14.9481,34.2745
0.003745,-2.9709,-12.378,0.55,0,14.9184,34.3003
0.003746,-2.97333,-12.3094,0.54,0,14.8887,34.3254
0.003747,-2.97576,-12.2407,0.53,0,14.8589,34.3498
0.003748,-2.97817,-12.172,0.52,0,14.8292,34.3733
0.003749,-2.98056,-12.1032,0.51,0,14.7994,34.3961
0.00375,-2.98295,-12.0344,0.5,0,14.7695,34.4182
0.003751,-2.98532,-11.9656,0.49,0,14.7397,34.4395
0.003752,-2.98766,-11.8967,0.48,0,14.7098,34.46
0.003753,-2.98999,-11.8277,0.47,0,14.6799,34.4798
0.003754,-2.9923,-11.7588,0.46,0,14.65,34.4989
0.003755,-2.99459,-11.6897,0.45,0,14.6201,34.5172
0.003756,-2.99685,-11.6207,0.44,0,14.5901,34.5347
0.003757,-2.99909,-11.5516,0.43,0,14.5602,34.5515
0.003758,-3.0013,-11.4825,0.42,0,14.5302,34.5676
0.003759,-3.00348,-11.4133,0.41,0,14.5001,34.5829
0.00376,-3.00563,-11.3442,0.4,0,14.4701,34.5974
0.003761,-2.90963,-11.3729,0.39,1,14.3564,34.5283
0.003762,-2.81363,-11.4015,0.38,1,14.2425,34.4594
0.003763,-2.71763,-11.4298,0.37,1,14.1283,34.3905
0.003764,-2.62163,-11.458,0.36,1,14.0139,34.3218
0.003765,-2.52563,-11.4859,0.35,1,13.8992,34.2532
0.003766,-2.42963,-11.5136,0.34,1,13.7842,34.1848
0.003767,-2.33363,-11.541,0.33,1,13.6689,34.1165
0.003768,-2.23763,-11.5682,0.32,1,13.5534,34.0483
0.003769,-2.14163,-11.5952,0.31,1,13.4375,33.9803
0.00377,-2.04563,-11.622,0.3,1,13.3215,33.9124
0.003771,-1.94963,-11.6485,0.29,1,13.2051,33.8447
0.003772,-1.85363,-11.6748,0.28,1,13.0885,33.777
0.003773,-1.75763,-11.7009,0.27,1,12.9716,33.7096
0.003774,-1.66163,-11.7267,0.26,1,12.8545,33.6422
0.003775,-1.56563,-11.7523,0.25,1,12.7371,33.575
0.003776,-1.46963,-11.7776,0.24,1,12.6194,33.5079
0.003777,-1.37363,-11.8028,0.23,1,12.5015,33.441
0.003778,-1.27763,-11.8277,0.22,1,12.3834,33.3741
0.003779,-1.18163,-11.8523,0.21,1,12.265,33.3075
0.00378,-1.08563,-11.8767,0.2,1,12.1463,33.2409
0.003781,-0.989634,-11.9009,0.19,1,12.0274,33.1745
0.003782,-0.893634,-11.9248,0.18,1,11.9083,33.1082
0.003783,-0.797634,-11.9485,0.17,1,11.7889,33.0421
0.003784,-0.701634,-11.972,0.16,1,11.6693,32.976
0.003785,-0.605635,-11.9952,0.15,1,11.5495,32.9102
0.003786,-0.509635,-12.0182,0.14,1,11.4294,32.8444
0.003787,-0.413635,-12.0409,0.13,1,11.3091,32.7788
0.003788,-0.317635,-12.0634,0.12,1,11.1886,32.7133
0.003789,-0.221636,-12.0857,0.11,1,11.0679,32.6479
0.00379,-0.125636,-12.1077,0.1,1,10.9469,32.5827
0.003791,-0.0296361,-12.1295,0.09,1,10.8257,32.5176
0.003792,0.0663637,-12.151,0.08,1,10.7043,32.4526
0.003793,0.162363,-12.1723,0.07,1,10.5827,32.3878
0.003794,0.258363,-12.1933,0.06,1,10.4609,32.3231
0.003795,0.354363,-12.2141,0.05,1,10.3388,32.2585
