Time,iL1,iL2,vC1,vC2,V2,V3,V1
0.009811,1.67098,4.36149,49.8643,18.0574,0.4,0.11,1
0.009812,1.66913,4.39328,49.8372,18.065,0.4,0.12,1
0.009813,1.66731,4.42503,49.8098,18.073,0.4,0.13,1
0.009814,1.66551,4.45675,49.7821,18.0812,0.4,0.14,1
0.009815,1.66374,4.48843,49.754,18.0898,0.4,0.15,1
0.009816,1.662,4.52008,49.7256,18.0986,0.4,0.16,1
0.009817,1.66029,4.55169,49.6968,18.1078,0.4,0.17,1
0.009818,1.65861,4.58326,49.6677,18.1172,0.4,0.18,1
0.009819,1.65696,4.61479,49.6383,18.127,0.4,0.19,1
0.00982,1.65533,4.64628,49.6086,18.137,0.4,0.2,1
0.009821,1.65374,4.67773,49.5785,18.1474,0.4,0.21,1
0.009822,1.65218,4.70914,49.5481,18.158,0.4,0.22,1
0.009823,1.65064,4.74051,49.5174,18.1689,0.4,0.23,1
0.009824,1.64914,4.77184,49.4863,18.1801,0.4,0.24,1
0.009825,1.64767,4.80312,49.4549,18.1916,0.4,0.25,1
0.009826,1.64623,4.83436,49.4232,18.2034,0.4,0.26,1
0.009827,1.64483,4.86556,49.3912,18.2155,0.4,0.27,1
0.009828,1.64345,4.89671,49.3588,18.2279,0.4,0.28,1
0.009829,1.64211,4.92782,49.3261,18.2405,0.4,0.29,1
0.00983,1.6408,4.95888,49.2931,18.2535,0.4,0.3,1
0.009831,1.63952,4.9899,49.2597,18.2667,0.4,0.31,1
0.009832,1.63828,5.02087,49.2261,18.2802,0.4,0.32,1
0.009833,1.63707,5.05179,49.1921,18.294,0.4,0.33,1
0.009834,1.6359,5.08267,49.1578,18.3081,0.4,0.34,1
0.009835,1.63475,5.11349,49.1231,18.3224,0.4,0.35,1
0.009836,1.63365,5.14427,49.0882,18.337,0.4,0.36,1
0.009837,1.63258,5.17499,49.0529,18.3519,0.4,0.37,1
0.009838,1.63154,5.20567,49.0174,18.3671,0.4,0.38,1
0.009839,1.63054,5.23629,48.9815,18.3826,0.4,0.39,1
0.00984,1.62958,5.26687,48.9452,18.3983,0.4,0.4,1
0.009841,1.62862,5.24846,48.9615,18.414,0.4,0.41,0
0.009842,1.62765,5.23003,48.9778,18.4295,0.4,0.42,0
0.009843,1.62666,5.21159,48.9941,18.4449,0.4,0.43,0
0.009844,1.62566,5.19314,49.0103,18.46,0.4,0.44,0
0.009845,1.62464,5.17467,49.0266,18.4749,0.4,0.45,0
0.009846,1.62361,5.15619,49.0428,18.4896,0.4,0.46,0
0.009847,1.62256,5.13769,49.0591,18.504,0.4,0.47,0
0.009848,1.62149,5.11918,49.0753,18.5183,0.4,0.48,0
0.009849,1.62041,5.10066,49.0915,18.5324,0.4,0.49,0
0.00985,1.61931,5.08212,49.1077,18.5462,0.4,0.5,0
0.009851,1.61819,5.06356,49.1239,18.5598,0.4,0.51,0
0.009852,1.61706,5.045,49.1401,18.5732,0.4,0.52,0
0.009853,1.61591,5.02642,49.1562,18.5864,0.4,0.53,0
0.009854,1.61475,5.00782,49.1724,18.5994,0.4,0.54,0
0.009855,1.61357,4.98922,49.1885,18.6122,0.4,0.55,0
0.009856,1.61237,4.9706,49.2046,18.6247,0.4,0.56,0
0.009857,1.61116,4.95197,49.2208,18.6371,0.4,0.57,0
0.009858,1.60993,4.93333,49.2369,18.6492,0.4,0.58,0
0.009859,1.60868,4.91467,49.253,18.6612,0.4,0.59,0
0.00986,1.60742,4.896,49.269,18.6729,0.4,0.6,0
0.009861,1.60615,4.87733,49.2851,18.6844,0.4,0.61,0
0.009862,1.60485,4.85864,49.3012,18.6957,0.4,0.62,0
0.009863,1.60354,4.83993,49.3172,18.7068,0.4,0.63,0
0.009864,1.60222,4.82122,49.3332,18.7177,0.4,0.64,0
0.009865,1.60088,4.8025,49.3492,18.7283,0.4,0.65,0
0.009866,1.59952,4.78376,49.3653,18.7388,0.4,0.66,0
0.009867,1.59815,4.76502,49.3812,18.7491,0.4,0.67,0
0.009868,1.59676,4.74627,49.3972,18.7591,0.4,0.68,0
0.009869,1.59535,4.7275,49.4132,18.7689,0.4,0.69,0
0.00987,1.59393,4.70873,49.4291,18.7786,0.4,0.7,0
0.009871,1.59249,4.68995,49.4451,18.788,0.4,0.71,0
0.009872,1.59104,4.67115,49.461,18.7972,0.4,0.72,0
0.009873,1.58957,4.65235,49.4769,18.8062,0.4,0.73,0
0.009874,1.58809,4.63354,49.4928,18.8151,0.4,0.74,0
0.009875,1.58659,4.61472,49.5086,18.8237,0.4,0.75,0
0.009876,1.58507,4.59589,49.5245,18.8321,0.4,0.76,0
0.009877,1.58354,4.57706,49.5403,18.8402,0.4,0.77,0
0.009878,1.58199,4.55821,49.5562,18.8482,0.4,0.78,0
0.009879,1.58042,4.53936,49.572,18.856,0.4,0.79,0
0.00988,1.57884,4.5205,49.5878,18.8636,0.4,0.8,0
0.009881,1.57725,4.50163,49.6036,18.871,0.4,0.81,0
0.009882,1.57564,4.48276,49.6193,18.8781,0.4,0.82,0
0.009883,1.57401,4.46388,49.6351,18.8851,0.4,0.83,0
0.009884,1.57237,4.44499,49.6508,18.8919,0.4,0.84,0
0.009885,1.57071,4.42609,49.6665,18.8984,0.4,0.85,0
0.009886,1.56903,4.40719,49.6822,18.9048,0.4,0.86,0
0.009887,1.56734,4.38828,49.6979,18.911,0.4,0.87,0
0.009888,1.56564,4.36937,49.7136,18.9169,0.4,0.88,0
0.009889,1.56392,4.35045,49.7292,18.9227,0.4,0.89,0
0.00989,1.56218,4.33152,49.7448,18.9282,0.4,0.9,0
0.009891,1.56043,4.31259,49.7604,18.9336,0.4,0.91,0
0.009892,1.55866,4.29366,49.776,18.9388,0.4,0.92,0
0.009893,1.55688,4.27472,49.7916,18.9437,0.4,0.93,0
0.009894,1.55508,4.25577,49.8072,18.9485,0.4,0.94,0
0.009895,1.55326,4.23682,49.8227,18.953,0.4,0.95,0
0.009896,1.55143,4.21786,49.8382,18.9574,0.4,0.96,0
0.009897,1.54958,4.1989,49.8538,18.9616,0.4,0.97,0
0.009898,1.54772,4.17994,49.8692,18.9655,0.4,0.98,0
0.009899,1.54585,4.16097,49.8847,18.9693,0.4,0.99,0
0.0099,1.54395,4.142,49.9002,18.9729,0.4,1,0
0.009901,1.54205,4.12303,49.9156,18.9763,0.4,0.99,0
0.009902,1.54012,4.10405,49.931,18.9794,0.4,0.98,0
0.009903,1.53818,4.08507,49.9464,18.9824,0.4,0.97,0
0.009904,1.53623,4.06608,49.9618,18.9852,0.4,0.96,0
0.009905,1.53426,4.0471,49.9771,18.9878,0.4,0.95,0
0.009906,1.53228,4.02811,49.9924,18.9902,0.4,0.94,0
0.009907,1.53028,4.00912,50.0078,18.9924,0.4,0.93,0
0.009908,1.52826,3.99012,50.023,18.9944,0.4,0.92,0
0.009909,1.52623,3.97113,50.0383,18.9962,0.4,0.91,0
0.00991,1.52418,3.95213,50.0536,18.9979,0.4,0.9,0
0.009911,1.52212,3.93313,50.0688,18.9993,0.4,0.89,0
0.009912,1.52005,3.91413,50.084,19.0005,0.4,0.88,0
0.009913,1.51795,3.89513,50.0992,19.0016,0.4,0.87,0
0.009914,1.51585,3.87613,50.1144,19.0024,0.4,0.86,0
0.009915,1.51373,3.85713,50.1295,19.0031,0.4,0.85,0
0.009916,1.51159,3.83812,50.1446,19.0035,0.4,0.84,0
0.009917,1.50944,3.81912,50.1598,19.0038,0.4,0.83,0
0.009918,1.50727,3.80012,50.1748,19.0039,0.4,0.82,0
0.009919,1.50509,3.78111,50.1899,19.0038,0.4,0.81,0
0.00992,1.50289,3.76211,50.2049,19.0035,0.4,0.8,0
0.009921,1.50068,3.74311,50.22,19.003,0.4,0.79,0
0.009922,1.49845,3.7241,50.235,19.0024,0.4,0.78,0
0.009923,1.49621,3.7051,50.2499,19.0015,0.4,0.77,0
0.009924,1.49395,3.6861,50.2649,19.0005,0.4,0.76,0
0.009925,1.49168,3.6671,50.2798,18.9992,0.4,0.75,0
0.009926,1.48939,3.6481,50.2947,18.9978,0.4,0.74,0
0.009927,1.48709,3.6291,50.3096,18.9962,0.4,0.73,0
0.009928,1.48477,3.61011,50.3245,18.9944,0.4,0.72,0
0.009929,1.48244,3.59111,50.3393,18.9924,0.4,0.71,0
0.00993,1.48009,3.57212,50.3541,18.9903,0.4,0.7,0
0.009931,1.47773,3.55313,50.3689,18.9879,0.4,0.69,0
0.009932,1.47535,3.53415,50.3837,18.9854,0.4,0.68,0
0.009933,1.47296,3.51516,50.3984,18.9827,0.4,0.67,0
0.009934,1.47056,3.49618,50.4131,18.9797,0.4,0.66,0
0.009935,1.46814,3.4772,50.4278,18.9767,0.4,0.65,0
0.009936,1.4657,3.45823,50.4425,18.9734,0.4,0.64,0
0.009937,1.46325,3.43926,50.4571,18.9699,0.4,0.63,0
0.009938,1.46079,3.42029,50.4717,18.9663,0.4,0.62,0
0.009939,1.45831,3.40132,50.4863,18.9625,0.4,0.61,0
0.00994,1.45582,3.38236,50.5009,18.9585,0.4,0.6,0
0.009941,1.45331,3.36341,50.5155,18.9543,0.4,0.59,0
0.009942,1.45078,3.34446,50.53,18.9499,0.4,0.58,0
0.009943,1.44825,3.32551,50.5445,18.9454,0.4,0.57,0
0.009944,1.4457,3.30657,50.5589,18.9406,0.4,0.56,0
0.009945,1.44313,3.28763,50.5734,18.9357,0.4,0.55,0
0.009946,1.44055,3.26869,50.5878,18.9307,0.4,0.54,0
0.009947,1.43795,3.24977,50.6022,18.9254,0.4,0.53,0
0.009948,1.43534,3.23084,50.6166,18.92,0.4,0.52,0
0.009949,1.43272,3.21193,50.6309,18.9143,0.4,0.51,0
0.00995,1.43008,3.19301,50.6452,18.9085,0.4,0.5,0
0.009951,1.42743,3.17411,50.6595,18.9026,0.4,0.49,0
0.009952,1.42476,3.15521,50.6738,18.8964,0.4,0.48,0
0.009953,1.42208,3.13632,50.688,18.8901,0.4,0.47,0
0.009954,1.41939,3.11743,50.7022,18.8836,0.4,0.46,0
0.009955,1.41668,3.09855,50.7164,18.8769,0.4,0.45,0
0.009956,1.41395,3.07968,50.7305,18.87,0.4,0.44,0
0.009957,1.41122,3.06081,50.7447,18.863,0.4,0.43,0
0.009958,1.40847,3.04195,50.7588,18.8558,0.4,0.42,0
0.009959,1.4057,3.0231,50.7728,18.8484,0.4,0.41,0
0.00996,1.40292,3.00425,50.7869,18.8409,0.4,0.4,0
0.009961,1.40015,3.03619,50.7706,18.8335,0.4,0.39,1
0.009962,1.39739,3.06812,50.754,18.8264,0.4,0.38,1
0.009963,1.39464,3.10004,50.7371,18.8196,0.4,0.37,1
0.009964,1.39191,3.13196,50.7199,18.8131,0.4,0.36,1
0.009965,1.3892,3.16386,50.7023,18.807,0.4,0.35,1
0.009966,1.38651,3.19575,50.6844,18.8012,0.4,0.34,1
0.009967,1.38383,3.22762,50.6661,18.7957,0.4,0.33,1
0.009968,1.38118,3.25949,50.6475,18.7906,0.4,0.32,1
0.009969,1.37854,3.29134,50.6285,18.7857,0.4,0.31,1
0.00997,1.37592,3.32317,50.6092,18.7812,0.4,0.3,1
0.009971,1.37332,3.35499,50.5896,18.7771,0.4,0.29,1
0.009972,1.37074,3.3868,50.5696,18.7732,0.4,0.28,1
0.009973,1.36818,3.41858,50.5493,18.7697,0.4,0.27,1
0.009974,1.36564,3.45036,50.5286,18.7665,0.4,0.26,1
0.009975,1.36312,3.48211,50.5076,18.7637,0.4,0.25,1
0.009976,1.36063,3.51384,50.4862,18.7611,0.4,0.24,1
0.009977,1.35815,3.54556,50.4645,18.7589,0.4,0.23,1
0.009978,1.3557,3.57725,50.4425,18.757,0.4,0.22,1
0.009979,1.35327,3.60893,50.4201,18.7554,0.4,0.21,1
0.00998,1.35086,3.64058,50.3974,18.7541,0.4,0.2,1
0.009981,1.34847,3.67221,50.3743,18.7532,0.4,0.19,1
0.009982,1.34611,3.70382,50.3509,18.7526,0.4,0.18,1
0.009983,1.34377,3.73541,50.3271,18.7523,0.4,0.17,1
0.009984,1.34146,3.76697,50.3031,18.7523,0.4,0.16,1
0.009985,1.33916,3.79851,50.2786,18.7526,0.4,0.15,1
0.009986,1.3369,3.83003,50.2539,18.7532,0.4,0.14,1
0.009987,1.33466,3.86151,50.2288,18.7542,0.4,0.13,1
0.009988,1.33244,3.89297,50.2033,18.7555,0.4,0.12,1
0.009989,1.33025,3.92441,50.1776,18.757,0.4,0.11,1
0.00999,1.32809,3.95581,50.1515,18.7589,0.4,0.1,1
0.009991,1.32595,3.98719,50.125,18.7611,0.4,0.09,1
0.009992,1.32384,4.01854,50.0982,18.7636,0.4,0.08,1
0.009993,1.32175,4.04986,50.0711,18.7664,0.4,0.07,1
0.009994,1.31969,4.08115,50.0437,18.7695,0.4,0.06,1
0.009995,1.31766,4.11241,50.0159,18.773,0.4,0.05,1
0.009996,1.31566,4.14364,49.9878,18.7767,0.4,0.04,1
0.009997,1.31369,4.17483,49.9593,18.7807,0.4,0.03,1
0.009998,1.31174,4.20599,49.9305,18.7851,0.4,0.02,1
0.009999,1.30983,4.23712,49.9014,18.7897,0.4,0.01,1
0.01,1.30794,4.26822,49.872,18.7947,0.4,8.95117e-012,1
0.010001,1.30608,4.29928,49.8422,18.7999,0.4,0.01,1
0.010002,1.30426,4.3303,49.8121,18.8054,0.4,0.02,1
0.010003,1.30246,4.36129,49.7817,18.8113,0.4,0.03,1
0.010004,1.30069,4.39224,49.751,18.8174,0.4,0.04,1
0.010005,1.29896,4.42316,49.7199,18.8239,0.4,0.05,1
0.010006,1.29725,4.45403,49.6885,18.8306,0.4,0.06,1
0.010007,1.29558,4.48487,49.6567,18.8376,0.4,0.07,1
0.010008,1.29394,4.51567,49.6247,18.8449,0.4,0.08,1
0.010009,1.29233,4.54643,49.5923,18.8525,0.4,0.09,1
0.01001,1.29076,4.57715,49.5596,18.8605,0.4,0.1,1
0.010011,1.28921,4.60783,49.5266,18.8686,0.4,0.11,1
0.010012,1.2877,4.63847,49.4932,18.8771,0.4,0.12,1
0.010013,1.28623,4.66906,49.4596,18.8859,0.4,0.13,1
0.010014,1.28478,4.69961,49.4256,18.895,0.4,0.14,1
0.010015,1.28338,4.73012,49.3913,18.9043,0.4,0.15,1
0.010016,1.282,4.76059,49.3566,18.914,0.4,0.16,1
0.010017,1.28066,4.79101,49.3217,18.9239,0.4,0.17,1
0.010018,1.27936,4.82138,49.2864,18.9341,0.4,0.18,1
0.010019,1.27809,4.85171,49.2509,18.9446,0.4,0.19,1
0.01002,1.27686,4.88199,49.215,18.9553,0.4,0.2,1
0.010021,1.27566,4.91223,49.1788,18.9664,0.4,0.21,1
0.010022,1.2745,4.94242,49.1422,18.9777,0.4,0.22,1
0.010023,1.27338,4.97256,49.1054,18.9893,0.4,0.23,1
0.010024,1.27229,5.00265,49.0683,19.0012,0.4,0.24,1
0.010025,1.27124,5.03269,49.0308,19.0134,0.4,0.25,1
0.010026,1.27023,5.06268,48.993,19.0258,0.4,0.26,1
0.010027,1.26925,5.09263,48.9549,19.0385,0.4,0.27,1
0.010028,1.26832,5.12252,48.9166,19.0515,0.4,0.28,1
0.010029,1.26742,5.15236,48.8779,19.0648,0.4,0.29,1
0.01003,1.26656,5.18214,48.8389,19.0783,0.4,0.3,1
0.010031,1.26574,5.21188,48.7996,19.0921,0.4,0.31,1
0.010032,1.26496,5.24156,48.7599,19.1062,0.4,0.32,1
0.010033,1.26422,5.27118,48.72,19.1205,0.4,0.33,1
0.010034,1.26352,5.30076,48.6798,19.1351,0.4,0.34,1
0.010035,1.26286,5.33027,48.6393,19.15,0.4,0.35,1
0.010036,1.26225,5.35973,48.5985,19.1651,0.4,0.36,1
0.010037,1.26167,5.38914,48.5573,19.1805,0.4,0.37,1
0.010038,1.26113,5.41849,48.5159,19.1962,0.4,0.38,1
0.010039,1.26064,5.44778,48.4742,19.2121,0.4,0.39,1
0.01004,1.26018,5.47701,48.4322,19.2283,0.4,0.4,1
0.010041,1.25974,5.45777,48.4448,19.2444,0.4,0.41,0
0.010042,1.25929,5.43851,48.4574,19.2603,0.4,0.42,0
0.010043,1.25882,5.41925,48.4699,19.2761,0.4,0.43,0
0.010044,1.25835,5.39996,48.4825,19.2916,0.4,0.44,0
0.010045,1.25786,5.38066,48.4951,19.3069,0.4,0.45,0
0.010046,1.25736,5.36135,48.5077,19.322,0.4,0.46,0
0.010047,1.25684,5.34202,48.5203,19.3369,0.4,0.47,0
0.010048,1.25632,5.32267,48.5328,19.3515,0.4,0.48,0
0.010049,1.25578,5.30331,48.5454,19.3659,0.4,0.49,0
0.01005,1.25523,5.28394,48.5579,19.3801,0.4,0.5,0
0.010051,1.25466,5.26455,48.5705,19.3941,0.4,0.51,0
0.010052,1.25408,5.24515,48.583,19.4078,0.4,0.52,0
0.010053,1.2535,5.22574,48.5956,19.4213,0.4,0.53,0
0.010054,1.25289,5.20631,48.6081,19.4346,0.4,0.54,0
0.010055,1.25228,5.18687,48.6206,19.4477,0.4,0.55,0
0.010056,1.25165,5.16742,48.6331,19.4606,0.4,0.56,0
0.010057,1.25101,5.14795,48.6457,19.4732,0.4,0.57,0
0.010058,1.25036,5.12847,48.6582,19.4857,0.4,0.58,0
0.010059,1.2497,5.10898,48.6707,19.4979,0.4,0.59,0
0.01006,1.24902,5.08947,48.6832,19.5098,0.4,0.6,0
0.010061,1.24833,5.06996,48.6956,19.5216,0.4,0.61,0
0.010062,1.24763,5.05043,48.7081,19.5332,0.4,0.62,0
0.010063,1.24691,5.03089,48.7206,19.5445,0.4,0.63,0
0.010064,1.24619,5.01134,48.7331,19.5556,0.4,0.64,0
0.010065,1.24545,4.99178,48.7455,19.5665,0.4,0.65,0
0.010066,1.2447,4.97221,48.758,19.5772,0.4,0.66,0
0.010067,1.24393,4.95263,48.7704,19.5876,0.4,0.67,0
0.010068,1.24315,4.93303,48.7829,19.5979,0.4,0.68,0
0.010069,1.24237,4.91343,48.7953,19.6079,0.4,0.69,0
0.01007,1.24156,4.89382,48.8077,19.6177,0.4,0.7,0
0.010071,1.24075,4.87419,48.8201,19.6273,0.4,0.71,0
0.010072,1.23992,4.85456,48.8325,19.6367,0.4,0.72,0
0.010073,1.23909,4.83492,48.8449,19.6458,0.4,0.73,0
0.010074,1.23823,4.81527,48.8573,19.6548,0.4,0.74,0
0.010075,1.23737,4.79561,48.8697,19.6635,0.4,0.75,0
0.010076,1.2365,4.77594,48.882,19.6721,0.4,0.76,0
0.010077,1.23561,4.75627,48.8944,19.6804,0.4,0.77,0
0.010078,1.23471,4.73658,48.9068,19.6885,0.4,0.78,0
0.010079,1.23379,4.71689,48.9191,19.6963,0.4,0.79,0
0.01008,1.23287,4.69719,48.9314,19.704,0.4,0.8,0
0.010081,1.23193,4.67748,48.9438,19.7115,0.4,0.81,0
0.010082,1.23098,4.65777,48.9561,19.7187,0.4,0.82,0
0.010083,1.23002,4.63805,48.9684,19.7258,0.4,0.83,0
0.010084,1.22904,4.61832,48.9807,19.7326,0.4,0.84,0
0.010085,1.22806,4.59858,48.993,19.7392,0.4,0.85,0
0.010086,1.22706,4.57884,49.0052,19.7456,0.4,0.86,0
0.010087,1.22605,4.55909,49.0175,19.7518,0.4,0.87,0
0.010088,1.22502,4.53933,49.0298,19.7578,0.4,0.88,0
0.010089,1.22399,4.51957,49.042,19.7635,0.4,0.89,0
0.01009,1.22294,4.49981,49.0542,19.7691,0.4,0.9,0
0.010091,1.22188,4.48004,49.0665,19.7745,0.4,0.91,0
0.010092,1.22081,4.46026,49.0787,19.7796,0.4,0.92,0
0.010093,1.21972,4.44048,49.0909,19.7845,0.4,0.93,0
0.010094,1.21862,4.42069,49.1031,19.7893,0.4,0.94,0
0.010095,1.21752,4.4009,49.1152,19.7938,0.4,0.95,0
0.010096,1.21639,4.3811,49.1274,19.7981,0.4,0.96,0
0.010097,1.21526,4.3613,49.1396,19.8022,0.4,0.97,0
0.010098,1.21411,4.3415,49.1517,19.8061,0.4,0.98,0
0.010099,1.21296,4.32169,49.1639,19.8098,0.4,0.99,0
0.0101,1.21179,4.30188,49.176,19.8133,0.4,1,0
0.010101,1.2106,4.28206,49.1881,19.8166,0.4,0.99,0
0.010102,1.20941,4.26224,49.2002,19.8197,0.4,0.98,0
0.010103,1.2082,4.24242,49.2123,19.8226,0.4,0.97,0
0.010104,1.20699,4.2226,49.2244,19.8253,0.4,0.96,0
0.010105,1.20576,4.20277,49.2364,19.8277,0.4,0.95,0
0.010106,1.20451,4.18294,49.2485,19.83,0.4,0.94,0
0.010107,1.20326,4.16311,49.2605,19.8321,0.4,0.93,0
0.010108,1.20199,4.14328,49.2725,19.8339,0.4,0.92,0
0.010109,1.20071,4.12344,49.2845,19.8356,0.4,0.91,0
0.01011,1.19942,4.10361,49.2965,19.8371,0.4,0.9,0
0.010111,1.19812,4.08377,49.3085,19.8383,0.4,0.89,0
0.010112,1.19681,4.06393,49.3205,19.8394,0.4,0.88,0
0.010113,1.19548,4.04409,49.3325,19.8403,0.4,0.87,0
0.010114,1.19414,4.02425,49.3444,19.8409,0.4,0.86,0
0.010115,1.19279,4.00441,49.3564,19.8414,0.4,0.85,0
0.010116,1.19143,3.98457,49.3683,19.8416,0.4,0.84,0
0.010117,1.19005,3.96473,49.3802,19.8417,0.4,0.83,0
0.010118,1.18867,3.94488,49.3921,19.8416,0.4,0.82,0
0.010119,1.18727,3.92504,49.404,19.8412,0.4,0.81,0
0.01012,1.18586,3.9052,49.4158,19.8407,0.4,0.8,0
0.010121,1.18444,3.88536,49.4277,19.84,0.4,0.79,0
0.010122,1.18301,3.86552,49.4395,19.839,0.4,0.78,0
0.010123,1.18156,3.84568,49.4513,19.8379,0.4,0.77,0
0.010124,1.1801,3.82585,49.4631,19.8366,0.4,0.76,0
0.010125,1.17863,3.80601,49.4749,19.8351,0.4,0.75,0
0.010126,1.17715,3.78618,49.4867,19.8334,0.4,0.74,0
0.010127,1.17566,3.76634,49.4985,19.8315,0.4,0.73,0
0.010128,1.17416,3.74651,49.5102,19.8294,0.4,0.72,0
0.010129,1.17264,3.72669,49.522,19.8271,0.4,0.71,0
0.01013,1.17111,3.70686,49.5337,19.8246,0.4,0.7,0
0.010131,1.16957,3.68704,49.5454,19.8219,0.4,0.69,0
0.010132,1.16802,3.66722,49.5571,19.8191,0.4,0.68,0
0.010133,1.16646,3.6474,49.5687,19.816,0.4,0.67,0
0.010134,1.16488,3.62758,49.5804,19.8128,0.4,0.66,0
0.010135,1.1633,3.60777,49.592,19.8093,0.4,0.65,0
0.010136,1.1617,3.58796,49.6037,19.8057,0.4,0.64,0
0.010137,1.16009,3.56816,49.6153,19.8018,0.4,0.63,0
0.010138,1.15847,3.54836,49.6269,19.7978,0.4,0.62,0
0.010139,1.15684,3.52857,49.6384,19.7936,0.4,0.61,0
0.01014,1.15519,3.50877,49.65,19.7892,0.4,0.6,0
0.010141,1.15354,3.48899,49.6615,19.7846,0.4,0.59,0
0.010142,1.15187,3.4692,49.6731,19.7799,0.4,0.58,0
0.010143,1.15019,3.44943,49.6846,19.7749,0.4,0.57,0
0.010144,1.1485,3.42965,49.6961,19.7698,0.4,0.56,0
0.010145,1.1468,3.40989,49.7076,19.7644,0.4,0.55,0
0.010146,1.14508,3.39013,49.719,19.7589,0.4,0.54,0
0.010147,1.14336,3.37037,49.7305,19.7532,0.4,0.53,0
0.010148,1.14162,3.35062,49.7419,19.7473,0.4,0.52,0
0.010149,1.13988,3.33088,49.7533,19.7412,0.4,0.51,0
0.01015,1.13812,3.31114,49.7647,19.7349,0.4,0.5,0
0.010151,1.13635,3.29141,49.776,19.7285,0.4,0.49,0
0.010152,1.13457,3.27168,49.7874,19.7219,0.4,0.48,0
0.010153,1.13277,3.25196,49.7987,19.715,0.4,0.47,0
0.010154,1.13097,3.23225,49.8101,19.708,0.4,0.46,0
0.010155,1.12915,3.21255,49.8214,19.7009,0.4,0.45,0
0.010156,1.12732,3.19285,49.8326,19.6935,0.4,0.44,0
0.010157,1.12549,3.17316,49.8439,19.6859,0.4,0.43,0
0.010158,1.12364,3.15348,49.8552,19.6782,0.4,0.42,0
0.010159,1.12178,3.1338,49.8664,19.6703,0.4,0.41,0
0.01016,1.1199,3.11414,49.8776,19.6622,0.4,0.4,0
0.010161,1.11804,3.14434,49.8574,19.6543,0.4,0.39,1
0.010162,1.1162,3.17454,49.8369,19.6466,0.4,0.38,1
0.010163,1.11437,3.20472,49.8162,19.6392,0.4,0.37,1
0.010164,1.11257,3.23489,49.7951,19.6322,0.4,0.36,1
0.010165,1.11078,3.26504,49.7737,19.6254,0.4,0.35,1
0.010166,1.10902,3.29519,49.752,19.619,0.4,0.34,1
0.010167,1.10728,3.32531,49.73,19.6128,0.4,0.33,1
0.010168,1.10556,3.35542,49.7076,19.607,0.4,0.32,1
0.010169,1.10386,3.38551,49.685,19.6015,0.4,0.31,1
0.01017,1.10219,3.41559,49.662,19.5963,0.4,0.3,1
0.010171,1.10054,3.44564,49.6387,19.5914,0.4,0.29,1
0.010172,1.09891,3.47568,49.6151,19.5869,0.4,0.28,1
0.010173,1.09731,3.5057,49.5912,19.5826,0.4,0.27,1
0.010174,1.09573,3.5357,49.5669,19.5787,0.4,0.26,1
0.010175,1.09418,3.56567,49.5424,19.575,0.4,0.25,1
0.010176,1.09265,3.59563,49.5175,19.5717,0.4,0.24,1
0.010177,1.09114,3.62557,49.4923,19.5686,0.4,0.23,1
0.010178,1.08966,3.65548,49.4668,19.5659,0.4,0.22,1
0.010179,1.08821,3.68537,49.441,19.5635,0.4,0.21,1
0.01018,1.08678,3.71523,49.4149,19.5614,0.4,0.2,1
0.010181,1.08538,3.74507,49.3884,19.5595,0.4,0.19,1
0.010182,1.084,3.77489,49.3617,19.558,0.4,0.18,1
0.010183,1.08266,3.80468,49.3346,19.5568,0.4,0.17,1
0.010184,1.08133,3.83445,49.3072,19.5559,0.4,0.16,1
0.010185,1.08004,3.86418,49.2796,19.5553,0.4,0.15,1
0.010186,1.07878,3.89389,49.2516,19.5549,0.4,0.14,1
0.010187,1.07754,3.92358,49.2233,19.5549,0.4,0.13,1
0.010188,1.07633,3.95323,49.1946,19.5552,0.4,0.12,1
0.010189,1.07515,3.98285,49.1657,19.5558,0.4,0.11,1
0.01019,1.074,4.01245,49.1365,19.5566,0.4,0.1,1
0.010191,1.07288,4.04201,49.107,19.5578,0.4,0.09,1
0.010192,1.07178,4.07155,49.0771,19.5592,0.4,0.08,1
0.010193,1.07072,4.10105,49.047,19.561,0.4,0.07,1
0.010194,1.06969,4.13052,49.0165,19.563,0.4,0.06,1
0.010195,1.06869,4.15996,48.9857,19.5653,0.4,0.05,1
0.010196,1.06772,4.18936,48.9547,19.568,0.4,0.04,1
0.010197,1.06678,4.21873,48.9233,19.5709,0.4,0.03,1
0.010198,1.06587,4.24806,48.8916,19.574,0.4,0.02,1
0.010199,1.065,4.27736,48.8597,19.5775,0.4,0.01,1
0.0102,1.06415,4.30663,48.8274,19.5813,0.4,1.04257e-011,1
0.010201,1.06334,4.33586,48.7948,19.5853,0.4,0.01,1
0.010202,1.06256,4.36505,48.7619,19.5897,0.4,0.02,1
0.010203,1.06182,4.3942,48.7288,19.5943,0.4,0.03,1
0.010204,1.06111,4.42332,48.6953,19.5992,0.4,0.04,1
0.010205,1.06043,4.45239,48.6615,19.6043,0.4,0.05,1
0.010206,1.05978,4.48143,48.6275,19.6098,0.4,0.06,1
0.010207,1.05917,4.51043,48.5931,19.6155,0.4,0.07,1
0.010208,1.0586,4.53938,48.5584,19.6215,0.4,0.08,1
0.010209,1.05806,4.5683,48.5235,19.6278,0.4,0.09,1
0.01021,1.05755,4.59717,48.4882,19.6344,0.4,0.1,1
0.010211,1.05708,4.62601,48.4527,19.6412,0.4,0.11,1
