Time,iL1,iL2,vC1,vC2,V2,V3,V1
0.030076,1.56781,4.54146,47.3063,19.5408,0.45,0.76,0
0.030077,1.5685,4.52192,47.3219,19.547,0.45,0.77,0
0.030078,1.56917,4.50237,47.3376,19.5531,0.45,0.78,0
0.030079,1.56982,4.48281,47.3533,19.5589,0.45,0.79,0
0.03008,1.57046,4.46325,47.369,19.5645,0.45,0.8,0
0.030081,1.57108,4.44368,47.3847,19.5699,0.45,0.81,0
0.030082,1.57169,4.42411,47.4004,19.5751,0.45,0.82,0
0.030083,1.57228,4.40453,47.4162,19.5801,0.45,0.83,0
0.030084,1.57286,4.38495,47.4319,19.5848,0.45,0.84,0
0.030085,1.57342,4.36536,47.4476,19.5894,0.45,0.85,0
0.030086,1.57396,4.34577,47.4634,19.5938,0.45,0.86,0
0.030087,1.57449,4.32617,47.4791,19.598,0.45,0.87,0
0.030088,1.57501,4.30657,47.4948,19.6019,0.45,0.88,0
0.030089,1.5755,4.28697,47.5106,19.6057,0.45,0.89,0
0.03009,1.57598,4.26736,47.5264,19.6092,0.45,0.9,0
0.030091,1.57645,4.24775,47.5421,19.6126,0.45,0.91,0
0.030092,1.5769,4.22814,47.5579,19.6157,0.45,0.92,0
0.030093,1.57733,4.20852,47.5737,19.6187,0.45,0.93,0
0.030094,1.57775,4.1889,47.5894,19.6214,0.45,0.94,0
0.030095,1.57816,4.16928,47.6052,19.624,0.45,0.95,0
0.030096,1.57854,4.14965,47.621,19.6263,0.45,0.96,0
0.030097,1.57891,4.13002,47.6368,19.6285,0.45,0.97,0
0.030098,1.57927,4.11039,47.6526,19.6304,0.45,0.98,0
0.030099,1.57961,4.09076,47.6684,19.6322,0.45,0.99,0
0.0301,1.57993,4.07113,47.6842,19.6337,0.45,1,0
0.030101,1.58024,4.0515,47.7,19.635,0.45,0.99,0
0.030102,1.58053,4.03186,47.7158,19.6362,0.45,0.98,0
0.030103,1.58081,4.01222,47.7316,19.6371,0.45,0.97,0
0.030104,1.58107,3.99259,47.7474,19.6379,0.45,0.96,0
0.030105,1.58131,3.97295,47.7632,19.6384,0.45,0.95,0
0.030106,1.58154,3.95331,47.779,19.6388,0.45,0.94,0
0.030107,1.58176,3.93367,47.7948,19.639,0.45,0.93,0
0.030108,1.58195,3.91403,47.8106,19.6389,0.45,0.92,0
0.030109,1.58213,3.89439,47.8265,19.6387,0.45,0.91,0
0.03011,1.5823,3.87475,47.8423,19.6382,0.45,0.9,0
0.030111,1.58245,3.85512,47.8581,19.6376,0.45,0.89,0
0.030112,1.58258,3.83548,47.8739,19.6368,0.45,0.88,0
0.030113,1.5827,3.81584,47.8898,19.6358,0.45,0.87,0
0.030114,1.5828,3.79621,47.9056,19.6346,0.45,0.86,0
0.030115,1.58289,3.77657,47.9214,19.6332,0.45,0.85,0
0.030116,1.58296,3.75694,47.9373,19.6316,0.45,0.84,0
0.030117,1.58302,3.73731,47.9531,19.6298,0.45,0.83,0
0.030118,1.58305,3.71768,47.9689,19.6278,0.45,0.82,0
0.030119,1.58308,3.69805,47.9847,19.6256,0.45,0.81,0
0.03012,1.58309,3.67843,48.0006,19.6233,0.45,0.8,0
0.030121,1.58308,3.65881,48.0164,19.6207,0.45,0.79,0
0.030122,1.58305,3.63919,48.0322,19.618,0.45,0.78,0
0.030123,1.58301,3.61957,48.0481,19.615,0.45,0.77,0
0.030124,1.58296,3.59996,48.0639,19.6119,0.45,0.76,0
0.030125,1.58288,3.58035,48.0797,19.6086,0.45,0.75,0
0.030126,1.5828,3.56074,48.0956,19.6051,0.45,0.74,0
0.030127,1.58269,3.54114,48.1114,19.6014,0.45,0.73,0
0.030128,1.58257,3.52154,48.1272,19.5975,0.45,0.72,0
0.030129,1.58244,3.50194,48.143,19.5934,0.45,0.71,0
0.03013,1.58229,3.48235,48.1589,19.5891,0.45,0.7,0
0.030131,1.58212,3.46277,48.1747,19.5847,0.45,0.69,0
0.030132,1.58194,3.44318,48.1905,19.5801,0.45,0.68,0
0.030133,1.58174,3.4236,48.2063,19.5752,0.45,0.67,0
0.030134,1.58153,3.40403,48.2221,19.5702,0.45,0.66,0
0.030135,1.5813,3.38446,48.2379,19.565,0.45,0.65,0
0.030136,1.58105,3.3649,48.2538,19.5597,0.45,0.64,0
0.030137,1.58079,3.34535,48.2696,19.5541,0.45,0.63,0
0.030138,1.58051,3.32579,48.2854,19.5483,0.45,0.62,0
0.030139,1.58022,3.30625,48.3012,19.5424,0.45,0.61,0
0.03014,1.57991,3.28671,48.317,19.5363,0.45,0.6,0
0.030141,1.57958,3.26718,48.3328,19.53,0.45,0.59,0
0.030142,1.57924,3.24765,48.3486,19.5235,0.45,0.58,0
0.030143,1.57889,3.22813,48.3644,19.5169,0.45,0.57,0
0.030144,1.57851,3.20862,48.3801,19.51,0.45,0.56,0
0.030145,1.57813,3.18911,48.3959,19.503,0.45,0.55,0
0.030146,1.57772,3.16961,48.4117,19.4958,0.45,0.54,0
0.030147,1.5773,3.15012,48.4275,19.4884,0.45,0.53,0
0.030148,1.57687,3.13063,48.4433,19.4808,0.45,0.52,0
0.030149,1.57642,3.11116,48.459,19.4731,0.45,0.51,0
0.03015,1.57595,3.09169,48.4748,19.4652,0.45,0.5,0
0.030151,1.57547,3.07223,48.4905,19.4571,0.45,0.49,0
0.030152,1.57497,3.05277,48.5063,19.4488,0.45,0.48,0
0.030153,1.57445,3.03333,48.522,19.4403,0.45,0.47,0
0.030154,1.57392,3.01389,48.5378,19.4317,0.45,0.46,0
0.030155,1.57338,2.99446,48.5535,19.4229,0.45,0.45,0
0.030156,1.57284,3.02359,48.5391,19.4142,0.45,0.44,1
0.030157,1.57231,3.05271,48.5244,19.4059,0.45,0.43,1
0.030158,1.57179,3.08183,48.5094,19.3977,0.45,0.42,1
0.030159,1.57129,3.11093,48.4942,19.3899,0.45,0.41,1
0.03016,1.5708,3.14003,48.4786,19.3824,0.45,0.4,1
0.030161,1.57033,3.16913,48.4628,19.3752,0.45,0.39,1
0.030162,1.56988,3.19821,48.4466,19.3683,0.45,0.38,1
0.030163,1.56944,3.22728,48.4302,19.3617,0.45,0.37,1
0.030164,1.56902,3.25635,48.4135,19.3554,0.45,0.36,1
0.030165,1.56861,3.2854,48.3965,19.3494,0.45,0.35,1
0.030166,1.56822,3.31444,48.3791,19.3437,0.45,0.34,1
0.030167,1.56785,3.34347,48.3615,19.3383,0.45,0.33,1
0.030168,1.5675,3.37249,48.3436,19.3332,0.45,0.32,1
0.030169,1.56717,3.40149,48.3254,19.3284,0.45,0.31,1
0.03017,1.56685,3.43048,48.3069,19.3239,0.45,0.3,1
0.030171,1.56655,3.45945,48.2882,19.3197,0.45,0.29,1
0.030172,1.56627,3.48842,48.2691,19.3158,0.45,0.28,1
0.030173,1.56602,3.51736,48.2497,19.3122,0.45,0.27,1
0.030174,1.56578,3.54629,48.2301,19.3089,0.45,0.26,1
0.030175,1.56556,3.5752,48.2101,19.3059,0.45,0.25,1
0.030176,1.56536,3.6041,48.1899,19.3032,0.45,0.24,1
0.030177,1.56518,3.63298,48.1693,19.3008,0.45,0.23,1
0.030178,1.56502,3.66184,48.1485,19.2986,0.45,0.22,1
0.030179,1.56488,3.69068,48.1274,19.2968,0.45,0.21,1
0.03018,1.56476,3.7195,48.106,19.2953,0.45,0.2,1
0.030181,1.56467,3.7483,48.0843,19.294,0.45,0.19,1
0.030182,1.56459,3.77708,48.0623,19.2931,0.45,0.18,1
0.030183,1.56454,3.80583,48.0401,19.2924,0.45,0.17,1
0.030184,1.56451,3.83457,48.0175,19.292,0.45,0.16,1
0.030185,1.56451,3.86329,47.9946,19.2919,0.45,0.15,1
0.030186,1.56452,3.89198,47.9715,19.2921,0.45,0.14,1
0.030187,1.56456,3.92064,47.9481,19.2926,0.45,0.13,1
0.030188,1.56463,3.94929,47.9244,19.2933,0.45,0.12,1
0.030189,1.56472,3.97791,47.9004,19.2944,0.45,0.11,1
0.03019,1.56483,4.0065,47.8761,19.2957,0.45,0.1,1
0.030191,1.56496,4.03507,47.8516,19.2973,0.45,0.09,1
0.030192,1.56512,4.06361,47.8267,19.2992,0.45,0.08,1
0.030193,1.56531,4.09212,47.8016,19.3014,0.45,0.07,1
0.030194,1.56552,4.12061,47.7762,19.3039,0.45,0.06,1
0.030195,1.56576,4.14906,47.7505,19.3066,0.45,0.05,1
0.030196,1.56602,4.17749,47.7245,19.3096,0.45,0.04,1
0.030197,1.56631,4.20589,47.6983,19.3129,0.45,0.03,1
0.030198,1.56662,4.23426,47.6717,19.3165,0.45,0.02,1
0.030199,1.56697,4.2626,47.6449,19.3203,0.45,0.01,1
0.0302,1.56733,4.29091,47.6178,19.3245,0.45,9.62078e-011,1
0.030201,1.56773,4.31919,47.5904,19.3289,0.45,0.01,1
0.030202,1.56815,4.34744,47.5628,19.3335,0.45,0.02,1
0.030203,1.56861,4.37565,47.5349,19.3385,0.45,0.03,1
0.030204,1.56908,4.40383,47.5067,19.3437,0.45,0.04,1
0.030205,1.56959,4.43197,47.4782,19.3492,0.45,0.05,1
0.030206,1.57013,4.46009,47.4494,19.3549,0.45,0.06,1
0.030207,1.57069,4.48816,47.4204,19.361,0.45,0.07,1
0.030208,1.57129,4.5162,47.3911,19.3673,0.45,0.08,1
0.030209,1.57191,4.54421,47.3615,19.3738,0.45,0.09,1
0.03021,1.57256,4.57218,47.3316,19.3806,0.45,0.1,1
0.030211,1.57325,4.60011,47.3015,19.3877,0.45,0.11,1
0.030212,1.57396,4.62801,47.2711,19.3951,0.45,0.12,1
0.030213,1.57471,4.65586,47.2404,19.4027,0.45,0.13,1
0.030214,1.57548,4.68368,47.2095,19.4106,0.45,0.14,1
0.030215,1.57629,4.71146,47.1782,19.4187,0.45,0.15,1
0.030216,1.57713,4.7392,47.1467,19.4272,0.45,0.16,1
0.030217,1.57799,4.7669,47.115,19.4358,0.45,0.17,1
0.030218,1.5789,4.79456,47.083,19.4447,0.45,0.18,1
0.030219,1.57983,4.82218,47.0507,19.4539,0.45,0.19,1
0.03022,1.58079,4.84975,47.0181,19.4634,0.45,0.2,1
0.030221,1.58179,4.87728,46.9853,19.4731,0.45,0.21,1
0.030222,1.58282,4.90478,46.9522,19.483,0.45,0.22,1
0.030223,1.58389,4.93222,46.9189,19.4932,0.45,0.23,1
0.030224,1.58499,4.95963,46.8852,19.5037,0.45,0.24,1
0.030225,1.58612,4.98699,46.8514,19.5144,0.45,0.25,1
0.030226,1.58728,5.0143,46.8172,19.5254,0.45,0.26,1
0.030227,1.58848,5.04157,46.7828,19.5366,0.45,0.27,1
0.030228,1.58972,5.06879,46.7482,19.5481,0.45,0.28,1
0.030229,1.59099,5.09597,46.7133,19.5598,0.45,0.29,1
0.03023,1.59229,5.1231,46.6781,19.5717,0.45,0.3,1
0.030231,1.59363,5.15018,46.6426,19.584,0.45,0.31,1
0.030232,1.59501,5.17722,46.6069,19.5964,0.45,0.32,1
0.030233,1.59642,5.2042,46.571,19.6091,0.45,0.33,1
0.030234,1.59786,5.23114,46.5348,19.6221,0.45,0.34,1
0.030235,1.59935,5.25803,46.4983,19.6352,0.45,0.35,1
0.030236,1.60087,5.28486,46.4616,19.6487,0.45,0.36,1
0.030237,1.60242,5.31165,46.4246,19.6623,0.45,0.37,1
0.030238,1.60402,5.33839,46.3874,19.6763,0.45,0.38,1
0.030239,1.60565,5.36507,46.35,19.6904,0.45,0.39,1
0.03024,1.60732,5.39171,46.3122,19.7048,0.45,0.4,1
0.030241,1.60903,5.41829,46.2743,19.7194,0.45,0.41,1
0.030242,1.61077,5.44482,46.2361,19.7343,0.45,0.42,1
0.030243,1.61255,5.47129,46.1976,19.7494,0.45,0.43,1
0.030244,1.61438,5.49771,46.1589,19.7647,0.45,0.44,1
0.030245,1.61624,5.52408,46.1199,19.7803,0.45,0.45,1
0.030246,1.6181,5.50429,46.1361,19.7958,0.45,0.46,0
0.030247,1.61996,5.48448,46.1523,19.8111,0.45,0.47,0
0.030248,1.6218,5.46466,46.1685,19.8262,0.45,0.48,0
0.030249,1.62362,5.44483,46.1847,19.8411,0.45,0.49,0
0.03025,1.62543,5.42498,46.201,19.8557,0.45,0.5,0
0.030251,1.62722,5.40512,46.2172,19.8701,0.45,0.51,0
0.030252,1.62899,5.38524,46.2335,19.8843,0.45,0.52,0
0.030253,1.63075,5.36535,46.2498,19.8983,0.45,0.53,0
0.030254,1.63249,5.34544,46.2661,19.912,0.45,0.54,0
0.030255,1.63422,5.32552,46.2825,19.9256,0.45,0.55,0
0.030256,1.63593,5.30559,46.2988,19.9389,0.45,0.56,0
0.030257,1.63762,5.28565,46.3152,19.9519,0.45,0.57,0
0.030258,1.6393,5.26569,46.3316,19.9648,0.45,0.58,0
0.030259,1.64096,5.24572,46.348,19.9774,0.45,0.59,0
0.03026,1.6426,5.22573,46.3644,19.9898,0.45,0.6,0
0.030261,1.64423,5.20574,46.3808,20.0019,0.45,0.61,0
0.030262,1.64584,5.18573,46.3973,20.0139,0.45,0.62,0
0.030263,1.64743,5.16571,46.4137,20.0256,0.45,0.63,0
0.030264,1.64901,5.14568,46.4302,20.0371,0.45,0.64,0
0.030265,1.65057,5.12564,46.4467,20.0484,0.45,0.65,0
0.030266,1.65212,5.10558,46.4632,20.0594,0.45,0.66,0
0.030267,1.65365,5.08552,46.4798,20.0702,0.45,0.67,0
0.030268,1.65516,5.06544,46.4963,20.0808,0.45,0.68,0
0.030269,1.65665,5.04535,46.5129,20.0912,0.45,0.69,0
0.03027,1.65813,5.02526,46.5294,20.1014,0.45,0.7,0
0.030271,1.65959,5.00515,46.546,20.1113,0.45,0.71,0
0.030272,1.66104,4.98504,46.5626,20.121,0.45,0.72,0
0.030273,1.66247,4.96491,46.5793,20.1305,0.45,0.73,0
0.030274,1.66388,4.94477,46.5959,20.1398,0.45,0.74,0
0.030275,1.66528,4.92463,46.6125,20.1489,0.45,0.75,0
0.030276,1.66666,4.90448,46.6292,20.1577,0.45,0.76,0
0.030277,1.66802,4.88431,46.6459,20.1663,0.45,0.77,0
0.030278,1.66937,4.86414,46.6625,20.1747,0.45,0.78,0
0.030279,1.67069,4.84397,46.6792,20.1829,0.45,0.79,0
0.03028,1.67201,4.82378,46.696,20.1909,0.45,0.8,0
0.030281,1.6733,4.80358,46.7127,20.1986,0.45,0.81,0
0.030282,1.67458,4.78338,46.7294,20.2062,0.45,0.82,0
0.030283,1.67584,4.76317,46.7462,20.2135,0.45,0.83,0
0.030284,1.67709,4.74295,46.7629,20.2206,0.45,0.84,0
0.030285,1.67832,4.72273,46.7797,20.2274,0.45,0.85,0
0.030286,1.67953,4.7025,46.7965,20.2341,0.45,0.86,0
0.030287,1.68072,4.68226,46.8133,20.2406,0.45,0.87,0
0.030288,1.6819,4.66202,46.8301,20.2468,0.45,0.88,0
0.030289,1.68306,4.64177,46.8469,20.2528,0.45,0.89,0
0.03029,1.68421,4.62151,46.8638,20.2586,0.45,0.9,0
0.030291,1.68534,4.60125,46.8806,20.2642,0.45,0.91,0
0.030292,1.68645,4.58098,46.8975,20.2696,0.45,0.92,0
0.030293,1.68754,4.56071,46.9144,20.2747,0.45,0.93,0
0.030294,1.68862,4.54043,46.9312,20.2797,0.45,0.94,0
0.030295,1.68968,4.52015,46.9481,20.2844,0.45,0.95,0
0.030296,1.69072,4.49987,46.965,20.289,0.45,0.96,0
0.030297,1.69175,4.47957,46.9819,20.2933,0.45,0.97,0
0.030298,1.69276,4.45928,46.9989,20.2974,0.45,0.98,0
0.030299,1.69375,4.43898,47.0158,20.3013,0.45,0.99,0
0.0303,1.69473,4.41868,47.0327,20.305,0.45,1,0
0.030301,1.69569,4.39837,47.0497,20.3084,0.45,0.99,0
0.030302,1.69663,4.37806,47.0667,20.3117,0.45,0.98,0
0.030303,1.69755,4.35775,47.0836,20.3147,0.45,0.97,0
0.030304,1.69846,4.33743,47.1006,20.3176,0.45,0.96,0
0.030305,1.69935,4.31711,47.1176,20.3202,0.45,0.95,0
0.030306,1.70023,4.29679,47.1346,20.3226,0.45,0.94,0
0.030307,1.70108,4.27647,47.1516,20.3249,0.45,0.93,0
0.030308,1.70192,4.25614,47.1686,20.3269,0.45,0.92,0
0.030309,1.70274,4.23581,47.1856,20.3287,0.45,0.91,0
0.03031,1.70355,4.21548,47.2027,20.3303,0.45,0.9,0
0.030311,1.70434,4.19515,47.2197,20.3317,0.45,0.89,0
0.030312,1.70511,4.17482,47.2368,20.3329,0.45,0.88,0
0.030313,1.70587,4.15449,47.2538,20.3338,0.45,0.87,0
0.030314,1.7066,4.13415,47.2709,20.3346,0.45,0.86,0
0.030315,1.70732,4.11382,47.2879,20.3352,0.45,0.85,0
0.030316,1.70803,4.09348,47.305,20.3355,0.45,0.84,0
0.030317,1.70871,4.07315,47.3221,20.3357,0.45,0.83,0
0.030318,1.70938,4.05281,47.3392,20.3357,0.45,0.82,0
0.030319,1.71004,4.03247,47.3563,20.3354,0.45,0.81,0
0.03032,1.71067,4.01214,47.3734,20.335,0.45,0.8,0
0.030321,1.71129,3.9918,47.3905,20.3343,0.45,0.79,0
0.030322,1.71189,3.97147,47.4076,20.3335,0.45,0.78,0
0.030323,1.71247,3.95114,47.4247,20.3324,0.45,0.77,0
0.030324,1.71304,3.93081,47.4419,20.3312,0.45,0.76,0
0.030325,1.71359,3.91048,47.459,20.3297,0.45,0.75,0
0.030326,1.71412,3.89015,47.4761,20.3281,0.45,0.74,0
0.030327,1.71464,3.86982,47.4933,20.3262,0.45,0.73,0
0.030328,1.71514,3.84949,47.5104,20.3241,0.45,0.72,0
0.030329,1.71562,3.82917,47.5276,20.3219,0.45,0.71,0
0.03033,1.71608,3.80885,47.5447,20.3194,0.45,0.7,0
0.030331,1.71653,3.78853,47.5619,20.3168,0.45,0.69,0
0.030332,1.71696,3.76822,47.5791,20.3139,0.45,0.68,0
0.030333,1.71737,3.7479,47.5963,20.3109,0.45,0.67,0
0.030334,1.71776,3.7276,47.6134,20.3077,0.45,0.66,0
0.030335,1.71814,3.70729,47.6306,20.3042,0.45,0.65,0
0.030336,1.7185,3.68699,47.6478,20.3006,0.45,0.64,0
0.030337,1.71885,3.66669,47.665,20.2968,0.45,0.63,0
0.030338,1.71917,3.64639,47.6822,20.2927,0.45,0.62,0
0.030339,1.71948,3.6261,47.6994,20.2885,0.45,0.61,0
0.03034,1.71977,3.60582,47.7166,20.2841,0.45,0.6,0
0.030341,1.72005,3.58553,47.7338,20.2795,0.45,0.59,0
0.030342,1.72031,3.56526,47.751,20.2747,0.45,0.58,0
0.030343,1.72055,3.54498,47.7682,20.2697,0.45,0.57,0
0.030344,1.72077,3.52472,47.7854,20.2645,0.45,0.56,0
0.030345,1.72098,3.50446,47.8026,20.2591,0.45,0.55,0
0.030346,1.72117,3.4842,47.8198,20.2536,0.45,0.54,0
0.030347,1.72134,3.46395,47.837,20.2478,0.45,0.53,0
0.030348,1.72149,3.4437,47.8542,20.2419,0.45,0.52,0
0.030349,1.72163,3.42347,47.8714,20.2357,0.45,0.51,0
0.03035,1.72175,3.40323,47.8886,20.2294,0.45,0.5,0
0.030351,1.72185,3.38301,47.9059,20.2229,0.45,0.49,0
0.030352,1.72194,3.36279,47.9231,20.2162,0.45,0.48,0
0.030353,1.722,3.34257,47.9403,20.2093,0.45,0.47,0
0.030354,1.72206,3.32237,47.9575,20.2022,0.45,0.46,0
0.030355,1.72209,3.30217,47.9747,20.1949,0.45,0.45,0
0.030356,1.72213,3.32994,47.9587,20.1877,0.45,0.44,1
0.030357,1.72218,3.35771,47.9424,20.1809,0.45,0.43,1
0.030358,1.72225,3.38546,47.926,20.1743,0.45,0.42,1
0.030359,1.72233,3.41321,47.9092,20.1679,0.45,0.41,1
0.03036,1.72243,3.44095,47.8921,20.1618,0.45,0.4,1
0.030361,1.72254,3.46867,47.8748,20.1561,0.45,0.39,1
0.030362,1.72268,3.49638,47.8572,20.1506,0.45,0.38,1
0.030363,1.72283,3.52408,47.8393,20.1454,0.45,0.37,1
0.030364,1.723,3.55177,47.8212,20.1405,0.45,0.36,1
0.030365,1.72319,3.57944,47.8028,20.1359,0.45,0.35,1
0.030366,1.72339,3.6071,47.7841,20.1315,0.45,0.34,1
0.030367,1.72362,3.63475,47.7651,20.1275,0.45,0.33,1
0.030368,1.72386,3.66238,47.7458,20.1237,0.45,0.32,1
0.030369,1.72413,3.68999,47.7263,20.1202,0.45,0.31,1
0.03037,1.72441,3.71759,47.7065,20.117,0.45,0.3,1
0.030371,1.72472,3.74517,47.6865,20.1141,0.45,0.29,1
0.030372,1.72504,3.77273,47.6661,20.1115,0.45,0.28,1
0.030373,1.72538,3.80028,47.6455,20.1091,0.45,0.27,1
0.030374,1.72575,3.82781,47.6246,20.1071,0.45,0.26,1
0.030375,1.72613,3.85531,47.6035,20.1053,0.45,0.25,1
0.030376,1.72654,3.8828,47.582,20.1037,0.45,0.24,1
0.030377,1.72697,3.91027,47.5603,20.1025,0.45,0.23,1
0.030378,1.72742,3.93772,47.5384,20.1015,0.45,0.22,1
0.030379,1.72789,3.96514,47.5161,20.1008,0.45,0.21,1
0.03038,1.72839,3.99255,47.4936,20.1004,0.45,0.2,1
0.030381,1.72891,4.01993,47.4708,20.1003,0.45,0.19,1
0.030382,1.72945,4.04729,47.4478,20.1004,0.45,0.18,1
0.030383,1.73001,4.07462,47.4245,20.1008,0.45,0.17,1
0.030384,1.7306,4.10194,47.4009,20.1015,0.45,0.16,1
0.030385,1.73121,4.12922,47.3771,20.1025,0.45,0.15,1
0.030386,1.73184,4.15649,47.353,20.1037,0.45,0.14,1
0.030387,1.7325,4.18372,47.3286,20.1052,0.45,0.13,1
0.030388,1.73319,4.21093,47.3039,20.1069,0.45,0.12,1
0.030389,1.7339,4.23811,47.279,20.109,0.45,0.11,1
0.03039,1.73463,4.26527,47.2538,20.1113,0.45,0.1,1
0.030391,1.73539,4.2924,47.2284,20.1138,0.45,0.09,1
0.030392,1.73617,4.3195,47.2027,20.1167,0.45,0.08,1
0.030393,1.73698,4.34657,47.1767,20.1198,0.45,0.07,1
0.030394,1.73782,4.37361,47.1505,20.1231,0.45,0.06,1
0.030395,1.73868,4.40063,47.124,20.1267,0.45,0.05,1
0.030396,1.73957,4.42761,47.0973,20.1306,0.45,0.04,1
0.030397,1.74049,4.45456,47.0703,20.1348,0.45,0.03,1
0.030398,1.74143,4.48148,47.043,20.1392,0.45,0.02,1
0.030399,1.7424,4.50837,47.0155,20.1438,0.45,0.01,1
0.0304,1.7434,4.53522,46.9877,20.1488,0.45,9.822e-011,1
0.030401,1.74443,4.56204,46.9596,20.154,0.45,0.01,1
0.030402,1.74548,4.58883,46.9313,20.1594,0.45,0.02,1
0.030403,1.74656,4.61559,46.9028,20.1651,0.45,0.03,1
0.030404,1.74768,4.64231,46.8739,20.171,0.45,0.04,1
0.030405,1.74882,4.66899,46.8449,20.1773,0.45,0.05,1
0.030406,1.74999,4.69564,46.8155,20.1837,0.45,0.06,1
0.030407,1.75119,4.72226,46.786,20.1904,0.45,0.07,1
0.030408,1.75241,4.74883,46.7561,20.1974,0.45,0.08,1
0.030409,1.75367,4.77537,46.726,20.2046,0.45,0.09,1
0.03041,1.75496,4.80188,46.6957,20.2121,0.45,0.1,1
0.030411,1.75628,4.82834,46.6651,20.2198,0.45,0.11,1
0.030412,1.75763,4.85477,46.6342,20.2278,0.45,0.12,1
0.030413,1.75901,4.88115,46.6031,20.236,0.45,0.13,1
0.030414,1.76043,4.9075,46.5718,20.2445,0.45,0.14,1
0.030415,1.76187,4.93381,46.5402,20.2532,0.45,0.15,1
0.030416,1.76335,4.96007,46.5084,20.2621,0.45,0.16,1
0.030417,1.76485,4.9863,46.4763,20.2713,0.45,0.17,1
0.030418,1.76639,5.01248,46.4439,20.2808,0.45,0.18,1
0.030419,1.76797,5.03862,46.4113,20.2904,0.45,0.19,1
0.03042,1.76957,5.06472,46.3785,20.3004,0.45,0.2,1
0.030421,1.77121,5.09078,46.3454,20.3105,0.45,0.21,1
0.030422,1.77288,5.11679,46.3121,20.3209,0.45,0.22,1
0.030423,1.77459,5.14276,46.2786,20.3316,0.45,0.23,1
0.030424,1.77632,5.16869,46.2448,20.3425,0.45,0.24,1
0.030425,1.7781,5.19457,46.2107,20.3536,0.45,0.25,1
0.030426,1.7799,5.2204,46.1764,20.3649,0.45,0.26,1
0.030427,1.78174,5.24619,46.1419,20.3765,0.45,0.27,1
0.030428,1.78362,5.27193,46.1071,20.3884,0.45,0.28,1
0.030429,1.78553,5.29763,46.0721,20.4004,0.45,0.29,1
0.03043,1.78747,5.32327,46.0369,20.4127,0.45,0.3,1
0.030431,1.78946,5.34887,46.0014,20.4252,0.45,0.31,1
0.030432,1.79147,5.37443,45.9657,20.438,0.45,0.32,1
0.030433,1.79352,5.39993,45.9298,20.451,0.45,0.33,1
0.030434,1.79561,5.42538,45.8936,20.4642,0.45,0.34,1
0.030435,1.79774,5.45079,45.8572,20.4776,0.45,0.35,1
0.030436,1.7999,5.47614,45.8205,20.4913,0.45,0.36,1
0.030437,1.8021,5.50145,45.7836,20.5052,0.45,0.37,1
0.030438,1.80433,5.5267,45.7465,20.5193,0.45,0.38,1
0.030439,1.8066,5.5519,45.7092,20.5336,0.45,0.39,1
0.03044,1.80891,5.57705,45.6716,20.5482,0.45,0.4,1
0.030441,1.81126,5.60215,45.6338,20.563,0.45,0.41,1
0.030442,1.81364,5.62719,45.5958,20.578,0.45,0.42,1
0.030443,1.81607,5.65218,45.5576,20.5932,0.45,0.43,1
0.030444,1.81853,5.67712,45.5191,20.6087,0.45,0.44,1
0.030445,1.82103,5.702,45.4804,20.6243,0.45,0.45,1
0.030446,1.82354,5.68137,45.4986,20.6399,0.45,0.46,0
0.030447,1.82602,5.66072,45.5169,20.6553,0.45,0.47,0
0.030448,1.8285,5.64005,45.5352,20.6704,0.45,0.48,0
0.030449,1.83095,5.61937,45.5535,20.6854,0.45,0.49,0
0.03045,1.83339,5.59868,45.5718,20.7001,0.45,0.5,0
0.030451,1.83581,5.57797,45.5901,20.7146,0.45,0.51,0
0.030452,1.83821,5.55725,45.6085,20.7288,0.45,0.52,0
0.030453,1.84059,5.53652,45.6269,20.7428,0.45,0.53,0
0.030454,1.84296,5.51577,45.6453,20.7566,0.45,0.54,0
0.030455,1.8453,5.495,45.6637,20.7701,0.45,0.55,0
0.030456,1.84763,5.47423,45.6822,20.7834,0.45,0.56,0
0.030457,1.84994,5.45344,45.7007,20.7964,0.45,0.57,0
0.030458,1.85223,5.43263,45.7192,20.8093,0.45,0.58,0
0.030459,1.8545,5.41182,45.7377,20.8218,0.45,0.59,0
0.03046,1.85675,5.39099,45.7563,20.8342,0.45,0.6,0
0.030461,1.85899,5.37015,45.7749,20.8463,0.45,0.61,0
0.030462,1.8612,5.3493,45.7935,20.8582,0.45,0.62,0
0.030463,1.8634,5.32843,45.8121,20.8699,0.45,0.63,0
0.030464,1.86558,5.30756,45.8307,20.8813,0.45,0.64,0
0.030465,1.86774,5.28667,45.8494,20.8925,0.45,0.65,0
0.030466,1.86988,5.26577,45.8681,20.9035,0.45,0.66,0
0.030467,1.872,5.24486,45.8868,20.9142,0.45,0.67,0
0.030468,1.87411,5.22394,45.9055,20.9247,0.45,0.68,0
0.030469,1.87619,5.20301,45.9243,20.935,0.45,0.69,0
0.03047,1.87826,5.18207,45.9431,20.945,0.45,0.7,0
0.030471,1.8803,5.16112,45.9619,20.9549,0.45,0.71,0
0.030472,1.88233,5.14016,45.9807,20.9644,0.45,0.72,0
0.030473,1.88434,5.1192,45.9995,20.9738,0.45,0.73,0
0.030474,1.88633,5.09822,46.0184,20.9829,0.45,0.74,0
0.030475,1.88831,5.07723,46.0372,20.9918,0.45,0.75,0
0.030476,1.89026,5.05623,46.0561,21.0005,0.45,0.76,0
