Time,Il,VD,V2,V3,Vout
1e-006,0.096,1,0.4,0.01,4.79281e-008
2e-006,0.192,1,0.4,0.02,9.57605e-008
3e-006,0.288,1,0.4,0.03,1.43521e-007
4e-006,0.384,1,0.4,0.04,1.91186e-007
5e-006,0.48,1,0.4,0.05,2.38757e-007
6e-006,0.576,1,0.4,0.06,2.86232e-007
7e-006,0.672,1,0.4,0.07,3.33612e-007
8e-006,0.768,1,0.4,0.08,3.80897e-007
9e-006,0.864,1,0.4,0.09,4.28088e-007
1e-005,0.96,1,0.4,0.1,4.75185e-007
1.1e-005,1.056,1,0.4,0.11,5.22188e-007
1.2e-005,1.152,1,0.4,0.12,5.69096e-007
1.3e-005,1.248,1,0.4,0.13,6.15911e-007
1.4e-005,1.344,1,0.4,0.14,6.62633e-007
1.5e-005,1.44,1,0.4,0.15,7.09261e-007
1.6e-005,1.536,1,0.4,0.16,7.55796e-007
1.7e-005,1.632,1,0.4,0.17,8.02238e-007
1.8e-005,1.728,1,0.4,0.18,8.48587e-007
1.9e-005,1.824,1,0.4,0.19,8.94843e-007
2e-005,1.92,1,0.4,0.2,9.41007e-007
2.1e-005,2.016,1,0.4,0.21,9.87079e-007
2.2e-005,2.112,1,0.4,0.22,1.03306e-006
2.3e-005,2.208,1,0.4,0.23,1.07895e-006
2.4e-005,2.304,1,0.4,0.24,1.12474e-006
2.5e-005,2.4,1,0.4,0.25,1.17045e-006
2.6e-005,2.496,1,0.4,0.26,1.21606e-006
2.7e-005,2.592,1,0.4,0.27,1.26158e-006
2.8e-005,2.688,1,0.4,0.28,1.30702e-006
2.9e-005,2.784,1,0.4,0.29,1.35236e-006
3e-005,2.88,1,0.4,0.3,1.39761e-006
3.1e-005,2.976,1,0.4,0.31,1.44277e-006
3.2e-005,3.072,1,0.4,0.32,1.48783e-006
3.3e-005,3.168,1,0.4,0.33,1.53281e-006
3.4e-005,3.264,1,0.4,0.34,1.5777e-006
3.5e-005,3.36,1,0.4,0.35,1.6225e-006
3.6e-005,3.456,1,0.4,0.36,1.66721e-006
3.7e-005,3.552,1,0.4,0.37,1.71183e-006
3.8e-005,3.648,1,0.4,0.38,1.75637e-006
3.9e-005,3.744,1,0.4,0.39,1.80081e-006
4e-005,3.84,1,0.4,0.4,1.84516e-006
4.1e-005,3.83994,0,0.4,0.41,-0.0383402
4.2e-005,3.83981,0,0.4,0.42,-0.0766045
4.3e-005,3.83962,0,0.4,0.43,-0.11481
4.4e-005,3.83935,0,0.4,0.44,-0.152937
4.5e-005,3.839,0,0.4,0.45,-0.190985
4.6e-005,3.83858,0,0.4,0.46,-0.228953
4.7e-005,3.83809,0,0.4,0.47,-0.26684
4.8e-005,3.83752,0,0.4,0.48,-0.304647
4.9e-005,3.83687,0,0.4,0.49,-0.342372
5e-005,3.83615,0,0.4,0.5,-0.380014
5.1e-005,3.83535,0,0.4,0.51,-0.417574
5.2e-005,3.83448,0,0.4,0.52,-0.455051
5.3e-005,3.83353,0,0.4,0.53,-0.492443
5.4e-005,3.83251,0,0.4,0.54,-0.529751
5.5e-005,3.83141,0,0.4,0.55,-0.566974
5.6e-005,3.83024,0,0.4,0.56,-0.604111
5.7e-005,3.82899,0,0.4,0.57,-0.641162
5.8e-005,3.82767,0,0.4,0.58,-0.678126
5.9e-005,3.82628,0,0.4,0.59,-0.715002
6e-005,3.82481,0,0.4,0.6,-0.751791
6.1e-005,3.82327,0,0.4,0.61,-0.788491
6.2e-005,3.82166,0,0.4,0.62,-0.825102
6.3e-005,3.81997,0,0.4,0.63,-0.861624
6.4e-005,3.81821,0,0.4,0.64,-0.898055
6.5e-005,3.81638,0,0.4,0.65,-0.934395
6.6e-005,3.81447,0,0.4,0.66,-0.970644
6.7e-005,3.8125,0,0.4,0.67,-1.0068
6.8e-005,3.81045,0,0.4,0.68,-1.04287
6.9e-005,3.80833,0,0.4,0.69,-1.07884
7e-005,3.80613,0,0.4,0.7,-1.11472
7.1e-005,3.80387,0,0.4,0.71,-1.1505
7.2e-005,3.80153,0,0.4,0.72,-1.18619
7.3e-005,3.79912,0,0.4,0.73,-1.22179
7.4e-005,3.79664,0,0.4,0.74,-1.25729
7.5e-005,3.79409,0,0.4,0.75,-1.29269
7.6e-005,3.79147,0,0.4,0.76,-1.328
7.7e-005,3.78878,0,0.4,0.77,-1.36321
7.8e-005,3.78602,0,0.4,0.78,-1.39832
7.9e-005,3.78319,0,0.4,0.79,-1.43333
8e-005,3.78029,0,0.4,0.8,-1.46825
8.1e-005,3.77731,0,0.4,0.81,-1.50307
8.2e-005,3.77427,0,0.4,0.82,-1.53778
8.3e-005,3.77116,0,0.4,0.83,-1.5724
8.4e-005,3.76798,0,0.4,0.84,-1.60692
8.5e-005,3.76474,0,0.4,0.85,-1.64133
8.6e-005,3.76142,0,0.4,0.86,-1.67565
8.7e-005,3.75803,0,0.4,0.87,-1.70986
8.8e-005,3.75458,0,0.4,0.88,-1.74397
8.9e-005,3.75106,0,0.4,0.89,-1.77797
9e-005,3.74747,0,0.4,0.9,-1.81188
9.1e-005,3.74381,0,0.4,0.91,-1.84568
9.2e-005,3.74008,0,0.4,0.92,-1.87937
9.3e-005,3.73629,0,0.4,0.93,-1.91296
9.4e-005,3.73243,0,0.4,0.94,-1.94644
9.5e-005,3.72851,0,0.4,0.95,-1.97982
9.6e-005,3.72451,0,0.4,0.96,-2.01309
9.7e-005,3.72045,0,0.4,0.97,-2.04626
9.8e-005,3.71633,0,0.4,0.98,-2.07932
9.9e-005,3.71214,0,0.4,0.99,-2.11227
0.0001,3.70788,0,0.4,1,-2.14511
0.000101,3.70356,0,0.4,0.99,-2.17784
0.000102,3.69917,0,0.4,0.98,-2.21047
0.000103,3.69471,0,0.4,0.97,-2.24299
0.000104,3.6902,0,0.4,0.96,-2.27539
0.000105,3.68561,0,0.4,0.95,-2.30769
0.000106,3.68096,0,0.4,0.94,-2.33987
0.000107,3.67625,0,0.4,0.93,-2.37195
0.000108,3.67148,0,0.4,0.92,-2.40391
0.000109,3.66664,0,0.4,0.91,-2.43576
0.00011,3.66173,0,0.4,0.9,-2.4675
0.000111,3.65677,0,0.4,0.89,-2.49913
0.000112,3.65174,0,0.4,0.88,-2.53064
0.000113,3.64664,0,0.4,0.87,-2.56204
0.000114,3.64149,0,0.4,0.86,-2.59332
0.000115,3.63627,0,0.4,0.85,-2.62449
0.000116,3.63099,0,0.4,0.84,-2.65555
0.000117,3.62565,0,0.4,0.83,-2.68649
0.000118,3.62024,0,0.4,0.82,-2.71732
0.000119,3.61478,0,0.4,0.81,-2.74803
0.00012,3.60925,0,0.4,0.8,-2.77862
0.000121,3.60366,0,0.4,0.79,-2.8091
0.000122,3.59802,0,0.4,0.78,-2.83946
0.000123,3.59231,0,0.4,0.77,-2.8697
0.000124,3.58654,0,0.4,0.76,-2.89982
0.000125,3.58071,0,0.4,0.75,-2.92983
0.000126,3.57482,0,0.4,0.74,-2.95972
0.000127,3.56887,0,0.4,0.73,-2.98949
0.000128,3.56286,0,0.4,0.72,-3.01914
0.000129,3.55679,0,0.4,0.71,-3.04867
0.00013,3.55067,0,0.4,0.7,-3.07808
0.000131,3.54448,0,0.4,0.69,-3.10737
0.000132,3.53824,0,0.4,0.68,-3.13654
0.000133,3.53193,0,0.4,0.67,-3.16559
0.000134,3.52557,0,0.4,0.66,-3.19451
0.000135,3.51916,0,0.4,0.65,-3.22332
0.000136,3.51268,0,0.4,0.64,-3.252
0.000137,3.50615,0,0.4,0.63,-3.28056
0.000138,3.49956,0,0.4,0.62,-3.309
0.000139,3.49291,0,0.4,0.61,-3.33732
0.00014,3.48621,0,0.4,0.6,-3.36551
0.000141,3.47945,0,0.4,0.59,-3.39358
0.000142,3.47263,0,0.4,0.58,-3.42153
0.000143,3.46576,0,0.4,0.57,-3.44935
0.000144,3.45884,0,0.4,0.56,-3.47704
0.000145,3.45185,0,0.4,0.55,-3.50462
0.000146,3.44482,0,0.4,0.54,-3.53206
0.000147,3.43773,0,0.4,0.53,-3.55938
0.000148,3.43058,0,0.4,0.52,-3.58658
0.000149,3.42338,0,0.4,0.51,-3.61365
0.00015,3.41613,0,0.4,0.5,-3.64059
0.000151,3.40882,0,0.4,0.49,-3.66741
0.000152,3.40146,0,0.4,0.48,-3.6941
0.000153,3.39404,0,0.4,0.47,-3.72066
0.000154,3.38657,0,0.4,0.46,-3.7471
0.000155,3.37905,0,0.4,0.45,-3.7734
0.000156,3.37148,0,0.4,0.44,-3.79958
0.000157,3.36385,0,0.4,0.43,-3.82564
0.000158,3.35618,0,0.4,0.42,-3.85156
0.000159,3.34845,0,0.4,0.41,-3.87735
0.00016,3.34067,0,0.4,0.4,-3.90302
0.000161,3.43667,1,0.4,0.39,-3.89522
0.000162,3.53267,1,0.4,0.38,-3.88744
0.000163,3.62867,1,0.4,0.37,-3.87968
0.000164,3.72467,1,0.4,0.36,-3.87193
0.000165,3.82067,1,0.4,0.35,-3.86419
0.000166,3.91667,1,0.4,0.34,-3.85647
0.000167,4.01267,1,0.4,0.33,-3.84876
0.000168,4.10867,1,0.4,0.32,-3.84107
0.000169,4.20467,1,0.4,0.31,-3.8334
0.00017,4.30067,1,0.4,0.3,-3.82574
0.000171,4.39667,1,0.4,0.29,-3.8181
0.000172,4.49267,1,0.4,0.28,-3.81047
0.000173,4.58867,1,0.4,0.27,-3.80285
0.000174,4.68467,1,0.4,0.26,-3.79526
0.000175,4.78067,1,0.4,0.25,-3.78767
0.000176,4.87667,1,0.4,0.24,-3.78011
0.000177,4.97267,1,0.4,0.23,-3.77255
0.000178,5.06867,1,0.4,0.22,-3.76501
0.000179,5.16467,1,0.4,0.21,-3.75749
0.00018,5.26067,1,0.4,0.2,-3.74998
0.000181,5.35667,1,0.4,0.19,-3.74249
0.000182,5.45267,1,0.4,0.18,-3.73501
0.000183,5.54867,1,0.4,0.17,-3.72755
0.000184,5.64467,1,0.4,0.16,-3.7201
0.000185,5.74067,1,0.4,0.15,-3.71267
0.000186,5.83667,1,0.4,0.14,-3.70525
0.000187,5.93267,1,0.4,0.13,-3.69785
0.000188,6.02867,1,0.4,0.12,-3.69046
0.000189,6.12466,1,0.4,0.11,-3.68309
0.00019,6.22066,1,0.4,0.1,-3.67573
0.000191,6.31666,1,0.4,0.09,-3.66839
0.000192,6.41266,1,0.4,0.08,-3.66106
0.000193,6.50866,1,0.4,0.07,-3.65374
0.000194,6.60466,1,0.4,0.06,-3.64644
0.000195,6.70066,1,0.4,0.05,-3.63916
0.000196,6.79666,1,0.4,0.04,-3.63188
0.000197,6.89266,1,0.4,0.03,-3.62463
0.000198,6.98866,1,0.4,0.02,-3.61739
0.000199,7.08466,1,0.4,0.01,-3.61016
0.0002,7.18066,1,0.4,4.60786e-015,-3.60294
0.000201,7.27666,1,0.4,0.01,-3.59575
0.000202,7.37266,1,0.4,0.02,-3.58856
0.000203,7.46866,1,0.4,0.03,-3.58139
0.000204,7.56466,1,0.4,0.04,-3.57424
0.000205,7.66066,1,0.4,0.05,-3.56709
0.000206,7.75666,1,0.4,0.06,-3.55997
0.000207,7.85266,1,0.4,0.07,-3.55285
0.000208,7.94866,1,0.4,0.08,-3.54576
0.000209,8.04466,1,0.4,0.09,-3.53867
0.00021,8.14066,1,0.4,0.1,-3.5316
0.000211,8.23666,1,0.4,0.11,-3.52454
0.000212,8.33266,1,0.4,0.12,-3.5175
0.000213,8.42866,1,0.4,0.13,-3.51047
0.000214,8.52466,1,0.4,0.14,-3.50346
0.000215,8.62066,1,0.4,0.15,-3.49646
0.000216,8.71666,1,0.4,0.16,-3.48947
0.000217,8.81266,1,0.4,0.17,-3.4825
0.000218,8.90866,1,0.4,0.18,-3.47554
0.000219,9.00466,1,0.4,0.19,-3.4686
0.00022,9.10066,1,0.4,0.2,-3.46167
0.000221,9.19666,1,0.4,0.21,-3.45475
0.000222,9.29266,1,0.4,0.22,-3.44785
0.000223,9.38866,1,0.4,0.23,-3.44096
0.000224,9.48466,1,0.4,0.24,-3.43409
0.000225,9.58066,1,0.4,0.25,-3.42723
0.000226,9.67666,1,0.4,0.26,-3.42038
0.000227,9.77266,1,0.4,0.27,-3.41354
0.000228,9.86866,1,0.4,0.28,-3.40672
0.000229,9.96466,1,0.4,0.29,-3.39992
0.00023,10.0607,1,0.4,0.3,-3.39312
0.000231,10.1567,1,0.4,0.31,-3.38634
0.000232,10.2527,1,0.4,0.32,-3.37958
0.000233,10.3487,1,0.4,0.33,-3.37283
0.000234,10.4447,1,0.4,0.34,-3.36609
0.000235,10.5407,1,0.4,0.35,-3.35936
0.000236,10.6367,1,0.4,0.36,-3.35265
0.000237,10.7327,1,0.4,0.37,-3.34595
0.000238,10.8287,1,0.4,0.38,-3.33927
0.000239,10.9247,1,0.4,0.39,-3.33259
0.00024,11.0207,1,0.4,0.4,-3.32593
0.000241,11.0138,0,0.4,0.41,-3.42928
0.000242,11.0068,0,0.4,0.42,-3.53236
0.000243,10.9997,0,0.4,0.43,-3.63522
0.000244,10.9923,0,0.4,0.44,-3.73781
0.000245,10.9847,0,0.4,0.45,-3.84012
0.000246,10.9769,0,0.4,0.46,-3.94214
0.000247,10.9689,0,0.4,0.47,-4.04388
0.000248,10.9608,0,0.4,0.48,-4.14534
0.000249,10.9524,0,0.4,0.49,-4.24652
0.00025,10.9438,0,0.4,0.5,-4.3474
0.000251,10.935,0,0.4,0.51,-4.448
0.000252,10.926,0,0.4,0.52,-4.54831
0.000253,10.9168,0,0.4,0.53,-4.64833
0.000254,10.9074,0,0.4,0.54,-4.74805
0.000255,10.8978,0,0.4,0.55,-4.84748
0.000256,10.888,0,0.4,0.56,-4.94662
0.000257,10.878,0,0.4,0.57,-5.04546
0.000258,10.8678,0,0.4,0.58,-5.14399
0.000259,10.8574,0,0.4,0.59,-5.24223
0.00026,10.8468,0,0.4,0.6,-5.34017
0.000261,10.8361,0,0.4,0.61,-5.43781
0.000262,10.8251,0,0.4,0.62,-5.53514
0.000263,10.8139,0,0.4,0.63,-5.63217
0.000264,10.8026,0,0.4,0.64,-5.72889
0.000265,10.791,0,0.4,0.65,-5.82531
0.000266,10.7793,0,0.4,0.66,-5.92141
0.000267,10.7673,0,0.4,0.67,-6.0172
0.000268,10.7552,0,0.4,0.68,-6.11269
0.000269,10.7429,0,0.4,0.69,-6.20786
0.00027,10.7304,0,0.4,0.7,-6.30271
0.000271,10.7177,0,0.4,0.71,-6.39725
0.000272,10.7048,0,0.4,0.72,-6.49148
0.000273,10.6917,0,0.4,0.73,-6.58538
0.000274,10.6784,0,0.4,0.74,-6.67897
0.000275,10.665,0,0.4,0.75,-6.77223
0.000276,10.6513,0,0.4,0.76,-6.86518
0.000277,10.6375,0,0.4,0.77,-6.9578
0.000278,10.6235,0,0.4,0.78,-7.0501
0.000279,10.6093,0,0.4,0.79,-7.14207
0.00028,10.5949,0,0.4,0.8,-7.23371
0.000281,10.5804,0,0.4,0.81,-7.32503
0.000282,10.5656,0,0.4,0.82,-7.41602
0.000283,10.5507,0,0.4,0.83,-7.50668
0.000284,10.5356,0,0.4,0.84,-7.59701
0.000285,10.5203,0,0.4,0.85,-7.687
0.000286,10.5049,0,0.4,0.86,-7.77666
0.000287,10.4892,0,0.4,0.87,-7.86599
0.000288,10.4734,0,0.4,0.88,-7.95498
0.000289,10.4574,0,0.4,0.89,-8.04364
0.00029,10.4412,0,0.4,0.9,-8.13196
0.000291,10.4249,0,0.4,0.91,-8.21994
0.000292,10.4083,0,0.4,0.92,-8.30757
0.000293,10.3916,0,0.4,0.93,-8.39487
0.000294,10.3748,0,0.4,0.94,-8.48183
0.000295,10.3577,0,0.4,0.95,-8.56844
0.000296,10.3405,0,0.4,0.96,-8.65471
0.000297,10.3231,0,0.4,0.97,-8.74063
0.000298,10.3055,0,0.4,0.98,-8.82621
0.000299,10.2878,0,0.4,0.99,-8.91144
0.0003,10.2699,0,0.4,1,-8.99632
0.000301,10.2518,0,0.4,0.99,-9.08085
0.000302,10.2336,0,0.4,0.98,-9.16503
0.000303,10.2151,0,0.4,0.97,-9.24886
0.000304,10.1966,0,0.4,0.96,-9.33233
0.000305,10.1778,0,0.4,0.95,-9.41546
0.000306,10.1589,0,0.4,0.94,-9.49823
0.000307,10.1398,0,0.4,0.93,-9.58064
0.000308,10.1206,0,0.4,0.92,-9.6627
0.000309,10.1012,0,0.4,0.91,-9.7444
0.00031,10.0816,0,0.4,0.9,-9.82575
0.000311,10.0619,0,0.4,0.89,-9.90673
0.000312,10.042,0,0.4,0.88,-9.98736
0.000313,10.0219,0,0.4,0.87,-10.0676
0.000314,10.0017,0,0.4,0.86,-10.1475
0.000315,9.98133,0,0.4,0.85,-10.2271
0.000316,9.9608,0,0.4,0.84,-10.3062
0.000317,9.94011,0,0.4,0.83,-10.3851
0.000318,9.91926,0,0.4,0.82,-10.4635
0.000319,9.89825,0,0.4,0.81,-10.5416
0.00032,9.87709,0,0.4,0.8,-10.6193
0.000321,9.85578,0,0.4,0.79,-10.6967
0.000322,9.83431,0,0.4,0.78,-10.7736
0.000323,9.81268,0,0.4,0.77,-10.8502
0.000324,9.7909,0,0.4,0.76,-10.9265
0.000325,9.76898,0,0.4,0.75,-11.0024
0.000326,9.7469,0,0.4,0.74,-11.0779
0.000327,9.72466,0,0.4,0.73,-11.153
0.000328,9.70228,0,0.4,0.72,-11.2277
0.000329,9.67975,0,0.4,0.71,-11.3021
0.00033,9.65707,0,0.4,0.7,-11.3761
0.000331,9.63425,0,0.4,0.69,-11.4498
0.000332,9.61128,0,0.4,0.68,-11.523
0.000333,9.58816,0,0.4,0.67,-11.5959
0.000334,9.56489,0,0.4,0.66,-11.6684
0.000335,9.54148,0,0.4,0.65,-11.7405
0.000336,9.51793,0,0.4,0.64,-11.8123
0.000337,9.49423,0,0.4,0.63,-11.8836
0.000338,9.4704,0,0.4,0.62,-11.9546
0.000339,9.44642,0,0.4,0.61,-12.0252
0.00034,9.42229,0,0.4,0.6,-12.0954
0.000341,9.39803,0,0.4,0.59,-12.1653
0.000342,9.37363,0,0.4,0.58,-12.2347
0.000343,9.34909,0,0.4,0.57,-12.3038
0.000344,9.32442,0,0.4,0.56,-12.3725
0.000345,9.2996,0,0.4,0.55,-12.4408
0.000346,9.27466,0,0.4,0.54,-12.5087
0.000347,9.24957,0,0.4,0.53,-12.5763
0.000348,9.22435,0,0.4,0.52,-12.6434
0.000349,9.199,0,0.4,0.51,-12.7102
0.00035,9.17351,0,0.4,0.5,-12.7765
0.000351,9.14789,0,0.4,0.49,-12.8425
0.000352,9.12214,0,0.4,0.48,-12.9081
0.000353,9.09626,0,0.4,0.47,-12.9733
0.000354,9.07025,0,0.4,0.46,-13.0382
0.000355,9.0441,0,0.4,0.45,-13.1026
0.000356,9.01784,0,0.4,0.44,-13.1666
0.000357,8.99144,0,0.4,0.43,-13.2303
0.000358,8.96491,0,0.4,0.42,-13.2935
0.000359,8.93826,0,0.4,0.41,-13.3564
0.00036,8.91149,0,0.4,0.4,-13.4189
0.000361,9.00749,1,0.4,0.39,-13.3921
0.000362,9.10349,1,0.4,0.38,-13.3653
0.000363,9.19949,1,0.4,0.37,-13.3386
0.000364,9.29549,1,0.4,0.36,-13.312
0.000365,9.39149,1,0.4,0.35,-13.2854
0.000366,9.48749,1,0.4,0.34,-13.2588
0.000367,9.58349,1,0.4,0.33,-13.2324
0.000368,9.67949,1,0.4,0.32,-13.2059
0.000369,9.77549,1,0.4,0.31,-13.1795
0.00037,9.87149,1,0.4,0.3,-13.1532
0.000371,9.96749,1,0.4,0.29,-13.1269
0.000372,10.0635,1,0.4,0.28,-13.1007
0.000373,10.1595,1,0.4,0.27,-13.0745
0.000374,10.2555,1,0.4,0.26,-13.0484
0.000375,10.3515,1,0.4,0.25,-13.0223
0.000376,10.4475,1,0.4,0.24,-12.9963
0.000377,10.5435,1,0.4,0.23,-12.9703
0.000378,10.6395,1,0.4,0.22,-12.9444
0.000379,10.7355,1,0.4,0.21,-12.9186
0.00038,10.8315,1,0.4,0.2,-12.8927
0.000381,10.9275,1,0.4,0.19,-12.867
0.000382,11.0235,1,0.4,0.18,-12.8413
0.000383,11.1195,1,0.4,0.17,-12.8156
0.000384,11.2155,1,0.4,0.16,-12.79
0.000385,11.3115,1,0.4,0.15,-12.7645
0.000386,11.4075,1,0.4,0.14,-12.739
0.000387,11.5035,1,0.4,0.13,-12.7135
0.000388,11.5995,1,0.4,0.12,-12.6881
0.000389,11.6955,1,0.4,0.11,-12.6628
0.00039,11.7915,1,0.4,0.1,-12.6375
0.000391,11.8875,1,0.4,0.09,-12.6122
0.000392,11.9835,1,0.4,0.08,-12.587
0.000393,12.0795,1,0.4,0.07,-12.5619
0.000394,12.1755,1,0.4,0.06,-12.5368
0.000395,12.2715,1,0.4,0.05,-12.5117
0.000396,12.3675,1,0.4,0.04,-12.4867
0.000397,12.4635,1,0.4,0.03,-12.4618
0.000398,12.5595,1,0.4,0.02,-12.4369
0.000399,12.6555,1,0.4,0.01,-12.412
0.0004,12.7515,1,0.4,-3.1984e-014,-12.3872
0.000401,12.8475,1,0.4,0.01,-12.3625
0.000402,12.9435,1,0.4,0.02,-12.3378
0.000403,13.0395,1,0.4,0.03,-12.3131
0.000404,13.1355,1,0.4,0.04,-12.2885
0.000405,13.2315,1,0.4,0.05,-12.264
0.000406,13.3275,1,0.4,0.06,-12.2395
0.000407,13.4235,1,0.4,0.07,-12.215
0.000408,13.5195,1,0.4,0.08,-12.1906
0.000409,13.6155,1,0.4,0.09,-12.1662
0.00041,13.7115,1,0.4,0.1,-12.1419
0.000411,13.8075,1,0.4,0.11,-12.1177
0.000412,13.9035,1,0.4,0.12,-12.0935
0.000413,13.9995,1,0.4,0.13,-12.0693
0.000414,14.0955,1,0.4,0.14,-12.0452
0.000415,14.1915,1,0.4,0.15,-12.0211
0.000416,14.2875,1,0.4,0.16,-11.9971
0.000417,14.3835,1,0.4,0.17,-11.9731
0.000418,14.4795,1,0.4,0.18,-11.9492
0.000419,14.5755,1,0.4,0.19,-11.9253
0.00042,14.6715,1,0.4,0.2,-11.9015
0.000421,14.7675,1,0.4,0.21,-11.8777
0.000422,14.8635,1,0.4,0.22,-11.854
0.000423,14.9595,1,0.4,0.23,-11.8303
0.000424,15.0555,1,0.4,0.24,-11.8067
0.000425,15.1515,1,0.4,0.25,-11.7831
0.000426,15.2475,1,0.4,0.26,-11.7595
0.000427,15.3435,1,0.4,0.27,-11.736
0.000428,15.4395,1,0.4,0.28,-11.7126
0.000429,15.5355,1,0.4,0.29,-11.6892
0.00043,15.6315,1,0.4,0.3,-11.6658
0.000431,15.7275,1,0.4,0.31,-11.6425
0.000432,15.8235,1,0.4,0.32,-11.6193
0.000433,15.9195,1,0.4,0.33,-11.596
0.000434,16.0155,1,0.4,0.34,-11.5729
0.000435,16.1115,1,0.4,0.35,-11.5498
0.000436,16.2075,1,0.4,0.36,-11.5267
0.000437,16.3035,1,0.4,0.37,-11.5037
0.000438,16.3995,1,0.4,0.38,-11.4807
0.000439,16.4955,1,0.4,0.39,-11.4577
0.00044,16.5915,1,0.4,0.4,-11.4348
0.000441,16.5684,0,0.4,0.41,-11.5775
0.000442,16.545,0,0.4,0.42,-11.7196
0.000443,16.5214,0,0.4,0.43,-11.8614
0.000444,16.4976,0,0.4,0.44,-12.0026
0.000445,16.4734,0,0.4,0.45,-12.1433
0.000446,16.449,0,0.4,0.46,-12.2835
0.000447,16.4243,0,0.4,0.47,-12.4232
0.000448,16.3993,0,0.4,0.48,-12.5623
0.000449,16.374,0,0.4,0.49,-12.7009
0.00045,16.3485,0,0.4,0.5,-12.839
0.000451,16.3227,0,0.4,0.51,-12.9765
0.000452,16.2966,0,0.4,0.52,-13.1135
0.000453,16.2702,0,0.4,0.53,-13.25
0.000454,16.2436,0,0.4,0.54,-13.3859
0.000455,16.2167,0,0.4,0.55,-13.5213
0.000456,16.1895,0,0.4,0.56,-13.6562
0.000457,16.1621,0,0.4,0.57,-13.7905
0.000458,16.1343,0,0.4,0.58,-13.9243
0.000459,16.1064,0,0.4,0.59,-14.0575
0.00046,16.0781,0,0.4,0.6,-14.1902
0.000461,16.0496,0,0.4,0.61,-14.3223
0.000462,16.0208,0,0.4,0.62,-14.4539
0.000463,15.9918,0,0.4,0.63,-14.5849
0.000464,15.9625,0,0.4,0.64,-14.7153
0.000465,15.9329,0,0.4,0.65,-14.8453
0.000466,15.9031,0,0.4,0.66,-14.9746
0.000467,15.873,0,0.4,0.67,-15.1034
0.000468,15.8427,0,0.4,0.68,-15.2317
0.000469,15.8121,0,0.4,0.69,-15.3594
0.00047,15.7813,0,0.4,0.7,-15.4865
0.000471,15.7502,0,0.4,0.71,-15.613
0.000472,15.7188,0,0.4,0.72,-15.739
0.000473,15.6872,0,0.4,0.73,-15.8645
0.000474,15.6553,0,0.4,0.74,-15.9893
0.000475,15.6232,0,0.4,0.75,-16.1136
0.000476,15.5909,0,0.4,0.76,-16.2373
0.000477,15.5583,0,0.4,0.77,-16.3605
0.000478,15.5254,0,0.4,0.78,-16.483
0.000479,15.4924,0,0.4,0.79,-16.605
0.00048,15.459,0,0.4,0.8,-16.7265
0.000481,15.4255,0,0.4,0.81,-16.8473
0.000482,15.3916,0,0.4,0.82,-16.9676
0.000483,15.3576,0,0.4,0.83,-17.0873
0.000484,15.3233,0,0.4,0.84,-17.2064
0.000485,15.2888,0,0.4,0.85,-17.3249
0.000486,15.254,0,0.4,0.86,-17.4429
0.000487,15.219,0,0.4,0.87,-17.5602
0.000488,15.1837,0,0.4,0.88,-17.677
0.000489,15.1483,0,0.4,0.89,-17.7932
0.00049,15.1126,0,0.4,0.9,-17.9088
0.000491,15.0766,0,0.4,0.91,-18.0238
0.000492,15.0405,0,0.4,0.92,-18.1382
0.000493,15.0041,0,0.4,0.93,-18.2521
0.000494,14.9675,0,0.4,0.94,-18.3653
0.000495,14.9306,0,0.4,0.95,-18.478
0.000496,14.8936,0,0.4,0.96,-18.59
0.000497,14.8563,0,0.4,0.97,-18.7015
0.000498,14.8188,0,0.4,0.98,-18.8123
0.000499,14.781,0,0.4,0.99,-18.9226
0.0005,14.7431,0,0.4,1,-19.0323
0.000501,14.7049,0,0.4,0.99,-19.1413
0.000502,14.6665,0,0.4,0.98,-19.2498
0.000503,14.6279,0,0.4,0.97,-19.3576
0.000504,14.5891,0,0.4,0.96,-19.4649
0.000505,14.55,0,0.4,0.95,-19.5716
0.000506,14.5108,0,0.4,0.94,-19.6776
0.000507,14.4713,0,0.4,0.93,-19.7831
0.000508,14.4316,0,0.4,0.92,-19.8879
0.000509,14.3918,0,0.4,0.91,-19.9922
0.00051,14.3517,0,0.4,0.9,-20.0958
0.000511,14.3114,0,0.4,0.89,-20.1988
0.000512,14.2709,0,0.4,0.88,-20.3012
0.000513,14.2302,0,0.4,0.87,-20.403
0.000514,14.1893,0,0.4,0.86,-20.5042
0.000515,14.1482,0,0.4,0.85,-20.6048
0.000516,14.1069,0,0.4,0.84,-20.7048
0.000517,14.0653,0,0.4,0.83,-20.8041
0.000518,14.0236,0,0.4,0.82,-20.9028
0.000519,13.9817,0,0.4,0.81,-21.001
0.00052,13.9396,0,0.4,0.8,-21.0985
0.000521,13.8973,0,0.4,0.79,-21.1954
0.000522,13.8548,0,0.4,0.78,-21.2916
0.000523,13.8122,0,0.4,0.77,-21.3873
0.000524,13.7693,0,0.4,0.76,-21.4823
0.000525,13.7262,0,0.4,0.75,-21.5767
0.000526,13.683,0,0.4,0.74,-21.6705
0.000527,13.6396,0,0.4,0.73,-21.7637
0.000528,13.5959,0,0.4,0.72,-21.8563
0.000529,13.5521,0,0.4,0.71,-21.9482
0.00053,13.5081,0,0.4,0.7,-22.0395
0.000531,13.464,0,0.4,0.69,-22.1302
