Time,iL,v,V1,V2
0.013262,3.60114,9.72812,1,0
0.013263,3.59136,9.74461,1,0
0.013264,3.58177,9.76097,1,0
0.013265,3.57239,9.7772,1,0
0.013266,3.56319,9.79331,1,0
0.013267,3.55418,9.80929,1,0
0.013268,3.54535,9.82515,1,0
0.013269,3.5367,9.8409,1,0
0.01327,3.52822,9.85652,1,0
0.013271,3.51991,9.87204,1,0
0.013272,3.51177,9.88744,1,0
0.013273,3.5038,9.90272,1,0
0.013274,3.49598,9.9179,1,0
0.013275,3.48832,9.93297,1,0
0.013276,3.48081,9.94794,1,0
0.013277,3.47344,9.9628,1,0
0.013278,3.46623,9.97756,1,0
0.013279,3.45915,9.99221,1,0
0.01328,3.45222,10.0068,1,0
0.013281,3.44542,10.0212,1,0
0.013282,3.43875,10.0356,1,0
0.013283,3.43221,10.0499,1,0
0.013284,3.4258,10.064,1,0
0.013285,3.41952,10.0781,1,0
0.013286,3.41335,10.0921,1,0
0.013287,3.40731,10.106,1,0
0.013288,3.40138,10.1198,1,0
0.013289,3.39556,10.1336,1,0
0.01329,3.38985,10.1472,1,0
0.013291,3.38426,10.1608,1,0
0.013292,3.37877,10.1743,1,0
0.013293,3.37338,10.1877,1,0
0.013294,3.36809,10.201,1,0
0.013295,3.3629,10.2142,1,0
0.013296,3.35781,10.2274,1,0
0.013297,3.35282,10.2405,1,0
0.013298,3.34792,10.2535,1,0
0.013299,3.3431,10.2664,1,0
0.0133,3.33838,10.2793,1,0
0.013301,3.33374,10.2921,1,0
0.013302,3.32919,10.3048,1,0
0.013303,3.32472,10.3174,1,0
0.013304,3.32033,10.33,1,0
0.013305,3.31602,10.3425,1,0
0.013306,3.31179,10.355,1,0
0.013307,3.30764,10.3673,1,0
0.013308,3.30356,10.3796,1,0
0.013309,3.29955,10.3919,1,0
0.01331,3.29561,10.4041,1,0
0.013311,3.29174,10.4162,1,0
0.013312,3.28794,10.4282,1,0
0.013313,3.28421,10.4402,1,0
0.013314,3.28054,10.4522,1,0
0.013315,3.27693,10.464,1,0
0.013316,3.27339,10.4758,1,0
0.013317,3.2699,10.4876,1,0
0.013318,3.26648,10.4993,1,0
0.013319,3.26312,10.5109,1,0
0.01332,3.25981,10.5225,1,0
0.013321,3.25655,10.534,1,0
0.013322,3.25336,10.5455,1,0
0.013323,3.25021,10.5569,1,0
0.013324,3.24712,10.5683,1,0
0.013325,3.24407,10.5796,1,0
0.013326,3.24108,10.5908,1,0
0.013327,3.23814,10.602,1,0
0.013328,3.23524,10.6132,1,0
0.013329,3.23239,10.6243,1,0
0.01333,3.22959,10.6353,1,0
0.013331,3.22683,10.6463,1,0
0.013332,3.22412,10.6573,1,0
0.013333,3.22144,10.6682,1,0
0.013334,3.21881,10.6791,1,0
0.013335,3.21622,10.6899,1,0
0.013336,3.21367,10.7006,1,0
0.013337,3.21116,10.7113,1,0
0.013338,3.20869,10.722,1,0
0.013339,3.20626,10.7326,1,0
0.01334,3.20386,10.7432,1,0
0.013341,3.2015,10.7537,1,0
0.013342,3.19917,10.7642,1,0
0.013343,3.19688,10.7747,1,0
0.013344,3.19462,10.785,1,0
0.013345,3.1924,10.7954,1,0
0.013346,3.19021,10.8057,1,0
0.013347,3.18805,10.816,1,0
0.013348,3.18592,10.8262,1,0
0.013349,3.18382,10.8364,1,0
0.01335,3.18175,10.8465,1,0
0.013351,3.17971,10.8566,1,0
0.013352,3.17769,10.8667,1,0
0.013353,3.17571,10.8767,1,0
0.013354,3.17375,10.8867,1,0
0.013355,3.17182,10.8967,1,0
0.013356,3.16992,10.9066,1,0
0.013357,3.16804,10.9164,1,0
0.013358,3.16619,10.9263,1,0
0.013359,3.16436,10.9361,1,0
0.01336,3.16255,10.9458,1,0
0.013361,3.1823,10.9239,0,1
0.013362,3.20157,10.9021,0,1
0.013363,3.22051,10.8804,0,1
0.013364,3.23899,10.8586,0,1
0.013365,3.25704,10.8369,0,1
0.013366,3.27466,10.8153,0,1
0.013367,3.29186,10.7937,0,1
0.013368,3.30866,10.7721,0,1
0.013369,3.32505,10.7506,0,1
0.01337,3.34106,10.7291,0,1
0.013371,3.35668,10.7077,0,1
0.013372,3.37194,10.6863,0,1
0.013373,3.38684,10.6649,0,1
0.013374,3.40138,10.6436,0,1
0.013375,3.41557,10.6223,0,1
0.013376,3.42943,10.6011,0,1
0.013377,3.44296,10.5799,0,1
0.013378,3.45617,10.5588,0,1
0.013379,3.46907,10.5377,0,1
0.01338,3.48166,10.5166,0,1
0.013381,3.49396,10.4956,0,1
0.013382,3.50596,10.4747,0,1
0.013383,3.51767,10.4537,0,1
0.013384,3.52911,10.4328,0,1
0.013385,3.54028,10.412,0,1
0.013386,3.55118,10.3912,0,1
0.013387,3.56182,10.3704,0,1
0.013388,3.57222,10.3497,0,1
0.013389,3.58236,10.329,0,1
0.01339,3.59227,10.3084,0,1
0.013391,3.60194,10.2878,0,1
0.013392,3.61138,10.2672,0,1
0.013393,3.62059,10.2467,0,1
0.013394,3.62959,10.2263,0,1
0.013395,3.63837,10.2058,0,1
0.013396,3.64695,10.1854,0,1
0.013397,3.65532,10.1651,0,1
0.013398,3.6635,10.1448,0,1
0.013399,3.67148,10.1245,0,1
0.0134,3.67927,10.1043,0,1
0.013401,3.68687,10.0841,0,1
0.013402,3.6943,10.0639,0,1
0.013403,3.70155,10.0438,0,1
0.013404,3.70863,10.0238,0,1
0.013405,3.71554,10.0037,0,1
0.013406,3.72228,9.98375,0,1
0.013407,3.72887,9.9638,0,1
0.013408,3.7353,9.94389,0,1
0.013409,3.74158,9.92402,0,1
0.01341,3.74771,9.9042,0,1
0.013411,3.75369,9.88441,0,1
0.013412,3.75953,9.86466,0,1
0.013413,3.76523,9.84495,0,1
0.013414,3.7708,9.82528,0,1
0.013415,3.77624,9.80565,0,1
0.013416,3.78154,9.78606,0,1
0.013417,3.78672,9.7665,0,1
0.013418,3.79178,9.74699,0,1
0.013419,3.79672,9.72752,0,1
0.01342,3.80154,9.70808,0,1
0.013421,3.80625,9.68868,0,1
0.013422,3.81084,9.66932,0,1
0.013423,3.81533,9.65001,0,1
0.013424,3.81971,9.63072,0,1
0.013425,3.82398,9.61148,0,1
0.013426,3.82816,9.59228,0,1
0.013427,3.83223,9.57311,0,1
0.013428,3.83621,9.55399,0,1
0.013429,3.84009,9.5349,0,1
0.01343,3.84389,9.51585,0,1
0.013431,3.84759,9.49683,0,1
0.013432,3.8512,9.47786,0,1
0.013433,3.85473,9.45892,0,1
0.013434,3.85818,9.44002,0,1
0.013435,3.86154,9.42116,0,1
0.013436,3.86482,9.40234,0,1
0.013437,3.86803,9.38355,0,1
0.013438,3.87116,9.3648,0,1
0.013439,3.87421,9.34609,0,1
0.01344,3.8772,9.32742,0,1
0.013441,3.86174,9.34739,1,0
0.013442,3.84661,9.36717,1,0
0.013443,3.83171,9.38681,1,0
0.013444,3.81713,9.40626,1,0
0.013445,3.80286,9.42553,1,0
0.013446,3.78889,9.44462,1,0
0.013447,3.77521,9.46353,1,0
0.013448,3.76182,9.48227,1,0
0.013449,3.74871,9.50084,1,0
0.01345,3.73588,9.51924,1,0
0.013451,3.72331,9.53748,1,0
0.013452,3.711,9.55556,1,0
0.013453,3.69896,9.57348,1,0
0.013454,3.68716,9.59124,1,0
0.013455,3.6756,9.60886,1,0
0.013456,3.66429,9.62632,1,0
0.013457,3.65321,9.64364,1,0
0.013458,3.64236,9.66081,1,0
0.013459,3.63173,9.67785,1,0
0.01346,3.62132,9.69474,1,0
0.013461,3.61113,9.71149,1,0
0.013462,3.60114,9.72812,1,0
0.013463,3.59136,9.74461,1,0
0.013464,3.58177,9.76097,1,0
0.013465,3.57239,9.7772,1,0
0.013466,3.56319,9.79331,1,0
0.013467,3.55418,9.80929,1,0
0.013468,3.54535,9.82515,1,0
0.013469,3.5367,9.8409,1,0
0.01347,3.52822,9.85652,1,0
0.013471,3.51991,9.87204,1,0
0.013472,3.51177,9.88744,1,0
0.013473,3.5038,9.90272,1,0
0.013474,3.49598,9.9179,1,0
0.013475,3.48832,9.93297,1,0
0.013476,3.48081,9.94794,1,0
0.013477,3.47344,9.9628,1,0
0.013478,3.46623,9.97756,1,0
0.013479,3.45915,9.99221,1,0
0.01348,3.45222,10.0068,1,0
0.013481,3.44542,10.0212,1,0
0.013482,3.43875,10.0356,1,0
0.013483,3.43221,10.0499,1,0
0.013484,3.4258,10.064,1,0
0.013485,3.41952,10.0781,1,0
0.013486,3.41335,10.0921,1,0
0.013487,3.40731,10.106,1,0
0.013488,3.40138,10.1198,1,0
0.013489,3.39556,10.1336,1,0
0.01349,3.38985,10.1472,1,0
0.013491,3.38426,10.1608,1,0
0.013492,3.37877,10.1743,1,0
0.013493,3.37338,10.1877,1,0
0.013494,3.36809,10.201,1,0
0.013495,3.3629,10.2142,1,0
0.013496,3.35781,10.2274,1,0
0.013497,3.35282,10.2405,1,0
0.013498,3.34792,10.2535,1,0
0.013499,3.3431,10.2664,1,0
0.0135,3.33838,10.2793,1,0
0.013501,3.33374,10.2921,1,0
0.013502,3.32919,10.3048,1,0
0.013503,3.32472,10.3174,1,0
0.013504,3.32033,10.33,1,0
0.013505,3.31602,10.3425,1,0
0.013506,3.31179,10.355,1,0
0.013507,3.30764,10.3673,1,0
0.013508,3.30356,10.3796,1,0
0.013509,3.29955,10.3919,1,0
0.01351,3.29561,10.4041,1,0
0.013511,3.29174,10.4162,1,0
0.013512,3.28794,10.4282,1,0
0.013513,3.28421,10.4402,1,0
0.013514,3.28054,10.4522,1,0
0.013515,3.27693,10.464,1,0
0.013516,3.27339,10.4758,1,0
0.013517,3.2699,10.4876,1,0
0.013518,3.26648,10.4993,1,0
0.013519,3.26312,10.5109,1,0
0.01352,3.25981,10.5225,1,0
0.013521,3.25655,10.534,1,0
0.013522,3.25336,10.5455,1,0
0.013523,3.25021,10.5569,1,0
0.013524,3.24712,10.5683,1,0
0.013525,3.24407,10.5796,1,0
0.013526,3.24108,10.5908,1,0
0.013527,3.23814,10.602,1,0
0.013528,3.23524,10.6132,1,0
0.013529,3.23239,10.6243,1,0
0.01353,3.22959,10.6353,1,0
0.013531,3.22683,10.6463,1,0
0.013532,3.22412,10.6573,1,0
0.013533,3.22144,10.6682,1,0
0.013534,3.21881,10.6791,1,0
0.013535,3.21622,10.6899,1,0
0.013536,3.21367,10.7006,1,0
0.013537,3.21116,10.7113,1,0
0.013538,3.20869,10.722,1,0
0.013539,3.20626,10.7326,1,0
0.01354,3.20386,10.7432,1,0
0.013541,3.2015,10.7537,1,0
0.013542,3.19917,10.7642,1,0
0.013543,3.19688,10.7747,1,0
0.013544,3.19462,10.785,1,0
0.013545,3.1924,10.7954,1,0
0.013546,3.19021,10.8057,1,0
0.013547,3.18805,10.816,1,0
0.013548,3.18592,10.8262,1,0
0.013549,3.18382,10.8364,1,0
0.01355,3.18175,10.8465,1,0
0.013551,3.17971,10.8566,1,0
0.013552,3.17769,10.8667,1,0
0.013553,3.17571,10.8767,1,0
0.013554,3.17375,10.8867,1,0
0.013555,3.17182,10.8967,1,0
0.013556,3.16992,10.9066,1,0
0.013557,3.16804,10.9164,1,0
0.013558,3.16619,10.9263,1,0
0.013559,3.16436,10.9361,1,0
0.01356,3.16255,10.9458,1,0
0.013561,3.1823,10.9239,0,1
0.013562,3.20157,10.9021,0,1
0.013563,3.22051,10.8804,0,1
0.013564,3.23899,10.8586,0,1
0.013565,3.25704,10.8369,0,1
0.013566,3.27466,10.8153,0,1
0.013567,3.29186,10.7937,0,1
0.013568,3.30866,10.7721,0,1
0.013569,3.32505,10.7506,0,1
0.01357,3.34106,10.7291,0,1
0.013571,3.35668,10.7077,0,1
0.013572,3.37194,10.6863,0,1
0.013573,3.38684,10.6649,0,1
0.013574,3.40138,10.6436,0,1
0.013575,3.41557,10.6223,0,1
0.013576,3.42943,10.6011,0,1
0.013577,3.44296,10.5799,0,1
0.013578,3.45617,10.5588,0,1
0.013579,3.46907,10.5377,0,1
0.01358,3.48166,10.5166,0,1
0.013581,3.49396,10.4956,0,1
0.013582,3.50596,10.4747,0,1
0.013583,3.51767,10.4537,0,1
0.013584,3.52911,10.4328,0,1
0.013585,3.54028,10.412,0,1
0.013586,3.55118,10.3912,0,1
0.013587,3.56182,10.3704,0,1
0.013588,3.57222,10.3497,0,1
0.013589,3.58236,10.329,0,1
0.01359,3.59227,10.3084,0,1
0.013591,3.60194,10.2878,0,1
0.013592,3.61138,10.2672,0,1
0.013593,3.62059,10.2467,0,1
0.013594,3.62959,10.2263,0,1
0.013595,3.63837,10.2058,0,1
0.013596,3.64695,10.1854,0,1
0.013597,3.65532,10.1651,0,1
0.013598,3.6635,10.1448,0,1
0.013599,3.67148,10.1245,0,1
0.0136,3.67927,10.1043,0,1
0.013601,3.68687,10.0841,0,1
0.013602,3.6943,10.0639,0,1
0.013603,3.70155,10.0438,0,1
0.013604,3.70863,10.0238,0,1
0.013605,3.71554,10.0037,0,1
0.013606,3.72228,9.98375,0,1
0.013607,3.72887,9.9638,0,1
0.013608,3.7353,9.94389,0,1
0.013609,3.74158,9.92402,0,1
0.01361,3.74771,9.9042,0,1
0.013611,3.75369,9.88441,0,1
0.013612,3.75953,9.86466,0,1
0.013613,3.76523,9.84495,0,1
0.013614,3.7708,9.82528,0,1
0.013615,3.77624,9.80565,0,1
0.013616,3.78154,9.78606,0,1
0.013617,3.78672,9.7665,0,1
0.013618,3.79178,9.74699,0,1
0.013619,3.79672,9.72752,0,1
0.01362,3.80154,9.70808,0,1
0.013621,3.80625,9.68868,0,1
0.013622,3.81084,9.66932,0,1
0.013623,3.81533,9.65001,0,1
0.013624,3.81971,9.63072,0,1
0.013625,3.82398,9.61148,0,1
0.013626,3.82816,9.59228,0,1
0.013627,3.83223,9.57311,0,1
0.013628,3.83621,9.55399,0,1
0.013629,3.84009,9.5349,0,1
0.01363,3.84389,9.51585,0,1
0.013631,3.84759,9.49683,0,1
0.013632,3.8512,9.47786,0,1
0.013633,3.85473,9.45892,0,1
0.013634,3.85818,9.44002,0,1
0.013635,3.86154,9.42116,0,1
0.013636,3.86482,9.40234,0,1
0.013637,3.86803,9.38355,0,1
0.013638,3.87116,9.3648,0,1
0.013639,3.87421,9.34609,0,1
0.01364,3.8772,9.32742,0,1
0.013641,3.86174,9.34739,1,0
0.013642,3.84661,9.36717,1,0
0.013643,3.83171,9.38681,1,0
0.013644,3.81713,9.40626,1,0
0.013645,3.80286,9.42553,1,0
0.013646,3.78889,9.44462,1,0
0.013647,3.77521,9.46353,1,0
0.013648,3.76182,9.48227,1,0
0.013649,3.74871,9.50084,1,0
0.01365,3.73588,9.51924,1,0
0.013651,3.72331,9.53748,1,0
0.013652,3.711,9.55556,1,0
0.013653,3.69896,9.57348,1,0
0.013654,3.68716,9.59124,1,0
0.013655,3.6756,9.60886,1,0
0.013656,3.66429,9.62632,1,0
0.013657,3.65321,9.64364,1,0
0.013658,3.64236,9.66081,1,0
0.013659,3.63173,9.67785,1,0
0.01366,3.62132,9.69474,1,0
0.013661,3.61113,9.71149,1,0
0.013662,3.60114,9.72812,1,0
0.013663,3.59136,9.74461,1,0
0.013664,3.58177,9.76097,1,0
0.013665,3.57239,9.7772,1,0
0.013666,3.56319,9.79331,1,0
0.013667,3.55418,9.80929,1,0
0.013668,3.54535,9.82515,1,0
0.013669,3.5367,9.8409,1,0
0.01367,3.52822,9.85652,1,0
0.013671,3.51991,9.87204,1,0
0.013672,3.51177,9.88744,1,0
0.013673,3.5038,9.90272,1,0
0.013674,3.49598,9.9179,1,0
0.013675,3.48832,9.93297,1,0
0.013676,3.48081,9.94794,1,0
0.013677,3.47344,9.9628,1,0
0.013678,3.46623,9.97756,1,0
0.013679,3.45915,9.99221,1,0
0.01368,3.45222,10.0068,1,0
0.013681,3.44542,10.0212,1,0
0.013682,3.43875,10.0356,1,0
0.013683,3.43221,10.0499,1,0
0.013684,3.4258,10.064,1,0
0.013685,3.41952,10.0781,1,0
0.013686,3.41335,10.0921,1,0
0.013687,3.40731,10.106,1,0
0.013688,3.40138,10.1198,1,0
0.013689,3.39556,10.1336,1,0
0.01369,3.38985,10.1472,1,0
0.013691,3.38426,10.1608,1,0
0.013692,3.37877,10.1743,1,0
0.013693,3.37338,10.1877,1,0
0.013694,3.36809,10.201,1,0
0.013695,3.3629,10.2142,1,0
0.013696,3.35781,10.2274,1,0
0.013697,3.35282,10.2405,1,0
0.013698,3.34792,10.2535,1,0
0.013699,3.3431,10.2664,1,0
0.0137,3.33838,10.2793,1,0
0.013701,3.33374,10.2921,1,0
0.013702,3.32919,10.3048,1,0
0.013703,3.32472,10.3174,1,0
0.013704,3.32033,10.33,1,0
0.013705,3.31602,10.3425,1,0
0.013706,3.31179,10.355,1,0
0.013707,3.30764,10.3673,1,0
0.013708,3.30356,10.3796,1,0
0.013709,3.29955,10.3919,1,0
0.01371,3.29561,10.4041,1,0
0.013711,3.29174,10.4162,1,0
0.013712,3.28794,10.4282,1,0
0.013713,3.28421,10.4402,1,0
0.013714,3.28054,10.4522,1,0
0.013715,3.27693,10.464,1,0
0.013716,3.27339,10.4758,1,0
0.013717,3.2699,10.4876,1,0
0.013718,3.26648,10.4993,1,0
0.013719,3.26312,10.5109,1,0
0.01372,3.25981,10.5225,1,0
0.013721,3.25655,10.534,1,0
0.013722,3.25336,10.5455,1,0
0.013723,3.25021,10.5569,1,0
0.013724,3.24712,10.5683,1,0
0.013725,3.24407,10.5796,1,0
0.013726,3.24108,10.5908,1,0
0.013727,3.23814,10.602,1,0
0.013728,3.23524,10.6132,1,0
0.013729,3.23239,10.6243,1,0
0.01373,3.22959,10.6353,1,0
0.013731,3.22683,10.6463,1,0
0.013732,3.22412,10.6573,1,0
0.013733,3.22144,10.6682,1,0
0.013734,3.21881,10.6791,1,0
0.013735,3.21622,10.6899,1,0
0.013736,3.21367,10.7006,1,0
0.013737,3.21116,10.7113,1,0
0.013738,3.20869,10.722,1,0
0.013739,3.20626,10.7326,1,0
0.01374,3.20386,10.7432,1,0
0.013741,3.2015,10.7537,1,0
0.013742,3.19917,10.7642,1,0
0.013743,3.19688,10.7747,1,0
0.013744,3.19462,10.785,1,0
0.013745,3.1924,10.7954,1,0
0.013746,3.19021,10.8057,1,0
0.013747,3.18805,10.816,1,0
0.013748,3.18592,10.8262,1,0
0.013749,3.18382,10.8364,1,0
0.01375,3.18175,10.8465,1,0
0.013751,3.17971,10.8566,1,0
0.013752,3.17769,10.8667,1,0
0.013753,3.17571,10.8767,1,0
0.013754,3.17375,10.8867,1,0
0.013755,3.17182,10.8967,1,0
0.013756,3.16992,10.9066,1,0
0.013757,3.16804,10.9164,1,0
0.013758,3.16619,10.9263,1,0
0.013759,3.16436,10.9361,1,0
0.01376,3.16255,10.9458,1,0
0.013761,3.1823,10.9239,0,1
0.013762,3.20157,10.9021,0,1
0.013763,3.22051,10.8804,0,1
0.013764,3.23899,10.8586,0,1
0.013765,3.25704,10.8369,0,1
0.013766,3.27466,10.8153,0,1
0.013767,3.29186,10.7937,0,1
0.013768,3.30866,10.7721,0,1
0.013769,3.32505,10.7506,0,1
0.01377,3.34106,10.7291,0,1
0.013771,3.35668,10.7077,0,1
0.013772,3.37194,10.6863,0,1
0.013773,3.38684,10.6649,0,1
0.013774,3.40138,10.6436,0,1
0.013775,3.41557,10.6223,0,1
0.013776,3.42943,10.6011,0,1
0.013777,3.44296,10.5799,0,1
0.013778,3.45617,10.5588,0,1
0.013779,3.46907,10.5377,0,1
0.01378,3.48166,10.5166,0,1
0.013781,3.49396,10.4956,0,1
0.013782,3.50596,10.4747,0,1
0.013783,3.51767,10.4537,0,1
0.013784,3.52911,10.4328,0,1
0.013785,3.54028,10.412,0,1
0.013786,3.55118,10.3912,0,1
0.013787,3.56182,10.3704,0,1
0.013788,3.57222,10.3497,0,1
0.013789,3.58236,10.329,0,1
0.01379,3.59227,10.3084,0,1
0.013791,3.60194,10.2878,0,1
0.013792,3.61138,10.2672,0,1
0.013793,3.62059,10.2467,0,1
0.013794,3.62959,10.2263,0,1
0.013795,3.63837,10.2058,0,1
0.013796,3.64695,10.1854,0,1
0.013797,3.65532,10.1651,0,1
0.013798,3.6635,10.1448,0,1
0.013799,3.67148,10.1245,0,1
0.0138,3.67927,10.1043,0,1
0.013801,3.68687,10.0841,0,1
0.013802,3.6943,10.0639,0,1
0.013803,3.70155,10.0438,0,1
0.013804,3.70863,10.0238,0,1
0.013805,3.71554,10.0037,0,1
0.013806,3.72228,9.98375,0,1
0.013807,3.72887,9.9638,0,1
0.013808,3.7353,9.94389,0,1
0.013809,3.74158,9.92402,0,1
0.01381,3.74771,9.9042,0,1
0.013811,3.75369,9.88441,0,1
0.013812,3.75953,9.86466,0,1
0.013813,3.76523,9.84495,0,1
0.013814,3.7708,9.82528,0,1
0.013815,3.77624,9.80565,0,1
0.013816,3.78154,9.78606,0,1
0.013817,3.78672,9.7665,0,1
0.013818,3.79178,9.74699,0,1
0.013819,3.79672,9.72752,0,1
0.01382,3.80154,9.70808,0,1
0.013821,3.80625,9.68868,0,1
0.013822,3.81084,9.66932,0,1
0.013823,3.81533,9.65001,0,1
0.013824,3.81971,9.63072,0,1
0.013825,3.82398,9.61148,0,1
0.013826,3.82816,9.59228,0,1
0.013827,3.83223,9.57311,0,1
0.013828,3.83621,9.55399,0,1
0.013829,3.84009,9.5349,0,1
0.01383,3.84389,9.51585,0,1
0.013831,3.84759,9.49683,0,1
0.013832,3.8512,9.47786,0,1
0.013833,3.85473,9.45892,0,1
0.013834,3.85818,9.44002,0,1
0.013835,3.86154,9.42116,0,1
0.013836,3.86482,9.40234,0,1
0.013837,3.86803,9.38355,0,1
0.013838,3.87116,9.3648,0,1
0.013839,3.87421,9.34609,0,1
0.01384,3.8772,9.32742,0,1
0.013841,3.86174,9.34739,1,0
0.013842,3.84661,9.36717,1,0
0.013843,3.83171,9.38681,1,0
0.013844,3.81713,9.40626,1,0
0.013845,3.80286,9.42553,1,0
0.013846,3.78889,9.44462,1,0
0.013847,3.77521,9.46353,1,0
0.013848,3.76182,9.48227,1,0
0.013849,3.74871,9.50084,1,0
0.01385,3.73588,9.51924,1,0
0.013851,3.72331,9.53748,1,0
0.013852,3.711,9.55556,1,0
0.013853,3.69896,9.57348,1,0
0.013854,3.68716,9.59124,1,0
0.013855,3.6756,9.60886,1,0
0.013856,3.66429,9.62632,1,0
0.013857,3.65321,9.64364,1,0
0.013858,3.64236,9.66081,1,0
0.013859,3.63173,9.67785,1,0
0.01386,3.62132,9.69474,1,0
0.013861,3.61113,9.71149,1,0
0.013862,3.60114,9.72812,1,0
0.013863,3.59136,9.74461,1,0
0.013864,3.58177,9.76097,1,0
0.013865,3.57239,9.7772,1,0
0.013866,3.56319,9.79331,1,0
0.013867,3.55418,9.80929,1,0
0.013868,3.54535,9.82515,1,0
0.013869,3.5367,9.8409,1,0
0.01387,3.52822,9.85652,1,0
0.013871,3.51991,9.87204,1,0
0.013872,3.51177,9.88744,1,0
0.013873,3.5038,9.90272,1,0
0.013874,3.49598,9.9179,1,0
0.013875,3.48832,9.93297,1,0
0.013876,3.48081,9.94794,1,0
0.013877,3.47344,9.9628,1,0
0.013878,3.46623,9.97756,1,0
0.013879,3.45915,9.99221,1,0
0.01388,3.45222,10.0068,1,0
0.013881,3.44542,10.0212,1,0
0.013882,3.43875,10.0356,1,0
0.013883,3.43221,10.0499,1,0
0.013884,3.4258,10.064,1,0
0.013885,3.41952,10.0781,1,0
0.013886,3.41335,10.0921,1,0
0.013887,3.40731,10.106,1,0
0.013888,3.40138,10.1198,1,0
0.013889,3.39556,10.1336,1,0
0.01389,3.38985,10.1472,1,0
0.013891,3.38426,10.1608,1,0
0.013892,3.37877,10.1743,1,0
0.013893,3.37338,10.1877,1,0
0.013894,3.36809,10.201,1,0
0.013895,3.3629,10.2142,1,0
0.013896,3.35781,10.2274,1,0
0.013897,3.35282,10.2405,1,0
0.013898,3.34792,10.2535,1,0
0.013899,3.3431,10.2664,1,0
0.0139,3.33838,10.2793,1,0
0.013901,3.33374,10.2921,1,0
0.013902,3.32919,10.3048,1,0
0.013903,3.32472,10.3174,1,0
0.013904,3.32033,10.33,1,0
0.013905,3.31602,10.3425,1,0
0.013906,3.31179,10.355,1,0
0.013907,3.30764,10.3673,1,0
0.013908,3.30356,10.3796,1,0
0.013909,3.29955,10.3919,1,0
0.01391,3.29561,10.4041,1,0
0.013911,3.29174,10.4162,1,0
0.013912,3.28794,10.4282,1,0
0.013913,3.28421,10.4402,1,0
0.013914,3.28054,10.4522,1,0
0.013915,3.27693,10.464,1,0
0.013916,3.27339,10.4758,1,0
0.013917,3.2699,10.4876,1,0
0.013918,3.26648,10.4993,1,0
0.013919,3.26312,10.5109,1,0
0.01392,3.25981,10.5225,1,0
0.013921,3.25655,10.534,1,0
0.013922,3.25336,10.5455,1,0
0.013923,3.25021,10.5569,1,0
0.013924,3.24712,10.5683,1,0
0.013925,3.24407,10.5796,1,0
0.013926,3.24108,10.5908,1,0
0.013927,3.23814,10.602,1,0
0.013928,3.23524,10.6132,1,0
0.013929,3.23239,10.6243,1,0
0.01393,3.22959,10.6353,1,0
0.013931,3.22683,10.6463,1,0
0.013932,3.22412,10.6573,1,0
0.013933,3.22144,10.6682,1,0
0.013934,3.21881,10.6791,1,0
0.013935,3.21622,10.6899,1,0
0.013936,3.21367,10.7006,1,0
0.013937,3.21116,10.7113,1,0
0.013938,3.20869,10.722,1,0
0.013939,3.20626,10.7326,1,0
0.01394,3.20386,10.7432,1,0
0.013941,3.2015,10.7537,1,0
0.013942,3.19917,10.7642,1,0
0.013943,3.19688,10.7747,1,0
0.013944,3.19462,10.785,1,0
0.013945,3.1924,10.7954,1,0
0.013946,3.19021,10.8057,1,0
0.013947,3.18805,10.816,1,0
0.013948,3.18592,10.8262,1,0
0.013949,3.18382,10.8364,1,0
0.01395,3.18175,10.8465,1,0
0.013951,3.17971,10.8566,1,0
0.013952,3.17769,10.8667,1,0
0.013953,3.17571,10.8767,1,0
0.013954,3.17375,10.8867,1,0
0.013955,3.17182,10.8967,1,0
0.013956,3.16992,10.9066,1,0
0.013957,3.16804,10.9164,1,0
0.013958,3.16619,10.9263,1,0
0.013959,3.16436,10.9361,1,0
0.01396,3.16255,10.9458,1,0
0.013961,3.1823,10.9239,0,1
0.013962,3.20157,10.9021,0,1
0.013963,3.22051,10.8804,0,1
0.013964,3.23899,10.8586,0,1
0.013965,3.25704,10.8369,0,1
0.013966,3.27466,10.8153,0,1
0.013967,3.29186,10.7937,0,1
0.013968,3.30866,10.7721,0,1
0.013969,3.32505,10.7506,0,1
0.01397,3.34106,10.7291,0,1
0.013971,3.35668,10.7077,0,1
0.013972,3.37194,10.6863,0,1
0.013973,3.38684,10.6649,0,1
0.013974,3.40138,10.6436,0,1
0.013975,3.41557,10.6223,0,1
0.013976,3.42943,10.6011,0,1
0.013977,3.44296,10.5799,0,1
0.013978,3.45617,10.5588,0,1
0.013979,3.46907,10.5377,0,1
0.01398,3.48166,10.5166,0,1
0.013981,3.49396,10.4956,0,1
0.013982,3.50596,10.4747,0,1
0.013983,3.51767,10.4537,0,1
0.013984,3.52911,10.4328,0,1
0.013985,3.54028,10.412,0,1
0.013986,3.55118,10.3912,0,1
0.013987,3.56182,10.3704,0,1
0.013988,3.57222,10.3497,0,1
0.013989,3.58236,10.329,0,1
0.01399,3.59227,10.3084,0,1
0.013991,3.60194,10.2878,0,1
0.013992,3.61138,10.2672,0,1
0.013993,3.62059,10.2467,0,1
0.013994,3.62959,10.2263,0,1
0.013995,3.63837,10.2058,0,1
0.013996,3.64695,10.1854,0,1
0.013997,3.65532,10.1651,0,1
0.013998,3.6635,10.1448,0,1
0.013999,3.67148,10.1245,0,1
0.014,3.67927,10.1043,0,1
