Time,I(Le),I(L),Vc
0.025776,23.5837,35.0022,100.667
0.025777,23.5784,35.0189,100.457
0.025778,23.5735,35.0355,100.246
0.025779,23.5689,35.052,100.034
0.02578,23.5647,35.0684,99.8221
0.025781,23.5609,35.0846,99.6097
0.025782,23.5574,35.1008,99.3968
0.025783,23.5543,35.1168,99.1836
0.025784,23.5515,35.1327,98.9698
0.025785,23.5491,35.1485,98.7557
0.025786,23.5471,35.1642,98.5412
0.025787,23.5455,35.1797,98.3263
0.025788,23.5442,35.1952,98.111
0.025789,23.5432,35.2105,97.8954
0.02579,23.5427,35.2257,97.6794
0.025791,23.5425,35.2408,97.463
0.025792,23.5427,35.2558,97.2463
0.025793,23.5432,35.2706,97.0293
0.025794,23.5441,35.2853,96.812
0.025795,23.5454,35.3,96.5943
0.025796,23.547,35.3145,96.3763
0.025797,23.549,35.3288,96.1581
0.025798,23.5514,35.3431,95.9396
0.025799,23.5542,35.3572,95.7208
0.0258,23.5573,35.3713,95.5017
0.025801,23.5608,35.3852,95.2824
0.025802,23.5646,35.399,95.0628
0.025803,23.5688,35.4127,94.843
0.025804,23.5734,35.4262,94.623
0.025805,23.5784,35.4396,94.4028
0.025806,23.5837,35.453,94.1823
0.025807,23.5894,35.4662,93.9617
0.025808,23.5955,35.4793,93.7409
0.025809,23.6019,35.4922,93.5199
0.02581,23.6087,35.5051,93.2987
0.025811,23.6159,35.5178,93.0774
0.025812,23.6234,35.5304,92.856
0.025813,23.6313,35.5429,92.6344
0.025814,23.6396,35.5553,92.4127
0.025815,23.6482,35.5676,92.1908
0.025816,23.6573,35.5797,91.9689
0.025817,23.6666,35.5917,91.7468
0.025818,23.6764,35.6036,91.5247
0.025819,23.6865,35.6154,91.3025
0.02582,23.697,35.6271,91.0802
0.025821,23.7079,35.6387,90.8579
0.025822,23.7191,35.6501,90.6355
0.025823,23.7307,35.6614,90.4131
0.025824,23.7426,35.6726,90.1906
0.025825,23.755,35.6837,89.9682
0.025826,23.7676,35.6947,89.7457
0.025827,23.7807,35.7055,89.5232
0.025828,23.7941,35.7163,89.3007
0.025829,23.8079,35.7269,89.0782
0.02583,23.8221,35.7374,88.8558
0.025831,23.8366,35.7478,88.6334
0.025832,23.8515,35.7581,88.4111
0.025833,23.8667,35.7682,88.1888
0.025834,23.8824,35.7783,87.9666
0.025835,23.8983,35.7882,87.7444
0.025836,23.9147,35.798,87.5224
0.025837,23.9314,35.8077,87.3004
0.025838,23.9485,35.8173,87.0786
0.025839,23.9659,35.8267,86.8568
0.02584,23.9837,35.8361,86.6352
0.025841,24.0018,35.8453,86.4137
0.025842,24.0203,35.8544,86.1924
0.025843,24.0392,35.8634,85.9712
0.025844,24.0584,35.8723,85.7502
0.025845,24.078,35.8811,85.5293
0.025846,24.098,35.8898,85.3086
0.025847,24.1183,35.8983,85.0882
0.025848,24.139,35.9068,84.8679
0.025849,24.16,35.9151,84.6478
0.02585,24.1814,35.9233,84.428
0.025851,24.2031,35.9314,84.2083
0.025852,24.2252,35.9394,83.989
0.025853,24.2476,35.9472,83.7698
0.025854,24.2704,35.955,83.5509
0.025855,24.2936,35.9626,83.3323
0.025856,24.3171,35.9702,83.114
0.025857,24.3409,35.9776,82.8959
0.025858,24.3651,35.9849,82.6782
0.025859,24.3897,35.9921,82.4607
0.02586,24.4146,35.9992,82.2436
0.025861,24.4398,36.0062,82.0267
0.025862,24.4654,36.0131,81.8103
0.025863,24.4913,36.0198,81.5941
0.025864,24.5176,36.0265,81.3783
0.025865,24.5443,36.033,81.1628
0.025866,24.5712,36.0395,80.9478
0.025867,24.5985,36.0458,80.7331
0.025868,24.6262,36.052,80.5188
0.025869,24.6542,36.0581,80.3048
0.02587,24.6825,36.0641,80.0913
0.025871,24.6986,36.0311,80.5852
0.025872,24.7139,35.9981,81.0794
0.025873,24.7285,35.9651,81.5738
0.025874,24.7424,35.9321,82.0686
0.025875,24.7553,35.8992,82.5635
0.025876,24.7675,35.8662,83.0588
0.025877,24.7788,35.8333,83.5542
0.025878,24.7893,35.8004,84.0499
0.025879,24.7989,35.7675,84.5458
0.02588,24.8077,35.7346,85.0419
0.025881,24.8157,35.7018,85.5381
0.025882,24.8228,35.6689,86.0345
0.025883,24.8291,35.6361,86.531
0.025884,24.8346,35.6033,87.0276
0.025885,24.8393,35.5705,87.5244
0.025886,24.8431,35.5377,88.0212
0.025887,24.8461,35.505,88.5181
0.025888,24.8482,35.4722,89.015
0.025889,24.8495,35.4395,89.512
0.02589,24.85,35.4068,90.009
0.025891,24.8497,35.3741,90.506
0.025892,24.8486,35.3414,91.003
0.025893,24.8466,35.3087,91.4999
0.025894,24.8438,35.2761,91.9968
0.025895,24.8401,35.2435,92.4937
0.025896,24.8357,35.2108,92.9904
0.025897,24.8304,35.1782,93.4871
0.025898,24.8243,35.1457,93.9836
0.025899,24.8173,35.1131,94.48
0.0259,24.8096,35.0806,94.9763
0.025901,24.801,35.048,95.4724
0.025902,24.7916,35.0155,95.9683
0.025903,24.7814,34.983,96.4641
0.025904,24.7704,34.9505,96.9596
0.025905,24.7585,34.9181,97.4549
0.025906,24.7458,34.8856,97.9499
0.025907,24.7323,34.8532,98.4447
0.025908,24.718,34.8207,98.9392
0.025909,24.7029,34.7883,99.4334
0.02591,24.687,34.756,99.9273
0.025911,24.6702,34.7236,100.421
0.025912,24.6527,34.6912,100.914
0.025913,24.6343,34.6589,101.407
0.025914,24.6152,34.6266,101.899
0.025915,24.5952,34.5943,102.392
0.025916,24.5744,34.562,102.883
0.025917,24.5528,34.5297,103.375
0.025918,24.5304,34.4975,103.865
0.025919,24.5072,34.4652,104.356
0.02592,24.4832,34.433,104.846
0.025921,24.4584,34.4008,105.335
0.025922,24.4328,34.3686,105.824
0.025923,24.4064,34.3364,106.312
0.025924,24.3792,34.3042,106.8
0.025925,24.3512,34.2721,107.288
0.025926,24.3225,34.24,107.774
0.025927,24.2929,34.2079,108.26
0.025928,24.2625,34.1758,108.746
0.025929,24.2314,34.1437,109.231
0.02593,24.1995,34.1116,109.715
0.025931,24.1784,34.1335,109.536
0.025932,24.1577,34.1552,109.356
0.025933,24.1372,34.1768,109.175
0.025934,24.1171,34.1984,108.993
0.025935,24.0972,34.2198,108.811
0.025936,24.0777,34.2411,108.627
0.025937,24.0586,34.2623,108.443
0.025938,24.0397,34.2835,108.258
0.025939,24.0212,34.3045,108.072
0.02594,24.003,34.3254,107.885
0.025941,23.9851,34.3461,107.698
0.025942,23.9676,34.3668,107.509
0.025943,23.9504,34.3874,107.32
0.025944,23.9336,34.4079,107.13
0.025945,23.9171,34.4282,106.94
0.025946,23.9009,34.4485,106.748
0.025947,23.885,34.4686,106.556
0.025948,23.8695,34.4886,106.363
0.025949,23.8543,34.5085,106.169
0.02595,23.8395,34.5283,105.975
0.025951,23.825,34.548,105.78
0.025952,23.8109,34.5676,105.584
0.025953,23.7971,34.5871,105.387
0.025954,23.7836,34.6065,105.19
0.025955,23.7705,34.6257,104.992
0.025956,23.7577,34.6448,104.793
0.025957,23.7453,34.6639,104.594
0.025958,23.7333,34.6828,104.394
0.025959,23.7215,34.7016,104.193
0.02596,23.7102,34.7203,103.992
0.025961,23.6991,34.7388,103.79
0.025962,23.6885,34.7573,103.588
0.025963,23.6782,34.7756,103.385
0.025964,23.6682,34.7939,103.181
0.025965,23.6586,34.812,102.976
0.025966,23.6493,34.83,102.771
0.025967,23.6404,34.8479,102.566
0.025968,23.6319,34.8656,102.36
0.025969,23.6237,34.8833,102.153
0.02597,23.6158,34.9008,101.946
0.025971,23.6084,34.9183,101.738
0.025972,23.6012,34.9356,101.53
0.025973,23.5945,34.9528,101.321
0.025974,23.5881,34.9699,101.112
0.025975,23.582,34.9868,100.902
0.025976,23.5763,35.0037,100.692
0.025977,23.571,35.0204,100.481
0.025978,23.5661,35.037,100.27
0.025979,23.5615,35.0535,100.058
0.02598,23.5572,35.0699,99.8461
0.025981,23.5533,35.0862,99.6335
0.025982,23.5498,35.1023,99.4204
0.025983,23.5467,35.1184,99.2069
0.025984,23.5439,35.1343,98.9931
0.025985,23.5415,35.1501,98.7788
0.025986,23.5394,35.1658,98.5641
0.025987,23.5377,35.1813,98.349
0.025988,23.5364,35.1968,98.1335
0.025989,23.5355,35.2121,97.9177
0.02599,23.5349,35.2273,97.7015
0.025991,23.5346,35.2424,97.485
0.025992,23.5348,35.2574,97.2681
0.025993,23.5353,35.2722,97.0509
0.025994,23.5362,35.287,96.8333
0.025995,23.5374,35.3016,96.6155
0.025996,23.539,35.3161,96.3973
0.025997,23.541,35.3305,96.1789
0.025998,23.5434,35.3448,95.9602
0.025999,23.5461,35.3589,95.7412
0.026,23.5492,35.373,95.5219
0.026001,23.5526,35.3869,95.3024
0.026002,23.5564,35.4007,95.0827
0.026003,23.5606,35.4144,94.8627
0.026004,23.5652,35.4279,94.6425
0.026005,23.5701,35.4414,94.422
0.026006,23.5754,35.4547,94.2014
0.026007,23.5811,35.4679,93.9806
0.026008,23.5871,35.481,93.7596
0.026009,23.5935,35.494,93.5384
0.02601,23.6003,35.5069,93.317
0.026011,23.6075,35.5196,93.0955
0.026012,23.615,35.5322,92.8738
0.026013,23.6229,35.5447,92.6521
0.026014,23.6311,35.5571,92.4301
0.026015,23.6397,35.5694,92.2081
0.026016,23.6487,35.5815,91.9859
0.026017,23.6581,35.5936,91.7637
0.026018,23.6678,35.6055,91.5414
0.026019,23.6779,35.6173,91.3189
0.02602,23.6884,35.6289,91.0965
0.026021,23.6992,35.6405,90.8739
0.026022,23.7104,35.652,90.6513
0.026023,23.722,35.6633,90.4287
0.026024,23.7339,35.6745,90.206
0.026025,23.7463,35.6856,89.9833
0.026026,23.7589,35.6966,89.7607
0.026027,23.772,35.7074,89.538
0.026028,23.7854,35.7182,89.3153
0.026029,23.7991,35.7288,89.0926
0.02603,23.8133,35.7393,88.87
0.026031,23.8278,35.7497,88.6474
0.026032,23.8427,35.76,88.4248
0.026033,23.8579,35.7701,88.2023
0.026034,23.8735,35.7802,87.9799
0.026035,23.8895,35.7901,87.7575
0.026036,23.9058,35.7999,87.5352
0.026037,23.9225,35.8096,87.3131
0.026038,23.9395,35.8192,87.091
0.026039,23.957,35.8287,86.869
0.02604,23.9747,35.838,86.6472
0.026041,23.9929,35.8473,86.4255
0.026042,24.0114,35.8564,86.204
0.026043,24.0302,35.8654,85.9826
0.026044,24.0495,35.8743,85.7613
0.026045,24.069,35.8831,85.5402
0.026046,24.089,35.8917,85.3194
0.026047,24.1093,35.9003,85.0987
0.026048,24.1299,35.9087,84.8782
0.026049,24.1509,35.9171,84.6579
0.02605,24.1723,35.9253,84.4378
0.026051,24.194,35.9334,84.2179
0.026052,24.2161,35.9414,83.9983
0.026053,24.2385,35.9492,83.779
0.026054,24.2613,35.957,83.5599
0.026055,24.2845,35.9646,83.3411
0.026056,24.308,35.9722,83.1225
0.026057,24.3318,35.9796,82.9042
0.026058,24.356,35.9869,82.6862
0.026059,24.3805,35.9941,82.4686
0.02606,24.4054,36.0012,82.2512
0.026061,24.4307,36.0082,82.0341
0.026062,24.4563,36.0151,81.8174
0.026063,24.4822,36.0218,81.6011
0.026064,24.5085,36.0285,81.385
0.026065,24.5351,36.035,81.1694
0.026066,24.5621,36.0415,80.9541
0.026067,24.5894,36.0478,80.7391
0.026068,24.617,36.054,80.5246
0.026069,24.645,36.0601,80.3105
0.02607,24.6734,36.0661,80.0967
0.026071,24.6895,36.0331,80.5904
0.026072,24.7047,36.0001,81.0845
0.026073,24.7194,35.9671,81.5787
0.026074,24.7332,35.9341,82.0732
0.026075,24.7461,35.9012,82.568
0.026076,24.7583,35.8682,83.0631
0.026077,24.7696,35.8353,83.5583
0.026078,24.7801,35.8024,84.0538
0.026079,24.7897,35.7695,84.5495
0.02608,24.7985,35.7366,85.0454
0.026081,24.8065,35.7038,85.5415
0.026082,24.8136,35.6709,86.0377
0.026083,24.8199,35.6381,86.534
0.026084,24.8254,35.6053,87.0305
0.026085,24.8301,35.5725,87.527
0.026086,24.8339,35.5397,88.0236
0.026087,24.8369,35.507,88.5204
0.026088,24.839,35.4742,89.0171
0.026089,24.8404,35.4415,89.5139
0.02609,24.8409,35.4088,90.0107
0.026091,24.8405,35.3761,90.5075
0.026092,24.8394,35.3434,91.0043
0.026093,24.8374,35.3107,91.5011
0.026094,24.8346,35.2781,91.9978
0.026095,24.831,35.2454,92.4945
0.026096,24.8265,35.2128,92.9911
0.026097,24.8212,35.1802,93.4875
0.026098,24.8151,35.1477,93.9839
0.026099,24.8082,35.1151,94.4801
0.0261,24.8005,35.0825,94.9762
0.026101,24.7919,35.05,95.4721
0.026102,24.7825,35.0175,95.9679
0.026103,24.7723,34.985,96.4634
0.026104,24.7613,34.9525,96.9588
0.026105,24.7494,34.92,97.4539
0.026106,24.7367,34.8876,97.9487
0.026107,24.7233,34.8551,98.4433
0.026108,24.709,34.8227,98.9377
0.026109,24.6939,34.7903,99.4317
0.02611,24.6779,34.7579,99.9254
0.026111,24.6612,34.7256,100.419
0.026112,24.6437,34.6932,100.912
0.026113,24.6253,34.6609,101.405
0.026114,24.6061,34.6285,101.897
0.026115,24.5862,34.5962,102.389
0.026116,24.5654,34.564,102.88
0.026117,24.5438,34.5317,103.371
0.026118,24.5214,34.4994,103.862
0.026119,24.4983,34.4672,104.352
0.02612,24.4743,34.435,104.842
0.026121,24.4495,34.4027,105.331
0.026122,24.4239,34.3705,105.82
0.026123,24.3975,34.3384,106.308
0.026124,24.3703,34.3062,106.796
0.026125,24.3424,34.2741,107.283
0.026126,24.3136,34.2419,107.769
0.026127,24.2841,34.2098,108.255
0.026128,24.2537,34.1777,108.741
0.026129,24.2226,34.1456,109.226
0.02613,24.1907,34.1136,109.71
0.026131,24.1696,34.1354,109.53
0.026132,24.1489,34.1571,109.35
0.026133,24.1285,34.1788,109.169
0.026134,24.1083,34.2003,108.987
0.026135,24.0885,34.2217,108.804
0.026136,24.069,34.243,108.621
0.026137,24.0499,34.2643,108.436
0.026138,24.031,34.2854,108.251
0.026139,24.0125,34.3064,108.065
0.02614,23.9944,34.3273,107.878
0.026141,23.9765,34.348,107.69
0.026142,23.959,34.3687,107.501
0.026143,23.9419,34.3893,107.312
0.026144,23.925,34.4097,107.122
0.026145,23.9085,34.4301,106.931
0.026146,23.8924,34.4503,106.739
0.026147,23.8765,34.4705,106.547
0.026148,23.861,34.4905,106.354
0.026149,23.8459,34.5104,106.16
0.02615,23.8311,34.5302,105.965
0.026151,23.8166,34.5499,105.77
0.026152,23.8025,34.5695,105.574
0.026153,23.7887,34.5889,105.377
0.026154,23.7753,34.6083,105.179
0.026155,23.7622,34.6275,104.981
0.026156,23.7495,34.6466,104.782
0.026157,23.7371,34.6657,104.583
0.026158,23.725,34.6846,104.383
0.026159,23.7133,34.7033,104.182
0.02616,23.702,34.722,103.98
0.026161,23.691,34.7406,103.778
0.026162,23.6803,34.759,103.575
0.026163,23.6701,34.7774,103.372
0.026164,23.6601,34.7956,103.168
0.026165,23.6505,34.8137,102.964
0.026166,23.6413,34.8317,102.759
0.026167,23.6324,34.8496,102.553
0.026168,23.6239,34.8673,102.347
0.026169,23.6157,34.885,102.14
0.02617,23.6079,34.9025,101.932
0.026171,23.6005,34.9199,101.724
0.026172,23.5934,34.9372,101.516
0.026173,23.5866,34.9544,101.307
0.026174,23.5803,34.9715,101.098
0.026175,23.5743,34.9885,100.888
0.026176,23.5686,35.0053,100.677
0.026177,23.5633,35.022,100.466
0.026178,23.5584,35.0386,100.255
0.026179,23.5538,35.0551,100.043
0.02618,23.5496,35.0715,99.8304
0.026181,23.5458,35.0878,99.6176
0.026182,23.5423,35.1039,99.4044
0.026183,23.5392,35.1199,99.1908
0.026184,23.5364,35.1358,98.9767
0.026185,23.534,35.1516,98.7622
0.026186,23.532,35.1673,98.5473
0.026187,23.5304,35.1828,98.3321
0.026188,23.5291,35.1983,98.1164
0.026189,23.5281,35.2136,97.9004
0.02619,23.5276,35.2288,97.684
0.026191,23.5274,35.2439,97.4673
0.026192,23.5276,35.2589,97.2502
0.026193,23.5281,35.2737,97.0329
0.026194,23.529,35.2884,96.8152
0.026195,23.5303,35.3031,96.5971
0.026196,23.532,35.3176,96.3788
0.026197,23.534,35.3319,96.1602
0.026198,23.5364,35.3462,95.9413
0.026199,23.5391,35.3603,95.7221
0.0262,23.5422,35.3744,95.5027
0.026201,23.5457,35.3883,95.283
0.026202,23.5496,35.4021,95.0631
0.026203,23.5538,35.4157,94.843
0.026204,23.5584,35.4293,94.6226
0.026205,23.5634,35.4427,94.402
0.026206,23.5687,35.456,94.1812
0.026207,23.5744,35.4692,93.9602
0.026208,23.5805,35.4823,93.739
0.026209,23.587,35.4953,93.5177
0.02621,23.5938,35.5081,93.2962
0.026211,23.601,35.5209,93.0745
0.026212,23.6085,35.5335,92.8527
0.026213,23.6165,35.546,92.6307
0.026214,23.6247,35.5583,92.4086
0.026215,23.6334,35.5706,92.1864
0.026216,23.6424,35.5827,91.9641
0.026217,23.6518,35.5947,91.7417
0.026218,23.6616,35.6066,91.5193
0.026219,23.6718,35.6184,91.2967
0.02622,23.6823,35.6301,91.0741
0.026221,23.6931,35.6416,90.8514
0.026222,23.7044,35.6531,90.6286
0.026223,23.716,35.6644,90.4058
0.026224,23.728,35.6756,90.183
0.026225,23.7403,35.6867,89.9602
0.026226,23.7531,35.6976,89.7374
0.026227,23.7661,35.7085,89.5145
0.026228,23.7796,35.7192,89.2917
0.026229,23.7934,35.7298,89.0689
0.02623,23.8076,35.7403,88.8461
0.026231,23.8221,35.7507,88.6234
0.026232,23.8371,35.761,88.4007
0.026233,23.8523,35.7711,88.1781
0.026234,23.868,35.7811,87.9555
0.026235,23.884,35.7911,87.733
0.026236,23.9004,35.8009,87.5106
0.026237,23.9171,35.8105,87.2883
0.026238,23.9342,35.8201,87.0661
0.026239,23.9517,35.8296,86.844
0.02624,23.9695,35.8389,86.622
0.026241,23.9877,35.8481,86.4002
0.026242,24.0062,35.8572,86.1785
0.026243,24.0251,35.8662,85.957
0.026244,24.0444,35.8751,85.7356
0.026245,24.064,35.8839,85.5144
0.026246,24.084,35.8925,85.2934
0.026247,24.1043,35.9011,85.0726
0.026248,24.1251,35.9095,84.852
0.026249,24.1461,35.9178,84.6316
0.02625,24.1675,35.926,84.4114
0.026251,24.1893,35.9341,84.1915
0.026252,24.2114,35.9421,83.9717
0.026253,24.2339,35.9499,83.7523
0.026254,24.2567,35.9577,83.5331
0.026255,24.2799,35.9653,83.3141
0.026256,24.3035,35.9728,83.0954
0.026257,24.3274,35.9803,82.8771
0.026258,24.3516,35.9876,82.659
0.026259,24.3762,35.9947,82.4412
0.02626,24.4011,36.0018,82.2237
0.026261,24.4264,36.0088,82.0066
0.026262,24.4521,36.0157,81.7898
0.026263,24.478,36.0224,81.5733
0.026264,24.5044,36.029,81.3572
0.026265,24.531,36.0356,81.1414
0.026266,24.5581,36.042,80.926
0.026267,24.5854,36.0483,80.711
0.026268,24.6131,36.0545,80.4964
0.026269,24.6412,36.0606,80.2821
0.02627,24.6696,36.0666,80.0683
0.026271,24.6857,36.0336,80.5619
0.026272,24.701,36.0006,81.0559
0.026273,24.7157,35.9676,81.55
0.026274,24.7296,35.9346,82.0445
0.026275,24.7426,35.9016,82.5392
0.026276,24.7548,35.8687,83.0342
0.026277,24.7661,35.8358,83.5294
0.026278,24.7767,35.8029,84.0248
0.026279,24.7864,35.77,84.5205
0.02628,24.7952,35.7371,85.0163
0.026281,24.8032,35.7042,85.5123
0.026282,24.8104,35.6714,86.0084
0.026283,24.8168,35.6386,86.5047
0.026284,24.8223,35.6057,87.0011
0.026285,24.827,35.5729,87.4975
0.026286,24.8309,35.5402,87.9941
0.026287,24.8339,35.5074,88.4908
0.026288,24.8362,35.4747,88.9875
0.026289,24.8375,35.4419,89.4842
0.02629,24.8381,35.4092,89.981
0.026291,24.8378,35.3765,90.4777
0.026292,24.8367,35.3438,90.9745
0.026293,24.8348,35.3112,91.4712
0.026294,24.832,35.2785,91.9679
0.026295,24.8284,35.2459,92.4645
0.026296,24.824,35.2133,92.961
0.026297,24.8188,35.1807,93.4574
0.026298,24.8128,35.1481,93.9537
0.026299,24.8059,35.1155,94.4499
0.0263,24.7982,35.083,94.946
0.026301,24.7897,35.0505,95.4418
0.026302,24.7803,35.0179,95.9375
0.026303,24.7702,34.9854,96.433
0.026304,24.7592,34.953,96.9283
0.026305,24.7474,34.9205,97.4234
0.026306,24.7348,34.888,97.9182
0.026307,24.7214,34.8556,98.4128
0.026308,24.7071,34.8232,98.9071
0.026309,24.6921,34.7908,99.4011
0.02631,24.6762,34.7584,99.8947
0.026311,24.6595,34.726,100.388
0.026312,24.642,34.6937,100.881
0.026313,24.6237,34.6613,101.374
0.026314,24.6046,34.629,101.866
0.026315,24.5847,34.5967,102.358
0.026316,24.564,34.5644,102.849
0.026317,24.5424,34.5321,103.34
0.026318,24.5201,34.4999,103.831
0.026319,24.497,34.4676,104.321
0.02632,24.473,34.4354,104.811
0.026321,24.4483,34.4032,105.3
0.026322,24.4228,34.371,105.789
0.026323,24.3964,34.3388,106.277
0.026324,24.3693,34.3067,106.765
0.026325,24.3414,34.2745,107.252
0.026326,24.3127,34.2424,107.738
0.026327,24.2832,34.2103,108.224
0.026328,24.2529,34.1782,108.71
0.026329,24.2218,34.1461,109.194
0.02633,24.19,34.114,109.679
0.026331,24.169,34.1358,109.499
0.026332,24.1483,34.1575,109.319
0.026333,24.1279,34.1792,109.138
0.026334,24.1078,34.2007,108.956
0.026335,24.0881,34.2221,108.773
0.026336,24.0687,34.2434,108.589
0.026337,24.0495,34.2646,108.405
0.026338,24.0308,34.2857,108.219
0.026339,24.0123,34.3067,108.033
0.02634,23.9942,34.3275,107.846
0.026341,23.9764,34.3483,107.659
0.026342,23.959,34.369,107.47
0.026343,23.9418,34.3895,107.281
0.026344,23.9251,34.41,107.091
0.026345,23.9086,34.4303,106.9
0.026346,23.8925,34.4505,106.708
0.026347,23.8767,34.4706,106.515
0.026348,23.8613,34.4906,106.322
0.026349,23.8462,34.5105,106.128
0.02635,23.8314,34.5303,105.934
0.026351,23.817,34.55,105.738
0.026352,23.803,34.5695,105.542
0.026353,23.7892,34.589,105.345
0.026354,23.7759,34.6083,105.148
0.026355,23.7628,34.6276,104.95
0.026356,23.7501,34.6467,104.751
0.026357,23.7378,34.6657,104.551
0.026358,23.7258,34.6846,104.351
0.026359,23.7141,34.7033,104.15
0.02636,23.7029,34.722,103.949
0.026361,23.6919,34.7405,103.747
0.026362,23.6813,34.759,103.544
0.026363,23.6711,34.7773,103.341
0.026364,23.6612,34.7955,103.137
0.026365,23.6517,34.8136,102.932
0.026366,23.6425,34.8316,102.727
0.026367,23.6337,34.8494,102.522
0.026368,23.6252,34.8672,102.315
0.026369,23.6171,34.8848,102.108
0.02637,23.6093,34.9023,101.901
0.026371,23.6019,34.9197,101.693
0.026372,23.5949,34.937,101.485
0.026373,23.5882,34.9542,101.276
0.026374,23.5819,34.9713,101.066
0.026375,23.5759,34.9882,100.856
0.026376,23.5703,35.005,100.646
0.026377,23.5651,35.0217,100.435
0.026378,23.5602,35.0383,100.224
0.026379,23.5557,35.0548,100.012
0.02638,23.5515,35.0712,99.7995
0.026381,23.5477,35.0874,99.5868
0.026382,23.5443,35.1035,99.3736
0.026383,23.5412,35.1195,99.16
0.026384,23.5385,35.1354,98.9459
0.026385,23.5362,35.1512,98.7315
0.026386,23.5342,35.1669,98.5167
0.026387,23.5326,35.1824,98.3014
0.026388,23.5314,35.1978,98.0859
0.026389,23.5305,35.2131,97.8699
0.02639,23.53,35.2283,97.6536
0.026391,23.5298,35.2434,97.4369
0.026392,23.5301,35.2583,97.2199
0.026393,23.5307,35.2732,97.0026
0.026394,23.5316,35.2879,96.7849
0.026395,23.533,35.3025,96.567
0.026396,23.5346,35.317,96.3487
0.026397,23.5367,35.3313,96.1302
0.026398,23.5391,35.3456,95.9113
0.026399,23.5419,35.3597,95.6922
0.0264,23.5451,35.3737,95.4729
0.026401,23.5487,35.3876,95.2532
0.026402,23.5526,35.4014,95.0334
0.026403,23.5568,35.4151,94.8133
0.026404,23.5615,35.4286,94.593
0.026405,23.5665,35.442,94.3725
0.026406,23.5719,35.4553,94.1517
0.026407,23.5776,35.4685,93.9308
0.026408,23.5838,35.4816,93.7097
0.026409,23.5903,35.4945,93.4884
0.02641,23.5971,35.5074,93.267
0.026411,23.6044,35.5201,93.0454
0.026412,23.612,35.5327,92.8237
0.026413,23.6199,35.5451,92.6018
0.026414,23.6283,35.5575,92.3798
0.026415,23.637,35.5697,92.1577
0.026416,23.6461,35.5819,91.9355
0.026417,23.6555,35.5939,91.7132
0.026418,23.6653,35.6058,91.4908
0.026419,23.6755,35.6175,91.2683
0.02642,23.6861,35.6292,91.0457
0.026421,23.697,35.6407,90.8231
0.026422,23.7083,35.6521,90.6005
0.026423,23.7199,35.6634,90.3778
0.026424,23.732,35.6746,90.1551
0.026425,23.7444,35.6857,89.9324
0.026426,23.7571,35.6966,89.7096
0.026427,23.7702,35.7075,89.4869
0.026428,23.7837,35.7182,89.2641
0.026429,23.7976,35.7288,89.0414
0.02643,23.8118,35.7393,88.8188
0.026431,23.8264,35.7497,88.5961
0.026432,23.8414,35.7599,88.3735
0.026433,23.8567,35.77,88.151
0.026434,23.8724,35.7801,87.9285
0.026435,23.8884,35.79,87.7062
0.026436,23.9048,35.7998,87.4839
0.026437,23.9216,35.8094,87.2617
0.026438,23.9388,35.819,87.0396
0.026439,23.9563,35.8284,86.8176
0.02644,23.9741,35.8378,86.5957
0.026441,23.9924,35.847,86.374
0.026442,24.0109,35.8561,86.1525
0.026443,24.0299,35.865,85.931
0.026444,24.0492,35.8739,85.7098
0.026445,24.0689,35.8827,85.4887
0.026446,24.0889,35.8913,85.2678
0.026447,24.1093,35.8998,85.0471
0.026448,24.13,35.9083,84.8266
0.026449,24.1511,35.9166,84.6063
0.02645,24.1726,35.9247,84.3863
0.026451,24.1944,35.9328,84.1665
0.026452,24.2165,35.9408,83.9469
0.026453,24.2391,35.9486,83.7275
0.026454,24.2619,35.9564,83.5084
0.026455,24.2852,35.964,83.2896
0.026456,24.3087,35.9715,83.0711
0.026457,24.3327,35.9789,82.8528
0.026458,24.3569,35.9862,82.6349
0.026459,24.3816,35.9934,82.4172
0.02646,24.4065,36.0004,82.1999
0.026461,24.4319,36.0074,81.9829
0.026462,24.4575,36.0142,81.7662
0.026463,24.4836,36.021,81.5498
0.026464,24.5099,36.0276,81.3338
0.026465,24.5366,36.0341,81.1182
0.026466,24.5637,36.0405,80.903
0.026467,24.5911,36.0468,80.6881
0.026468,24.6188,36.053,80.4736
0.026469,24.6469,36.0591,80.2595
0.02647,24.6753,36.0651,80.0458
0.026471,24.6915,36.0321,80.5396
0.026472,24.7068,35.9991,81.0336
0.026473,24.7216,35.9661,81.5279
0.026474,24.7355,35.9331,82.0225
0.026475,24.7485,35.9002,82.5173
0.026476,24.7607,35.8672,83.0124
0.026477,24.7721,35.8343,83.5077
0.026478,24.7827,35.8014,84.0033
0.026479,24.7924,35.7685,84.499
0.02648,24.8013,35.7356,84.995
0.026481,24.8093,35.7027,85.4911
0.026482,24.8166,35.6699,85.9873
0.026483,24.823,35.6371,86.4837
0.026484,24.8285,35.6043,86.9802
0.026485,24.8333,35.5715,87.4769
0.026486,24.8372,35.5387,87.9736
0.026487,24.8402,35.5059,88.4703
0.026488,24.8425,35.4732,88.9672
0.026489,24.8439,35.4405,89.464
0.02649,24.8445,35.4077,89.9609
0.026491,24.8442,35.375,90.4578
0.026492,24.8432,35.3424,90.9547
0.026493,24.8413,35.3097,91.4515
0.026494,24.8385,35.2771,91.9483
0.026495,24.835,35.2444,92.4451
