Time,I(Le),I(L),Vc
0.003572,20.1608,28.8859,128.648
0.003573,20.109,28.92,128.495
0.003574,20.0575,28.954,128.341
0.003575,20.0064,28.9878,128.185
0.003576,19.9555,29.0216,128.028
0.003577,19.9049,29.0553,127.869
0.003578,19.8547,29.0888,127.708
0.003579,19.8047,29.1223,127.545
0.00358,19.7551,29.1556,127.381
0.003581,19.7058,29.1888,127.215
0.003582,19.6568,29.222,127.047
0.003583,19.6081,29.255,126.878
0.003584,19.5598,29.2879,126.707
0.003585,19.5118,29.3207,126.534
0.003586,19.4641,29.3534,126.359
0.003587,19.4168,29.3859,126.183
0.003588,19.3698,29.4184,126.006
0.003589,19.3232,29.4507,125.827
0.00359,19.2768,29.483,125.646
0.003591,19.2309,29.5151,125.463
0.003592,19.1853,29.5471,125.279
0.003593,19.14,29.579,125.094
0.003594,19.0951,29.6107,124.907
0.003595,19.0505,29.6424,124.718
0.003596,19.0063,29.6739,124.528
0.003597,18.9624,29.7053,124.336
0.003598,18.9189,29.7366,124.143
0.003599,18.8758,29.7678,123.948
0.0036,18.8331,29.7988,123.751
0.003601,18.7907,29.8298,123.553
0.003602,18.7486,29.8606,123.354
0.003603,18.707,29.8913,123.153
0.003604,18.6657,29.9218,122.951
0.003605,18.6248,29.9522,122.747
0.003606,18.5843,29.9826,122.542
0.003607,18.5442,30.0127,122.335
0.003608,18.5044,30.0428,122.127
0.003609,18.465,30.0727,121.917
0.00361,18.426,30.1025,121.706
0.003611,18.3875,30.1322,121.494
0.003612,18.3492,30.1618,121.28
0.003613,18.3114,30.1912,121.065
0.003614,18.274,30.2205,120.848
0.003615,18.237,30.2497,120.63
0.003616,18.2004,30.2787,120.411
0.003617,18.1642,30.3076,120.19
0.003618,18.1284,30.3364,119.968
0.003619,18.093,30.365,119.745
0.00362,18.0579,30.3935,119.52
0.003621,18.0234,30.4219,119.294
0.003622,17.9892,30.4501,119.067
0.003623,17.9554,30.4782,118.838
0.003624,17.9221,30.5062,118.608
0.003625,17.8891,30.534,118.377
0.003626,17.8566,30.5617,118.145
0.003627,17.8245,30.5892,117.911
0.003628,17.7928,30.6167,117.677
0.003629,17.7616,30.644,117.441
0.00363,17.7307,30.6711,117.203
0.003631,17.7003,30.6981,116.965
0.003632,17.6703,30.725,116.725
0.003633,17.6408,30.7517,116.485
0.003634,17.6117,30.7783,116.243
0.003635,17.583,30.8047,116
0.003636,17.5547,30.8311,115.755
0.003637,17.5269,30.8572,115.51
0.003638,17.4996,30.8832,115.264
0.003639,17.4726,30.9091,115.016
0.00364,17.4461,30.9349,114.767
0.003641,17.4201,30.9605,114.518
0.003642,17.3945,30.9859,114.267
0.003643,17.3693,31.0112,114.015
0.003644,17.3446,31.0364,113.762
0.003645,17.3203,31.0614,113.508
0.003646,17.2965,31.0863,113.253
0.003647,17.2731,31.111,112.997
0.003648,17.2502,31.1356,112.74
0.003649,17.2277,31.1601,112.482
0.00365,17.2057,31.1844,112.223
0.003651,17.1842,31.2085,111.963
0.003652,17.1631,31.2325,111.702
0.003653,17.1424,31.2564,111.44
0.003654,17.1223,31.2801,111.177
0.003655,17.1026,31.3036,110.914
0.003656,17.0833,31.327,110.649
0.003657,17.0645,31.3503,110.384
0.003658,17.0462,31.3734,110.117
0.003659,17.0283,31.3964,109.85
0.00366,17.0109,31.4192,109.582
0.003661,16.994,31.4419,109.313
0.003662,16.9775,31.4644,109.043
0.003663,16.9615,31.4867,108.772
0.003664,16.946,31.5089,108.501
0.003665,16.931,31.531,108.229
0.003666,16.9164,31.5529,107.956
0.003667,16.9023,31.5747,107.682
0.003668,16.8886,31.5963,107.407
0.003669,16.8755,31.6177,107.132
0.00367,16.8628,31.639,106.856
0.003671,16.8397,31.6082,107.193
0.003672,16.8161,31.5774,107.529
0.003673,16.7921,31.5467,107.866
0.003674,16.7675,31.5159,108.201
0.003675,16.7424,31.4851,108.536
0.003676,16.7167,31.4544,108.871
0.003677,16.6905,31.4237,109.205
0.003678,16.6638,31.393,109.538
0.003679,16.6365,31.3623,109.871
0.00368,16.6087,31.3316,110.204
0.003681,16.5804,31.301,110.536
0.003682,16.5515,31.2703,110.867
0.003683,16.5221,31.2397,111.198
0.003684,16.4921,31.2091,111.528
0.003685,16.4616,31.1785,111.857
0.003686,16.4306,31.1479,112.186
0.003687,16.3991,31.1173,112.515
0.003688,16.3671,31.0868,112.842
0.003689,16.3345,31.0562,113.169
0.00369,16.3014,31.0257,113.496
0.003691,16.2678,30.9952,113.821
0.003692,16.2336,30.9647,114.146
0.003693,16.199,30.9342,114.471
0.003694,16.1638,30.9038,114.794
0.003695,16.1281,30.8733,115.117
0.003696,16.0919,30.8429,115.44
0.003697,16.0552,30.8125,115.761
0.003698,16.018,30.7821,116.082
0.003699,15.9802,30.7517,116.402
0.0037,15.942,30.7214,116.721
0.003701,15.9032,30.691,117.039
0.003702,15.864,30.6607,117.357
0.003703,15.8242,30.6303,117.674
0.003704,15.784,30.6,117.99
0.003705,15.7432,30.5697,118.305
0.003706,15.702,30.5395,118.62
0.003707,15.6602,30.5092,118.933
0.003708,15.618,30.4789,119.246
0.003709,15.5752,30.4487,119.558
0.00371,15.532,30.4185,119.869
0.003711,15.4883,30.3883,120.179
0.003712,15.4441,30.3581,120.489
0.003713,15.3994,30.3279,120.797
0.003714,15.3542,30.2978,121.105
0.003715,15.3086,30.2676,121.411
0.003716,15.2625,30.2375,121.717
0.003717,15.2158,30.2074,122.022
0.003718,15.1688,30.1773,122.326
0.003719,15.1212,30.1472,122.628
0.00372,15.0732,30.1172,122.93
0.003721,15.0247,30.0871,123.231
0.003722,14.9757,30.0571,123.531
0.003723,14.9263,30.0271,123.83
0.003724,14.8764,29.997,124.128
0.003725,14.826,29.9671,124.425
0.003726,14.7752,29.9371,124.721
0.003727,14.7239,29.9071,125.016
0.003728,14.6722,29.8772,125.31
0.003729,14.62,29.8472,125.603
0.00373,14.5673,29.8173,125.895
0.003731,14.5244,29.8488,125.612
0.003732,14.482,29.8802,125.327
0.003733,14.44,29.9114,125.04
0.003734,14.3985,29.9424,124.752
0.003735,14.3575,29.9733,124.463
0.003736,14.317,30.004,124.172
0.003737,14.2771,30.0346,123.88
0.003738,14.2377,30.0649,123.587
0.003739,14.1988,30.0951,123.291
0.00374,14.1604,30.1252,122.995
0.003741,14.1226,30.155,122.697
0.003742,14.0853,30.1847,122.398
0.003743,14.0486,30.2142,122.097
0.003744,14.0123,30.2436,121.795
0.003745,13.9767,30.2728,121.491
0.003746,13.9415,30.3018,121.186
0.003747,13.9069,30.3306,120.88
0.003748,13.8729,30.3592,120.573
0.003749,13.8394,30.3877,120.264
0.00375,13.8064,30.416,119.954
0.003751,13.774,30.4441,119.643
0.003752,13.7422,30.4721,119.33
0.003753,13.7109,30.4999,119.016
0.003754,13.6801,30.5275,118.701
0.003755,13.6499,30.5549,118.385
0.003756,13.6203,30.5821,118.067
0.003757,13.5912,30.6092,117.749
0.003758,13.5627,30.6361,117.429
0.003759,13.5348,30.6628,117.108
0.00376,13.5074,30.6893,116.786
0.003761,13.4806,30.7157,116.462
0.003762,13.4543,30.7418,116.138
0.003763,13.4286,30.7678,115.812
0.003764,13.4035,30.7936,115.486
0.003765,13.379,30.8192,115.158
0.003766,13.355,30.8447,114.829
0.003767,13.3316,30.8699,114.5
0.003768,13.3088,30.895,114.169
0.003769,13.2866,30.9199,113.837
0.00377,13.2649,30.9446,113.504
0.003771,13.2438,30.9691,113.171
0.003772,13.2233,30.9934,112.836
0.003773,13.2034,31.0176,112.5
0.003774,13.1841,31.0416,112.164
0.003775,13.1653,31.0653,111.826
0.003776,13.1471,31.0889,111.488
0.003777,13.1295,31.1123,111.149
0.003778,13.1125,31.1356,110.808
0.003779,13.0961,31.1586,110.467
0.00378,13.0803,31.1815,110.125
0.003781,13.0651,31.2041,109.783
0.003782,13.0504,31.2266,109.439
0.003783,13.0364,31.2489,109.095
0.003784,13.0229,31.271,108.75
0.003785,13.01,31.2929,108.404
0.003786,12.9978,31.3147,108.057
0.003787,12.9861,31.3362,107.71
0.003788,12.975,31.3576,107.362
0.003789,12.9645,31.3787,107.013
0.00379,12.9546,31.3997,106.664
0.003791,12.9453,31.4205,106.314
0.003792,12.9366,31.4411,105.963
0.003793,12.9285,31.4615,105.611
0.003794,12.921,31.4817,105.259
0.003795,12.9141,31.5018,104.907
0.003796,12.9078,31.5216,104.553
0.003797,12.9021,31.5412,104.2
0.003798,12.897,31.5607,103.845
0.003799,12.8925,31.58,103.49
0.0038,12.8886,31.5991,103.135
0.003801,12.8853,31.618,102.779
0.003802,12.8827,31.6367,102.422
0.003803,12.8806,31.6552,102.065
0.003804,12.8791,31.6735,101.708
0.003805,12.8782,31.6916,101.35
0.003806,12.8779,31.7096,100.992
0.003807,12.8783,31.7273,100.633
0.003808,12.8792,31.7449,100.274
0.003809,12.8808,31.7623,99.9142
0.00381,12.8829,31.7795,99.5543
0.003811,12.8857,31.7964,99.194
0.003812,12.889,31.8132,98.8334
0.003813,12.893,31.8299,98.4725
0.003814,12.8975,31.8463,98.1112
0.003815,12.9027,31.8625,97.7497
0.003816,12.9085,31.8785,97.3878
0.003817,12.9149,31.8944,97.0258
0.003818,12.9219,31.9101,96.6634
0.003819,12.9295,31.9255,96.3009
0.00382,12.9377,31.9408,95.9381
0.003821,12.9465,31.9559,95.5751
0.003822,12.9559,31.9708,95.212
0.003823,12.9659,31.9855,94.8486
0.003824,12.9765,32,94.4852
0.003825,12.9878,32.0144,94.1216
0.003826,12.9996,32.0285,93.7578
0.003827,13.012,32.0424,93.394
0.003828,13.0251,32.0562,93.0301
0.003829,13.0387,32.0698,92.6661
0.00383,13.053,32.0832,92.302
0.003831,13.0678,32.0964,91.9379
0.003832,13.0833,32.1094,91.5738
0.003833,13.0993,32.1222,91.2097
0.003834,13.116,32.1348,90.8456
0.003835,13.1332,32.1472,90.4815
0.003836,13.1511,32.1595,90.1175
0.003837,13.1695,32.1716,89.7535
0.003838,13.1886,32.1834,89.3895
0.003839,13.2082,32.1951,89.0257
0.00384,13.2285,32.2066,88.6619
0.003841,13.2493,32.2179,88.2983
0.003842,13.2708,32.2291,87.9348
0.003843,13.2928,32.24,87.5715
0.003844,13.3154,32.2508,87.2083
0.003845,13.3387,32.2613,86.8453
0.003846,13.3625,32.2717,86.4825
0.003847,13.3869,32.2819,86.1199
0.003848,13.4119,32.2919,85.7576
0.003849,13.4375,32.3018,85.3955
0.00385,13.4637,32.3114,85.0336
0.003851,13.4905,32.3209,84.672
0.003852,13.5179,32.3302,84.3107
0.003853,13.5458,32.3392,83.9497
0.003854,13.5744,32.3482,83.589
0.003855,13.6035,32.3569,83.2287
0.003856,13.6332,32.3654,82.8687
0.003857,13.6635,32.3738,82.5091
0.003858,13.6944,32.382,82.1499
0.003859,13.7258,32.39,81.791
0.00386,13.7579,32.3978,81.4326
0.003861,13.7905,32.4054,81.0746
0.003862,13.8237,32.4129,80.717
0.003863,13.8575,32.4201,80.3599
0.003864,13.8918,32.4272,80.0033
0.003865,13.9267,32.4342,79.6472
0.003866,13.9622,32.4409,79.2916
0.003867,13.9983,32.4475,78.9364
0.003868,14.0349,32.4538,78.5819
0.003869,14.0722,32.46,78.2278
0.00387,14.1099,32.4661,77.8744
0.003871,14.137,32.4348,78.157
0.003872,14.1636,32.4036,78.4401
0.003873,14.1899,32.3724,78.7236
0.003874,14.2156,32.3413,79.0077
0.003875,14.2409,32.3101,79.2923
0.003876,14.2657,32.279,79.5773
0.003877,14.29,32.2478,79.8629
0.003878,14.3138,32.2167,80.1489
0.003879,14.337,32.1856,80.4354
0.00388,14.3598,32.1545,80.7224
0.003881,14.3822,32.1235,81.0098
0.003882,14.404,32.0924,81.2977
0.003883,14.4253,32.0614,81.586
0.003884,14.4461,32.0303,81.8747
0.003885,14.4664,31.9993,82.1638
0.003886,14.4863,31.9683,82.4533
0.003887,14.5056,31.9374,82.7433
0.003888,14.5245,31.9064,83.0336
0.003889,14.5428,31.8755,83.3242
0.00389,14.5607,31.8445,83.6153
0.003891,14.578,31.8136,83.9067
0.003892,14.5949,31.7827,84.1984
0.003893,14.6112,31.7518,84.4904
0.003894,14.6271,31.721,84.7828
0.003895,14.6424,31.6901,85.0755
0.003896,14.6573,31.6593,85.3685
0.003897,14.6717,31.6284,85.6618
0.003898,14.6855,31.5976,85.9554
0.003899,14.6989,31.5668,86.2492
0.0039,14.7118,31.5361,86.5433
0.003901,14.7241,31.5053,86.8377
0.003902,14.736,31.4746,87.1323
0.003903,14.7474,31.4438,87.4271
0.003904,14.7583,31.4131,87.7222
0.003905,14.7686,31.3824,88.0175
0.003906,14.7785,31.3517,88.3129
0.003907,14.7879,31.3211,88.6086
0.003908,14.7968,31.2904,88.9044
0.003909,14.8052,31.2598,89.2005
0.00391,14.813,31.2292,89.4966
0.003911,14.8204,31.1986,89.793
0.003912,14.8273,31.168,90.0894
0.003913,14.8337,31.1374,90.3861
0.003914,14.8396,31.1068,90.6828
0.003915,14.8449,31.0763,90.9796
0.003916,14.8498,31.0457,91.2766
0.003917,14.8542,31.0152,91.5736
0.003918,14.8581,30.9847,91.8707
0.003919,14.8615,30.9542,92.1679
0.00392,14.8644,30.9238,92.4652
0.003921,14.8668,30.8933,92.7625
0.003922,14.8687,30.8629,93.0599
0.003923,14.8701,30.8325,93.3573
0.003924,14.871,30.802,93.6547
0.003925,14.8714,30.7717,93.9521
0.003926,14.8714,30.7413,94.2495
0.003927,14.8708,30.7109,94.5469
0.003928,14.8697,30.6806,94.8443
0.003929,14.8681,30.6502,95.1417
0.00393,14.8661,30.6199,95.4391
0.003931,14.8741,30.6357,95.1409
0.003932,14.8825,30.6514,94.8426
0.003933,14.8914,30.6669,94.5441
0.003934,14.9008,30.6823,94.2454
0.003935,14.9106,30.6975,93.9466
0.003936,14.921,30.7125,93.6476
0.003937,14.9318,30.7274,93.3485
0.003938,14.9432,30.7421,93.0492
0.003939,14.955,30.7567,92.7498
0.00394,14.9673,30.7711,92.4504
0.003941,14.9802,30.7854,92.1508
0.003942,14.9935,30.7995,91.8512
0.003943,15.0073,30.8135,91.5515
0.003944,15.0216,30.8272,91.2517
0.003945,15.0365,30.8409,90.9519
0.003946,15.0518,30.8544,90.6521
0.003947,15.0676,30.8677,90.3523
0.003948,15.0839,30.8808,90.0525
0.003949,15.1007,30.8939,89.7527
0.00395,15.118,30.9067,89.4529
0.003951,15.1357,30.9194,89.1532
0.003952,15.154,30.9319,88.8535
0.003953,15.1728,30.9443,88.5539
0.003954,15.192,30.9566,88.2543
0.003955,15.2118,30.9686,87.9549
0.003956,15.232,30.9805,87.6556
0.003957,15.2528,30.9923,87.3563
0.003958,15.274,31.0039,87.0573
0.003959,15.2957,31.0154,86.7583
0.00396,15.3179,31.0267,86.4595
0.003961,15.3406,31.0378,86.1609
0.003962,15.3637,31.0488,85.8625
0.003963,15.3874,31.0597,85.5643
0.003964,15.4115,31.0703,85.2663
0.003965,15.4362,31.0809,84.9685
0.003966,15.4613,31.0912,84.6709
0.003967,15.4869,31.1015,84.3736
0.003968,15.5129,31.1115,84.0765
0.003969,15.5395,31.1215,83.7798
0.00397,15.5665,31.1312,83.4833
0.003971,15.5941,31.1409,83.1871
0.003972,15.6221,31.1503,82.8912
0.003973,15.6505,31.1596,82.5956
0.003974,15.6795,31.1688,82.3004
0.003975,15.7089,31.1778,82.0055
0.003976,15.7388,31.1867,81.711
0.003977,15.7692,31.1954,81.4169
0.003978,15.8,31.204,81.1231
0.003979,15.8314,31.2124,80.8298
0.00398,15.8632,31.2207,80.5368
0.003981,15.8954,31.2288,80.2443
0.003982,15.9282,31.2367,79.9522
0.003983,15.9614,31.2446,79.6606
0.003984,15.995,31.2522,79.3694
0.003985,16.0292,31.2598,79.0787
0.003986,16.0638,31.2672,78.7885
0.003987,16.0988,31.2744,78.4988
0.003988,16.1343,31.2815,78.2096
0.003989,16.1703,31.2884,77.9209
0.00399,16.2068,31.2952,77.6328
0.003991,16.2437,31.3019,77.3452
0.003992,16.281,31.3084,77.0581
0.003993,16.3189,31.3148,76.7717
0.003994,16.3571,31.321,76.4858
0.003995,16.3958,31.3271,76.2005
0.003996,16.435,31.333,75.9158
0.003997,16.4747,31.3388,75.6318
0.003998,16.5147,31.3445,75.3483
0.003999,16.5552,31.35,75.0655
0.004,16.5962,31.3554,74.7834
0.004001,16.6376,31.3606,74.5019
0.004002,16.6795,31.3657,74.2212
0.004003,16.7218,31.3707,73.9411
0.004004,16.7645,31.3755,73.6617
0.004005,16.8077,31.3802,73.383
0.004006,16.8513,31.3847,73.105
0.004007,16.8954,31.3891,72.8278
0.004008,16.9399,31.3934,72.5514
0.004009,16.9848,31.3975,72.2757
0.00401,17.0301,31.4015,72.0007
0.004011,17.0759,31.4054,71.7266
0.004012,17.1221,31.4091,71.4532
0.004013,17.1687,31.4127,71.1807
0.004014,17.2158,31.4161,70.9089
0.004015,17.2633,31.4194,70.638
0.004016,17.3112,31.4226,70.368
0.004017,17.3595,31.4257,70.0988
0.004018,17.4082,31.4286,69.8304
0.004019,17.4574,31.4314,69.5629
0.00402,17.507,31.4341,69.2964
0.004021,17.5569,31.4366,69.0307
0.004022,17.6073,31.439,68.7659
0.004023,17.6581,31.4413,68.502
0.004024,17.7093,31.4435,68.2391
0.004025,17.7609,31.4455,67.9771
0.004026,17.8129,31.4474,67.716
0.004027,17.8654,31.4491,67.4559
0.004028,17.9182,31.4508,67.1968
0.004029,17.9714,31.4523,66.9387
0.00403,18.025,31.4537,66.6815
0.004031,18.079,31.455,66.4254
0.004032,18.1334,31.4561,66.1702
0.004033,18.1881,31.4571,65.9161
0.004034,18.2433,31.458,65.6631
0.004035,18.2988,31.4588,65.411
0.004036,18.3548,31.4595,65.1601
0.004037,18.4111,31.46,64.9102
0.004038,18.4678,31.4604,64.6613
0.004039,18.5249,31.4607,64.4136
0.00404,18.5823,31.4609,64.1669
0.004041,18.6401,31.461,63.9214
0.004042,18.6983,31.4609,63.677
0.004043,18.7568,31.4607,63.4337
0.004044,18.8158,31.4605,63.1915
0.004045,18.8751,31.4601,62.9505
0.004046,18.9347,31.4595,62.7106
0.004047,18.9947,31.4589,62.4719
0.004048,19.0551,31.4582,62.2344
0.004049,19.1158,31.4573,61.9981
0.00405,19.1768,31.4564,61.7629
0.004051,19.2383,31.4553,61.529
0.004052,19.3,31.4541,61.2962
0.004053,19.3622,31.4528,61.0647
0.004054,19.4246,31.4514,60.8345
0.004055,19.4874,31.4499,60.6054
0.004056,19.5505,31.4483,60.3776
0.004057,19.614,31.4465,60.1511
0.004058,19.6778,31.4447,59.9258
0.004059,19.742,31.4428,59.7019
0.00406,19.8064,31.4407,59.4792
0.004061,19.8712,31.4386,59.2578
0.004062,19.9364,31.4364,59.0377
0.004063,20.0018,31.434,58.8189
0.004064,20.0676,31.4316,58.6014
0.004065,20.1336,31.429,58.3853
0.004066,20.2,31.4264,58.1704
0.004067,20.2667,31.4236,57.957
0.004068,20.3338,31.4208,57.7449
0.004069,20.4011,31.4178,57.5342
0.00407,20.4687,31.4148,57.3248
0.004071,20.5256,31.3841,57.735
0.004072,20.5819,31.3534,58.1464
0.004073,20.6375,31.3227,58.5586
0.004074,20.6925,31.2921,58.9719
0.004075,20.7467,31.2614,59.3863
0.004076,20.8002,31.2308,59.8017
0.004077,20.853,31.2002,60.2183
0.004078,20.905,31.1696,60.6358
0.004079,20.9563,31.139,61.0545
0.00408,21.0069,31.1085,61.4741
0.004081,21.0567,31.0779,61.8947
0.004082,21.1058,31.0474,62.3164
0.004083,21.1542,31.0169,62.739
0.004084,21.2018,30.9864,63.1625
0.004085,21.2487,30.9559,63.587
0.004086,21.2949,30.9254,64.0125
0.004087,21.3403,30.895,64.4388
0.004088,21.3849,30.8645,64.8661
0.004089,21.4289,30.8341,65.2942
0.00409,21.4721,30.8037,65.7232
0.004091,21.5145,30.7733,66.1531
0.004092,21.5562,30.7429,66.5838
0.004093,21.5971,30.7126,67.0153
0.004094,21.6373,30.6822,67.4477
0.004095,21.6768,30.6519,67.8808
0.004096,21.7155,30.6216,68.3147
0.004097,21.7535,30.5913,68.7494
0.004098,21.7907,30.561,69.1848
0.004099,21.8271,30.5307,69.621
0.0041,21.8628,30.5004,70.0579
0.004101,21.8978,30.4702,70.4955
0.004102,21.932,30.44,70.9338
0.004103,21.9654,30.4098,71.3728
0.004104,21.9981,30.3796,71.8124
0.004105,22.0301,30.3494,72.2527
0.004106,22.0612,30.3192,72.6936
0.004107,22.0917,30.2891,73.1352
0.004108,22.1213,30.2589,73.5773
0.004109,22.1502,30.2288,74.02
0.00411,22.1784,30.1987,74.4633
0.004111,22.2058,30.1686,74.9071
0.004112,22.2324,30.1385,75.3515
0.004113,22.2583,30.1085,75.7964
0.004114,22.2834,30.0784,76.2418
0.004115,22.3078,30.0484,76.6878
0.004116,22.3314,30.0184,77.1341
0.004117,22.3542,29.9884,77.581
0.004118,22.3763,29.9584,78.0283
0.004119,22.3976,29.9284,78.476
0.00412,22.4182,29.8984,78.9242
0.004121,22.438,29.8685,79.3728
0.004122,22.457,29.8386,79.8217
0.004123,22.4753,29.8087,80.271
0.004124,22.4928,29.7788,80.7207
0.004125,22.5096,29.7489,81.1707
0.004126,22.5256,29.719,81.6211
0.004127,22.5408,29.6892,82.0718
0.004128,22.5553,29.6593,82.5227
0.004129,22.569,29.6295,82.974
0.00413,22.582,29.5997,83.4255
0.004131,22.6043,29.6109,83.3002
0.004132,22.6268,29.6221,83.1751
0.004133,22.6495,29.6332,83.0502
0.004134,22.6724,29.6443,82.9255
0.004135,22.6955,29.6553,82.801
0.004136,22.7187,29.6662,82.6767
0.004137,22.7422,29.677,82.5527
0.004138,22.7659,29.6878,82.4288
0.004139,22.7897,29.6985,82.3053
0.00414,22.8138,29.7092,82.1819
0.004141,22.838,29.7198,82.0589
0.004142,22.8624,29.7303,81.936
0.004143,22.8871,29.7407,81.8135
0.004144,22.9119,29.7511,81.6911
0.004145,22.9369,29.7615,81.5691
0.004146,22.9621,29.7717,81.4473
0.004147,22.9875,29.7819,81.3259
0.004148,23.0131,29.7921,81.2047
0.004149,23.0388,29.8021,81.0837
0.00415,23.0648,29.8121,80.9631
0.004151,23.0909,29.8221,80.8428
0.004152,23.1172,29.8319,80.7228
0.004153,23.1438,29.8418,80.6031
0.004154,23.1705,29.8515,80.4837
0.004155,23.1973,29.8612,80.3646
0.004156,23.2244,29.8708,80.2459
0.004157,23.2517,29.8804,80.1275
0.004158,23.2791,29.8899,80.0094
0.004159,23.3067,29.8993,79.8917
0.00416,23.3345,29.9087,79.7743
0.004161,23.3625,29.918,79.6572
0.004162,23.3906,29.9273,79.5406
0.004163,23.419,29.9365,79.4242
0.004164,23.4475,29.9456,79.3083
0.004165,23.4762,29.9547,79.1927
0.004166,23.505,29.9637,79.0774
0.004167,23.5341,29.9726,78.9626
0.004168,23.5633,29.9815,78.8481
0.004169,23.5927,29.9904,78.7341
0.00417,23.6222,29.9991,78.6204
0.004171,23.652,30.0079,78.5071
0.004172,23.6819,30.0165,78.3942
0.004173,23.712,30.0251,78.2818
0.004174,23.7422,30.0336,78.1697
0.004175,23.7726,30.0421,78.0581
0.004176,23.8032,30.0505,77.9469
0.004177,23.834,30.0589,77.8361
0.004178,23.8649,30.0672,77.7257
0.004179,23.896,30.0755,77.6158
0.00418,23.9272,30.0837,77.5063
0.004181,23.9586,30.0918,77.3972
0.004182,23.9902,30.0999,77.2886
0.004183,24.022,30.1079,77.1805
0.004184,24.0539,30.1159,77.0728
0.004185,24.0859,30.1238,76.9656
0.004186,24.1182,30.1316,76.8588
0.004187,24.1505,30.1394,76.7525
0.004188,24.1831,30.1472,76.6467
0.004189,24.2158,30.1549,76.5414
0.00419,24.2486,30.1625,76.4365
0.004191,24.2817,30.1701,76.3321
0.004192,24.3148,30.1776,76.2283
0.004193,24.3481,30.1851,76.1249
0.004194,24.3816,30.1926,76.022
0.004195,24.4152,30.1999,75.9196
0.004196,24.449,30.2073,75.8178
0.004197,24.4829,30.2145,75.7164
0.004198,24.517,30.2217,75.6156
0.004199,24.5512,30.2289,75.5152
0.0042,24.5856,30.236,75.4155
0.004201,24.6201,30.2431,75.3162
0.004202,24.6547,30.2501,75.2175
0.004203,24.6895,30.2571,75.1193
0.004204,24.7245,30.264,75.0216
0.004205,24.7596,30.2709,74.9245
0.004206,24.7948,30.2777,74.828
0.004207,24.8302,30.2844,74.732
0.004208,24.8657,30.2912,74.6365
0.004209,24.9013,30.2978,74.5416
0.00421,24.9371,30.3045,74.4473
0.004211,24.973,30.311,74.3535
0.004212,25.009,30.3176,74.2604
0.004213,25.0452,30.3241,74.1677
0.004214,25.0815,30.3305,74.0757
0.004215,25.118,30.3369,73.9843
0.004216,25.1545,30.3432,73.8934
0.004217,25.1912,30.3495,73.8031
0.004218,25.228,30.3558,73.7135
0.004219,25.265,30.362,73.6244
0.00422,25.3021,30.3682,73.5359
0.004221,25.3393,30.3743,73.448
0.004222,25.3766,30.3804,73.3608
0.004223,25.4141,30.3864,73.2741
0.004224,25.4516,30.3924,73.1881
0.004225,25.4893,30.3983,73.1026
0.004226,25.5271,30.4042,73.0178
0.004227,25.5651,30.4101,72.9337
0.004228,25.6031,30.4159,72.8501
0.004229,25.6413,30.4217,72.7672
0.00423,25.6795,30.4274,72.6849
0.004231,25.7179,30.4331,72.6033
0.004232,25.7564,30.4388,72.5222
0.004233,25.795,30.4444,72.4419
0.004234,25.8338,30.45,72.3622
0.004235,25.8726,30.4555,72.2831
0.004236,25.9115,30.461,72.2047
0.004237,25.9506,30.4665,72.1269
0.004238,25.9897,30.4719,72.0498
0.004239,26.029,30.4773,71.9734
0.00424,26.0683,30.4827,71.8976
0.004241,26.1078,30.488,71.8225
0.004242,26.1473,30.4932,71.7481
0.004243,26.187,30.4985,71.6743
0.004244,26.2267,30.5037,71.6012
0.004245,26.2666,30.5088,71.5288
0.004246,26.3065,30.514,71.4571
0.004247,26.3466,30.5191,71.3861
0.004248,26.3867,30.5241,71.3157
0.004249,26.4269,30.5292,71.2461
0.00425,26.4672,30.5342,71.1771
0.004251,26.5077,30.5391,71.1088
0.004252,26.5481,30.5441,71.0413
0.004253,26.5887,30.549,70.9744
0.004254,26.6294,30.5538,70.9082
0.004255,26.6701,30.5586,70.8428
0.004256,26.711,30.5634,70.778
0.004257,26.7519,30.5682,70.7139
0.004258,26.7929,30.573,70.6506
0.004259,26.8339,30.5777,70.588
0.00426,26.8751,30.5823,70.5261
0.004261,26.9163,30.587,70.4649
0.004262,26.9576,30.5916,70.4044
0.004263,26.999,30.5962,70.3447
0.004264,27.0405,30.6008,70.2857
0.004265,27.082,30.6053,70.2274
0.004266,27.1236,30.6098,70.1699
0.004267,27.1652,30.6143,70.113
0.004268,27.207,30.6187,70.0569
0.004269,27.2488,30.6232,70.0016
0.00427,27.2906,30.6276,69.947
0.004271,27.3218,30.5973,70.4933
0.004272,27.3521,30.567,71.0402
0.004273,27.3817,30.5367,71.5875
0.004274,27.4103,30.5064,72.1354
0.004275,27.438,30.4762,72.6839
0.004276,27.4648,30.446,73.2329
0.004277,27.4906,30.4158,73.7825
0.004278,27.5155,30.3856,74.3325
0.004279,27.5395,30.3554,74.8831
0.00428,27.5625,30.3252,75.4341
0.004281,27.5846,30.295,75.9856
0.004282,27.6058,30.2649,76.5375
0.004283,27.626,30.2348,77.0898
0.004284,27.6453,30.2047,77.6425
0.004285,27.6637,30.1746,78.1956
0.004286,27.6811,30.1445,78.749
0.004287,27.6976,30.1144,79.3028
0.004288,27.7132,30.0844,79.8569
0.004289,27.7278,30.0543,80.4114
0.00429,27.7415,30.0243,80.966
0.004291,27.7543,29.9943,81.521
0.004292,27.7661,29.9643,82.0762
