Time,I(L1),Vout
0.001967,-3.19898,26.7518
0.001968,-3.24143,26.7968
0.001969,-3.28379,26.8435
0.00197,-3.32605,26.8919
0.001971,-3.36822,26.9421
0.001972,-3.41028,26.994
0.001973,-3.45224,27.0476
0.001974,-3.49409,27.103
0.001975,-3.39809,27.0006
0.001976,-3.30209,26.8986
0.001977,-3.20609,26.7969
0.001978,-3.11009,26.6956
0.001979,-3.01409,26.5947
0.00198,-2.91809,26.4941
0.001981,-2.96105,26.5278
0.001982,-3.00394,26.5632
0.001983,-3.04678,26.6001
0.001984,-3.08954,26.6387
0.001985,-3.13222,26.6791
0.001986,-3.17482,26.7213
0.001987,-3.21733,26.7653
0.001988,-3.25976,26.811
0.001989,-3.30209,26.8585
0.00199,-3.34432,26.9077
0.001991,-3.38646,26.9587
0.001992,-3.42848,27.0114
0.001993,-3.47041,27.0657
0.001994,-3.51222,27.1218
0.001995,-3.41622,27.0194
0.001996,-3.32022,26.9173
0.001997,-3.22422,26.8155
0.001998,-3.12822,26.7142
0.001999,-3.03222,26.6132
0.002,-2.93622,26.5125
0.002001,-2.97914,26.547
0.002002,-3.02199,26.5832
0.002003,-3.06479,26.6207
0.002004,-3.10751,26.6601
0.002005,-3.15015,26.7013
0.002006,-3.1927,26.7442
0.002007,-3.23517,26.7889
0.002008,-3.27754,26.8354
0.002009,-3.31983,26.8836
0.00201,-3.36201,26.9335
0.002011,-3.40409,26.9851
0.002012,-3.44607,27.0385
0.002013,-3.48793,27.0936
0.002014,-3.52969,27.1503
0.002015,-3.43369,27.0478
0.002016,-3.33769,26.9456
0.002017,-3.24169,26.8438
0.002018,-3.14569,26.7423
0.002019,-3.04969,26.6412
0.00202,-2.95369,26.5404
0.002021,-2.99656,26.5755
0.002022,-3.03935,26.6124
0.002023,-3.08209,26.6507
0.002024,-3.12474,26.6907
0.002025,-3.16732,26.7325
0.002026,-3.20981,26.7761
0.002027,-3.25221,26.8215
0.002028,-3.29452,26.8686
0.002029,-3.33674,26.9174
0.00203,-3.37885,26.968
0.002031,-3.42086,27.0203
0.002032,-3.46277,27.0743
0.002033,-3.50456,27.13
0.002034,-3.54625,27.1873
0.002035,-3.45025,27.0846
0.002036,-3.35425,26.9823
0.002037,-3.25825,26.8803
0.002038,-3.16225,26.7787
0.002039,-3.06625,26.6775
0.00204,-2.97025,26.5766
0.002041,-3.01304,26.6123
0.002042,-3.05576,26.6498
0.002043,-3.09842,26.6887
0.002044,-3.141,26.7293
0.002045,-3.1835,26.7717
0.002046,-3.22591,26.8159
0.002047,-3.26824,26.8618
0.002048,-3.31046,26.9095
0.002049,-3.3526,26.9589
0.00205,-3.39463,27.01
0.002051,-3.43655,27.0629
0.002052,-3.47837,27.1174
0.002053,-3.52008,27.1736
0.002054,-3.56168,27.2316
0.002055,-3.46568,27.1287
0.002056,-3.36968,27.0262
0.002057,-3.27368,26.924
0.002058,-3.17768,26.8223
0.002059,-3.08168,26.7209
0.00206,-2.98568,26.6198
0.002061,-3.02838,26.6561
0.002062,-3.07101,26.6941
0.002063,-3.11359,26.7335
0.002064,-3.15608,26.7746
0.002065,-3.19848,26.8175
0.002066,-3.24081,26.8622
0.002067,-3.28303,26.9086
0.002068,-3.32517,26.9568
0.002069,-3.3672,27.0067
0.00207,-3.40914,27.0583
0.002071,-3.45097,27.1116
0.002072,-3.49269,27.1666
0.002073,-3.5343,27.2233
0.002074,-3.5758,27.2817
0.002075,-3.4798,27.1787
0.002076,-3.3838,27.076
0.002077,-3.2878,26.9736
0.002078,-3.1918,26.8717
0.002079,-3.0958,26.7701
0.00208,-2.99979,26.6689
0.002081,-3.0424,26.7055
0.002082,-3.08493,26.744
0.002083,-3.12741,26.7838
0.002084,-3.1698,26.8254
0.002085,-3.2121,26.8688
0.002086,-3.25432,26.9139
0.002087,-3.29644,26.9607
0.002088,-3.33847,27.0093
0.002089,-3.38041,27.0596
0.00209,-3.42223,27.1116
0.002091,-3.46396,27.1653
0.002092,-3.50557,27.2207
0.002093,-3.54707,27.2778
0.002094,-3.58846,27.3365
0.002095,-3.49246,27.2332
0.002096,-3.39646,27.1304
0.002097,-3.30046,27.0278
0.002098,-3.20446,26.9256
0.002099,-3.10846,26.8238
0.0021,-3.01246,26.7224
0.002101,-3.05496,26.7595
0.002102,-3.09738,26.7983
0.002103,-3.13974,26.8385
0.002104,-3.18202,26.8804
0.002105,-3.22422,26.9241
0.002106,-3.26633,26.9695
0.002107,-3.30834,27.0167
0.002108,-3.35026,27.0656
0.002109,-3.39207,27.1162
0.00211,-3.43379,27.1686
0.002111,-3.4754,27.2226
0.002112,-3.5169,27.2783
0.002113,-3.55828,27.3356
0.002114,-3.59955,27.3947
0.002115,-3.50355,27.2912
0.002116,-3.40755,27.1881
0.002117,-3.31155,27.0853
0.002118,-3.21555,26.9829
0.002119,-3.11955,26.8809
0.00212,-3.02355,26.7793
0.002121,-3.06594,26.8166
0.002122,-3.10825,26.8557
0.002123,-3.15049,26.8962
0.002124,-3.19266,26.9384
0.002125,-3.23474,26.9823
0.002126,-3.27673,27.028
0.002127,-3.31862,27.0754
0.002128,-3.36042,27.1246
0.002129,-3.40212,27.1754
0.00213,-3.44372,27.228
0.002131,-3.48521,27.2822
0.002132,-3.52659,27.3381
0.002133,-3.56786,27.3957
0.002134,-3.609,27.4549
0.002135,-3.513,27.3512
0.002136,-3.417,27.2479
0.002137,-3.321,27.1449
0.002138,-3.225,27.0423
0.002139,-3.129,26.94
0.00214,-3.033,26.8382
0.002141,-3.07527,26.8757
0.002142,-3.11746,26.915
0.002143,-3.15959,26.9557
0.002144,-3.20164,26.9981
0.002145,-3.2436,27.0422
0.002146,-3.28547,27.0881
0.002147,-3.32724,27.1357
0.002148,-3.36892,27.185
0.002149,-3.4105,27.236
0.00215,-3.45197,27.2887
0.002151,-3.49334,27.343
0.002152,-3.5346,27.3991
0.002153,-3.57574,27.4568
0.002154,-3.61677,27.5162
0.002155,-3.52077,27.4122
0.002156,-3.42477,27.3087
0.002157,-3.32877,27.2054
0.002158,-3.23277,27.1026
0.002159,-3.13677,27.0001
0.00216,-3.04077,26.898
0.002161,-3.08292,26.9357
0.002162,-3.12499,26.9751
0.002163,-3.167,27.0159
0.002164,-3.20892,27.0584
0.002165,-3.25076,27.1026
0.002166,-3.29251,27.1486
0.002167,-3.33416,27.1962
0.002168,-3.37572,27.2456
0.002169,-3.41718,27.2967
0.00217,-3.45853,27.3495
0.002171,-3.49978,27.4039
0.002172,-3.54092,27.46
0.002173,-3.58194,27.5178
0.002174,-3.62284,27.5772
0.002175,-3.52684,27.473
0.002176,-3.43084,27.3693
0.002177,-3.33484,27.2658
0.002178,-3.23884,27.1627
0.002179,-3.14284,27.06
0.00218,-3.04684,26.9577
0.002181,-3.08887,26.9954
0.002182,-3.13082,27.0349
0.002183,-3.17271,27.0756
0.002184,-3.21452,27.1182
0.002185,-3.25624,27.1624
0.002186,-3.29786,27.2084
0.002187,-3.3394,27.2561
0.002188,-3.38084,27.3055
0.002189,-3.42218,27.3566
0.00219,-3.46341,27.4094
0.002191,-3.50454,27.4638
0.002192,-3.54555,27.5199
0.002193,-3.58646,27.5776
0.002194,-3.62724,27.637
0.002195,-3.53124,27.5326
0.002196,-3.43524,27.4286
0.002197,-3.33924,27.3249
0.002198,-3.24324,27.2216
0.002199,-3.14724,27.1187
0.0022,-3.05124,27.0162
0.002201,-3.09315,27.0538
0.002202,-3.13498,27.0933
0.002203,-3.17676,27.134
0.002204,-3.21845,27.1765
0.002205,-3.26005,27.2207
0.002206,-3.30156,27.2667
0.002207,-3.34298,27.3143
0.002208,-3.3843,27.3636
0.002209,-3.42552,27.4147
0.00221,-3.46664,27.4673
0.002211,-3.50765,27.5217
0.002212,-3.54855,27.5777
0.002213,-3.58934,27.6354
0.002214,-3.63001,27.6947
0.002215,-3.53401,27.5901
0.002216,-3.43801,27.4858
0.002217,-3.34201,27.3819
0.002218,-3.24601,27.2784
0.002219,-3.15001,27.1753
0.00222,-3.05401,27.0725
0.002221,-3.09581,27.1101
0.002222,-3.13753,27.1495
0.002223,-3.17919,27.1901
0.002224,-3.22077,27.2325
0.002225,-3.26226,27.2766
0.002226,-3.30366,27.3224
0.002227,-3.34496,27.3699
0.002228,-3.38618,27.4191
0.002229,-3.42729,27.47
0.00223,-3.46829,27.5226
0.002231,-3.50919,27.5768
0.002232,-3.54998,27.6327
0.002233,-3.59066,27.6902
0.002234,-3.63122,27.7493
0.002235,-3.53522,27.6445
0.002236,-3.43922,27.5401
0.002237,-3.34322,27.436
0.002238,-3.24722,27.3323
0.002239,-3.15122,27.2289
0.00224,-3.05522,27.126
0.002241,-3.09691,27.1634
0.002242,-3.13853,27.2026
0.002243,-3.18008,27.2431
0.002244,-3.22155,27.2853
0.002245,-3.26294,27.3293
0.002246,-3.30423,27.3749
0.002247,-3.34544,27.4222
0.002248,-3.38654,27.4713
0.002249,-3.42755,27.522
0.00225,-3.46845,27.5744
0.002251,-3.50925,27.6284
0.002252,-3.54994,27.6841
0.002253,-3.59051,27.7414
0.002254,-3.63097,27.8003
0.002255,-3.53497,27.6953
0.002256,-3.43897,27.5907
0.002257,-3.34297,27.4864
0.002258,-3.24697,27.3825
0.002259,-3.15097,27.279
0.00226,-3.05497,27.1758
0.002261,-3.09656,27.2131
0.002262,-3.13808,27.252
0.002263,-3.17953,27.2923
0.002264,-3.22091,27.3343
0.002265,-3.26219,27.378
0.002266,-3.30339,27.4235
0.002267,-3.3445,27.4706
0.002268,-3.38551,27.5194
0.002269,-3.42642,27.5699
0.00227,-3.46723,27.622
0.002271,-3.50793,27.6758
0.002272,-3.54852,27.7313
0.002273,-3.589,27.7883
0.002274,-3.62936,27.847
0.002275,-3.53336,27.7418
0.002276,-3.43736,27.637
0.002277,-3.34136,27.5325
0.002278,-3.24536,27.4285
0.002279,-3.14936,27.3248
0.00228,-3.05336,27.2215
0.002281,-3.09487,27.2584
0.002282,-3.13629,27.2972
0.002283,-3.17766,27.3372
0.002284,-3.21894,27.3789
0.002285,-3.26014,27.4224
0.002286,-3.30125,27.4676
0.002287,-3.34227,27.5144
0.002288,-3.38319,27.563
0.002289,-3.42401,27.6132
0.00229,-3.46473,27.665
0.002291,-3.50535,27.7186
0.002292,-3.54586,27.7737
0.002293,-3.58625,27.8305
0.002294,-3.62653,27.8889
0.002295,-3.53053,27.7836
0.002296,-3.43453,27.6786
0.002297,-3.33853,27.574
0.002298,-3.24253,27.4697
0.002299,-3.14653,27.3659
0.0023,-3.05053,27.2624
0.002301,-3.09195,27.2991
0.002302,-3.1333,27.3375
0.002303,-3.17458,27.3773
0.002304,-3.21579,27.4187
0.002305,-3.25691,27.4619
0.002306,-3.29794,27.5068
0.002307,-3.33888,27.5533
0.002308,-3.37972,27.6016
0.002309,-3.42047,27.6515
0.00231,-3.46111,27.703
0.002311,-3.50165,27.7562
0.002312,-3.54209,27.8111
0.002313,-3.58241,27.8675
0.002314,-3.62262,27.9256
0.002315,-3.52662,27.8201
0.002316,-3.43062,27.7151
0.002317,-3.33461,27.6103
0.002318,-3.23861,27.5059
0.002319,-3.14261,27.4019
0.00232,-3.04661,27.2983
0.002321,-3.08796,27.3347
0.002322,-3.12924,27.3728
0.002323,-3.17045,27.4122
0.002324,-3.21159,27.4534
0.002325,-3.25264,27.4962
0.002326,-3.2936,27.5407
0.002327,-3.33447,27.587
0.002328,-3.37525,27.6349
0.002329,-3.41593,27.6845
0.00233,-3.45651,27.7357
0.002331,-3.49699,27.7886
0.002332,-3.53735,27.8431
0.002333,-3.57761,27.8992
0.002334,-3.61775,27.9569
0.002335,-3.52175,27.8513
0.002336,-3.42575,27.7461
0.002337,-3.32975,27.6412
0.002338,-3.23375,27.5367
0.002339,-3.13775,27.4326
0.00234,-3.04175,27.3289
0.002341,-3.08304,27.365
0.002342,-3.12426,27.4027
0.002343,-3.16541,27.4418
0.002344,-3.20649,27.4826
0.002345,-3.24748,27.5251
0.002346,-3.28838,27.5693
0.002347,-3.3292,27.6152
0.002348,-3.36992,27.6628
0.002349,-3.41055,27.712
0.00235,-3.45107,27.7629
0.002351,-3.49149,27.8154
0.002352,-3.53181,27.8695
0.002353,-3.57201,27.9253
0.002354,-3.6121,27.9827
0.002355,-3.5161,27.877
0.002356,-3.4201,27.7717
0.002357,-3.3241,27.6667
0.002358,-3.2281,27.5621
0.002359,-3.1321,27.4579
0.00236,-3.0361,27.3541
0.002361,-3.07734,27.3898
0.002362,-3.11851,27.4272
0.002363,-3.15961,27.4659
0.002364,-3.20064,27.5064
0.002365,-3.24159,27.5485
0.002366,-3.28244,27.5924
0.002367,-3.32321,27.6379
0.002368,-3.36389,27.6851
0.002369,-3.40447,27.734
0.00237,-3.44495,27.7845
0.002371,-3.48533,27.8366
0.002372,-3.5256,27.8904
0.002373,-3.56577,27.9459
0.002374,-3.60582,28.0029
0.002375,-3.50982,27.8971
0.002376,-3.41382,27.7917
0.002377,-3.31782,27.6867
0.002378,-3.22182,27.582
0.002379,-3.12582,27.4777
0.00238,-3.02982,27.3738
0.002381,-3.07102,27.4092
0.002382,-3.11214,27.4462
0.002383,-3.15321,27.4846
0.002384,-3.1942,27.5247
0.002385,-3.23511,27.5664
0.002386,-3.27594,27.6099
0.002387,-3.31667,27.6551
0.002388,-3.35731,27.7019
0.002389,-3.39786,27.7504
0.00239,-3.43831,27.8006
0.002391,-3.47866,27.8524
0.002392,-3.5189,27.9058
0.002393,-3.55903,27.9609
0.002394,-3.59905,28.0175
0.002395,-3.50305,27.9117
0.002396,-3.40705,27.8063
0.002397,-3.31105,27.7012
0.002398,-3.21505,27.5964
0.002399,-3.11905,27.4921
0.0024,-3.02305,27.3882
0.002401,-3.06422,27.4231
0.002402,-3.10532,27.4598
0.002403,-3.14636,27.4978
0.002404,-3.18733,27.5375
0.002405,-3.22821,27.579
0.002406,-3.26901,27.6221
0.002407,-3.30972,27.6669
0.002408,-3.35034,27.7134
0.002409,-3.39087,27.7615
0.00241,-3.43129,27.8113
0.002411,-3.47162,27.8627
0.002412,-3.51184,27.9158
0.002413,-3.55195,27.9705
0.002414,-3.59196,28.0268
0.002415,-3.49596,27.921
0.002416,-3.39996,27.8155
0.002417,-3.30396,27.7103
0.002418,-3.20796,27.6056
0.002419,-3.11196,27.5012
0.00242,-3.01596,27.3972
0.002421,-3.05711,27.4318
0.002422,-3.09819,27.4682
0.002423,-3.13922,27.5058
0.002424,-3.18017,27.5452
0.002425,-3.22103,27.5863
0.002426,-3.26182,27.629
0.002427,-3.30252,27.6735
0.002428,-3.34312,27.7196
0.002429,-3.38364,27.7674
0.00243,-3.42405,27.8168
0.002431,-3.46437,27.8679
0.002432,-3.50458,27.9207
0.002433,-3.54468,27.975
0.002434,-3.58468,28.031
0.002435,-3.48868,27.9251
0.002436,-3.39268,27.8196
0.002437,-3.29668,27.7144
0.002438,-3.20068,27.6097
0.002439,-3.10468,27.5053
0.00244,-3.00868,27.4013
0.002441,-3.04982,27.4355
0.002442,-3.0909,27.4716
0.002443,-3.13192,27.5089
0.002444,-3.17286,27.5479
0.002445,-3.21372,27.5886
0.002446,-3.2545,27.631
0.002447,-3.2952,27.6751
0.002448,-3.3358,27.7209
0.002449,-3.37631,27.7684
0.00245,-3.41673,27.8175
0.002451,-3.45704,27.8682
0.002452,-3.49725,27.9206
0.002453,-3.53735,27.9746
0.002454,-3.57735,28.0303
0.002455,-3.48135,27.9244
0.002456,-3.38535,27.8189
0.002457,-3.28935,27.7137
0.002458,-3.19335,27.609
0.002459,-3.09735,27.5046
0.00246,-3.00135,27.4006
0.002461,-3.0425,27.4345
0.002462,-3.08357,27.4702
0.002463,-3.1246,27.5072
0.002464,-3.16554,27.5459
0.002465,-3.20641,27.5863
0.002466,-3.2472,27.6284
0.002467,-3.2879,27.6722
0.002468,-3.32851,27.7176
0.002469,-3.36902,27.7648
0.00247,-3.40944,27.8136
0.002471,-3.44977,27.864
0.002472,-3.48999,27.9161
0.002473,-3.5301,27.9698
0.002474,-3.57011,28.0251
0.002475,-3.47411,27.9193
0.002476,-3.37811,27.8138
0.002477,-3.28211,27.7086
0.002478,-3.18611,27.6039
0.002479,-3.09011,27.4995
0.00248,-2.9941,27.3956
0.002481,-3.03526,27.4292
0.002482,-3.07635,27.4646
0.002483,-3.11739,27.5012
0.002484,-3.15835,27.5396
0.002485,-3.19923,27.5797
0.002486,-3.24002,27.6215
0.002487,-3.28074,27.665
0.002488,-3.32136,27.7102
0.002489,-3.3619,27.757
0.00249,-3.40233,27.8055
0.002491,-3.44267,27.8557
0.002492,-3.48291,27.9074
0.002493,-3.52304,27.9609
0.002494,-3.56306,28.0159
0.002495,-3.46706,27.9101
0.002496,-3.37106,27.8046
0.002497,-3.27506,27.6995
0.002498,-3.17906,27.5948
0.002499,-3.08306,27.4905
0.0025,-2.98706,27.3865
0.002501,-3.02824,27.4199
0.002502,-3.06935,27.455
0.002503,-3.1104,27.4914
0.002504,-3.15138,27.5295
0.002505,-3.19228,27.5693
0.002506,-3.2331,27.6108
0.002507,-3.27384,27.654
0.002508,-3.31448,27.6989
0.002509,-3.35504,27.7455
0.00251,-3.3955,27.7937
0.002511,-3.43586,27.8436
0.002512,-3.47612,27.8951
0.002513,-3.51628,27.9483
0.002514,-3.55633,28.0031
0.002515,-3.46033,27.8973
0.002516,-3.36433,27.7919
0.002517,-3.26833,27.6869
0.002518,-3.17233,27.5822
0.002519,-3.07633,27.4779
0.00252,-2.98033,27.374
0.002521,-3.02153,27.4071
0.002522,-3.06266,27.4419
0.002523,-3.10374,27.4781
0.002524,-3.14475,27.5159
0.002525,-3.18568,27.5555
0.002526,-3.22652,27.5968
0.002527,-3.26729,27.6397
0.002528,-3.30796,27.6844
0.002529,-3.34855,27.7307
0.00253,-3.38904,27.7787
0.002531,-3.42943,27.8284
0.002532,-3.46972,27.8797
0.002533,-3.50991,27.9326
0.002534,-3.54999,27.9871
0.002535,-3.45399,27.8814
0.002536,-3.35799,27.7761
0.002537,-3.26199,27.6711
0.002538,-3.16599,27.5665
0.002539,-3.06999,27.4623
0.00254,-2.97399,27.3584
0.002541,-3.01522,27.3913
0.002542,-3.05639,27.4259
0.002543,-3.0975,27.4618
0.002544,-3.13854,27.4994
0.002545,-3.1795,27.5388
0.002546,-3.22038,27.5799
0.002547,-3.26118,27.6226
0.002548,-3.30189,27.6671
0.002549,-3.34251,27.7132
0.00255,-3.38304,27.761
0.002551,-3.42346,27.8104
0.002552,-3.46379,27.8615
0.002553,-3.50402,27.9142
0.002554,-3.54413,27.9686
0.002555,-3.44813,27.8629
0.002556,-3.35213,27.7577
0.002557,-3.25613,27.6527
0.002558,-3.16013,27.5482
0.002559,-3.06413,27.444
0.00256,-2.96813,27.3403
0.002561,-3.0094,27.373
0.002562,-3.05061,27.4074
0.002563,-3.09175,27.4431
0.002564,-3.13283,27.4805
0.002565,-3.17383,27.5197
0.002566,-3.21475,27.5606
0.002567,-3.25559,27.6032
0.002568,-3.29634,27.6474
0.002569,-3.33699,27.6934
0.00257,-3.37756,27.741
0.002571,-3.41803,27.7902
0.002572,-3.4584,27.8412
0.002573,-3.49866,27.8937
0.002574,-3.53882,27.9479
0.002575,-3.44282,27.8423
0.002576,-3.34682,27.7372
0.002577,-3.25082,27.6323
0.002578,-3.15482,27.5278
0.002579,-3.05882,27.4238
0.00258,-2.96282,27.3201
0.002581,-3.00413,27.3526
0.002582,-3.04537,27.3868
0.002583,-3.08656,27.4224
0.002584,-3.12768,27.4597
0.002585,-3.16872,27.4987
0.002586,-3.20969,27.5394
0.002587,-3.25056,27.5819
0.002588,-3.29136,27.626
0.002589,-3.33206,27.6718
0.00259,-3.37267,27.7193
0.002591,-3.41318,27.7684
0.002592,-3.45359,27.8192
0.002593,-3.4939,27.8716
0.002594,-3.5341,27.9256
0.002595,-3.4381,27.8202
0.002596,-3.3421,27.7151
0.002597,-3.2461,27.6103
0.002598,-3.1501,27.5059
0.002599,-3.0541,27.4019
0.0026,-2.9581,27.2983
0.002601,-2.99946,27.3307
0.002602,-3.04075,27.3648
0.002603,-3.08198,27.4003
0.002604,-3.12314,27.4374
0.002605,-3.16423,27.4763
0.002606,-3.20524,27.5169
0.002607,-3.24616,27.5592
0.002608,-3.287,27.6032
0.002609,-3.32774,27.6489
0.00261,-3.3684,27.6963
0.002611,-3.40896,27.7453
0.002612,-3.44942,27.796
0.002613,-3.48977,27.8483
0.002614,-3.53002,27.9023
0.002615,-3.43402,27.7969
0.002616,-3.33802,27.6919
0.002617,-3.24202,27.5872
0.002618,-3.14602,27.4829
0.002619,-3.05002,27.379
0.00262,-2.95402,27.2755
0.002621,-2.99542,27.3078
0.002622,-3.03675,27.3418
0.002623,-3.07803,27.3771
0.002624,-3.11924,27.4142
0.002625,-3.16038,27.453
0.002626,-3.20143,27.4935
0.002627,-3.2424,27.5358
0.002628,-3.28328,27.5797
0.002629,-3.32408,27.6253
0.00263,-3.36478,27.6726
0.002631,-3.40539,27.7215
0.002632,-3.44589,27.7721
0.002633,-3.4863,27.8244
0.002634,-3.52659,27.8783
0.002635,-3.43059,27.773
0.002636,-3.33459,27.6681
0.002637,-3.23859,27.5635
0.002638,-3.14259,27.4593
0.002639,-3.04659,27.3555
0.00264,-2.95059,27.252
0.002641,-2.99204,27.2842
0.002642,-3.03342,27.3182
0.002643,-3.07475,27.3535
0.002644,-3.116,27.3905
0.002645,-3.15719,27.4293
0.002646,-3.19829,27.4697
0.002647,-3.2393,27.5119
0.002648,-3.28024,27.5558
0.002649,-3.32108,27.6013
0.00265,-3.36183,27.6486
0.002651,-3.40248,27.6975
0.002652,-3.44304,27.7481
0.002653,-3.48349,27.8003
0.002654,-3.52383,27.8541
0.002655,-3.42783,27.7489
0.002656,-3.33183,27.6441
0.002657,-3.23583,27.5396
0.002658,-3.13983,27.4355
0.002659,-3.04383,27.3318
0.00266,-2.94783,27.2284
0.002661,-2.98933,27.2606
0.002662,-3.03076,27.2945
0.002663,-3.07213,27.3298
0.002664,-3.11344,27.3668
0.002665,-3.15466,27.4055
0.002666,-3.19581,27.4459
0.002667,-3.23688,27.4881
0.002668,-3.27786,27.5319
0.002669,-3.31875,27.5775
0.00267,-3.35954,27.6247
0.002671,-3.40025,27.6736
0.002672,-3.44085,27.7242
0.002673,-3.48135,27.7764
0.002674,-3.52174,27.8302
0.002675,-3.42574,27.7251
0.002676,-3.32974,27.6204
0.002677,-3.23374,27.516
0.002678,-3.13774,27.4119
0.002679,-3.04174,27.3083
0.00268,-2.94574,27.2051
0.002681,-2.98728,27.2372
0.002682,-3.02876,27.2712
0.002683,-3.07018,27.3064
0.002684,-3.11153,27.3434
0.002685,-3.1528,27.3821
0.002686,-3.194,27.4226
0.002687,-3.23511,27.4647
0.002688,-3.27614,27.5086
0.002689,-3.31707,27.5542
0.00269,-3.35792,27.6014
0.002691,-3.39867,27.6503
0.002692,-3.43932,27.7009
0.002693,-3.47986,27.7531
0.002694,-3.5203,27.807
0.002695,-3.4243,27.702
0.002696,-3.3283,27.5973
0.002697,-3.2323,27.493
0.002698,-3.1363,27.389
0.002699,-3.0403,27.2855
0.0027,-2.9443,27.1823
0.002701,-2.98589,27.2145
0.002702,-3.02741,27.2485
0.002703,-3.06888,27.2838
0.002704,-3.11027,27.3208
0.002705,-3.15159,27.3595
0.002706,-3.19283,27.4
0.002707,-3.23399,27.4422
0.002708,-3.27506,27.4861
0.002709,-3.31604,27.5317
0.00271,-3.35693,27.579
0.002711,-3.39772,27.628
0.002712,-3.43842,27.6786
0.002713,-3.47901,27.7308
0.002714,-3.51949,27.7848
0.002715,-3.42349,27.6798
0.002716,-3.32749,27.5753
0.002717,-3.23149,27.471
0.002718,-3.13549,27.3671
0.002719,-3.03949,27.2637
0.00272,-2.94349,27.1606
0.002721,-2.98512,27.1928
0.002722,-3.02668,27.2268
0.002723,-3.0682,27.2622
0.002724,-3.10963,27.2992
0.002725,-3.151,27.338
0.002726,-3.19228,27.3786
0.002727,-3.23348,27.4208
0.002728,-3.27459,27.4648
0.002729,-3.31562,27.5105
0.00273,-3.35655,27.5578
0.002731,-3.39739,27.6068
0.002732,-3.43812,27.6575
0.002733,-3.47875,27.7098
0.002734,-3.51928,27.7638
0.002735,-3.42328,27.659
0.002736,-3.32728,27.5545
0.002737,-3.23128,27.4503
0.002738,-3.13528,27.3465
0.002739,-3.03928,27.2431
0.00274,-2.94328,27.1401
0.002741,-2.98495,27.1725
0.002742,-3.02656,27.2065
0.002743,-3.06811,27.2419
0.002744,-3.10959,27.2791
0.002745,-3.15099,27.3179
0.002746,-3.19231,27.3586
0.002747,-3.23355,27.4009
0.002748,-3.27471,27.4449
0.002749,-3.31577,27.4907
0.00275,-3.35674,27.5381
0.002751,-3.39762,27.5872
0.002752,-3.43839,27.638
0.002753,-3.47906,27.6904
0.002754,-3.51963,27.7445
0.002755,-3.42363,27.6397
0.002756,-3.32763,27.5353
0.002757,-3.23163,27.4312
0.002758,-3.13563,27.3275
0.002759,-3.03963,27.2241
0.00276,-2.94363,27.1212
0.002761,-2.98534,27.1536
0.002762,-3.02698,27.1878
0.002763,-3.06857,27.2233
0.002764,-3.11008,27.2605
0.002765,-3.15152,27.2995
0.002766,-3.19288,27.3402
0.002767,-3.23416,27.3826
0.002768,-3.27535,27.4268
0.002769,-3.31645,27.4726
0.00277,-3.35746,27.5201
0.002771,-3.39837,27.5693
0.002772,-3.43918,27.6202
0.002773,-3.47988,27.6727
0.002774,-3.52049,27.7269
0.002775,-3.42449,27.6222
0.002776,-3.32848,27.5178
0.002777,-3.23248,27.4138
0.002778,-3.13648,27.3102
0.002779,-3.04048,27.2069
0.00278,-2.94448,27.104
0.002781,-2.98623,27.1365
0.002782,-3.0279,27.1708
0.002783,-3.06953,27.2064
0.002784,-3.11108,27.2438
0.002785,-3.15255,27.2828
0.002786,-3.19394,27.3237
0.002787,-3.23525,27.3662
0.002788,-3.27648,27.4104
0.002789,-3.31761,27.4564
0.00279,-3.35865,27.504
0.002791,-3.39959,27.5534
0.002792,-3.44043,27.6043
0.002793,-3.48117,27.657
0.002794,-3.5218,27.7113
0.002795,-3.4258,27.6066
0.002796,-3.3298,27.5023
0.002797,-3.2338,27.3984
0.002798,-3.1378,27.2948
0.002799,-3.0418,27.1916
0.0028,-2.9458,27.0888
0.002801,-2.98758,27.1214
0.002802,-3.02928,27.1558
0.002803,-3.07093,27.1915
0.002804,-3.11251,27.229
0.002805,-3.15402,27.2682
0.002806,-3.19544,27.3091
0.002807,-3.23678,27.3518
0.002808,-3.27803,27.3962
0.002809,-3.31919,27.4422
0.00281,-3.36026,27.49
0.002811,-3.40123,27.5395
0.002812,-3.4421,27.5906
0.002813,-3.48286,27.6433
0.002814,-3.52352,27.6978
0.002815,-3.42752,27.5931
0.002816,-3.33152,27.4889
0.002817,-3.23552,27.385
0.002818,-3.13952,27.2815
0.002819,-3.04352,27.1783
0.00282,-2.94752,27.0756
0.002821,-2.98932,27.1083
0.002822,-3.03105,27.1428
0.002823,-3.07273,27.1787
0.002824,-3.11434,27.2163
0.002825,-3.15587,27.2556
0.002826,-3.19731,27.2967
0.002827,-3.23868,27.3395
0.002828,-3.27995,27.384
0.002829,-3.32114,27.4302
0.00283,-3.36223,27.4781
0.002831,-3.40322,27.5277
0.002832,-3.44412,27.5789
0.002833,-3.48491,27.6318
0.002834,-3.52559,27.6864
0.002835,-3.42959,27.5818
0.002836,-3.33359,27.4777
0.002837,-3.23759,27.3738
0.002838,-3.14159,27.2703
0.002839,-3.04559,27.1672
0.00284,-2.94959,27.0645
0.002841,-2.99141,27.0973
0.002842,-3.03316,27.132
0.002843,-3.07486,27.168
0.002844,-3.11649,27.2057
0.002845,-3.15804,27.2452
0.002846,-3.19951,27.2864
