Time,I(L1),Vout
0.038754,-3.64658,29.6473
0.038755,-3.60364,29.6017
0.038756,-3.50764,29.4899
0.038757,-3.41164,29.3784
0.038758,-3.31564,29.2674
0.038759,-3.21964,29.1567
0.03876,-3.12364,29.0465
0.038761,-3.1615,29.0796
0.038762,-3.19928,29.1144
0.038763,-3.23702,29.1503
0.038764,-3.27468,29.1878
0.038765,-3.31227,29.2269
0.038766,-3.34977,29.2675
0.038767,-3.3872,29.3097
0.038768,-3.42453,29.3534
0.038769,-3.46178,29.3986
0.03877,-3.49894,29.4454
0.038771,-3.536,29.4936
0.038772,-3.57296,29.5434
0.038773,-3.60982,29.5946
0.038774,-3.64658,29.6473
0.038775,-3.60364,29.6017
0.038776,-3.50764,29.4899
0.038777,-3.41164,29.3784
0.038778,-3.31564,29.2674
0.038779,-3.21964,29.1567
0.03878,-3.12364,29.0465
0.038781,-3.1615,29.0796
0.038782,-3.19928,29.1144
0.038783,-3.23702,29.1503
0.038784,-3.27468,29.1878
0.038785,-3.31227,29.2269
0.038786,-3.34977,29.2675
0.038787,-3.3872,29.3097
0.038788,-3.42453,29.3534
0.038789,-3.46178,29.3986
0.03879,-3.49894,29.4454
0.038791,-3.536,29.4936
0.038792,-3.57296,29.5434
0.038793,-3.60982,29.5946
0.038794,-3.64658,29.6473
0.038795,-3.60364,29.6017
0.038796,-3.50764,29.4899
0.038797,-3.41164,29.3784
0.038798,-3.31564,29.2674
0.038799,-3.21964,29.1567
0.0388,-3.12364,29.0465
0.038801,-3.1615,29.0796
0.038802,-3.19928,29.1144
0.038803,-3.23702,29.1503
0.038804,-3.27468,29.1878
0.038805,-3.31227,29.2269
0.038806,-3.34977,29.2675
0.038807,-3.3872,29.3097
0.038808,-3.42453,29.3534
0.038809,-3.46178,29.3986
0.03881,-3.49894,29.4454
0.038811,-3.536,29.4936
0.038812,-3.57296,29.5434
0.038813,-3.60982,29.5946
0.038814,-3.64658,29.6473
0.038815,-3.60364,29.6017
0.038816,-3.50764,29.4899
0.038817,-3.41164,29.3784
0.038818,-3.31564,29.2674
0.038819,-3.21964,29.1567
0.03882,-3.12364,29.0465
0.038821,-3.1615,29.0796
0.038822,-3.19928,29.1144
0.038823,-3.23702,29.1503
0.038824,-3.27468,29.1878
0.038825,-3.31227,29.2269
0.038826,-3.34977,29.2675
0.038827,-3.3872,29.3097
0.038828,-3.42453,29.3534
0.038829,-3.46178,29.3986
0.03883,-3.49894,29.4454
0.038831,-3.536,29.4936
0.038832,-3.57296,29.5434
0.038833,-3.60982,29.5946
0.038834,-3.64658,29.6473
0.038835,-3.60364,29.6017
0.038836,-3.50764,29.4899
0.038837,-3.41164,29.3784
0.038838,-3.31564,29.2674
0.038839,-3.21964,29.1567
0.03884,-3.12364,29.0465
0.038841,-3.1615,29.0796
0.038842,-3.19928,29.1144
0.038843,-3.23702,29.1503
0.038844,-3.27468,29.1878
0.038845,-3.31227,29.2269
0.038846,-3.34977,29.2675
0.038847,-3.3872,29.3097
0.038848,-3.42453,29.3534
0.038849,-3.46178,29.3986
0.03885,-3.49894,29.4454
0.038851,-3.536,29.4936
0.038852,-3.57296,29.5434
0.038853,-3.60982,29.5946
0.038854,-3.64658,29.6473
0.038855,-3.60364,29.6017
0.038856,-3.50764,29.4899
0.038857,-3.41164,29.3784
0.038858,-3.31564,29.2674
0.038859,-3.21964,29.1567
0.03886,-3.12364,29.0465
0.038861,-3.1615,29.0796
0.038862,-3.19928,29.1144
0.038863,-3.23702,29.1503
0.038864,-3.27468,29.1878
0.038865,-3.31227,29.2269
0.038866,-3.34977,29.2675
0.038867,-3.3872,29.3097
0.038868,-3.42453,29.3534
0.038869,-3.46178,29.3986
0.03887,-3.49894,29.4454
0.038871,-3.536,29.4936
0.038872,-3.57296,29.5434
0.038873,-3.60982,29.5946
0.038874,-3.64658,29.6473
0.038875,-3.60364,29.6017
0.038876,-3.50764,29.4899
0.038877,-3.41164,29.3784
0.038878,-3.31564,29.2674
0.038879,-3.21964,29.1567
0.03888,-3.12364,29.0465
0.038881,-3.1615,29.0796
0.038882,-3.19928,29.1144
0.038883,-3.23702,29.1503
0.038884,-3.27468,29.1878
0.038885,-3.31227,29.2269
0.038886,-3.34977,29.2675
0.038887,-3.3872,29.3097
0.038888,-3.42453,29.3534
0.038889,-3.46178,29.3986
0.03889,-3.49894,29.4454
0.038891,-3.536,29.4936
0.038892,-3.57296,29.5434
0.038893,-3.60982,29.5946
0.038894,-3.64658,29.6473
0.038895,-3.60364,29.6017
0.038896,-3.50764,29.4899
0.038897,-3.41164,29.3784
0.038898,-3.31564,29.2674
0.038899,-3.21964,29.1567
0.0389,-3.12364,29.0465
0.038901,-3.1615,29.0796
0.038902,-3.19928,29.1144
0.038903,-3.23702,29.1503
0.038904,-3.27468,29.1878
0.038905,-3.31227,29.2269
0.038906,-3.34977,29.2675
0.038907,-3.3872,29.3097
0.038908,-3.42453,29.3534
0.038909,-3.46178,29.3986
0.03891,-3.49894,29.4454
0.038911,-3.536,29.4936
0.038912,-3.57296,29.5434
0.038913,-3.60982,29.5946
0.038914,-3.64658,29.6473
0.038915,-3.60364,29.6017
0.038916,-3.50764,29.4899
0.038917,-3.41164,29.3784
0.038918,-3.31564,29.2674
0.038919,-3.21964,29.1567
0.03892,-3.12364,29.0465
0.038921,-3.1615,29.0796
0.038922,-3.19928,29.1144
0.038923,-3.23702,29.1503
0.038924,-3.27468,29.1878
0.038925,-3.31227,29.2269
0.038926,-3.34977,29.2675
0.038927,-3.3872,29.3097
0.038928,-3.42453,29.3534
0.038929,-3.46178,29.3986
0.03893,-3.49894,29.4454
0.038931,-3.536,29.4936
0.038932,-3.57296,29.5434
0.038933,-3.60982,29.5946
0.038934,-3.64658,29.6473
0.038935,-3.60364,29.6017
0.038936,-3.50764,29.4899
0.038937,-3.41164,29.3784
0.038938,-3.31564,29.2674
0.038939,-3.21964,29.1567
0.03894,-3.12364,29.0465
0.038941,-3.1615,29.0796
0.038942,-3.19928,29.1144
0.038943,-3.23702,29.1503
0.038944,-3.27468,29.1878
0.038945,-3.31227,29.2269
0.038946,-3.34977,29.2675
0.038947,-3.3872,29.3097
0.038948,-3.42453,29.3534
0.038949,-3.46178,29.3986
0.03895,-3.49894,29.4454
0.038951,-3.536,29.4936
0.038952,-3.57296,29.5434
0.038953,-3.60982,29.5946
0.038954,-3.64658,29.6473
0.038955,-3.60364,29.6017
0.038956,-3.50764,29.4899
0.038957,-3.41164,29.3784
0.038958,-3.31564,29.2674
0.038959,-3.21964,29.1567
0.03896,-3.12364,29.0465
0.038961,-3.1615,29.0796
0.038962,-3.19928,29.1144
0.038963,-3.23702,29.1503
0.038964,-3.27468,29.1878
0.038965,-3.31227,29.2269
0.038966,-3.34977,29.2675
0.038967,-3.3872,29.3097
0.038968,-3.42453,29.3534
0.038969,-3.46178,29.3986
0.03897,-3.49894,29.4454
0.038971,-3.536,29.4936
0.038972,-3.57296,29.5434
0.038973,-3.60982,29.5946
0.038974,-3.64658,29.6473
0.038975,-3.60364,29.6017
0.038976,-3.50764,29.4899
0.038977,-3.41164,29.3784
0.038978,-3.31564,29.2674
0.038979,-3.21964,29.1567
0.03898,-3.12364,29.0465
0.038981,-3.1615,29.0796
0.038982,-3.19928,29.1144
0.038983,-3.23702,29.1503
0.038984,-3.27468,29.1878
0.038985,-3.31227,29.2269
0.038986,-3.34977,29.2675
0.038987,-3.3872,29.3097
0.038988,-3.42453,29.3534
0.038989,-3.46178,29.3986
0.03899,-3.49894,29.4454
0.038991,-3.536,29.4936
0.038992,-3.57296,29.5434
0.038993,-3.60982,29.5946
0.038994,-3.64658,29.6473
0.038995,-3.60364,29.6017
0.038996,-3.50764,29.4899
0.038997,-3.41164,29.3784
0.038998,-3.31564,29.2674
0.038999,-3.21964,29.1567
0.039,-3.12364,29.0465
0.039001,-3.1615,29.0796
0.039002,-3.19928,29.1144
0.039003,-3.23702,29.1503
0.039004,-3.27468,29.1878
0.039005,-3.31227,29.2269
0.039006,-3.34977,29.2675
0.039007,-3.3872,29.3097
0.039008,-3.42453,29.3534
0.039009,-3.46178,29.3986
0.03901,-3.49894,29.4454
0.039011,-3.536,29.4936
0.039012,-3.57296,29.5434
0.039013,-3.60982,29.5946
0.039014,-3.64658,29.6473
0.039015,-3.60364,29.6017
0.039016,-3.50764,29.4899
0.039017,-3.41164,29.3784
0.039018,-3.31564,29.2674
0.039019,-3.21964,29.1567
0.03902,-3.12364,29.0465
0.039021,-3.1615,29.0796
0.039022,-3.19928,29.1144
0.039023,-3.23702,29.1503
0.039024,-3.27468,29.1878
0.039025,-3.31227,29.2269
0.039026,-3.34977,29.2675
0.039027,-3.3872,29.3097
0.039028,-3.42453,29.3534
0.039029,-3.46178,29.3986
0.03903,-3.49894,29.4454
0.039031,-3.536,29.4936
0.039032,-3.57296,29.5434
0.039033,-3.60982,29.5946
0.039034,-3.64658,29.6473
0.039035,-3.60364,29.6017
0.039036,-3.50764,29.4899
0.039037,-3.41164,29.3784
0.039038,-3.31564,29.2674
0.039039,-3.21964,29.1567
0.03904,-3.12364,29.0465
0.039041,-3.1615,29.0796
0.039042,-3.19928,29.1144
0.039043,-3.23702,29.1503
0.039044,-3.27468,29.1878
0.039045,-3.31227,29.2269
0.039046,-3.34977,29.2675
0.039047,-3.3872,29.3097
0.039048,-3.42453,29.3534
0.039049,-3.46178,29.3986
0.03905,-3.49894,29.4454
0.039051,-3.536,29.4936
0.039052,-3.57296,29.5434
0.039053,-3.60982,29.5946
0.039054,-3.64658,29.6473
0.039055,-3.60364,29.6017
0.039056,-3.50764,29.4899
0.039057,-3.41164,29.3784
0.039058,-3.31564,29.2674
0.039059,-3.21964,29.1567
0.03906,-3.12364,29.0465
0.039061,-3.1615,29.0796
0.039062,-3.19928,29.1144
0.039063,-3.23702,29.1503
0.039064,-3.27468,29.1878
0.039065,-3.31227,29.2269
0.039066,-3.34977,29.2675
0.039067,-3.3872,29.3097
0.039068,-3.42453,29.3534
0.039069,-3.46178,29.3986
0.03907,-3.49894,29.4454
0.039071,-3.536,29.4936
0.039072,-3.57296,29.5434
0.039073,-3.60982,29.5946
0.039074,-3.64658,29.6473
0.039075,-3.60364,29.6017
0.039076,-3.50764,29.4899
0.039077,-3.41164,29.3784
0.039078,-3.31564,29.2674
0.039079,-3.21964,29.1567
0.03908,-3.12364,29.0465
0.039081,-3.1615,29.0796
0.039082,-3.19928,29.1144
0.039083,-3.23702,29.1503
0.039084,-3.27468,29.1878
0.039085,-3.31227,29.2269
0.039086,-3.34977,29.2675
0.039087,-3.3872,29.3097
0.039088,-3.42453,29.3534
0.039089,-3.46178,29.3986
0.03909,-3.49894,29.4454
0.039091,-3.536,29.4936
0.039092,-3.57296,29.5434
0.039093,-3.60982,29.5946
0.039094,-3.64658,29.6473
0.039095,-3.60364,29.6017
0.039096,-3.50764,29.4899
0.039097,-3.41164,29.3784
0.039098,-3.31564,29.2674
0.039099,-3.21964,29.1567
0.0391,-3.12364,29.0465
0.039101,-3.1615,29.0796
0.039102,-3.19928,29.1144
0.039103,-3.23702,29.1503
0.039104,-3.27468,29.1878
0.039105,-3.31227,29.2269
0.039106,-3.34977,29.2675
0.039107,-3.3872,29.3097
0.039108,-3.42453,29.3534
0.039109,-3.46178,29.3986
0.03911,-3.49894,29.4454
0.039111,-3.536,29.4936
0.039112,-3.57296,29.5434
0.039113,-3.60982,29.5946
0.039114,-3.64658,29.6473
0.039115,-3.60364,29.6017
0.039116,-3.50764,29.4899
0.039117,-3.41164,29.3784
0.039118,-3.31564,29.2674
0.039119,-3.21964,29.1567
0.03912,-3.12364,29.0465
0.039121,-3.1615,29.0796
0.039122,-3.19928,29.1144
0.039123,-3.23702,29.1503
0.039124,-3.27468,29.1878
0.039125,-3.31227,29.2269
0.039126,-3.34977,29.2675
0.039127,-3.3872,29.3097
0.039128,-3.42453,29.3534
0.039129,-3.46178,29.3986
0.03913,-3.49894,29.4454
0.039131,-3.536,29.4936
0.039132,-3.57296,29.5434
0.039133,-3.60982,29.5946
0.039134,-3.64658,29.6473
0.039135,-3.60364,29.6017
0.039136,-3.50764,29.4899
0.039137,-3.41164,29.3784
0.039138,-3.31564,29.2674
0.039139,-3.21964,29.1567
0.03914,-3.12364,29.0465
0.039141,-3.1615,29.0796
0.039142,-3.19928,29.1144
0.039143,-3.23702,29.1503
0.039144,-3.27468,29.1878
0.039145,-3.31227,29.2269
0.039146,-3.34977,29.2675
0.039147,-3.3872,29.3097
0.039148,-3.42453,29.3534
0.039149,-3.46178,29.3986
0.03915,-3.49894,29.4454
0.039151,-3.536,29.4936
0.039152,-3.57296,29.5434
0.039153,-3.60982,29.5946
0.039154,-3.64658,29.6473
0.039155,-3.60364,29.6017
0.039156,-3.50764,29.4899
0.039157,-3.41164,29.3784
0.039158,-3.31564,29.2674
0.039159,-3.21964,29.1567
0.03916,-3.12364,29.0465
0.039161,-3.1615,29.0796
0.039162,-3.19928,29.1144
0.039163,-3.23702,29.1503
0.039164,-3.27468,29.1878
0.039165,-3.31227,29.2269
0.039166,-3.34977,29.2675
0.039167,-3.3872,29.3097
0.039168,-3.42453,29.3534
0.039169,-3.46178,29.3986
0.03917,-3.49894,29.4454
0.039171,-3.536,29.4936
0.039172,-3.57296,29.5434
0.039173,-3.60982,29.5946
0.039174,-3.64658,29.6473
0.039175,-3.60364,29.6017
0.039176,-3.50764,29.4899
0.039177,-3.41164,29.3784
0.039178,-3.31564,29.2674
0.039179,-3.21964,29.1567
0.03918,-3.12364,29.0465
0.039181,-3.1615,29.0796
0.039182,-3.19928,29.1144
0.039183,-3.23702,29.1503
0.039184,-3.27468,29.1878
0.039185,-3.31227,29.2269
0.039186,-3.34977,29.2675
0.039187,-3.3872,29.3097
0.039188,-3.42453,29.3534
0.039189,-3.46178,29.3986
0.03919,-3.49894,29.4454
0.039191,-3.536,29.4936
0.039192,-3.57296,29.5434
0.039193,-3.60982,29.5946
0.039194,-3.64658,29.6473
0.039195,-3.60364,29.6017
0.039196,-3.50764,29.4899
0.039197,-3.41164,29.3784
0.039198,-3.31564,29.2674
0.039199,-3.21964,29.1567
0.0392,-3.12364,29.0465
0.039201,-3.1615,29.0796
0.039202,-3.19928,29.1144
0.039203,-3.23702,29.1503
0.039204,-3.27468,29.1878
0.039205,-3.31227,29.2269
0.039206,-3.34977,29.2675
0.039207,-3.3872,29.3097
0.039208,-3.42453,29.3534
0.039209,-3.46178,29.3986
0.03921,-3.49894,29.4454
0.039211,-3.536,29.4936
0.039212,-3.57296,29.5434
0.039213,-3.60982,29.5946
0.039214,-3.64658,29.6473
0.039215,-3.60364,29.6017
0.039216,-3.50764,29.4899
0.039217,-3.41164,29.3784
0.039218,-3.31564,29.2674
0.039219,-3.21964,29.1567
0.03922,-3.12364,29.0465
0.039221,-3.1615,29.0796
0.039222,-3.19928,29.1144
0.039223,-3.23702,29.1503
0.039224,-3.27468,29.1878
0.039225,-3.31227,29.2269
0.039226,-3.34977,29.2675
0.039227,-3.3872,29.3097
0.039228,-3.42453,29.3534
0.039229,-3.46178,29.3986
0.03923,-3.49894,29.4454
0.039231,-3.536,29.4936
0.039232,-3.57296,29.5434
0.039233,-3.60982,29.5946
0.039234,-3.64658,29.6473
0.039235,-3.60364,29.6017
0.039236,-3.50764,29.4899
0.039237,-3.41164,29.3784
0.039238,-3.31564,29.2674
0.039239,-3.21964,29.1567
0.03924,-3.12364,29.0465
0.039241,-3.1615,29.0796
0.039242,-3.19928,29.1144
0.039243,-3.23702,29.1503
0.039244,-3.27468,29.1878
0.039245,-3.31227,29.2269
0.039246,-3.34977,29.2675
0.039247,-3.3872,29.3097
0.039248,-3.42453,29.3534
0.039249,-3.46178,29.3986
0.03925,-3.49894,29.4454
0.039251,-3.536,29.4936
0.039252,-3.57296,29.5434
0.039253,-3.60982,29.5946
0.039254,-3.64658,29.6473
0.039255,-3.60364,29.6017
0.039256,-3.50764,29.4899
0.039257,-3.41164,29.3784
0.039258,-3.31564,29.2674
0.039259,-3.21964,29.1567
0.03926,-3.12364,29.0465
0.039261,-3.1615,29.0796
0.039262,-3.19928,29.1144
0.039263,-3.23702,29.1503
0.039264,-3.27468,29.1878
0.039265,-3.31227,29.2269
0.039266,-3.34977,29.2675
0.039267,-3.3872,29.3097
0.039268,-3.42453,29.3534
0.039269,-3.46178,29.3986
0.03927,-3.49894,29.4454
0.039271,-3.536,29.4936
0.039272,-3.57296,29.5434
0.039273,-3.60982,29.5946
0.039274,-3.64658,29.6473
0.039275,-3.60364,29.6017
0.039276,-3.50764,29.4899
0.039277,-3.41164,29.3784
0.039278,-3.31564,29.2674
0.039279,-3.21964,29.1567
0.03928,-3.12364,29.0465
0.039281,-3.1615,29.0796
0.039282,-3.19928,29.1144
0.039283,-3.23702,29.1503
0.039284,-3.27468,29.1878
0.039285,-3.31227,29.2269
0.039286,-3.34977,29.2675
0.039287,-3.3872,29.3097
0.039288,-3.42453,29.3534
0.039289,-3.46178,29.3986
0.03929,-3.49894,29.4454
0.039291,-3.536,29.4936
0.039292,-3.57296,29.5434
0.039293,-3.60982,29.5946
0.039294,-3.64658,29.6473
0.039295,-3.60364,29.6017
0.039296,-3.50764,29.4899
0.039297,-3.41164,29.3784
0.039298,-3.31564,29.2674
0.039299,-3.21964,29.1567
0.0393,-3.12364,29.0465
0.039301,-3.1615,29.0796
0.039302,-3.19928,29.1144
0.039303,-3.23702,29.1503
0.039304,-3.27468,29.1878
0.039305,-3.31227,29.2269
0.039306,-3.34977,29.2675
0.039307,-3.3872,29.3097
0.039308,-3.42453,29.3534
0.039309,-3.46178,29.3986
0.03931,-3.49894,29.4454
0.039311,-3.536,29.4936
0.039312,-3.57296,29.5434
0.039313,-3.60982,29.5946
0.039314,-3.64658,29.6473
0.039315,-3.60364,29.6017
0.039316,-3.50764,29.4899
0.039317,-3.41164,29.3784
0.039318,-3.31564,29.2674
0.039319,-3.21964,29.1567
0.03932,-3.12364,29.0465
0.039321,-3.1615,29.0796
0.039322,-3.19928,29.1144
0.039323,-3.23702,29.1503
0.039324,-3.27468,29.1878
0.039325,-3.31227,29.2269
0.039326,-3.34977,29.2675
0.039327,-3.3872,29.3097
0.039328,-3.42453,29.3534
0.039329,-3.46178,29.3986
0.03933,-3.49894,29.4454
0.039331,-3.536,29.4936
0.039332,-3.57296,29.5434
0.039333,-3.60982,29.5946
0.039334,-3.64658,29.6473
0.039335,-3.60364,29.6017
0.039336,-3.50764,29.4899
0.039337,-3.41164,29.3784
0.039338,-3.31564,29.2674
0.039339,-3.21964,29.1567
0.03934,-3.12364,29.0465
0.039341,-3.1615,29.0796
0.039342,-3.19928,29.1144
0.039343,-3.23702,29.1503
0.039344,-3.27468,29.1878
0.039345,-3.31227,29.2269
0.039346,-3.34977,29.2675
0.039347,-3.3872,29.3097
0.039348,-3.42453,29.3534
0.039349,-3.46178,29.3986
0.03935,-3.49894,29.4454
0.039351,-3.536,29.4936
0.039352,-3.57296,29.5434
0.039353,-3.60982,29.5946
0.039354,-3.64658,29.6473
0.039355,-3.60364,29.6017
0.039356,-3.50764,29.4899
0.039357,-3.41164,29.3784
0.039358,-3.31564,29.2674
0.039359,-3.21964,29.1567
0.03936,-3.12364,29.0465
0.039361,-3.1615,29.0796
0.039362,-3.19928,29.1144
0.039363,-3.23702,29.1503
0.039364,-3.27468,29.1878
0.039365,-3.31227,29.2269
0.039366,-3.34977,29.2675
0.039367,-3.3872,29.3097
0.039368,-3.42453,29.3534
0.039369,-3.46178,29.3986
0.03937,-3.49894,29.4454
0.039371,-3.536,29.4936
0.039372,-3.57296,29.5434
0.039373,-3.60982,29.5946
0.039374,-3.64658,29.6473
0.039375,-3.60364,29.6017
0.039376,-3.50764,29.4899
0.039377,-3.41164,29.3784
0.039378,-3.31564,29.2674
0.039379,-3.21964,29.1567
0.03938,-3.12364,29.0465
0.039381,-3.1615,29.0796
0.039382,-3.19928,29.1144
0.039383,-3.23702,29.1503
0.039384,-3.27468,29.1878
0.039385,-3.31227,29.2269
0.039386,-3.34977,29.2675
0.039387,-3.3872,29.3097
0.039388,-3.42453,29.3534
0.039389,-3.46178,29.3986
0.03939,-3.49894,29.4454
0.039391,-3.536,29.4936
0.039392,-3.57296,29.5434
0.039393,-3.60982,29.5946
0.039394,-3.64658,29.6473
0.039395,-3.60364,29.6017
0.039396,-3.50764,29.4899
0.039397,-3.41164,29.3784
0.039398,-3.31564,29.2674
0.039399,-3.21964,29.1567
0.0394,-3.12364,29.0465
0.039401,-3.1615,29.0796
0.039402,-3.19928,29.1144
0.039403,-3.23702,29.1503
0.039404,-3.27468,29.1878
0.039405,-3.31227,29.2269
0.039406,-3.34977,29.2675
0.039407,-3.3872,29.3097
0.039408,-3.42453,29.3534
0.039409,-3.46178,29.3986
0.03941,-3.49894,29.4454
0.039411,-3.536,29.4936
0.039412,-3.57296,29.5434
0.039413,-3.60982,29.5946
0.039414,-3.64658,29.6473
0.039415,-3.60364,29.6017
0.039416,-3.50764,29.4899
0.039417,-3.41164,29.3784
0.039418,-3.31564,29.2674
0.039419,-3.21964,29.1567
0.03942,-3.12364,29.0465
0.039421,-3.1615,29.0796
0.039422,-3.19928,29.1144
0.039423,-3.23702,29.1503
0.039424,-3.27468,29.1878
0.039425,-3.31227,29.2269
0.039426,-3.34977,29.2675
0.039427,-3.3872,29.3097
0.039428,-3.42453,29.3534
0.039429,-3.46178,29.3986
0.03943,-3.49894,29.4454
0.039431,-3.536,29.4936
0.039432,-3.57296,29.5434
0.039433,-3.60982,29.5946
0.039434,-3.64658,29.6473
0.039435,-3.60364,29.6017
0.039436,-3.50764,29.4899
0.039437,-3.41164,29.3784
0.039438,-3.31564,29.2674
0.039439,-3.21964,29.1567
0.03944,-3.12364,29.0465
0.039441,-3.1615,29.0796
0.039442,-3.19928,29.1144
0.039443,-3.23702,29.1503
0.039444,-3.27468,29.1878
0.039445,-3.31227,29.2269
0.039446,-3.34977,29.2675
0.039447,-3.3872,29.3097
0.039448,-3.42453,29.3534
0.039449,-3.46178,29.3986
0.03945,-3.49894,29.4454
0.039451,-3.536,29.4936
0.039452,-3.57296,29.5434
0.039453,-3.60982,29.5946
0.039454,-3.64658,29.6473
0.039455,-3.60364,29.6017
0.039456,-3.50764,29.4899
0.039457,-3.41164,29.3784
0.039458,-3.31564,29.2674
0.039459,-3.21964,29.1567
0.03946,-3.12364,29.0465
0.039461,-3.1615,29.0796
0.039462,-3.19928,29.1144
0.039463,-3.23702,29.1503
0.039464,-3.27468,29.1878
0.039465,-3.31227,29.2269
0.039466,-3.34977,29.2675
0.039467,-3.3872,29.3097
0.039468,-3.42453,29.3534
0.039469,-3.46178,29.3986
0.03947,-3.49894,29.4454
0.039471,-3.536,29.4936
0.039472,-3.57296,29.5434
0.039473,-3.60982,29.5946
0.039474,-3.64658,29.6473
0.039475,-3.60364,29.6017
0.039476,-3.50764,29.4899
0.039477,-3.41164,29.3784
0.039478,-3.31564,29.2674
0.039479,-3.21964,29.1567
0.03948,-3.12364,29.0465
0.039481,-3.1615,29.0796
0.039482,-3.19928,29.1144
0.039483,-3.23702,29.1503
0.039484,-3.27468,29.1878
0.039485,-3.31227,29.2269
0.039486,-3.34977,29.2675
0.039487,-3.3872,29.3097
0.039488,-3.42453,29.3534
0.039489,-3.46178,29.3986
0.03949,-3.49894,29.4454
0.039491,-3.536,29.4936
0.039492,-3.57296,29.5434
0.039493,-3.60982,29.5946
0.039494,-3.64658,29.6473
0.039495,-3.60364,29.6017
0.039496,-3.50764,29.4899
0.039497,-3.41164,29.3784
0.039498,-3.31564,29.2674
0.039499,-3.21964,29.1567
0.0395,-3.12364,29.0465
0.039501,-3.1615,29.0796
0.039502,-3.19928,29.1144
0.039503,-3.23702,29.1503
0.039504,-3.27468,29.1878
0.039505,-3.31227,29.2269
0.039506,-3.34977,29.2675
0.039507,-3.3872,29.3097
0.039508,-3.42453,29.3534
0.039509,-3.46178,29.3986
0.03951,-3.49894,29.4454
0.039511,-3.536,29.4936
0.039512,-3.57296,29.5434
0.039513,-3.60982,29.5946
0.039514,-3.64658,29.6473
0.039515,-3.60364,29.6017
0.039516,-3.50764,29.4899
0.039517,-3.41164,29.3784
0.039518,-3.31564,29.2674
0.039519,-3.21964,29.1567
0.03952,-3.12364,29.0465
0.039521,-3.1615,29.0796
0.039522,-3.19928,29.1144
0.039523,-3.23702,29.1503
0.039524,-3.27468,29.1878
0.039525,-3.31227,29.2269
0.039526,-3.34977,29.2675
0.039527,-3.3872,29.3097
0.039528,-3.42453,29.3534
0.039529,-3.46178,29.3986
0.03953,-3.49894,29.4454
0.039531,-3.536,29.4936
0.039532,-3.57296,29.5434
0.039533,-3.60982,29.5946
0.039534,-3.64658,29.6473
0.039535,-3.60364,29.6017
0.039536,-3.50764,29.4899
0.039537,-3.41164,29.3784
0.039538,-3.31564,29.2674
0.039539,-3.21964,29.1567
0.03954,-3.12364,29.0465
0.039541,-3.1615,29.0796
0.039542,-3.19928,29.1144
0.039543,-3.23702,29.1503
0.039544,-3.27468,29.1878
0.039545,-3.31227,29.2269
0.039546,-3.34977,29.2675
0.039547,-3.3872,29.3097
0.039548,-3.42453,29.3534
0.039549,-3.46178,29.3986
0.03955,-3.49894,29.4454
0.039551,-3.536,29.4936
0.039552,-3.57296,29.5434
0.039553,-3.60982,29.5946
0.039554,-3.64658,29.6473
0.039555,-3.60364,29.6017
0.039556,-3.50764,29.4899
0.039557,-3.41164,29.3784
0.039558,-3.31564,29.2674
0.039559,-3.21964,29.1567
0.03956,-3.12364,29.0465
0.039561,-3.1615,29.0796
0.039562,-3.19928,29.1144
0.039563,-3.23702,29.1503
0.039564,-3.27468,29.1878
0.039565,-3.31227,29.2269
0.039566,-3.34977,29.2675
0.039567,-3.3872,29.3097
0.039568,-3.42453,29.3534
0.039569,-3.46178,29.3986
0.03957,-3.49894,29.4454
0.039571,-3.536,29.4936
0.039572,-3.57296,29.5434
0.039573,-3.60982,29.5946
0.039574,-3.64658,29.6473
0.039575,-3.60364,29.6017
0.039576,-3.50764,29.4899
0.039577,-3.41164,29.3784
0.039578,-3.31564,29.2674
0.039579,-3.21964,29.1567
0.03958,-3.12364,29.0465
0.039581,-3.1615,29.0796
0.039582,-3.19928,29.1144
0.039583,-3.23702,29.1503
0.039584,-3.27468,29.1878
0.039585,-3.31227,29.2269
0.039586,-3.34977,29.2675
0.039587,-3.3872,29.3097
0.039588,-3.42453,29.3534
0.039589,-3.46178,29.3986
0.03959,-3.49894,29.4454
0.039591,-3.536,29.4936
0.039592,-3.57296,29.5434
0.039593,-3.60982,29.5946
0.039594,-3.64658,29.6473
0.039595,-3.60364,29.6017
0.039596,-3.50764,29.4899
0.039597,-3.41164,29.3784
0.039598,-3.31564,29.2674
0.039599,-3.21964,29.1567
0.0396,-3.12364,29.0465
0.039601,-3.1615,29.0796
0.039602,-3.19928,29.1144
0.039603,-3.23702,29.1503
0.039604,-3.27468,29.1878
0.039605,-3.31227,29.2269
0.039606,-3.34977,29.2675
0.039607,-3.3872,29.3097
0.039608,-3.42453,29.3534
0.039609,-3.46178,29.3986
0.03961,-3.49894,29.4454
0.039611,-3.536,29.4936
0.039612,-3.57296,29.5434
0.039613,-3.60982,29.5946
0.039614,-3.64658,29.6473
0.039615,-3.60364,29.6017
0.039616,-3.50764,29.4899
0.039617,-3.41164,29.3784
0.039618,-3.31564,29.2674
0.039619,-3.21964,29.1567
0.03962,-3.12364,29.0465
0.039621,-3.1615,29.0796
0.039622,-3.19928,29.1144
0.039623,-3.23702,29.1503
0.039624,-3.27468,29.1878
0.039625,-3.31227,29.2269
0.039626,-3.34977,29.2675
0.039627,-3.3872,29.3097
0.039628,-3.42453,29.3534
0.039629,-3.46178,29.3986
0.03963,-3.49894,29.4454
