Time,I,V
0.007721,1.41791,18.8455
0.007722,1.45291,18.7898
0.007723,1.48791,18.7342
0.007724,1.52291,18.6788
0.007725,1.55791,18.6235
0.007726,1.59291,18.5684
0.007727,1.57804,18.5977
0.007728,1.56314,18.6261
0.007729,1.54823,18.6538
0.00773,1.53329,18.6807
0.007731,1.51834,18.7067
0.007732,1.50336,18.7318
0.007733,1.48837,18.756
0.007734,1.47335,18.7794
0.007735,1.45832,18.8019
0.007736,1.44327,18.8235
0.007737,1.4282,18.8443
0.007738,1.41312,18.8642
0.007739,1.39802,18.8832
0.00774,1.38291,18.9014
0.007741,1.41791,18.8455
0.007742,1.45291,18.7898
0.007743,1.48791,18.7342
0.007744,1.52291,18.6788
0.007745,1.55791,18.6235
0.007746,1.59291,18.5684
0.007747,1.57804,18.5977
0.007748,1.56314,18.6261
0.007749,1.54823,18.6538
0.00775,1.53329,18.6807
0.007751,1.51834,18.7067
0.007752,1.50336,18.7318
0.007753,1.48837,18.756
0.007754,1.47335,18.7794
0.007755,1.45832,18.8019
0.007756,1.44327,18.8235
0.007757,1.4282,18.8443
0.007758,1.41312,18.8642
0.007759,1.39802,18.8832
0.00776,1.38291,18.9014
0.007761,1.41791,18.8455
0.007762,1.45291,18.7898
0.007763,1.48791,18.7342
0.007764,1.52291,18.6788
0.007765,1.55791,18.6235
0.007766,1.59291,18.5684
0.007767,1.57804,18.5977
0.007768,1.56314,18.6261
0.007769,1.54823,18.6538
0.00777,1.53329,18.6807
0.007771,1.51834,18.7067
0.007772,1.50336,18.7318
0.007773,1.48837,18.756
0.007774,1.47335,18.7794
0.007775,1.45832,18.8019
0.007776,1.44327,18.8235
0.007777,1.4282,18.8443
0.007778,1.41312,18.8642
0.007779,1.39802,18.8833
0.00778,1.38291,18.9014
0.007781,1.41791,18.8455
0.007782,1.45291,18.7898
0.007783,1.48791,18.7342
0.007784,1.52291,18.6788
0.007785,1.55791,18.6236
0.007786,1.59291,18.5685
0.007787,1.57803,18.5977
0.007788,1.56314,18.6261
0.007789,1.54823,18.6539
0.00779,1.53329,18.6807
0.007791,1.51834,18.7067
0.007792,1.50336,18.7318
0.007793,1.48837,18.7561
0.007794,1.47335,18.7794
0.007795,1.45832,18.8019
0.007796,1.44327,18.8236
0.007797,1.4282,18.8443
0.007798,1.41312,18.8642
0.007799,1.39802,18.8833
0.0078,1.38291,18.9014
0.007801,1.41791,18.8456
0.007802,1.45291,18.7898
0.007803,1.48791,18.7343
0.007804,1.52291,18.6788
0.007805,1.55791,18.6236
0.007806,1.59291,18.5685
0.007807,1.57803,18.5977
0.007808,1.56314,18.6261
0.007809,1.54823,18.6539
0.00781,1.53329,18.6807
0.007811,1.51834,18.7067
0.007812,1.50336,18.7318
0.007813,1.48837,18.7561
0.007814,1.47335,18.7794
0.007815,1.45832,18.8019
0.007816,1.44327,18.8236
0.007817,1.4282,18.8443
0.007818,1.41312,18.8642
0.007819,1.39802,18.8833
0.00782,1.3829,18.9015
0.007821,1.4179,18.8456
0.007822,1.4529,18.7899
0.007823,1.4879,18.7343
0.007824,1.5229,18.6788
0.007825,1.5579,18.6236
0.007826,1.5929,18.5685
0.007827,1.57803,18.5978
0.007828,1.56314,18.6261
0.007829,1.54822,18.6539
0.00783,1.53329,18.6807
0.007831,1.51834,18.7067
0.007832,1.50336,18.7318
0.007833,1.48837,18.7561
0.007834,1.47335,18.7794
0.007835,1.45832,18.8019
0.007836,1.44327,18.8236
0.007837,1.4282,18.8443
0.007838,1.41312,18.8642
0.007839,1.39802,18.8833
0.00784,1.3829,18.9015
0.007841,1.4179,18.8456
0.007842,1.4529,18.7899
0.007843,1.4879,18.7343
0.007844,1.5229,18.6788
0.007845,1.5579,18.6236
0.007846,1.5929,18.5685
0.007847,1.57803,18.5978
0.007848,1.56314,18.6262
0.007849,1.54822,18.6539
0.00785,1.53329,18.6808
0.007851,1.51833,18.7067
0.007852,1.50336,18.7319
0.007853,1.48836,18.7561
0.007854,1.47335,18.7795
0.007855,1.45832,18.802
0.007856,1.44327,18.8236
0.007857,1.4282,18.8444
0.007858,1.41312,18.8643
0.007859,1.39802,18.8833
0.00786,1.3829,18.9015
0.007861,1.4179,18.8456
0.007862,1.4529,18.7899
0.007863,1.4879,18.7343
0.007864,1.5229,18.6789
0.007865,1.5579,18.6236
0.007866,1.5929,18.5685
0.007867,1.57803,18.5978
0.007868,1.56313,18.6262
0.007869,1.54822,18.6539
0.00787,1.53329,18.6808
0.007871,1.51833,18.7067
0.007872,1.50336,18.7319
0.007873,1.48836,18.7561
0.007874,1.47335,18.7795
0.007875,1.45832,18.802
0.007876,1.44327,18.8236
0.007877,1.4282,18.8444
0.007878,1.41311,18.8643
0.007879,1.39802,18.8833
0.00788,1.3829,18.9015
0.007881,1.4179,18.8456
0.007882,1.4529,18.7899
0.007883,1.4879,18.7343
0.007884,1.5229,18.6789
0.007885,1.5579,18.6236
0.007886,1.5929,18.5685
0.007887,1.57803,18.5978
0.007888,1.56313,18.6262
0.007889,1.54822,18.6539
0.00789,1.53329,18.6808
0.007891,1.51833,18.7068
0.007892,1.50336,18.7319
0.007893,1.48836,18.7561
0.007894,1.47335,18.7795
0.007895,1.45831,18.802
0.007896,1.44326,18.8236
0.007897,1.4282,18.8444
0.007898,1.41311,18.8643
0.007899,1.39801,18.8833
0.0079,1.3829,18.9015
0.007901,1.4179,18.8456
0.007902,1.4529,18.7899
0.007903,1.4879,18.7343
0.007904,1.5229,18.6789
0.007905,1.5579,18.6236
0.007906,1.5929,18.5685
0.007907,1.57803,18.5978
0.007908,1.56313,18.6262
0.007909,1.54822,18.6539
0.00791,1.53329,18.6808
0.007911,1.51833,18.7068
0.007912,1.50336,18.7319
0.007913,1.48836,18.7561
0.007914,1.47335,18.7795
0.007915,1.45831,18.802
0.007916,1.44326,18.8236
0.007917,1.4282,18.8444
0.007918,1.41311,18.8643
0.007919,1.39801,18.8833
0.00792,1.3829,18.9015
0.007921,1.4179,18.8456
0.007922,1.4529,18.7899
0.007923,1.4879,18.7343
0.007924,1.5229,18.6789
0.007925,1.5579,18.6236
0.007926,1.5929,18.5685
0.007927,1.57803,18.5978
0.007928,1.56313,18.6262
0.007929,1.54822,18.6539
0.00793,1.53328,18.6808
0.007931,1.51833,18.7068
0.007932,1.50335,18.7319
0.007933,1.48836,18.7561
0.007934,1.47334,18.7795
0.007935,1.45831,18.802
0.007936,1.44326,18.8236
0.007937,1.42819,18.8444
0.007938,1.41311,18.8643
0.007939,1.39801,18.8833
0.00794,1.3829,18.9015
0.007941,1.4179,18.8456
0.007942,1.4529,18.7899
0.007943,1.4879,18.7343
0.007944,1.5229,18.6789
0.007945,1.5579,18.6236
0.007946,1.5929,18.5685
0.007947,1.57802,18.5978
0.007948,1.56313,18.6262
0.007949,1.54822,18.6539
0.00795,1.53328,18.6808
0.007951,1.51833,18.7068
0.007952,1.50335,18.7319
0.007953,1.48836,18.7561
0.007954,1.47334,18.7795
0.007955,1.45831,18.802
0.007956,1.44326,18.8236
0.007957,1.42819,18.8444
0.007958,1.41311,18.8643
0.007959,1.39801,18.8833
0.00796,1.3829,18.9015
0.007961,1.4179,18.8456
0.007962,1.4529,18.7899
0.007963,1.4879,18.7343
0.007964,1.5229,18.6789
0.007965,1.5579,18.6236
0.007966,1.5929,18.5685
0.007967,1.57802,18.5978
0.007968,1.56313,18.6262
0.007969,1.54822,18.6539
0.00797,1.53328,18.6808
0.007971,1.51833,18.7068
0.007972,1.50335,18.7319
0.007973,1.48836,18.7561
0.007974,1.47334,18.7795
0.007975,1.45831,18.802
0.007976,1.44326,18.8236
0.007977,1.42819,18.8444
0.007978,1.41311,18.8643
0.007979,1.39801,18.8833
0.00798,1.38289,18.9015
0.007981,1.41789,18.8456
0.007982,1.45289,18.7899
0.007983,1.48789,18.7343
0.007984,1.52289,18.6789
0.007985,1.55789,18.6236
0.007986,1.59289,18.5685
0.007987,1.57802,18.5978
0.007988,1.56313,18.6262
0.007989,1.54821,18.6539
0.00799,1.53328,18.6808
0.007991,1.51832,18.7068
0.007992,1.50335,18.7319
0.007993,1.48835,18.7561
0.007994,1.47334,18.7795
0.007995,1.45831,18.802
0.007996,1.44326,18.8236
0.007997,1.42819,18.8444
0.007998,1.41311,18.8643
0.007999,1.39801,18.8833
0.008,1.38289,18.9015
0.008001,1.41789,18.8456
0.008002,1.45289,18.7899
0.008003,1.48789,18.7343
0.008004,1.52289,18.6789
0.008005,1.55789,18.6236
0.008006,1.59289,18.5685
0.008007,1.57802,18.5978
0.008008,1.56312,18.6262
0.008009,1.54821,18.6539
0.00801,1.53328,18.6808
0.008011,1.51832,18.7068
0.008012,1.50335,18.7319
0.008013,1.48835,18.7561
0.008014,1.47334,18.7795
0.008015,1.45831,18.802
0.008016,1.44326,18.8236
0.008017,1.42819,18.8444
0.008018,1.4131,18.8643
0.008019,1.39801,18.8833
0.00802,1.38289,18.9015
0.008021,1.41789,18.8456
0.008022,1.45289,18.7899
0.008023,1.48789,18.7343
0.008024,1.52289,18.6789
0.008025,1.55789,18.6236
0.008026,1.59289,18.5685
0.008027,1.57802,18.5978
0.008028,1.56312,18.6262
0.008029,1.54821,18.6539
0.00803,1.53328,18.6808
0.008031,1.51832,18.7068
0.008032,1.50335,18.7319
0.008033,1.48835,18.7561
0.008034,1.47334,18.7795
0.008035,1.4583,18.802
0.008036,1.44325,18.8236
0.008037,1.42819,18.8444
0.008038,1.4131,18.8643
0.008039,1.398,18.8833
0.00804,1.38289,18.9015
0.008041,1.41789,18.8456
0.008042,1.45289,18.7899
0.008043,1.48789,18.7343
0.008044,1.52289,18.6789
0.008045,1.55789,18.6236
0.008046,1.59289,18.5685
0.008047,1.57802,18.5978
0.008048,1.56312,18.6262
0.008049,1.54821,18.6539
0.00805,1.53328,18.6808
0.008051,1.51832,18.7068
0.008052,1.50334,18.7319
0.008053,1.48835,18.7561
0.008054,1.47334,18.7795
0.008055,1.4583,18.802
0.008056,1.44325,18.8236
0.008057,1.42818,18.8444
0.008058,1.4131,18.8643
0.008059,1.398,18.8833
0.00806,1.38289,18.9015
0.008061,1.41789,18.8456
0.008062,1.45289,18.7899
0.008063,1.48789,18.7343
0.008064,1.52289,18.6789
0.008065,1.55789,18.6236
0.008066,1.59289,18.5685
0.008067,1.57802,18.5978
0.008068,1.56312,18.6262
0.008069,1.54821,18.6539
0.00807,1.53327,18.6808
0.008071,1.51832,18.7068
0.008072,1.50334,18.7319
0.008073,1.48835,18.7561
0.008074,1.47333,18.7795
0.008075,1.4583,18.802
0.008076,1.44325,18.8236
0.008077,1.42818,18.8444
0.008078,1.4131,18.8643
0.008079,1.398,18.8833
0.00808,1.38289,18.9015
0.008081,1.41789,18.8456
0.008082,1.45289,18.7899
0.008083,1.48789,18.7343
0.008084,1.52289,18.6789
0.008085,1.55789,18.6236
0.008086,1.59289,18.5685
0.008087,1.57801,18.5978
0.008088,1.56312,18.6262
0.008089,1.54821,18.6539
0.00809,1.53327,18.6808
0.008091,1.51832,18.7068
0.008092,1.50334,18.7319
0.008093,1.48835,18.7561
0.008094,1.47333,18.7795
0.008095,1.4583,18.802
0.008096,1.44325,18.8236
0.008097,1.42818,18.8444
0.008098,1.4131,18.8643
0.008099,1.398,18.8833
0.0081,1.38289,18.9015
0.008101,1.41789,18.8456
0.008102,1.45289,18.7899
0.008103,1.48789,18.7343
0.008104,1.52289,18.6789
0.008105,1.55789,18.6236
0.008106,1.59289,18.5685
0.008107,1.57801,18.5978
0.008108,1.56312,18.6262
0.008109,1.54821,18.6539
0.00811,1.53327,18.6808
0.008111,1.51832,18.7067
0.008112,1.50334,18.7319
0.008113,1.48835,18.7561
0.008114,1.47333,18.7795
0.008115,1.4583,18.802
0.008116,1.44325,18.8236
0.008117,1.42818,18.8444
0.008118,1.4131,18.8643
0.008119,1.398,18.8833
0.00812,1.38288,18.9015
0.008121,1.41788,18.8456
0.008122,1.45288,18.7899
0.008123,1.48788,18.7343
0.008124,1.52288,18.6789
0.008125,1.55788,18.6236
0.008126,1.59288,18.5685
0.008127,1.57801,18.5978
0.008128,1.56312,18.6262
0.008129,1.5482,18.6539
0.00813,1.53327,18.6808
0.008131,1.51832,18.7067
0.008132,1.50334,18.7319
0.008133,1.48834,18.7561
0.008134,1.47333,18.7795
0.008135,1.4583,18.802
0.008136,1.44325,18.8236
0.008137,1.42818,18.8443
0.008138,1.4131,18.8642
0.008139,1.398,18.8833
0.00814,1.38288,18.9015
0.008141,1.41788,18.8456
0.008142,1.45288,18.7899
0.008143,1.48788,18.7343
0.008144,1.52288,18.6789
0.008145,1.55788,18.6236
0.008146,1.59288,18.5685
0.008147,1.57801,18.5978
0.008148,1.56312,18.6262
0.008149,1.5482,18.6539
0.00815,1.53327,18.6808
0.008151,1.51831,18.7067
0.008152,1.50334,18.7318
0.008153,1.48834,18.7561
0.008154,1.47333,18.7795
0.008155,1.4583,18.8019
0.008156,1.44325,18.8236
0.008157,1.42818,18.8443
0.008158,1.41309,18.8642
0.008159,1.398,18.8833
0.00816,1.38288,18.9015
0.008161,1.41788,18.8456
0.008162,1.45288,18.7899
0.008163,1.48788,18.7343
0.008164,1.52288,18.6788
0.008165,1.55788,18.6236
0.008166,1.59288,18.5685
0.008167,1.57801,18.5978
0.008168,1.56311,18.6261
0.008169,1.5482,18.6539
0.00817,1.53327,18.6807
0.008171,1.51831,18.7067
0.008172,1.50334,18.7318
0.008173,1.48834,18.7561
0.008174,1.47333,18.7794
0.008175,1.45829,18.8019
0.008176,1.44324,18.8236
0.008177,1.42818,18.8443
0.008178,1.41309,18.8642
0.008179,1.39799,18.8833
0.00818,1.38288,18.9014
0.008181,1.41788,18.8456
0.008182,1.45288,18.7899
0.008183,1.48788,18.7343
0.008184,1.52288,18.6788
0.008185,1.55788,18.6236
0.008186,1.59288,18.5685
0.008187,1.57801,18.5977
0.008188,1.56311,18.6261
0.008189,1.5482,18.6539
0.00819,1.53327,18.6807
0.008191,1.51831,18.7067
0.008192,1.50334,18.7318
0.008193,1.48834,18.7561
0.008194,1.47333,18.7794
0.008195,1.45829,18.8019
0.008196,1.44324,18.8236
0.008197,1.42818,18.8443
0.008198,1.41309,18.8642
0.008199,1.39799,18.8833
0.0082,1.38288,18.9014
0.008201,1.41788,18.8456
0.008202,1.45288,18.7898
0.008203,1.48788,18.7343
0.008204,1.52288,18.6788
0.008205,1.55788,18.6236
0.008206,1.59288,18.5685
0.008207,1.57801,18.5977
0.008208,1.56311,18.6261
0.008209,1.5482,18.6539
0.00821,1.53327,18.6807
0.008211,1.51831,18.7067
0.008212,1.50334,18.7318
0.008213,1.48834,18.7561
0.008214,1.47333,18.7794
0.008215,1.45829,18.8019
0.008216,1.44324,18.8236
0.008217,1.42818,18.8443
0.008218,1.41309,18.8642
0.008219,1.39799,18.8833
0.00822,1.38288,18.9014
0.008221,1.41788,18.8456
0.008222,1.45288,18.7898
0.008223,1.48788,18.7342
0.008224,1.52288,18.6788
0.008225,1.55788,18.6236
0.008226,1.59288,18.5685
0.008227,1.57801,18.5977
0.008228,1.56311,18.6261
0.008229,1.5482,18.6539
0.00823,1.53326,18.6807
0.008231,1.51831,18.7067
0.008232,1.50333,18.7318
0.008233,1.48834,18.7561
0.008234,1.47332,18.7794
0.008235,1.45829,18.8019
0.008236,1.44324,18.8235
0.008237,1.42817,18.8443
0.008238,1.41309,18.8642
0.008239,1.39799,18.8832
0.00824,1.38288,18.9014
0.008241,1.41788,18.8455
0.008242,1.45288,18.7898
0.008243,1.48788,18.7342
0.008244,1.52288,18.6788
0.008245,1.55788,18.6236
0.008246,1.59288,18.5685
0.008247,1.57801,18.5977
0.008248,1.56311,18.6261
0.008249,1.5482,18.6539
0.00825,1.53326,18.6807
0.008251,1.51831,18.7067
0.008252,1.50333,18.7318
0.008253,1.48834,18.756
0.008254,1.47332,18.7794
0.008255,1.45829,18.8019
0.008256,1.44324,18.8235
0.008257,1.42817,18.8443
0.008258,1.41309,18.8642
0.008259,1.39799,18.8832
0.00826,1.38288,18.9014
0.008261,1.41788,18.8455
0.008262,1.45288,18.7898
0.008263,1.48788,18.7342
0.008264,1.52288,18.6788
0.008265,1.55788,18.6235
0.008266,1.59288,18.5684
0.008267,1.578,18.5977
0.008268,1.56311,18.6261
0.008269,1.5482,18.6538
0.00827,1.53326,18.6807
0.008271,1.51831,18.7067
0.008272,1.50333,18.7318
0.008273,1.48834,18.756
0.008274,1.47332,18.7794
0.008275,1.45829,18.8019
0.008276,1.44324,18.8235
0.008277,1.42817,18.8443
0.008278,1.41309,18.8642
0.008279,1.39799,18.8832
0.00828,1.38288,18.9014
0.008281,1.41788,18.8455
0.008282,1.45288,18.7898
0.008283,1.48788,18.7342
0.008284,1.52288,18.6788
0.008285,1.55788,18.6235
0.008286,1.59288,18.5684
0.008287,1.578,18.5977
0.008288,1.56311,18.6261
0.008289,1.5482,18.6538
0.00829,1.53326,18.6807
0.008291,1.51831,18.7067
0.008292,1.50333,18.7318
0.008293,1.48834,18.756
0.008294,1.47332,18.7794
0.008295,1.45829,18.8019
0.008296,1.44324,18.8235
0.008297,1.42817,18.8443
0.008298,1.41309,18.8642
0.008299,1.39799,18.8832
0.0083,1.38288,18.9014
0.008301,1.41788,18.8455
0.008302,1.45288,18.7898
0.008303,1.48788,18.7342
0.008304,1.52288,18.6788
0.008305,1.55788,18.6235
0.008306,1.59288,18.5684
0.008307,1.578,18.5977
0.008308,1.56311,18.6261
0.008309,1.5482,18.6538
0.00831,1.53326,18.6807
0.008311,1.51831,18.7067
0.008312,1.50333,18.7318
0.008313,1.48834,18.756
0.008314,1.47332,18.7794
0.008315,1.45829,18.8019
0.008316,1.44324,18.8235
0.008317,1.42817,18.8443
0.008318,1.41309,18.8642
0.008319,1.39799,18.8832
0.00832,1.38288,18.9014
0.008321,1.41788,18.8455
0.008322,1.45288,18.7898
0.008323,1.48788,18.7342
0.008324,1.52288,18.6788
0.008325,1.55788,18.6235
0.008326,1.59288,18.5684
0.008327,1.578,18.5977
0.008328,1.56311,18.6261
0.008329,1.5482,18.6538
0.00833,1.53326,18.6807
0.008331,1.51831,18.7067
0.008332,1.50333,18.7318
0.008333,1.48834,18.756
0.008334,1.47332,18.7794
0.008335,1.45829,18.8019
0.008336,1.44324,18.8235
0.008337,1.42817,18.8443
0.008338,1.41309,18.8642
0.008339,1.39799,18.8832
0.00834,1.38288,18.9014
0.008341,1.41788,18.8455
0.008342,1.45288,18.7898
0.008343,1.48788,18.7342
0.008344,1.52288,18.6788
0.008345,1.55788,18.6235
0.008346,1.59288,18.5684
0.008347,1.578,18.5977
0.008348,1.56311,18.6261
0.008349,1.5482,18.6538
0.00835,1.53326,18.6807
0.008351,1.51831,18.7067
0.008352,1.50333,18.7318
0.008353,1.48834,18.756
0.008354,1.47332,18.7794
0.008355,1.45829,18.8019
0.008356,1.44324,18.8235
0.008357,1.42817,18.8443
0.008358,1.41309,18.8642
0.008359,1.39799,18.8832
0.00836,1.38288,18.9014
0.008361,1.41788,18.8455
0.008362,1.45288,18.7898
0.008363,1.48788,18.7342
0.008364,1.52288,18.6788
0.008365,1.55788,18.6235
0.008366,1.59288,18.5684
0.008367,1.578,18.5977
0.008368,1.56311,18.6261
0.008369,1.5482,18.6538
0.00837,1.53326,18.6807
0.008371,1.51831,18.7067
0.008372,1.50333,18.7318
0.008373,1.48834,18.756
0.008374,1.47332,18.7794
0.008375,1.45829,18.8019
0.008376,1.44324,18.8235
0.008377,1.42817,18.8443
0.008378,1.41309,18.8642
0.008379,1.39799,18.8832
0.00838,1.38287,18.9014
0.008381,1.41787,18.8455
0.008382,1.45287,18.7898
0.008383,1.48787,18.7342
0.008384,1.52287,18.6788
0.008385,1.55787,18.6235
0.008386,1.59287,18.5684
0.008387,1.578,18.5977
0.008388,1.56311,18.6261
0.008389,1.5482,18.6538
0.00839,1.53326,18.6807
0.008391,1.51831,18.7066
0.008392,1.50333,18.7318
0.008393,1.48834,18.756
0.008394,1.47332,18.7794
0.008395,1.45829,18.8019
0.008396,1.44324,18.8235
0.008397,1.42817,18.8443
0.008398,1.41309,18.8642
0.008399,1.39799,18.8832
0.0084,1.38287,18.9014
0.008401,1.41787,18.8455
0.008402,1.45287,18.7898
0.008403,1.48787,18.7342
0.008404,1.52287,18.6788
0.008405,1.55787,18.6235
0.008406,1.59287,18.5684
0.008407,1.578,18.5977
0.008408,1.56311,18.6261
0.008409,1.5482,18.6538
0.00841,1.53326,18.6807
0.008411,1.51831,18.7066
0.008412,1.50333,18.7317
0.008413,1.48834,18.756
0.008414,1.47332,18.7794
0.008415,1.45829,18.8018
0.008416,1.44324,18.8235
0.008417,1.42817,18.8442
0.008418,1.41309,18.8641
0.008419,1.39799,18.8832
0.00842,1.38287,18.9014
0.008421,1.41787,18.8455
0.008422,1.45287,18.7898
0.008423,1.48787,18.7342
0.008424,1.52287,18.6787
0.008425,1.55787,18.6235
0.008426,1.59287,18.5684
0.008427,1.578,18.5977
0.008428,1.56311,18.6261
0.008429,1.5482,18.6538
0.00843,1.53326,18.6806
0.008431,1.51831,18.7066
0.008432,1.50333,18.7317
0.008433,1.48834,18.756
0.008434,1.47332,18.7793
0.008435,1.45829,18.8018
0.008436,1.44324,18.8235
0.008437,1.42817,18.8442
0.008438,1.41309,18.8641
0.008439,1.39799,18.8832
0.00844,1.38287,18.9014
0.008441,1.41787,18.8455
0.008442,1.45287,18.7898
0.008443,1.48787,18.7342
0.008444,1.52287,18.6787
0.008445,1.55787,18.6235
0.008446,1.59287,18.5684
0.008447,1.578,18.5977
0.008448,1.56311,18.626
0.008449,1.5482,18.6538
0.00845,1.53326,18.6806
0.008451,1.51831,18.7066
0.008452,1.50333,18.7317
0.008453,1.48834,18.756
0.008454,1.47332,18.7793
0.008455,1.45829,18.8018
0.008456,1.44324,18.8235
0.008457,1.42817,18.8442
0.008458,1.41309,18.8641
0.008459,1.39799,18.8832
0.00846,1.38287,18.9013
0.008461,1.41787,18.8455
0.008462,1.45287,18.7898
0.008463,1.48787,18.7342
0.008464,1.52287,18.6787
0.008465,1.55787,18.6235
0.008466,1.59287,18.5684
0.008467,1.578,18.5976
0.008468,1.56311,18.626
0.008469,1.5482,18.6538
0.00847,1.53326,18.6806
0.008471,1.51831,18.7066
0.008472,1.50333,18.7317
0.008473,1.48834,18.756
0.008474,1.47332,18.7793
0.008475,1.45829,18.8018
0.008476,1.44324,18.8235
0.008477,1.42817,18.8442
0.008478,1.41309,18.8641
0.008479,1.39799,18.8832
0.00848,1.38288,18.9013
0.008481,1.41788,18.8455
0.008482,1.45288,18.7897
0.008483,1.48788,18.7342
0.008484,1.52288,18.6787
0.008485,1.55788,18.6235
0.008486,1.59288,18.5684
0.008487,1.578,18.5976
0.008488,1.56311,18.626
0.008489,1.5482,18.6538
0.00849,1.53326,18.6806
0.008491,1.51831,18.7066
0.008492,1.50333,18.7317
0.008493,1.48834,18.756
0.008494,1.47332,18.7793
0.008495,1.45829,18.8018
0.008496,1.44324,18.8235
0.008497,1.42817,18.8442
0.008498,1.41309,18.8641
0.008499,1.39799,18.8832
0.0085,1.38288,18.9013
0.008501,1.41788,18.8455
0.008502,1.45288,18.7897
0.008503,1.48788,18.7342
0.008504,1.52288,18.6787
0.008505,1.55788,18.6235
0.008506,1.59288,18.5684
0.008507,1.578,18.5976
0.008508,1.56311,18.626
0.008509,1.5482,18.6538
0.00851,1.53326,18.6806
0.008511,1.51831,18.7066
0.008512,1.50333,18.7317
0.008513,1.48834,18.756
0.008514,1.47332,18.7793
0.008515,1.45829,18.8018
0.008516,1.44324,18.8235
0.008517,1.42817,18.8442
0.008518,1.41309,18.8641
0.008519,1.39799,18.8832
0.00852,1.38288,18.9013
0.008521,1.41788,18.8455
0.008522,1.45288,18.7897
0.008523,1.48788,18.7341
0.008524,1.52288,18.6787
0.008525,1.55788,18.6235
0.008526,1.59288,18.5684
0.008527,1.578,18.5976
0.008528,1.56311,18.626
0.008529,1.5482,18.6538
0.00853,1.53326,18.6806
0.008531,1.51831,18.7066
0.008532,1.50333,18.7317
0.008533,1.48834,18.756
0.008534,1.47332,18.7793
0.008535,1.45829,18.8018
0.008536,1.44324,18.8234
0.008537,1.42817,18.8442
0.008538,1.41309,18.8641
0.008539,1.39799,18.8832
0.00854,1.38288,18.9013
0.008541,1.41788,18.8454
0.008542,1.45288,18.7897
0.008543,1.48788,18.7341
0.008544,1.52288,18.6787
0.008545,1.55788,18.6235
0.008546,1.59288,18.5684
0.008547,1.578,18.5976
0.008548,1.56311,18.626
0.008549,1.5482,18.6538
0.00855,1.53326,18.6806
0.008551,1.51831,18.7066
0.008552,1.50333,18.7317
0.008553,1.48834,18.7559
0.008554,1.47332,18.7793
0.008555,1.45829,18.8018
0.008556,1.44324,18.8234
0.008557,1.42817,18.8442
0.008558,1.41309,18.8641
0.008559,1.39799,18.8831
0.00856,1.38288,18.9013
0.008561,1.41788,18.8454
0.008562,1.45288,18.7897
0.008563,1.48788,18.7341
0.008564,1.52288,18.6787
0.008565,1.55788,18.6234
0.008566,1.59288,18.5684
0.008567,1.578,18.5976
0.008568,1.56311,18.626
0.008569,1.5482,18.6538
0.00857,1.53326,18.6806
0.008571,1.51831,18.7066
0.008572,1.50333,18.7317
0.008573,1.48834,18.7559
0.008574,1.47332,18.7793
0.008575,1.45829,18.8018
0.008576,1.44324,18.8234
0.008577,1.42817,18.8442
0.008578,1.41309,18.8641
0.008579,1.39799,18.8831
0.00858,1.38288,18.9013
0.008581,1.41788,18.8454
0.008582,1.45288,18.7897
0.008583,1.48788,18.7341
0.008584,1.52288,18.6787
0.008585,1.55788,18.6234
0.008586,1.59288,18.5683
0.008587,1.578,18.5976
0.008588,1.56311,18.626
0.008589,1.5482,18.6538
0.00859,1.53326,18.6806
0.008591,1.51831,18.7066
0.008592,1.50333,18.7317
0.008593,1.48834,18.7559
0.008594,1.47332,18.7793
0.008595,1.45829,18.8018
0.008596,1.44324,18.8234
0.008597,1.42817,18.8442
0.008598,1.41309,18.8641
0.008599,1.39799,18.8831
0.0086,1.38288,18.9013
0.008601,1.41788,18.8454
0.008602,1.45288,18.7897
0.008603,1.48788,18.7341
0.008604,1.52288,18.6787
0.008605,1.55788,18.6234
0.008606,1.59288,18.5683
0.008607,1.578,18.5976
0.008608,1.56311,18.626
0.008609,1.5482,18.6537
0.00861,1.53326,18.6806
0.008611,1.51831,18.7066
0.008612,1.50333,18.7317
0.008613,1.48834,18.7559
0.008614,1.47332,18.7793
0.008615,1.45829,18.8018
0.008616,1.44324,18.8234
0.008617,1.42817,18.8442
0.008618,1.41309,18.8641
0.008619,1.39799,18.8831
0.00862,1.38288,18.9013
0.008621,1.41788,18.8454
0.008622,1.45288,18.7897
0.008623,1.48788,18.7341
0.008624,1.52288,18.6787
0.008625,1.55788,18.6234
0.008626,1.59288,18.5683
0.008627,1.57801,18.5976
0.008628,1.56311,18.626
0.008629,1.5482,18.6537
0.00863,1.53326,18.6806
0.008631,1.51831,18.7066
0.008632,1.50333,18.7317
0.008633,1.48834,18.7559
0.008634,1.47332,18.7793
0.008635,1.45829,18.8018
0.008636,1.44324,18.8234
0.008637,1.42817,18.8442
0.008638,1.41309,18.8641
0.008639,1.39799,18.8831
0.00864,1.38288,18.9013
0.008641,1.41788,18.8454
0.008642,1.45288,18.7897
0.008643,1.48788,18.7341
0.008644,1.52288,18.6787
0.008645,1.55788,18.6234
0.008646,1.59288,18.5683
0.008647,1.57801,18.5976
0.008648,1.56311,18.626
0.008649,1.5482,18.6537
0.00865,1.53326,18.6806
0.008651,1.51831,18.7066
0.008652,1.50333,18.7317
0.008653,1.48834,18.7559
0.008654,1.47332,18.7793
0.008655,1.45829,18.8018
0.008656,1.44324,18.8234
0.008657,1.42817,18.8442
