Time,I,V
0.04216,1.38288,18.9014
0.042161,1.41788,18.8455
0.042162,1.45288,18.7898
0.042163,1.48788,18.7342
0.042164,1.52288,18.6787
0.042165,1.55788,18.6235
0.042166,1.59288,18.5684
0.042167,1.57801,18.5977
0.042168,1.56312,18.6261
0.042169,1.5482,18.6538
0.04217,1.53327,18.6806
0.042171,1.51831,18.7066
0.042172,1.50334,18.7317
0.042173,1.48834,18.756
0.042174,1.47333,18.7793
0.042175,1.4583,18.8018
0.042176,1.44325,18.8235
0.042177,1.42818,18.8442
0.042178,1.4131,18.8641
0.042179,1.398,18.8832
0.04218,1.38288,18.9014
0.042181,1.41788,18.8455
0.042182,1.45288,18.7898
0.042183,1.48788,18.7342
0.042184,1.52288,18.6787
0.042185,1.55788,18.6235
0.042186,1.59288,18.5684
0.042187,1.57801,18.5977
0.042188,1.56312,18.6261
0.042189,1.5482,18.6538
0.04219,1.53327,18.6806
0.042191,1.51831,18.7066
0.042192,1.50334,18.7317
0.042193,1.48834,18.756
0.042194,1.47333,18.7793
0.042195,1.4583,18.8018
0.042196,1.44325,18.8235
0.042197,1.42818,18.8442
0.042198,1.4131,18.8641
0.042199,1.398,18.8832
0.0422,1.38288,18.9014
0.042201,1.41788,18.8455
0.042202,1.45288,18.7898
0.042203,1.48788,18.7342
0.042204,1.52288,18.6787
0.042205,1.55788,18.6235
0.042206,1.59288,18.5684
0.042207,1.57801,18.5977
0.042208,1.56312,18.6261
0.042209,1.5482,18.6538
0.04221,1.53327,18.6806
0.042211,1.51831,18.7066
0.042212,1.50334,18.7317
0.042213,1.48834,18.756
0.042214,1.47333,18.7793
0.042215,1.4583,18.8018
0.042216,1.44325,18.8235
0.042217,1.42818,18.8442
0.042218,1.4131,18.8641
0.042219,1.398,18.8832
0.04222,1.38288,18.9014
0.042221,1.41788,18.8455
0.042222,1.45288,18.7898
0.042223,1.48788,18.7342
0.042224,1.52288,18.6787
0.042225,1.55788,18.6235
0.042226,1.59288,18.5684
0.042227,1.57801,18.5977
0.042228,1.56312,18.6261
0.042229,1.5482,18.6538
0.04223,1.53327,18.6806
0.042231,1.51831,18.7066
0.042232,1.50334,18.7317
0.042233,1.48834,18.756
0.042234,1.47333,18.7793
0.042235,1.4583,18.8018
0.042236,1.44325,18.8235
0.042237,1.42818,18.8442
0.042238,1.4131,18.8641
0.042239,1.398,18.8832
0.04224,1.38288,18.9014
0.042241,1.41788,18.8455
0.042242,1.45288,18.7898
0.042243,1.48788,18.7342
0.042244,1.52288,18.6787
0.042245,1.55788,18.6235
0.042246,1.59288,18.5684
0.042247,1.57801,18.5977
0.042248,1.56312,18.6261
0.042249,1.5482,18.6538
0.04225,1.53327,18.6806
0.042251,1.51831,18.7066
0.042252,1.50334,18.7317
0.042253,1.48834,18.756
0.042254,1.47333,18.7793
0.042255,1.4583,18.8018
0.042256,1.44325,18.8235
0.042257,1.42818,18.8442
0.042258,1.4131,18.8641
0.042259,1.398,18.8832
0.04226,1.38288,18.9014
0.042261,1.41788,18.8455
0.042262,1.45288,18.7898
0.042263,1.48788,18.7342
0.042264,1.52288,18.6787
0.042265,1.55788,18.6235
0.042266,1.59288,18.5684
0.042267,1.57801,18.5977
0.042268,1.56312,18.6261
0.042269,1.5482,18.6538
0.04227,1.53327,18.6806
0.042271,1.51831,18.7066
0.042272,1.50334,18.7317
0.042273,1.48834,18.756
0.042274,1.47333,18.7793
0.042275,1.4583,18.8018
0.042276,1.44325,18.8235
0.042277,1.42818,18.8442
0.042278,1.4131,18.8641
0.042279,1.398,18.8832
0.04228,1.38288,18.9014
0.042281,1.41788,18.8455
0.042282,1.45288,18.7898
0.042283,1.48788,18.7342
0.042284,1.52288,18.6787
0.042285,1.55788,18.6235
0.042286,1.59288,18.5684
0.042287,1.57801,18.5977
0.042288,1.56312,18.6261
0.042289,1.5482,18.6538
0.04229,1.53327,18.6806
0.042291,1.51831,18.7066
0.042292,1.50334,18.7317
0.042293,1.48834,18.756
0.042294,1.47333,18.7793
0.042295,1.4583,18.8018
0.042296,1.44325,18.8235
0.042297,1.42818,18.8442
0.042298,1.4131,18.8641
0.042299,1.398,18.8832
0.0423,1.38288,18.9014
0.042301,1.41788,18.8455
0.042302,1.45288,18.7898
0.042303,1.48788,18.7342
0.042304,1.52288,18.6787
0.042305,1.55788,18.6235
0.042306,1.59288,18.5684
0.042307,1.57801,18.5977
0.042308,1.56312,18.6261
0.042309,1.5482,18.6538
0.04231,1.53327,18.6806
0.042311,1.51831,18.7066
0.042312,1.50334,18.7317
0.042313,1.48834,18.756
0.042314,1.47333,18.7793
0.042315,1.4583,18.8018
0.042316,1.44325,18.8235
0.042317,1.42818,18.8442
0.042318,1.4131,18.8641
0.042319,1.398,18.8832
0.04232,1.38288,18.9014
0.042321,1.41788,18.8455
0.042322,1.45288,18.7898
0.042323,1.48788,18.7342
0.042324,1.52288,18.6787
0.042325,1.55788,18.6235
0.042326,1.59288,18.5684
0.042327,1.57801,18.5977
0.042328,1.56312,18.6261
0.042329,1.5482,18.6538
0.04233,1.53327,18.6806
0.042331,1.51831,18.7066
0.042332,1.50334,18.7317
0.042333,1.48834,18.756
0.042334,1.47333,18.7793
0.042335,1.4583,18.8018
0.042336,1.44325,18.8235
0.042337,1.42818,18.8442
0.042338,1.4131,18.8641
0.042339,1.398,18.8832
0.04234,1.38288,18.9014
0.042341,1.41788,18.8455
0.042342,1.45288,18.7898
0.042343,1.48788,18.7342
0.042344,1.52288,18.6787
0.042345,1.55788,18.6235
0.042346,1.59288,18.5684
0.042347,1.57801,18.5977
0.042348,1.56312,18.6261
0.042349,1.5482,18.6538
0.04235,1.53327,18.6806
0.042351,1.51831,18.7066
0.042352,1.50334,18.7317
0.042353,1.48834,18.756
0.042354,1.47333,18.7793
0.042355,1.4583,18.8018
0.042356,1.44325,18.8235
0.042357,1.42818,18.8442
0.042358,1.4131,18.8641
0.042359,1.398,18.8832
0.04236,1.38288,18.9014
0.042361,1.41788,18.8455
0.042362,1.45288,18.7898
0.042363,1.48788,18.7342
0.042364,1.52288,18.6787
0.042365,1.55788,18.6235
0.042366,1.59288,18.5684
0.042367,1.57801,18.5977
0.042368,1.56312,18.6261
0.042369,1.5482,18.6538
0.04237,1.53327,18.6806
0.042371,1.51831,18.7066
0.042372,1.50334,18.7317
0.042373,1.48834,18.756
0.042374,1.47333,18.7793
0.042375,1.4583,18.8018
0.042376,1.44325,18.8235
0.042377,1.42818,18.8442
0.042378,1.4131,18.8641
0.042379,1.398,18.8832
0.04238,1.38288,18.9014
0.042381,1.41788,18.8455
0.042382,1.45288,18.7898
0.042383,1.48788,18.7342
0.042384,1.52288,18.6787
0.042385,1.55788,18.6235
0.042386,1.59288,18.5684
0.042387,1.57801,18.5977
0.042388,1.56312,18.6261
0.042389,1.5482,18.6538
0.04239,1.53327,18.6806
0.042391,1.51831,18.7066
0.042392,1.50334,18.7317
0.042393,1.48834,18.756
0.042394,1.47333,18.7793
0.042395,1.4583,18.8018
0.042396,1.44325,18.8235
0.042397,1.42818,18.8442
0.042398,1.4131,18.8641
0.042399,1.398,18.8832
0.0424,1.38288,18.9014
0.042401,1.41788,18.8455
0.042402,1.45288,18.7898
0.042403,1.48788,18.7342
0.042404,1.52288,18.6787
0.042405,1.55788,18.6235
0.042406,1.59288,18.5684
0.042407,1.57801,18.5977
0.042408,1.56312,18.6261
0.042409,1.5482,18.6538
0.04241,1.53327,18.6806
0.042411,1.51831,18.7066
0.042412,1.50334,18.7317
0.042413,1.48834,18.756
0.042414,1.47333,18.7793
0.042415,1.4583,18.8018
0.042416,1.44325,18.8235
0.042417,1.42818,18.8442
0.042418,1.4131,18.8641
0.042419,1.398,18.8832
0.04242,1.38288,18.9014
0.042421,1.41788,18.8455
0.042422,1.45288,18.7898
0.042423,1.48788,18.7342
0.042424,1.52288,18.6787
0.042425,1.55788,18.6235
0.042426,1.59288,18.5684
0.042427,1.57801,18.5977
0.042428,1.56312,18.6261
0.042429,1.5482,18.6538
0.04243,1.53327,18.6806
0.042431,1.51831,18.7066
0.042432,1.50334,18.7317
0.042433,1.48834,18.756
0.042434,1.47333,18.7793
0.042435,1.4583,18.8018
0.042436,1.44325,18.8235
0.042437,1.42818,18.8442
0.042438,1.4131,18.8641
0.042439,1.398,18.8832
0.04244,1.38288,18.9014
0.042441,1.41788,18.8455
0.042442,1.45288,18.7898
0.042443,1.48788,18.7342
0.042444,1.52288,18.6787
0.042445,1.55788,18.6235
0.042446,1.59288,18.5684
0.042447,1.57801,18.5977
0.042448,1.56312,18.6261
0.042449,1.5482,18.6538
0.04245,1.53327,18.6806
0.042451,1.51831,18.7066
0.042452,1.50334,18.7317
0.042453,1.48834,18.756
0.042454,1.47333,18.7793
0.042455,1.4583,18.8018
0.042456,1.44325,18.8235
0.042457,1.42818,18.8442
0.042458,1.4131,18.8641
0.042459,1.398,18.8832
0.04246,1.38288,18.9014
0.042461,1.41788,18.8455
0.042462,1.45288,18.7898
0.042463,1.48788,18.7342
0.042464,1.52288,18.6787
0.042465,1.55788,18.6235
0.042466,1.59288,18.5684
0.042467,1.57801,18.5977
0.042468,1.56312,18.6261
0.042469,1.5482,18.6538
0.04247,1.53327,18.6806
0.042471,1.51831,18.7066
0.042472,1.50334,18.7317
0.042473,1.48834,18.756
0.042474,1.47333,18.7793
0.042475,1.4583,18.8018
0.042476,1.44325,18.8235
0.042477,1.42818,18.8442
0.042478,1.4131,18.8641
0.042479,1.398,18.8832
0.04248,1.38288,18.9014
0.042481,1.41788,18.8455
0.042482,1.45288,18.7898
0.042483,1.48788,18.7342
0.042484,1.52288,18.6787
0.042485,1.55788,18.6235
0.042486,1.59288,18.5684
0.042487,1.57801,18.5977
0.042488,1.56312,18.6261
0.042489,1.5482,18.6538
0.04249,1.53327,18.6806
0.042491,1.51831,18.7066
0.042492,1.50334,18.7317
0.042493,1.48834,18.756
0.042494,1.47333,18.7793
0.042495,1.4583,18.8018
0.042496,1.44325,18.8235
0.042497,1.42818,18.8442
0.042498,1.4131,18.8641
0.042499,1.398,18.8832
0.0425,1.38288,18.9014
0.042501,1.41788,18.8455
0.042502,1.45288,18.7898
0.042503,1.48788,18.7342
0.042504,1.52288,18.6787
0.042505,1.55788,18.6235
0.042506,1.59288,18.5684
0.042507,1.57801,18.5977
0.042508,1.56312,18.6261
0.042509,1.5482,18.6538
0.04251,1.53327,18.6806
0.042511,1.51831,18.7066
0.042512,1.50334,18.7317
0.042513,1.48834,18.756
0.042514,1.47333,18.7793
0.042515,1.4583,18.8018
0.042516,1.44325,18.8235
0.042517,1.42818,18.8442
0.042518,1.4131,18.8641
0.042519,1.398,18.8832
0.04252,1.38288,18.9014
0.042521,1.41788,18.8455
0.042522,1.45288,18.7898
0.042523,1.48788,18.7342
0.042524,1.52288,18.6787
0.042525,1.55788,18.6235
0.042526,1.59288,18.5684
0.042527,1.57801,18.5977
0.042528,1.56312,18.6261
0.042529,1.5482,18.6538
0.04253,1.53327,18.6806
0.042531,1.51831,18.7066
0.042532,1.50334,18.7317
0.042533,1.48834,18.756
0.042534,1.47333,18.7793
0.042535,1.4583,18.8018
0.042536,1.44325,18.8235
0.042537,1.42818,18.8442
0.042538,1.4131,18.8641
0.042539,1.398,18.8832
0.04254,1.38288,18.9014
0.042541,1.41788,18.8455
0.042542,1.45288,18.7898
0.042543,1.48788,18.7342
0.042544,1.52288,18.6787
0.042545,1.55788,18.6235
0.042546,1.59288,18.5684
0.042547,1.57801,18.5977
0.042548,1.56312,18.6261
0.042549,1.5482,18.6538
0.04255,1.53327,18.6806
0.042551,1.51831,18.7066
0.042552,1.50334,18.7317
0.042553,1.48834,18.756
0.042554,1.47333,18.7793
0.042555,1.4583,18.8018
0.042556,1.44325,18.8235
0.042557,1.42818,18.8442
0.042558,1.4131,18.8641
0.042559,1.398,18.8832
0.04256,1.38288,18.9014
0.042561,1.41788,18.8455
0.042562,1.45288,18.7898
0.042563,1.48788,18.7342
0.042564,1.52288,18.6787
0.042565,1.55788,18.6235
0.042566,1.59288,18.5684
0.042567,1.57801,18.5977
0.042568,1.56312,18.6261
0.042569,1.5482,18.6538
0.04257,1.53327,18.6806
0.042571,1.51831,18.7066
0.042572,1.50334,18.7317
0.042573,1.48834,18.756
0.042574,1.47333,18.7793
0.042575,1.4583,18.8018
0.042576,1.44325,18.8235
0.042577,1.42818,18.8442
0.042578,1.4131,18.8641
0.042579,1.398,18.8832
0.04258,1.38288,18.9014
0.042581,1.41788,18.8455
0.042582,1.45288,18.7898
0.042583,1.48788,18.7342
0.042584,1.52288,18.6787
0.042585,1.55788,18.6235
0.042586,1.59288,18.5684
0.042587,1.57801,18.5977
0.042588,1.56312,18.6261
0.042589,1.5482,18.6538
0.04259,1.53327,18.6806
0.042591,1.51831,18.7066
0.042592,1.50334,18.7317
0.042593,1.48834,18.756
0.042594,1.47333,18.7793
0.042595,1.4583,18.8018
0.042596,1.44325,18.8235
0.042597,1.42818,18.8442
0.042598,1.4131,18.8641
0.042599,1.398,18.8832
0.0426,1.38288,18.9014
0.042601,1.41788,18.8455
0.042602,1.45288,18.7898
0.042603,1.48788,18.7342
0.042604,1.52288,18.6787
0.042605,1.55788,18.6235
0.042606,1.59288,18.5684
0.042607,1.57801,18.5977
0.042608,1.56312,18.6261
0.042609,1.5482,18.6538
0.04261,1.53327,18.6806
0.042611,1.51831,18.7066
0.042612,1.50334,18.7317
0.042613,1.48834,18.756
0.042614,1.47333,18.7793
0.042615,1.4583,18.8018
0.042616,1.44325,18.8235
0.042617,1.42818,18.8442
0.042618,1.4131,18.8641
0.042619,1.398,18.8832
0.04262,1.38288,18.9014
0.042621,1.41788,18.8455
0.042622,1.45288,18.7898
0.042623,1.48788,18.7342
0.042624,1.52288,18.6787
0.042625,1.55788,18.6235
0.042626,1.59288,18.5684
0.042627,1.57801,18.5977
0.042628,1.56312,18.6261
0.042629,1.5482,18.6538
0.04263,1.53327,18.6806
0.042631,1.51831,18.7066
0.042632,1.50334,18.7317
0.042633,1.48834,18.756
0.042634,1.47333,18.7793
0.042635,1.4583,18.8018
0.042636,1.44325,18.8235
0.042637,1.42818,18.8442
0.042638,1.4131,18.8641
0.042639,1.398,18.8832
0.04264,1.38288,18.9014
0.042641,1.41788,18.8455
0.042642,1.45288,18.7898
0.042643,1.48788,18.7342
0.042644,1.52288,18.6787
0.042645,1.55788,18.6235
0.042646,1.59288,18.5684
0.042647,1.57801,18.5977
0.042648,1.56312,18.6261
0.042649,1.5482,18.6538
0.04265,1.53327,18.6806
0.042651,1.51831,18.7066
0.042652,1.50334,18.7317
0.042653,1.48834,18.756
0.042654,1.47333,18.7793
0.042655,1.4583,18.8018
0.042656,1.44325,18.8235
0.042657,1.42818,18.8442
0.042658,1.4131,18.8641
0.042659,1.398,18.8832
0.04266,1.38288,18.9014
0.042661,1.41788,18.8455
0.042662,1.45288,18.7898
0.042663,1.48788,18.7342
0.042664,1.52288,18.6787
0.042665,1.55788,18.6235
0.042666,1.59288,18.5684
0.042667,1.57801,18.5977
0.042668,1.56312,18.6261
0.042669,1.5482,18.6538
0.04267,1.53327,18.6806
0.042671,1.51831,18.7066
0.042672,1.50334,18.7317
0.042673,1.48834,18.756
0.042674,1.47333,18.7793
0.042675,1.4583,18.8018
0.042676,1.44325,18.8235
0.042677,1.42818,18.8442
0.042678,1.4131,18.8641
0.042679,1.398,18.8832
0.04268,1.38288,18.9014
0.042681,1.41788,18.8455
0.042682,1.45288,18.7898
0.042683,1.48788,18.7342
0.042684,1.52288,18.6787
0.042685,1.55788,18.6235
0.042686,1.59288,18.5684
0.042687,1.57801,18.5977
0.042688,1.56312,18.6261
0.042689,1.5482,18.6538
0.04269,1.53327,18.6806
0.042691,1.51831,18.7066
0.042692,1.50334,18.7317
0.042693,1.48834,18.756
0.042694,1.47333,18.7793
0.042695,1.4583,18.8018
0.042696,1.44325,18.8235
0.042697,1.42818,18.8442
0.042698,1.4131,18.8641
0.042699,1.398,18.8832
0.0427,1.38288,18.9014
0.042701,1.41788,18.8455
0.042702,1.45288,18.7898
0.042703,1.48788,18.7342
0.042704,1.52288,18.6787
0.042705,1.55788,18.6235
0.042706,1.59288,18.5684
0.042707,1.57801,18.5977
0.042708,1.56312,18.6261
0.042709,1.5482,18.6538
0.04271,1.53327,18.6806
0.042711,1.51831,18.7066
0.042712,1.50334,18.7317
0.042713,1.48834,18.756
0.042714,1.47333,18.7793
0.042715,1.4583,18.8018
0.042716,1.44325,18.8235
0.042717,1.42818,18.8442
0.042718,1.4131,18.8641
0.042719,1.398,18.8832
0.04272,1.38288,18.9014
0.042721,1.41788,18.8455
0.042722,1.45288,18.7898
0.042723,1.48788,18.7342
0.042724,1.52288,18.6787
0.042725,1.55788,18.6235
0.042726,1.59288,18.5684
0.042727,1.57801,18.5977
0.042728,1.56312,18.6261
0.042729,1.5482,18.6538
0.04273,1.53327,18.6806
0.042731,1.51831,18.7066
0.042732,1.50334,18.7317
0.042733,1.48834,18.756
0.042734,1.47333,18.7793
0.042735,1.4583,18.8018
0.042736,1.44325,18.8235
0.042737,1.42818,18.8442
0.042738,1.4131,18.8641
0.042739,1.398,18.8832
0.04274,1.38288,18.9014
0.042741,1.41788,18.8455
0.042742,1.45288,18.7898
0.042743,1.48788,18.7342
0.042744,1.52288,18.6787
0.042745,1.55788,18.6235
0.042746,1.59288,18.5684
0.042747,1.57801,18.5977
0.042748,1.56312,18.6261
0.042749,1.5482,18.6538
0.04275,1.53327,18.6806
0.042751,1.51831,18.7066
0.042752,1.50334,18.7317
0.042753,1.48834,18.756
0.042754,1.47333,18.7793
0.042755,1.4583,18.8018
0.042756,1.44325,18.8235
0.042757,1.42818,18.8442
0.042758,1.4131,18.8641
0.042759,1.398,18.8832
0.04276,1.38288,18.9014
0.042761,1.41788,18.8455
0.042762,1.45288,18.7898
0.042763,1.48788,18.7342
0.042764,1.52288,18.6787
0.042765,1.55788,18.6235
0.042766,1.59288,18.5684
0.042767,1.57801,18.5977
0.042768,1.56312,18.6261
0.042769,1.5482,18.6538
0.04277,1.53327,18.6806
0.042771,1.51831,18.7066
0.042772,1.50334,18.7317
0.042773,1.48834,18.756
0.042774,1.47333,18.7793
0.042775,1.4583,18.8018
0.042776,1.44325,18.8235
0.042777,1.42818,18.8442
0.042778,1.4131,18.8641
0.042779,1.398,18.8832
0.04278,1.38288,18.9014
0.042781,1.41788,18.8455
0.042782,1.45288,18.7898
0.042783,1.48788,18.7342
0.042784,1.52288,18.6787
0.042785,1.55788,18.6235
0.042786,1.59288,18.5684
0.042787,1.57801,18.5977
0.042788,1.56312,18.6261
0.042789,1.5482,18.6538
0.04279,1.53327,18.6806
0.042791,1.51831,18.7066
0.042792,1.50334,18.7317
0.042793,1.48834,18.756
0.042794,1.47333,18.7793
0.042795,1.4583,18.8018
0.042796,1.44325,18.8235
0.042797,1.42818,18.8442
0.042798,1.4131,18.8641
0.042799,1.398,18.8832
0.0428,1.38288,18.9014
0.042801,1.41788,18.8455
0.042802,1.45288,18.7898
0.042803,1.48788,18.7342
0.042804,1.52288,18.6787
0.042805,1.55788,18.6235
0.042806,1.59288,18.5684
0.042807,1.57801,18.5977
0.042808,1.56312,18.6261
0.042809,1.5482,18.6538
0.04281,1.53327,18.6806
0.042811,1.51831,18.7066
0.042812,1.50334,18.7317
0.042813,1.48834,18.756
0.042814,1.47333,18.7793
0.042815,1.4583,18.8018
0.042816,1.44325,18.8235
0.042817,1.42818,18.8442
0.042818,1.4131,18.8641
0.042819,1.398,18.8832
0.04282,1.38288,18.9014
0.042821,1.41788,18.8455
0.042822,1.45288,18.7898
0.042823,1.48788,18.7342
0.042824,1.52288,18.6787
0.042825,1.55788,18.6235
0.042826,1.59288,18.5684
0.042827,1.57801,18.5977
0.042828,1.56312,18.6261
0.042829,1.5482,18.6538
0.04283,1.53327,18.6806
0.042831,1.51831,18.7066
0.042832,1.50334,18.7317
0.042833,1.48834,18.756
0.042834,1.47333,18.7793
0.042835,1.4583,18.8018
0.042836,1.44325,18.8235
0.042837,1.42818,18.8442
0.042838,1.4131,18.8641
0.042839,1.398,18.8832
0.04284,1.38288,18.9014
0.042841,1.41788,18.8455
0.042842,1.45288,18.7898
0.042843,1.48788,18.7342
0.042844,1.52288,18.6787
0.042845,1.55788,18.6235
0.042846,1.59288,18.5684
0.042847,1.57801,18.5977
0.042848,1.56312,18.6261
0.042849,1.5482,18.6538
0.04285,1.53327,18.6806
0.042851,1.51831,18.7066
0.042852,1.50334,18.7317
0.042853,1.48834,18.756
0.042854,1.47333,18.7793
0.042855,1.4583,18.8018
0.042856,1.44325,18.8235
0.042857,1.42818,18.8442
0.042858,1.4131,18.8641
0.042859,1.398,18.8832
0.04286,1.38288,18.9014
0.042861,1.41788,18.8455
0.042862,1.45288,18.7898
0.042863,1.48788,18.7342
0.042864,1.52288,18.6787
0.042865,1.55788,18.6235
0.042866,1.59288,18.5684
0.042867,1.57801,18.5977
0.042868,1.56312,18.6261
0.042869,1.5482,18.6538
0.04287,1.53327,18.6806
0.042871,1.51831,18.7066
0.042872,1.50334,18.7317
0.042873,1.48834,18.756
0.042874,1.47333,18.7793
0.042875,1.4583,18.8018
0.042876,1.44325,18.8235
0.042877,1.42818,18.8442
0.042878,1.4131,18.8641
0.042879,1.398,18.8832
0.04288,1.38288,18.9014
0.042881,1.41788,18.8455
0.042882,1.45288,18.7898
0.042883,1.48788,18.7342
0.042884,1.52288,18.6787
0.042885,1.55788,18.6235
0.042886,1.59288,18.5684
0.042887,1.57801,18.5977
0.042888,1.56312,18.6261
0.042889,1.5482,18.6538
0.04289,1.53327,18.6806
0.042891,1.51831,18.7066
0.042892,1.50334,18.7317
0.042893,1.48834,18.756
0.042894,1.47333,18.7793
0.042895,1.4583,18.8018
0.042896,1.44325,18.8235
0.042897,1.42818,18.8442
0.042898,1.4131,18.8641
0.042899,1.398,18.8832
0.0429,1.38288,18.9014
0.042901,1.41788,18.8455
0.042902,1.45288,18.7898
0.042903,1.48788,18.7342
0.042904,1.52288,18.6787
0.042905,1.55788,18.6235
0.042906,1.59288,18.5684
0.042907,1.57801,18.5977
0.042908,1.56312,18.6261
0.042909,1.5482,18.6538
0.04291,1.53327,18.6806
0.042911,1.51831,18.7066
0.042912,1.50334,18.7317
0.042913,1.48834,18.756
0.042914,1.47333,18.7793
0.042915,1.4583,18.8018
0.042916,1.44325,18.8235
0.042917,1.42818,18.8442
0.042918,1.4131,18.8641
0.042919,1.398,18.8832
0.04292,1.38288,18.9014
0.042921,1.41788,18.8455
0.042922,1.45288,18.7898
0.042923,1.48788,18.7342
0.042924,1.52288,18.6787
0.042925,1.55788,18.6235
0.042926,1.59288,18.5684
0.042927,1.57801,18.5977
0.042928,1.56312,18.6261
0.042929,1.5482,18.6538
0.04293,1.53327,18.6806
0.042931,1.51831,18.7066
0.042932,1.50334,18.7317
0.042933,1.48834,18.756
0.042934,1.47333,18.7793
0.042935,1.4583,18.8018
0.042936,1.44325,18.8235
0.042937,1.42818,18.8442
0.042938,1.4131,18.8641
0.042939,1.398,18.8832
0.04294,1.38288,18.9014
0.042941,1.41788,18.8455
0.042942,1.45288,18.7898
0.042943,1.48788,18.7342
0.042944,1.52288,18.6787
0.042945,1.55788,18.6235
0.042946,1.59288,18.5684
0.042947,1.57801,18.5977
0.042948,1.56312,18.6261
0.042949,1.5482,18.6538
0.04295,1.53327,18.6806
0.042951,1.51831,18.7066
0.042952,1.50334,18.7317
0.042953,1.48834,18.756
0.042954,1.47333,18.7793
0.042955,1.4583,18.8018
0.042956,1.44325,18.8235
0.042957,1.42818,18.8442
0.042958,1.4131,18.8641
0.042959,1.398,18.8832
0.04296,1.38288,18.9014
0.042961,1.41788,18.8455
0.042962,1.45288,18.7898
0.042963,1.48788,18.7342
0.042964,1.52288,18.6787
0.042965,1.55788,18.6235
0.042966,1.59288,18.5684
0.042967,1.57801,18.5977
0.042968,1.56312,18.6261
0.042969,1.5482,18.6538
0.04297,1.53327,18.6806
0.042971,1.51831,18.7066
0.042972,1.50334,18.7317
0.042973,1.48834,18.756
0.042974,1.47333,18.7793
0.042975,1.4583,18.8018
0.042976,1.44325,18.8235
0.042977,1.42818,18.8442
0.042978,1.4131,18.8641
0.042979,1.398,18.8832
0.04298,1.38288,18.9014
0.042981,1.41788,18.8455
0.042982,1.45288,18.7898
0.042983,1.48788,18.7342
0.042984,1.52288,18.6787
0.042985,1.55788,18.6235
0.042986,1.59288,18.5684
0.042987,1.57801,18.5977
0.042988,1.56312,18.6261
0.042989,1.5482,18.6538
0.04299,1.53327,18.6806
0.042991,1.51831,18.7066
0.042992,1.50334,18.7317
0.042993,1.48834,18.756
0.042994,1.47333,18.7793
0.042995,1.4583,18.8018
0.042996,1.44325,18.8235
0.042997,1.42818,18.8442
0.042998,1.4131,18.8641
0.042999,1.398,18.8832
0.043,1.38288,18.9014
0.043001,1.41788,18.8455
0.043002,1.45288,18.7898
0.043003,1.48788,18.7342
0.043004,1.52288,18.6787
0.043005,1.55788,18.6235
0.043006,1.59288,18.5684
0.043007,1.57801,18.5977
0.043008,1.56312,18.6261
0.043009,1.5482,18.6538
0.04301,1.53327,18.6806
0.043011,1.51831,18.7066
0.043012,1.50334,18.7317
0.043013,1.48834,18.756
0.043014,1.47333,18.7793
0.043015,1.4583,18.8018
0.043016,1.44325,18.8235
0.043017,1.42818,18.8442
0.043018,1.4131,18.8641
0.043019,1.398,18.8832
0.04302,1.38288,18.9014
0.043021,1.41788,18.8455
0.043022,1.45288,18.7898
0.043023,1.48788,18.7342
0.043024,1.52288,18.6787
0.043025,1.55788,18.6235
0.043026,1.59288,18.5684
0.043027,1.57801,18.5977
0.043028,1.56312,18.6261
0.043029,1.5482,18.6538
0.04303,1.53327,18.6806
0.043031,1.51831,18.7066
0.043032,1.50334,18.7317
0.043033,1.48834,18.756
0.043034,1.47333,18.7793
0.043035,1.4583,18.8018
0.043036,1.44325,18.8235
0.043037,1.42818,18.8442
0.043038,1.4131,18.8641
0.043039,1.398,18.8832
0.04304,1.38288,18.9014
0.043041,1.41788,18.8455
0.043042,1.45288,18.7898
0.043043,1.48788,18.7342
0.043044,1.52288,18.6787
0.043045,1.55788,18.6235
0.043046,1.59288,18.5684
0.043047,1.57801,18.5977
0.043048,1.56312,18.6261
0.043049,1.5482,18.6538
0.04305,1.53327,18.6806
0.043051,1.51831,18.7066
0.043052,1.50334,18.7317
0.043053,1.48834,18.756
0.043054,1.47333,18.7793
0.043055,1.4583,18.8018
0.043056,1.44325,18.8235
0.043057,1.42818,18.8442
0.043058,1.4131,18.8641
0.043059,1.398,18.8832
0.04306,1.38288,18.9014
0.043061,1.41788,18.8455
0.043062,1.45288,18.7898
0.043063,1.48788,18.7342
0.043064,1.52288,18.6787
0.043065,1.55788,18.6235
0.043066,1.59288,18.5684
0.043067,1.57801,18.5977
0.043068,1.56312,18.6261
0.043069,1.5482,18.6538
0.04307,1.53327,18.6806
0.043071,1.51831,18.7066
0.043072,1.50334,18.7317
0.043073,1.48834,18.756
0.043074,1.47333,18.7793
0.043075,1.4583,18.8018
0.043076,1.44325,18.8235
0.043077,1.42818,18.8442
0.043078,1.4131,18.8641
0.043079,1.398,18.8832
0.04308,1.38288,18.9014
0.043081,1.41788,18.8455
0.043082,1.45288,18.7898
0.043083,1.48788,18.7342
0.043084,1.52288,18.6787
0.043085,1.55788,18.6235
0.043086,1.59288,18.5684
0.043087,1.57801,18.5977
0.043088,1.56312,18.6261
0.043089,1.5482,18.6538
0.04309,1.53327,18.6806
0.043091,1.51831,18.7066
0.043092,1.50334,18.7317
0.043093,1.48834,18.756
0.043094,1.47333,18.7793
0.043095,1.4583,18.8018
0.043096,1.44325,18.8235
0.043097,1.42818,18.8442
0.043098,1.4131,18.8641
