Time,iL,Vout,V2,V3
0.012561,192.565,-315.527,0.4,0.39
0.012562,193.289,-312.968,0.4,0.38
0.012563,194.008,-310.408,0.4,0.37
0.012564,194.722,-307.847,0.4,0.36
0.012565,195.431,-305.283,0.4,0.35
0.012566,196.135,-302.717,0.4,0.34
0.012567,196.834,-300.149,0.4,0.33
0.012568,197.528,-297.58,0.4,0.32
0.012569,198.216,-295.008,0.4,0.31
0.01257,198.9,-292.435,0.4,0.3
0.012571,199.578,-289.861,0.4,0.29
0.012572,200.251,-287.284,0.4,0.28
0.012573,200.919,-284.706,0.4,0.27
0.012574,201.582,-282.127,0.4,0.26
0.012575,202.24,-279.546,0.4,0.25
0.012576,202.892,-276.964,0.4,0.24
0.012577,203.54,-274.381,0.4,0.23
0.012578,204.182,-271.796,0.4,0.22
0.012579,204.819,-269.21,0.4,0.21
0.01258,205.451,-266.623,0.4,0.2
0.012581,206.077,-264.034,0.4,0.19
0.012582,206.699,-261.445,0.4,0.18
0.012583,207.315,-258.855,0.4,0.17
0.012584,207.926,-256.263,0.4,0.16
0.012585,208.532,-253.671,0.4,0.15
0.012586,209.133,-251.078,0.4,0.14
0.012587,209.728,-248.484,0.4,0.13
0.012588,210.319,-245.89,0.4,0.12
0.012589,210.904,-243.294,0.4,0.11
0.01259,211.484,-240.698,0.4,0.1
0.012591,212.059,-238.102,0.4,0.09
0.012592,212.628,-235.505,0.4,0.08
0.012593,213.193,-232.907,0.4,0.07
0.012594,213.752,-230.309,0.4,0.06
0.012595,214.306,-227.711,0.4,0.05
0.012596,214.855,-225.112,0.4,0.04
0.012597,215.398,-222.513,0.4,0.03
0.012598,215.937,-219.914,0.4,0.02
0.012599,216.47,-217.315,0.4,0.01
0.0126,216.998,-214.716,0.4,2.81199e-011
0.012601,217.521,-212.116,0.4,0.01
0.012602,218.038,-209.517,0.4,0.02
0.012603,218.551,-206.917,0.4,0.03
0.012604,219.058,-204.318,0.4,0.04
0.012605,219.56,-201.719,0.4,0.05
0.012606,220.057,-199.12,0.4,0.06
0.012607,220.549,-196.521,0.4,0.07
0.012608,221.035,-193.923,0.4,0.08
0.012609,221.516,-191.325,0.4,0.09
0.01261,221.992,-188.728,0.4,0.1
0.012611,222.463,-186.13,0.4,0.11
0.012612,222.929,-183.534,0.4,0.12
0.012613,223.389,-180.938,0.4,0.13
0.012614,223.844,-178.342,0.4,0.14
0.012615,224.295,-175.747,0.4,0.15
0.012616,224.739,-173.153,0.4,0.16
0.012617,225.179,-170.56,0.4,0.17
0.012618,225.614,-167.968,0.4,0.18
0.012619,226.043,-165.376,0.4,0.19
0.01262,226.467,-162.785,0.4,0.2
0.012621,226.886,-160.196,0.4,0.21
0.012622,227.3,-157.607,0.4,0.22
0.012623,227.709,-155.019,0.4,0.23
0.012624,228.112,-152.433,0.4,0.24
0.012625,228.51,-149.847,0.4,0.25
0.012626,228.903,-147.263,0.4,0.26
0.012627,229.291,-144.68,0.4,0.27
0.012628,229.674,-142.098,0.4,0.28
0.012629,230.052,-139.518,0.4,0.29
0.01263,230.424,-136.939,0.4,0.3
0.012631,230.791,-134.362,0.4,0.31
0.012632,231.154,-131.786,0.4,0.32
0.012633,231.511,-129.212,0.4,0.33
0.012634,231.862,-126.639,0.4,0.34
0.012635,232.209,-124.068,0.4,0.35
0.012636,232.551,-121.499,0.4,0.36
0.012637,232.887,-118.931,0.4,0.37
0.012638,233.218,-116.365,0.4,0.38
0.012639,233.544,-113.801,0.4,0.39
0.01264,233.866,-111.239,0.4,0.4
0.012641,233.736,-113.351,0.4,0.41
0.012642,233.602,-115.458,0.4,0.42
0.012643,233.465,-117.56,0.4,0.43
0.012644,233.324,-119.657,0.4,0.44
0.012645,233.178,-121.748,0.4,0.45
0.012646,233.029,-123.833,0.4,0.46
0.012647,232.875,-125.913,0.4,0.47
0.012648,232.717,-127.987,0.4,0.48
0.012649,232.555,-130.055,0.4,0.49
0.01265,232.389,-132.118,0.4,0.5
0.012651,232.219,-134.175,0.4,0.51
0.012652,232.044,-136.226,0.4,0.52
0.012653,231.866,-138.271,0.4,0.53
0.012654,231.683,-140.31,0.4,0.54
0.012655,231.496,-142.343,0.4,0.55
0.012656,231.306,-144.37,0.4,0.56
0.012657,231.111,-146.392,0.4,0.57
0.012658,230.912,-148.407,0.4,0.58
0.012659,230.709,-150.416,0.4,0.59
0.01266,230.502,-152.42,0.4,0.6
0.012661,230.292,-154.417,0.4,0.61
0.012662,230.077,-156.408,0.4,0.62
0.012663,229.858,-158.393,0.4,0.63
0.012664,229.635,-160.371,0.4,0.64
0.012665,229.408,-162.344,0.4,0.65
0.012666,229.178,-164.31,0.4,0.66
0.012667,228.943,-166.27,0.4,0.67
0.012668,228.705,-168.224,0.4,0.68
0.012669,228.462,-170.171,0.4,0.69
0.01267,228.216,-172.112,0.4,0.7
0.012671,227.966,-174.047,0.4,0.71
0.012672,227.712,-175.975,0.4,0.72
0.012673,227.454,-177.897,0.4,0.73
0.012674,227.192,-179.813,0.4,0.74
0.012675,226.927,-181.722,0.4,0.75
0.012676,226.657,-183.625,0.4,0.76
0.012677,226.384,-185.521,0.4,0.77
0.012678,226.107,-187.41,0.4,0.78
0.012679,225.826,-189.293,0.4,0.79
0.01268,225.542,-191.17,0.4,0.8
0.012681,225.254,-193.039,0.4,0.81
0.012682,224.962,-194.902,0.4,0.82
0.012683,224.666,-196.759,0.4,0.83
0.012684,224.367,-198.609,0.4,0.84
0.012685,224.064,-200.452,0.4,0.85
0.012686,223.757,-202.288,0.4,0.86
0.012687,223.446,-204.118,0.4,0.87
0.012688,223.132,-205.941,0.4,0.88
0.012689,222.815,-207.757,0.4,0.89
0.01269,222.493,-209.566,0.4,0.9
0.012691,222.168,-211.368,0.4,0.91
0.012692,221.84,-213.164,0.4,0.92
0.012693,221.508,-214.952,0.4,0.93
0.012694,221.172,-216.734,0.4,0.94
0.012695,220.833,-218.509,0.4,0.95
0.012696,220.49,-220.277,0.4,0.96
0.012697,220.144,-222.038,0.4,0.97
0.012698,219.794,-223.791,0.4,0.98
0.012699,219.441,-225.538,0.4,0.99
0.0127,219.084,-227.278,0.4,1
0.012701,218.723,-229.011,0.4,0.99
0.012702,218.36,-230.736,0.4,0.98
0.012703,217.992,-232.455,0.4,0.97
0.012704,217.622,-234.166,0.4,0.96
0.012705,217.248,-235.871,0.4,0.95
0.012706,216.87,-237.568,0.4,0.94
0.012707,216.489,-239.258,0.4,0.93
0.012708,216.105,-240.941,0.4,0.92
0.012709,215.718,-242.616,0.4,0.91
0.01271,215.327,-244.285,0.4,0.9
0.012711,214.933,-245.946,0.4,0.89
0.012712,214.535,-247.599,0.4,0.88
0.012713,214.134,-249.246,0.4,0.87
0.012714,213.73,-250.885,0.4,0.86
0.012715,213.323,-252.517,0.4,0.85
0.012716,212.912,-254.141,0.4,0.84
0.012717,212.498,-255.759,0.4,0.83
0.012718,212.081,-257.368,0.4,0.82
0.012719,211.661,-258.971,0.4,0.81
0.01272,211.237,-260.566,0.4,0.8
0.012721,210.81,-262.153,0.4,0.79
0.012722,210.38,-263.733,0.4,0.78
0.012723,209.947,-265.306,0.4,0.77
0.012724,209.511,-266.871,0.4,0.76
0.012725,209.072,-268.429,0.4,0.75
0.012726,208.629,-269.979,0.4,0.74
0.012727,208.184,-271.521,0.4,0.73
0.012728,207.735,-273.056,0.4,0.72
0.012729,207.284,-274.584,0.4,0.71
0.01273,206.829,-276.104,0.4,0.7
0.012731,206.371,-277.616,0.4,0.69
0.012732,205.91,-279.121,0.4,0.68
0.012733,205.447,-280.618,0.4,0.67
0.012734,204.98,-282.107,0.4,0.66
0.012735,204.51,-283.589,0.4,0.65
0.012736,204.038,-285.063,0.4,0.64
0.012737,203.562,-286.529,0.4,0.63
0.012738,203.084,-287.988,0.4,0.62
0.012739,202.602,-289.439,0.4,0.61
0.01274,202.118,-290.882,0.4,0.6
0.012741,201.631,-292.318,0.4,0.59
0.012742,201.14,-293.746,0.4,0.58
0.012743,200.648,-295.166,0.4,0.57
0.012744,200.152,-296.578,0.4,0.56
0.012745,199.653,-297.982,0.4,0.55
0.012746,199.152,-299.379,0.4,0.54
0.012747,198.648,-300.768,0.4,0.53
0.012748,198.141,-302.149,0.4,0.52
0.012749,197.631,-303.522,0.4,0.51
0.01275,197.119,-304.887,0.4,0.5
0.012751,196.604,-306.245,0.4,0.49
0.012752,196.086,-307.595,0.4,0.48
0.012753,195.565,-308.936,0.4,0.47
0.012754,195.042,-310.27,0.4,0.46
0.012755,194.516,-311.596,0.4,0.45
0.012756,193.988,-312.914,0.4,0.44
0.012757,193.456,-314.224,0.4,0.43
0.012758,192.923,-315.526,0.4,0.42
0.012759,192.386,-316.82,0.4,0.41
0.01276,191.847,-318.107,0.4,0.4
0.012761,192.576,-315.55,0.4,0.39
0.012762,193.299,-312.992,0.4,0.38
0.012763,194.018,-310.432,0.4,0.37
0.012764,194.733,-307.87,0.4,0.36
0.012765,195.442,-305.306,0.4,0.35
0.012766,196.146,-302.74,0.4,0.34
0.012767,196.845,-300.172,0.4,0.33
0.012768,197.539,-297.602,0.4,0.32
0.012769,198.227,-295.031,0.4,0.31
0.01277,198.911,-292.458,0.4,0.3
0.012771,199.589,-289.883,0.4,0.29
0.012772,200.262,-287.306,0.4,0.28
0.012773,200.93,-284.728,0.4,0.27
0.012774,201.593,-282.149,0.4,0.26
0.012775,202.251,-279.568,0.4,0.25
0.012776,202.903,-276.986,0.4,0.24
0.012777,203.551,-274.402,0.4,0.23
0.012778,204.193,-271.817,0.4,0.22
0.012779,204.83,-269.231,0.4,0.21
0.01278,205.462,-266.644,0.4,0.2
0.012781,206.089,-264.055,0.4,0.19
0.012782,206.71,-261.466,0.4,0.18
0.012783,207.326,-258.875,0.4,0.17
0.012784,207.938,-256.284,0.4,0.16
0.012785,208.543,-253.691,0.4,0.15
0.012786,209.144,-251.098,0.4,0.14
0.012787,209.74,-248.504,0.4,0.13
0.012788,210.33,-245.909,0.4,0.12
0.012789,210.915,-243.314,0.4,0.11
0.01279,211.495,-240.718,0.4,0.1
0.012791,212.07,-238.121,0.4,0.09
0.012792,212.64,-235.524,0.4,0.08
0.012793,213.204,-232.926,0.4,0.07
0.012794,213.764,-230.328,0.4,0.06
0.012795,214.318,-227.73,0.4,0.05
0.012796,214.867,-225.131,0.4,0.04
0.012797,215.41,-222.532,0.4,0.03
0.012798,215.949,-219.932,0.4,0.02
0.012799,216.482,-217.333,0.4,0.01
0.0128,217.01,-214.733,0.4,2.95944e-011
0.012801,217.533,-212.134,0.4,0.01
0.012802,218.05,-209.534,0.4,0.02
0.012803,218.563,-206.935,0.4,0.03
0.012804,219.07,-204.335,0.4,0.04
0.012805,219.572,-201.736,0.4,0.05
0.012806,220.069,-199.137,0.4,0.06
0.012807,220.561,-196.538,0.4,0.07
0.012808,221.047,-193.94,0.4,0.08
0.012809,221.529,-191.341,0.4,0.09
0.01281,222.005,-188.744,0.4,0.1
0.012811,222.475,-186.146,0.4,0.11
0.012812,222.941,-183.55,0.4,0.12
0.012813,223.402,-180.953,0.4,0.13
0.012814,223.857,-178.358,0.4,0.14
0.012815,224.307,-175.763,0.4,0.15
0.012816,224.752,-173.169,0.4,0.16
0.012817,225.192,-170.575,0.4,0.17
0.012818,225.626,-167.983,0.4,0.18
0.012819,226.056,-165.391,0.4,0.19
0.01282,226.48,-162.8,0.4,0.2
0.012821,226.899,-160.21,0.4,0.21
0.012822,227.313,-157.621,0.4,0.22
0.012823,227.721,-155.033,0.4,0.23
0.012824,228.125,-152.447,0.4,0.24
0.012825,228.523,-149.861,0.4,0.25
0.012826,228.916,-147.277,0.4,0.26
0.012827,229.304,-144.694,0.4,0.27
0.012828,229.687,-142.112,0.4,0.28
0.012829,230.065,-139.531,0.4,0.29
0.01283,230.437,-136.952,0.4,0.3
0.012831,230.804,-134.375,0.4,0.31
0.012832,231.167,-131.799,0.4,0.32
0.012833,231.524,-129.224,0.4,0.33
0.012834,231.875,-126.652,0.4,0.34
0.012835,232.222,-124.08,0.4,0.35
0.012836,232.564,-121.511,0.4,0.36
0.012837,232.9,-118.943,0.4,0.37
0.012838,233.231,-116.377,0.4,0.38
0.012839,233.558,-113.813,0.4,0.39
0.01284,233.879,-111.251,0.4,0.4
0.012841,233.749,-113.363,0.4,0.41
0.012842,233.615,-115.469,0.4,0.42
0.012843,233.478,-117.572,0.4,0.43
0.012844,233.337,-119.669,0.4,0.44
0.012845,233.191,-121.76,0.4,0.45
0.012846,233.042,-123.845,0.4,0.46
0.012847,232.888,-125.925,0.4,0.47
0.012848,232.73,-128,0.4,0.48
0.012849,232.568,-130.068,0.4,0.49
0.01285,232.402,-132.131,0.4,0.5
0.012851,232.231,-134.187,0.4,0.51
0.012852,232.057,-136.238,0.4,0.52
0.012853,231.878,-138.284,0.4,0.53
0.012854,231.696,-140.323,0.4,0.54
0.012855,231.509,-142.356,0.4,0.55
0.012856,231.318,-144.384,0.4,0.56
0.012857,231.124,-146.405,0.4,0.57
0.012858,230.925,-148.42,0.4,0.58
0.012859,230.722,-150.43,0.4,0.59
0.01286,230.515,-152.433,0.4,0.6
0.012861,230.304,-154.43,0.4,0.61
0.012862,230.089,-156.422,0.4,0.62
0.012863,229.87,-158.406,0.4,0.63
0.012864,229.648,-160.385,0.4,0.64
0.012865,229.421,-162.358,0.4,0.65
0.012866,229.19,-164.324,0.4,0.66
0.012867,228.956,-166.284,0.4,0.67
0.012868,228.717,-168.238,0.4,0.68
0.012869,228.475,-170.186,0.4,0.69
0.01287,228.228,-172.127,0.4,0.7
0.012871,227.978,-174.062,0.4,0.71
0.012872,227.724,-175.99,0.4,0.72
0.012873,227.466,-177.912,0.4,0.73
0.012874,227.204,-179.828,0.4,0.74
0.012875,226.939,-181.737,0.4,0.75
0.012876,226.669,-183.64,0.4,0.76
0.012877,226.396,-185.536,0.4,0.77
0.012878,226.119,-187.426,0.4,0.78
0.012879,225.839,-189.309,0.4,0.79
0.01288,225.554,-191.185,0.4,0.8
0.012881,225.266,-193.055,0.4,0.81
0.012882,224.974,-194.918,0.4,0.82
0.012883,224.678,-196.775,0.4,0.83
0.012884,224.379,-198.625,0.4,0.84
0.012885,224.076,-200.468,0.4,0.85
0.012886,223.769,-202.304,0.4,0.86
0.012887,223.458,-204.134,0.4,0.87
0.012888,223.144,-205.957,0.4,0.88
0.012889,222.827,-207.773,0.4,0.89
0.01289,222.505,-209.582,0.4,0.9
0.012891,222.18,-211.385,0.4,0.91
0.012892,221.852,-213.18,0.4,0.92
0.012893,221.519,-214.969,0.4,0.93
0.012894,221.184,-216.751,0.4,0.94
0.012895,220.844,-218.526,0.4,0.95
0.012896,220.502,-220.294,0.4,0.96
0.012897,220.155,-222.055,0.4,0.97
0.012898,219.805,-223.808,0.4,0.98
0.012899,219.452,-225.555,0.4,0.99
0.0129,219.095,-227.295,0.4,1
0.012901,218.735,-229.028,0.4,0.99
0.012902,218.371,-230.754,0.4,0.98
0.012903,218.004,-232.472,0.4,0.97
0.012904,217.633,-234.184,0.4,0.96
0.012905,217.259,-235.888,0.4,0.95
0.012906,216.882,-237.586,0.4,0.94
0.012907,216.501,-239.276,0.4,0.93
0.012908,216.116,-240.959,0.4,0.92
0.012909,215.729,-242.634,0.4,0.91
0.01291,215.338,-244.303,0.4,0.9
0.012911,214.944,-245.964,0.4,0.89
0.012912,214.546,-247.618,0.4,0.88
0.012913,214.145,-249.264,0.4,0.87
0.012914,213.741,-250.903,0.4,0.86
0.012915,213.334,-252.535,0.4,0.85
0.012916,212.923,-254.16,0.4,0.84
0.012917,212.509,-255.777,0.4,0.83
0.012918,212.092,-257.387,0.4,0.82
0.012919,211.671,-258.989,0.4,0.81
0.01292,211.248,-260.584,0.4,0.8
0.012921,210.821,-262.172,0.4,0.79
0.012922,210.391,-263.752,0.4,0.78
0.012923,209.958,-265.325,0.4,0.77
0.012924,209.522,-266.89,0.4,0.76
0.012925,209.082,-268.448,0.4,0.75
0.012926,208.64,-269.998,0.4,0.74
0.012927,208.194,-271.541,0.4,0.73
0.012928,207.746,-273.076,0.4,0.72
0.012929,207.294,-274.603,0.4,0.71
0.01293,206.839,-276.123,0.4,0.7
0.012931,206.382,-277.635,0.4,0.69
0.012932,205.921,-279.14,0.4,0.68
0.012933,205.457,-280.637,0.4,0.67
0.012934,204.99,-282.127,0.4,0.66
0.012935,204.52,-283.609,0.4,0.65
0.012936,204.048,-285.083,0.4,0.64
0.012937,203.572,-286.549,0.4,0.63
0.012938,203.094,-288.008,0.4,0.62
0.012939,202.612,-289.459,0.4,0.61
0.01294,202.128,-290.902,0.4,0.6
0.012941,201.64,-292.338,0.4,0.59
0.012942,201.15,-293.766,0.4,0.58
0.012943,200.657,-295.186,0.4,0.57
0.012944,200.162,-296.598,0.4,0.56
0.012945,199.663,-298.003,0.4,0.55
0.012946,199.162,-299.399,0.4,0.54
0.012947,198.657,-300.788,0.4,0.53
0.012948,198.15,-302.169,0.4,0.52
0.012949,197.641,-303.543,0.4,0.51
0.01295,197.128,-304.908,0.4,0.5
0.012951,196.613,-306.266,0.4,0.49
0.012952,196.095,-307.615,0.4,0.48
0.012953,195.575,-308.957,0.4,0.47
0.012954,195.051,-310.291,0.4,0.46
0.012955,194.525,-311.617,0.4,0.45
0.012956,193.997,-312.935,0.4,0.44
0.012957,193.466,-314.245,0.4,0.43
0.012958,192.932,-315.547,0.4,0.42
0.012959,192.395,-316.842,0.4,0.41
0.01296,191.857,-318.128,0.4,0.4
0.012961,192.585,-315.571,0.4,0.39
0.012962,193.308,-313.013,0.4,0.38
0.012963,194.028,-310.453,0.4,0.37
0.012964,194.742,-307.89,0.4,0.36
0.012965,195.451,-305.326,0.4,0.35
0.012966,196.155,-302.76,0.4,0.34
0.012967,196.854,-300.192,0.4,0.33
0.012968,197.548,-297.622,0.4,0.32
0.012969,198.237,-295.051,0.4,0.31
0.01297,198.92,-292.477,0.4,0.3
0.012971,199.599,-289.902,0.4,0.29
0.012972,200.272,-287.326,0.4,0.28
0.012973,200.94,-284.748,0.4,0.27
0.012974,201.603,-282.168,0.4,0.26
0.012975,202.261,-279.587,0.4,0.25
0.012976,202.913,-277.005,0.4,0.24
0.012977,203.561,-274.421,0.4,0.23
0.012978,204.203,-271.836,0.4,0.22
0.012979,204.84,-269.249,0.4,0.21
0.01298,205.472,-266.662,0.4,0.2
0.012981,206.099,-264.073,0.4,0.19
0.012982,206.72,-261.484,0.4,0.18
0.012983,207.336,-258.893,0.4,0.17
0.012984,207.948,-256.301,0.4,0.16
0.012985,208.554,-253.709,0.4,0.15
0.012986,209.154,-251.116,0.4,0.14
0.012987,209.75,-248.521,0.4,0.13
0.012988,210.34,-245.926,0.4,0.12
0.012989,210.926,-243.331,0.4,0.11
0.01299,211.506,-240.735,0.4,0.1
0.012991,212.081,-238.138,0.4,0.09
0.012992,212.65,-235.541,0.4,0.08
0.012993,213.215,-232.943,0.4,0.07
0.012994,213.774,-230.344,0.4,0.06
0.012995,214.328,-227.746,0.4,0.05
0.012996,214.877,-225.147,0.4,0.04
0.012997,215.421,-222.548,0.4,0.03
0.012998,215.959,-219.948,0.4,0.02
0.012999,216.493,-217.349,0.4,0.01
0.013,217.021,-214.749,0.4,3.10689e-011
0.013001,217.543,-212.149,0.4,0.01
0.013002,218.061,-209.55,0.4,0.02
0.013003,218.574,-206.95,0.4,0.03
0.013004,219.081,-204.35,0.4,0.04
0.013005,219.583,-201.751,0.4,0.05
0.013006,220.08,-199.152,0.4,0.06
0.013007,220.572,-196.553,0.4,0.07
0.013008,221.058,-193.954,0.4,0.08
0.013009,221.539,-191.356,0.4,0.09
0.01301,222.016,-188.758,0.4,0.1
0.013011,222.486,-186.161,0.4,0.11
0.013012,222.952,-183.564,0.4,0.12
0.013013,223.413,-180.967,0.4,0.13
0.013014,223.868,-178.372,0.4,0.14
0.013015,224.318,-175.776,0.4,0.15
0.013016,224.763,-173.182,0.4,0.16
0.013017,225.203,-170.589,0.4,0.17
0.013018,225.637,-167.996,0.4,0.18
0.013019,226.067,-165.404,0.4,0.19
0.01302,226.491,-162.813,0.4,0.2
0.013021,226.91,-160.223,0.4,0.21
0.013022,227.324,-157.634,0.4,0.22
0.013023,227.733,-155.046,0.4,0.23
0.013024,228.136,-152.459,0.4,0.24
0.013025,228.534,-149.873,0.4,0.25
0.013026,228.928,-147.289,0.4,0.26
0.013027,229.316,-144.706,0.4,0.27
0.013028,229.698,-142.124,0.4,0.28
0.013029,230.076,-139.543,0.4,0.29
0.01303,230.449,-136.964,0.4,0.3
0.013031,230.816,-134.386,0.4,0.31
0.013032,231.178,-131.81,0.4,0.32
0.013033,231.535,-129.236,0.4,0.33
0.013034,231.887,-126.663,0.4,0.34
0.013035,232.234,-124.091,0.4,0.35
0.013036,232.575,-121.522,0.4,0.36
0.013037,232.912,-118.954,0.4,0.37
0.013038,233.243,-116.388,0.4,0.38
0.013039,233.569,-113.823,0.4,0.39
0.01304,233.89,-111.261,0.4,0.4
0.013041,233.761,-113.373,0.4,0.41
0.013042,233.627,-115.48,0.4,0.42
0.013043,233.49,-117.582,0.4,0.43
0.013044,233.348,-119.679,0.4,0.44
0.013045,233.203,-121.771,0.4,0.45
0.013046,233.053,-123.856,0.4,0.46
0.013047,232.9,-125.936,0.4,0.47
0.013048,232.742,-128.01,0.4,0.48
0.013049,232.579,-130.079,0.4,0.49
0.01305,232.413,-132.142,0.4,0.5
0.013051,232.243,-134.199,0.4,0.51
0.013052,232.068,-136.25,0.4,0.52
0.013053,231.89,-138.295,0.4,0.53
0.013054,231.707,-140.334,0.4,0.54
0.013055,231.521,-142.368,0.4,0.55
0.013056,231.33,-144.395,0.4,0.56
0.013057,231.135,-146.417,0.4,0.57
0.013058,230.936,-148.432,0.4,0.58
0.013059,230.733,-150.442,0.4,0.59
0.01306,230.526,-152.445,0.4,0.6
0.013061,230.315,-154.442,0.4,0.61
0.013062,230.101,-156.434,0.4,0.62
0.013063,229.882,-158.419,0.4,0.63
0.013064,229.659,-160.398,0.4,0.64
0.013065,229.432,-162.37,0.4,0.65
0.013066,229.201,-164.337,0.4,0.66
0.013067,228.967,-166.297,0.4,0.67
0.013068,228.728,-168.251,0.4,0.68
0.013069,228.486,-170.199,0.4,0.69
0.01307,228.239,-172.14,0.4,0.7
0.013071,227.989,-174.075,0.4,0.71
0.013072,227.735,-176.003,0.4,0.72
0.013073,227.477,-177.925,0.4,0.73
0.013074,227.215,-179.841,0.4,0.74
0.013075,226.95,-181.75,0.4,0.75
0.013076,226.68,-183.653,0.4,0.76
0.013077,226.407,-185.549,0.4,0.77
0.013078,226.13,-187.439,0.4,0.78
0.013079,225.849,-189.322,0.4,0.79
0.01308,225.565,-191.199,0.4,0.8
0.013081,225.276,-193.069,0.4,0.81
0.013082,224.984,-194.932,0.4,0.82
0.013083,224.689,-196.789,0.4,0.83
0.013084,224.389,-198.639,0.4,0.84
0.013085,224.086,-200.482,0.4,0.85
0.013086,223.779,-202.318,0.4,0.86
0.013087,223.469,-204.148,0.4,0.87
0.013088,223.155,-205.971,0.4,0.88
0.013089,222.837,-207.787,0.4,0.89
0.01309,222.516,-209.597,0.4,0.9
0.013091,222.191,-211.399,0.4,0.91
0.013092,221.862,-213.195,0.4,0.92
0.013093,221.53,-214.984,0.4,0.93
0.013094,221.194,-216.766,0.4,0.94
0.013095,220.855,-218.54,0.4,0.95
0.013096,220.512,-220.308,0.4,0.96
0.013097,220.165,-222.069,0.4,0.97
0.013098,219.816,-223.824,0.4,0.98
0.013099,219.462,-225.57,0.4,0.99
0.0131,219.105,-227.31,0.4,1
0.013101,218.745,-229.043,0.4,0.99
0.013102,218.381,-230.769,0.4,0.98
0.013103,218.014,-232.488,0.4,0.97
0.013104,217.643,-234.199,0.4,0.96
0.013105,217.269,-235.904,0.4,0.95
0.013106,216.892,-237.601,0.4,0.94
0.013107,216.511,-239.291,0.4,0.93
0.013108,216.126,-240.974,0.4,0.92
0.013109,215.739,-242.65,0.4,0.91
0.01311,215.348,-244.318,0.4,0.9
0.013111,214.953,-245.98,0.4,0.89
0.013112,214.556,-247.634,0.4,0.88
0.013113,214.155,-249.28,0.4,0.87
0.013114,213.751,-250.92,0.4,0.86
0.013115,213.343,-252.552,0.4,0.85
0.013116,212.932,-254.176,0.4,0.84
0.013117,212.518,-255.793,0.4,0.83
0.013118,212.101,-257.403,0.4,0.82
0.013119,211.681,-259.006,0.4,0.81
0.01312,211.257,-260.601,0.4,0.8
0.013121,210.83,-262.189,0.4,0.79
0.013122,210.4,-263.769,0.4,0.78
0.013123,209.967,-265.342,0.4,0.77
0.013124,209.531,-266.907,0.4,0.76
0.013125,209.092,-268.465,0.4,0.75
0.013126,208.649,-270.015,0.4,0.74
0.013127,208.204,-271.557,0.4,0.73
0.013128,207.755,-273.093,0.4,0.72
0.013129,207.303,-274.62,0.4,0.71
0.01313,206.848,-276.14,0.4,0.7
0.013131,206.391,-277.653,0.4,0.69
0.013132,205.93,-279.157,0.4,0.68
0.013133,205.466,-280.655,0.4,0.67
0.013134,204.999,-282.144,0.4,0.66
0.013135,204.529,-283.626,0.4,0.65
0.013136,204.057,-285.1,0.4,0.64
0.013137,203.581,-286.567,0.4,0.63
0.013138,203.102,-288.025,0.4,0.62
0.013139,202.621,-289.477,0.4,0.61
0.01314,202.137,-290.92,0.4,0.6
0.013141,201.649,-292.356,0.4,0.59
0.013142,201.159,-293.784,0.4,0.58
0.013143,200.666,-295.204,0.4,0.57
0.013144,200.17,-296.616,0.4,0.56
0.013145,199.672,-298.021,0.4,0.55
0.013146,199.17,-299.417,0.4,0.54
0.013147,198.666,-300.806,0.4,0.53
0.013148,198.159,-302.187,0.4,0.52
0.013149,197.649,-303.561,0.4,0.51
0.01315,197.137,-304.926,0.4,0.5
0.013151,196.621,-306.284,0.4,0.49
0.013152,196.104,-307.634,0.4,0.48
0.013153,195.583,-308.975,0.4,0.47
0.013154,195.06,-310.309,0.4,0.46
0.013155,194.534,-311.635,0.4,0.45
0.013156,194.005,-312.953,0.4,0.44
0.013157,193.474,-314.264,0.4,0.43
0.013158,192.94,-315.566,0.4,0.42
0.013159,192.404,-316.86,0.4,0.41
0.01316,191.865,-318.146,0.4,0.4
0.013161,192.593,-315.59,0.4,0.39
0.013162,193.316,-313.031,0.4,0.38
0.013163,194.036,-310.471,0.4,0.37
0.013164,194.75,-307.909,0.4,0.36
0.013165,195.459,-305.344,0.4,0.35
0.013166,196.164,-302.778,0.4,0.34
0.013167,196.863,-300.21,0.4,0.33
0.013168,197.556,-297.64,0.4,0.32
0.013169,198.245,-295.068,0.4,0.31
0.01317,198.929,-292.495,0.4,0.3
0.013171,199.607,-289.92,0.4,0.29
0.013172,200.28,-287.343,0.4,0.28
0.013173,200.948,-284.765,0.4,0.27
0.013174,201.611,-282.185,0.4,0.26
0.013175,202.269,-279.604,0.4,0.25
0.013176,202.922,-277.021,0.4,0.24
0.013177,203.569,-274.437,0.4,0.23
0.013178,204.212,-271.852,0.4,0.22
0.013179,204.849,-269.266,0.4,0.21
0.01318,205.481,-266.678,0.4,0.2
0.013181,206.107,-264.089,0.4,0.19
0.013182,206.729,-261.5,0.4,0.18
0.013183,207.345,-258.909,0.4,0.17
0.013184,207.957,-256.317,0.4,0.16
0.013185,208.563,-253.725,0.4,0.15
0.013186,209.163,-251.131,0.4,0.14
0.013187,209.759,-248.537,0.4,0.13
0.013188,210.35,-245.942,0.4,0.12
0.013189,210.935,-243.346,0.4,0.11
0.01319,211.515,-240.75,0.4,0.1
0.013191,212.09,-238.153,0.4,0.09
0.013192,212.659,-235.555,0.4,0.08
0.013193,213.224,-232.957,0.4,0.07
0.013194,213.783,-230.359,0.4,0.06
0.013195,214.337,-227.76,0.4,0.05
