Time,iL,Vout,V2,V3
1e-006,0.095999,0.000719035,0.4,0.01
2e-006,0.191995,0.00239517,0.4,0.02
3e-006,0.287988,0.0047879,0.4,0.03
4e-006,0.383975,0.00813479,0.4,0.04
5e-006,0.479954,0.0124339,0.4,0.05
6e-006,0.575924,0.0176831,0.4,0.06
7e-006,0.671883,0.0238806,0.4,0.07
8e-006,0.767828,0.0310243,0.4,0.08
9e-006,0.863758,0.0391121,0.4,0.09
1e-005,0.95967,0.0481419,0.4,0.1
1.1e-005,1.05556,0.0581119,0.4,0.11
1.2e-005,1.15144,0.0690197,0.4,0.12
1.3e-005,1.24729,0.0808635,0.4,0.13
1.4e-005,1.34311,0.093641,0.4,0.14
1.5e-005,1.43891,0.10735,0.4,0.15
1.6e-005,1.53468,0.121989,0.4,0.16
1.7e-005,1.63042,0.137555,0.4,0.17
1.8e-005,1.72613,0.154046,0.4,0.18
1.9e-005,1.82181,0.17146,0.4,0.19
2e-005,1.91744,0.189795,0.4,0.2
2.1e-005,2.01304,0.209049,0.4,0.21
2.2e-005,2.10861,0.229219,0.4,0.22
2.3e-005,2.20413,0.250303,0.4,0.23
2.4e-005,2.2996,0.272299,0.4,0.24
2.5e-005,2.39504,0.295205,0.4,0.25
2.6e-005,2.49042,0.319018,0.4,0.26
2.7e-005,2.58576,0.343736,0.4,0.27
2.8e-005,2.68105,0.369357,0.4,0.28
2.9e-005,2.77628,0.395878,0.4,0.29
3e-005,2.87146,0.423298,0.4,0.3
3.1e-005,2.96659,0.451613,0.4,0.31
3.2e-005,3.06165,0.480822,0.4,0.32
3.3e-005,3.15666,0.510922,0.4,0.33
3.4e-005,3.25161,0.54191,0.4,0.34
3.5e-005,3.34649,0.573785,0.4,0.35
3.6e-005,3.44131,0.606544,0.4,0.36
3.7e-005,3.53607,0.640184,0.4,0.37
3.8e-005,3.63075,0.674703,0.4,0.38
3.9e-005,3.72537,0.710099,0.4,0.39
4e-005,3.81991,0.746369,0.4,0.4
4.1e-005,3.91734,0.706006,0.4,0.41
4.2e-005,4.01469,0.664753,0.4,0.42
4.3e-005,4.11198,0.622832,0.4,0.43
4.4e-005,4.20918,0.580023,0.4,0.44
4.5e-005,4.3063,0.536329,0.4,0.45
4.6e-005,4.40333,0.491753,0.4,0.46
4.7e-005,4.50026,0.446297,0.4,0.47
4.8e-005,4.59711,0.399964,0.4,0.48
4.9e-005,4.69386,0.352756,0.4,0.49
5e-005,4.79052,0.304677,0.4,0.5
5.1e-005,4.88708,0.255729,0.4,0.51
5.2e-005,4.98354,0.205914,0.4,0.52
5.3e-005,5.0799,0.155236,0.4,0.53
5.4e-005,5.17616,0.103696,0.4,0.54
5.5e-005,5.27232,0.0512989,0.4,0.55
5.6e-005,5.36836,-0.00195385,0.4,0.56
5.7e-005,5.46431,-0.0560592,0.4,0.57
5.8e-005,5.56014,-0.111014,0.4,0.58
5.9e-005,5.65586,-0.166817,0.4,0.59
6e-005,5.75147,-0.223463,0.4,0.6
6.1e-005,5.84697,-0.280951,0.4,0.61
6.2e-005,5.94235,-0.339277,0.4,0.62
6.3e-005,6.03761,-0.398439,0.4,0.63
6.4e-005,6.13275,-0.458434,0.4,0.64
6.5e-005,6.22777,-0.519259,0.4,0.65
6.6e-005,6.32267,-0.580911,0.4,0.66
6.7e-005,6.41745,-0.643387,0.4,0.67
6.8e-005,6.5121,-0.706685,0.4,0.68
6.9e-005,6.60662,-0.770801,0.4,0.69
7e-005,6.70101,-0.835733,0.4,0.7
7.1e-005,6.79527,-0.901477,0.4,0.71
7.2e-005,6.88941,-0.968031,0.4,0.72
7.3e-005,6.9834,-1.03539,0.4,0.73
7.4e-005,7.07726,-1.10356,0.4,0.74
7.5e-005,7.17099,-1.17252,0.4,0.75
7.6e-005,7.26457,-1.24228,0.4,0.76
7.7e-005,7.35802,-1.31284,0.4,0.77
7.8e-005,7.45132,-1.38419,0.4,0.78
7.9e-005,7.54448,-1.45633,0.4,0.79
8e-005,7.63749,-1.52925,0.4,0.8
8.1e-005,7.73036,-1.60296,0.4,0.81
8.2e-005,7.82308,-1.67745,0.4,0.82
8.3e-005,7.91565,-1.75271,0.4,0.83
8.4e-005,8.00807,-1.82875,0.4,0.84
8.5e-005,8.10033,-1.90556,0.4,0.85
8.6e-005,8.19244,-1.98313,0.4,0.86
8.7e-005,8.2844,-2.06147,0.4,0.87
8.8e-005,8.37619,-2.14057,0.4,0.88
8.9e-005,8.46783,-2.22043,0.4,0.89
9e-005,8.55931,-2.30105,0.4,0.9
9.1e-005,8.65063,-2.38241,0.4,0.91
9.2e-005,8.74178,-2.46453,0.4,0.92
9.3e-005,8.83277,-2.54739,0.4,0.93
9.4e-005,8.92359,-2.63099,0.4,0.94
9.5e-005,9.01424,-2.71533,0.4,0.95
9.6e-005,9.10473,-2.80041,0.4,0.96
9.7e-005,9.19504,-2.88622,0.4,0.97
9.8e-005,9.28518,-2.97277,0.4,0.98
9.9e-005,9.37515,-3.06004,0.4,0.99
0.0001,9.46494,-3.14803,0.4,1
0.000101,9.55455,-3.23674,0.4,0.99
0.000102,9.64399,-3.32617,0.4,0.98
0.000103,9.73325,-3.41631,0.4,0.97
0.000104,9.82232,-3.50717,0.4,0.96
0.000105,9.91122,-3.59873,0.4,0.95
0.000106,9.99993,-3.691,0.4,0.94
0.000107,10.0885,-3.78396,0.4,0.93
0.000108,10.1768,-3.87763,0.4,0.92
0.000109,10.2649,-3.97199,0.4,0.91
0.00011,10.3529,-4.06704,0.4,0.9
0.000111,10.4407,-4.16278,0.4,0.89
0.000112,10.5282,-4.2592,0.4,0.88
0.000113,10.6156,-4.3563,0.4,0.87
0.000114,10.7028,-4.45408,0.4,0.86
0.000115,10.7898,-4.55254,0.4,0.85
0.000116,10.8766,-4.65167,0.4,0.84
0.000117,10.9632,-4.75146,0.4,0.83
0.000118,11.0496,-4.85192,0.4,0.82
0.000119,11.1358,-4.95305,0.4,0.81
0.00012,11.2218,-5.05483,0.4,0.8
0.000121,11.3076,-5.15726,0.4,0.79
0.000122,11.3932,-5.26035,0.4,0.78
0.000123,11.4785,-5.36408,0.4,0.77
0.000124,11.5637,-5.46846,0.4,0.76
0.000125,11.6487,-5.57348,0.4,0.75
0.000126,11.7334,-5.67914,0.4,0.74
0.000127,11.8179,-5.78543,0.4,0.73
0.000128,11.9023,-5.89235,0.4,0.72
0.000129,11.9864,-5.9999,0.4,0.71
0.00013,12.0703,-6.10808,0.4,0.7
0.000131,12.1539,-6.21687,0.4,0.69
0.000132,12.2374,-6.32629,0.4,0.68
0.000133,12.3206,-6.43632,0.4,0.67
0.000134,12.4036,-6.54695,0.4,0.66
0.000135,12.4864,-6.6582,0.4,0.65
0.000136,12.569,-6.77005,0.4,0.64
0.000137,12.6514,-6.8825,0.4,0.63
0.000138,12.7335,-6.99554,0.4,0.62
0.000139,12.8154,-7.10918,0.4,0.61
0.00014,12.897,-7.22341,0.4,0.6
0.000141,12.9785,-7.33823,0.4,0.59
0.000142,13.0597,-7.45363,0.4,0.58
0.000143,13.1407,-7.56961,0.4,0.57
0.000144,13.2214,-7.68616,0.4,0.56
0.000145,13.3019,-7.80329,0.4,0.55
0.000146,13.3822,-7.92098,0.4,0.54
0.000147,13.4622,-8.03925,0.4,0.53
0.000148,13.542,-8.15807,0.4,0.52
0.000149,13.6216,-8.27745,0.4,0.51
0.00015,13.7009,-8.39739,0.4,0.5
0.000151,13.78,-8.51788,0.4,0.49
0.000152,13.8588,-8.63892,0.4,0.48
0.000153,13.9374,-8.7605,0.4,0.47
0.000154,14.0158,-8.88262,0.4,0.46
0.000155,14.0939,-9.00528,0.4,0.45
0.000156,14.1718,-9.12848,0.4,0.44
0.000157,14.2494,-9.2522,0.4,0.43
0.000158,14.3268,-9.37645,0.4,0.42
0.000159,14.4039,-9.50123,0.4,0.41
0.00016,14.4808,-9.62653,0.4,0.4
0.000161,14.5958,-9.46185,0.4,0.39
0.000162,14.7104,-9.29636,0.4,0.38
0.000163,14.8249,-9.13025,0.4,0.37
0.000164,14.939,-8.96334,0.4,0.36
0.000165,15.0527,-8.79562,0.4,0.35
0.000166,15.1661,-8.62711,0.4,0.34
0.000167,15.2792,-8.45779,0.4,0.33
0.000168,15.392,-8.28769,0.4,0.32
0.000169,15.5044,-8.11681,0.4,0.31
0.00017,15.6164,-7.94514,0.4,0.3
0.000171,15.7282,-7.7727,0.4,0.29
0.000172,15.8395,-7.59949,0.4,0.28
0.000173,15.9505,-7.42551,0.4,0.27
0.000174,16.0612,-7.25078,0.4,0.26
0.000175,16.1715,-7.07529,0.4,0.25
0.000176,16.2815,-6.89905,0.4,0.24
0.000177,16.3911,-6.72206,0.4,0.23
0.000178,16.5004,-6.54434,0.4,0.22
0.000179,16.6093,-6.36588,0.4,0.21
0.00018,16.7179,-6.18669,0.4,0.2
0.000181,16.8261,-6.00678,0.4,0.19
0.000182,16.9339,-5.82615,0.4,0.18
0.000183,17.0414,-5.6448,0.4,0.17
0.000184,17.1485,-5.46274,0.4,0.16
0.000185,17.2552,-5.27998,0.4,0.15
0.000186,17.3616,-5.09652,0.4,0.14
0.000187,17.4676,-4.91237,0.4,0.13
0.000188,17.5732,-4.72752,0.4,0.12
0.000189,17.6785,-4.54199,0.4,0.11
0.00019,17.7834,-4.35579,0.4,0.1
0.000191,17.8879,-4.16891,0.4,0.09
0.000192,17.9921,-3.98135,0.4,0.08
0.000193,18.0959,-3.79314,0.4,0.07
0.000194,18.1992,-3.60427,0.4,0.06
0.000195,18.3023,-3.41474,0.4,0.05
0.000196,18.4049,-3.22457,0.4,0.04
0.000197,18.5072,-3.03375,0.4,0.03
0.000198,18.609,-2.84229,0.4,0.02
0.000199,18.7105,-2.6502,0.4,0.01
0.0002,18.8116,-2.45748,0.4,4.60786e-015
0.000201,18.9124,-2.26414,0.4,0.01
0.000202,19.0127,-2.07018,0.4,0.02
0.000203,19.1126,-1.87561,0.4,0.03
0.000204,19.2122,-1.68043,0.4,0.04
0.000205,19.3114,-1.48465,0.4,0.05
0.000206,19.4101,-1.28826,0.4,0.06
0.000207,19.5085,-1.09129,0.4,0.07
0.000208,19.6065,-0.893732,0.4,0.08
0.000209,19.7041,-0.69559,0.4,0.09
0.00021,19.8013,-0.496871,0.4,0.1
0.000211,19.8981,-0.29758,0.4,0.11
0.000212,19.9945,-0.0977216,0.4,0.12
0.000213,20.0905,0.102698,0.4,0.13
0.000214,20.186,0.303674,0.4,0.14
0.000215,20.2812,0.505202,0.4,0.15
0.000216,20.376,0.707275,0.4,0.16
0.000217,20.4704,0.90989,0.4,0.17
0.000218,20.5644,1.11304,0.4,0.18
0.000219,20.6579,1.31672,0.4,0.19
0.00022,20.7511,1.52093,0.4,0.2
0.000221,20.8439,1.72566,0.4,0.21
0.000222,20.9362,1.9309,0.4,0.22
0.000223,21.0281,2.13666,0.4,0.23
0.000224,21.1197,2.34292,0.4,0.24
0.000225,21.2108,2.54968,0.4,0.25
0.000226,21.3015,2.75693,0.4,0.26
0.000227,21.3917,2.96467,0.4,0.27
0.000228,21.4816,3.1729,0.4,0.28
0.000229,21.571,3.38161,0.4,0.29
0.00023,21.6601,3.5908,0.4,0.3
0.000231,21.7487,3.80045,0.4,0.31
0.000232,21.8369,4.01056,0.4,0.32
0.000233,21.9246,4.22114,0.4,0.33
0.000234,22.012,4.43217,0.4,0.34
0.000235,22.0989,4.64365,0.4,0.35
0.000236,22.1854,4.85557,0.4,0.36
0.000237,22.2715,5.06793,0.4,0.37
0.000238,22.3571,5.28073,0.4,0.38
0.000239,22.4423,5.49395,0.4,0.39
0.00024,22.5271,5.70759,0.4,0.4
0.000241,22.6342,5.47046,0.4,0.41
0.000242,22.7408,5.23273,0.4,0.42
0.000243,22.847,4.99457,0.4,0.43
0.000244,22.9528,4.75582,0.4,0.44
0.000245,23.058,4.51649,0.4,0.45
0.000246,23.1628,4.2766,0.4,0.46
0.000247,23.2671,4.03613,0.4,0.47
0.000248,23.371,3.79511,0.4,0.48
0.000249,23.4743,3.55354,0.4,0.49
0.00025,23.5772,3.31141,0.4,0.5
0.000251,23.6796,3.06875,0.4,0.51
0.000252,23.7815,2.82555,0.4,0.52
0.000253,23.8829,2.58182,0.4,0.53
0.000254,23.9838,2.33757,0.4,0.54
0.000255,24.0842,2.0928,0.4,0.55
0.000256,24.1841,1.84752,0.4,0.56
0.000257,24.2836,1.60173,0.4,0.57
0.000258,24.3826,1.35544,0.4,0.58
0.000259,24.481,1.10866,0.4,0.59
0.00026,24.579,0.861388,0.4,0.6
0.000261,24.6765,0.613636,0.4,0.61
0.000262,24.7734,0.365408,0.4,0.62
0.000263,24.8699,0.116709,0.4,0.63
0.000264,24.9659,-0.132455,0.4,0.64
0.000265,25.0614,-0.382077,0.4,0.65
0.000266,25.1564,-0.632151,0.4,0.66
0.000267,25.2509,-0.882672,0.4,0.67
0.000268,25.3448,-1.13363,0.4,0.68
0.000269,25.4383,-1.38503,0.4,0.69
0.00027,25.5313,-1.63686,0.4,0.7
0.000271,25.6238,-1.88911,0.4,0.71
0.000272,25.7157,-2.14177,0.4,0.72
0.000273,25.8072,-2.39485,0.4,0.73
0.000274,25.8982,-2.64834,0.4,0.74
0.000275,25.9886,-2.90222,0.4,0.75
0.000276,26.0785,-3.1565,0.4,0.76
0.000277,26.168,-3.41116,0.4,0.77
0.000278,26.2569,-3.66621,0.4,0.78
0.000279,26.3453,-3.92163,0.4,0.79
0.00028,26.4332,-4.17742,0.4,0.8
0.000281,26.5206,-4.43358,0.4,0.81
0.000282,26.6075,-4.6901,0.4,0.82
0.000283,26.6938,-4.94697,0.4,0.83
0.000284,26.7797,-5.20418,0.4,0.84
0.000285,26.865,-5.46174,0.4,0.85
0.000286,26.9498,-5.71963,0.4,0.86
0.000287,27.0341,-5.97786,0.4,0.87
0.000288,27.1179,-6.2364,0.4,0.88
0.000289,27.2012,-6.49527,0.4,0.89
0.00029,27.2839,-6.75444,0.4,0.9
0.000291,27.3662,-7.01392,0.4,0.91
0.000292,27.4479,-7.27371,0.4,0.92
0.000293,27.5291,-7.53378,0.4,0.93
0.000294,27.6097,-7.79415,0.4,0.94
0.000295,27.6899,-8.0548,0.4,0.95
0.000296,27.7695,-8.31573,0.4,0.96
0.000297,27.8486,-8.57692,0.4,0.97
0.000298,27.9272,-8.83839,0.4,0.98
0.000299,28.0053,-9.10011,0.4,0.99
0.0003,28.0828,-9.36209,0.4,1
0.000301,28.1598,-9.62432,0.4,0.99
0.000302,28.2363,-9.88679,0.4,0.98
0.000303,28.3123,-10.1495,0.4,0.97
0.000304,28.3877,-10.4124,0.4,0.96
0.000305,28.4626,-10.6756,0.4,0.95
0.000306,28.537,-10.939,0.4,0.94
0.000307,28.6109,-11.2026,0.4,0.93
0.000308,28.6842,-11.4664,0.4,0.92
0.000309,28.757,-11.7304,0.4,0.91
0.00031,28.8293,-11.9946,0.4,0.9
0.000311,28.901,-12.259,0.4,0.89
0.000312,28.9722,-12.5236,0.4,0.88
0.000313,29.0429,-12.7883,0.4,0.87
0.000314,29.1131,-13.0533,0.4,0.86
0.000315,29.1827,-13.3184,0.4,0.85
0.000316,29.2518,-13.5837,0.4,0.84
0.000317,29.3204,-13.8491,0.4,0.83
0.000318,29.3884,-14.1147,0.4,0.82
0.000319,29.4559,-14.3804,0.4,0.81
0.00032,29.5229,-14.6463,0.4,0.8
0.000321,29.5893,-14.9123,0.4,0.79
0.000322,29.6552,-15.1784,0.4,0.78
0.000323,29.7206,-15.4446,0.4,0.77
0.000324,29.7854,-15.711,0.4,0.76
0.000325,29.8497,-15.9775,0.4,0.75
0.000326,29.9135,-16.2441,0.4,0.74
0.000327,29.9768,-16.5108,0.4,0.73
0.000328,30.0395,-16.7776,0.4,0.72
0.000329,30.1016,-17.0445,0.4,0.71
0.00033,30.1633,-17.3114,0.4,0.7
0.000331,30.2244,-17.5785,0.4,0.69
0.000332,30.285,-17.8456,0.4,0.68
0.000333,30.345,-18.1128,0.4,0.67
0.000334,30.4045,-18.3801,0.4,0.66
0.000335,30.4635,-18.6474,0.4,0.65
0.000336,30.5219,-18.9147,0.4,0.64
0.000337,30.5798,-19.1822,0.4,0.63
0.000338,30.6372,-19.4496,0.4,0.62
0.000339,30.694,-19.7171,0.4,0.61
0.00034,30.7503,-19.9846,0.4,0.6
0.000341,30.8061,-20.2522,0.4,0.59
0.000342,30.8613,-20.5197,0.4,0.58
0.000343,30.916,-20.7873,0.4,0.57
0.000344,30.9702,-21.0549,0.4,0.56
0.000345,31.0238,-21.3225,0.4,0.55
0.000346,31.0769,-21.5901,0.4,0.54
0.000347,31.1294,-21.8577,0.4,0.53
0.000348,31.1814,-22.1252,0.4,0.52
0.000349,31.2329,-22.3928,0.4,0.51
0.00035,31.2839,-22.6603,0.4,0.5
0.000351,31.3343,-22.9278,0.4,0.49
0.000352,31.3841,-23.1953,0.4,0.48
0.000353,31.4335,-23.4627,0.4,0.47
0.000354,31.4823,-23.7301,0.4,0.46
0.000355,31.5306,-23.9974,0.4,0.45
0.000356,31.5783,-24.2647,0.4,0.44
0.000357,31.6255,-24.5319,0.4,0.43
0.000358,31.6722,-24.7991,0.4,0.42
0.000359,31.7183,-25.0662,0.4,0.41
0.00036,31.7639,-25.3332,0.4,0.4
0.000361,31.91,-24.9644,0.4,0.39
0.000362,32.0554,-24.5948,0.4,0.38
0.000363,32.2002,-24.2247,0.4,0.37
0.000364,32.3443,-23.8539,0.4,0.36
0.000365,32.4876,-23.4824,0.4,0.35
0.000366,32.6302,-23.1102,0.4,0.34
0.000367,32.7721,-22.7374,0.4,0.33
0.000368,32.9132,-22.3638,0.4,0.32
0.000369,33.0535,-21.9896,0.4,0.31
0.00037,33.1931,-21.6148,0.4,0.3
0.000371,33.332,-21.2393,0.4,0.29
0.000372,33.4701,-20.8632,0.4,0.28
0.000373,33.6074,-20.4865,0.4,0.27
0.000374,33.744,-20.1091,0.4,0.26
0.000375,33.8798,-19.7312,0.4,0.25
0.000376,34.0149,-19.3526,0.4,0.24
0.000377,34.1493,-18.9735,0.4,0.23
0.000378,34.2828,-18.5937,0.4,0.22
0.000379,34.4156,-18.2134,0.4,0.21
0.00038,34.5477,-17.8326,0.4,0.2
0.000381,34.679,-17.4511,0.4,0.19
0.000382,34.8095,-17.0692,0.4,0.18
0.000383,34.9392,-16.6867,0.4,0.17
0.000384,35.0682,-16.3037,0.4,0.16
0.000385,35.1964,-15.9201,0.4,0.15
0.000386,35.3239,-15.5361,0.4,0.14
0.000387,35.4506,-15.1515,0.4,0.13
0.000388,35.5765,-14.7664,0.4,0.12
0.000389,35.7016,-14.3809,0.4,0.11
0.00039,35.826,-13.9949,0.4,0.1
0.000391,35.9496,-13.6084,0.4,0.09
0.000392,36.0724,-13.2215,0.4,0.08
0.000393,36.1945,-12.8341,0.4,0.07
0.000394,36.3158,-12.4462,0.4,0.06
0.000395,36.4363,-12.058,0.4,0.05
0.000396,36.556,-11.6693,0.4,0.04
0.000397,36.675,-11.2802,0.4,0.03
0.000398,36.7931,-10.8907,0.4,0.02
0.000399,36.9105,-10.5008,0.4,0.01
0.0004,37.0271,-10.1105,0.4,-3.1984e-014
0.000401,37.143,-9.71979,0.4,0.01
0.000402,37.258,-9.32873,0.4,0.02
0.000403,37.3723,-8.93732,0.4,0.03
0.000404,37.4857,-8.54554,0.4,0.04
0.000405,37.5984,-8.15342,0.4,0.05
0.000406,37.7104,-7.76097,0.4,0.06
0.000407,37.8215,-7.36818,0.4,0.07
0.000408,37.9318,-6.97507,0.4,0.08
0.000409,38.0414,-6.58165,0.4,0.09
0.00041,38.1501,-6.18792,0.4,0.1
0.000411,38.2581,-5.79389,0.4,0.11
0.000412,38.3653,-5.39958,0.4,0.12
0.000413,38.4717,-5.00499,0.4,0.13
0.000414,38.5773,-4.61013,0.4,0.14
0.000415,38.6822,-4.21501,0.4,0.15
0.000416,38.7862,-3.81963,0.4,0.16
0.000417,38.8894,-3.42401,0.4,0.17
0.000418,38.9919,-3.02815,0.4,0.18
0.000419,39.0935,-2.63207,0.4,0.19
0.00042,39.1944,-2.23576,0.4,0.2
0.000421,39.2945,-1.83924,0.4,0.21
0.000422,39.3938,-1.44252,0.4,0.22
0.000423,39.4922,-1.0456,0.4,0.23
0.000424,39.5899,-0.648494,0.4,0.24
0.000425,39.6868,-0.25121,0.4,0.25
0.000426,39.7829,0.146244,0.4,0.26
0.000427,39.8783,0.54386,0.4,0.27
0.000428,39.9728,0.941629,0.4,0.28
0.000429,40.0665,1.33954,0.4,0.29
0.00043,40.1594,1.7376,0.4,0.3
0.000431,40.2515,2.13578,0.4,0.31
0.000432,40.3429,2.53408,0.4,0.32
0.000433,40.4334,2.93249,0.4,0.33
0.000434,40.5231,3.33101,0.4,0.34
0.000435,40.6121,3.72963,0.4,0.35
0.000436,40.7002,4.12833,0.4,0.36
0.000437,40.7875,4.52712,0.4,0.37
0.000438,40.8741,4.92597,0.4,0.38
0.000439,40.9598,5.32489,0.4,0.39
0.00044,41.0448,5.72386,0.4,0.4
0.000441,41.1516,5.3018,0.4,0.41
0.000442,41.2576,4.87952,0.4,0.42
0.000443,41.3629,4.45708,0.4,0.43
0.000444,41.4674,4.03444,0.4,0.44
0.000445,41.571,3.6116,0.4,0.45
0.000446,41.6738,3.18857,0.4,0.46
0.000447,41.7758,2.76537,0.4,0.47
0.000448,41.8769,2.342,0.4,0.48
0.000449,41.9772,1.91847,0.4,0.49
0.00045,42.0766,1.49479,0.4,0.5
0.000451,42.1751,1.07096,0.4,0.51
0.000452,42.2728,0.647006,0.4,0.52
0.000453,42.3697,0.222924,0.4,0.53
0.000454,42.4657,-0.201275,0.4,0.54
0.000455,42.5609,-0.625582,0.4,0.55
0.000456,42.6552,-1.04999,0.4,0.56
0.000457,42.7487,-1.47448,0.4,0.57
0.000458,42.8413,-1.89906,0.4,0.58
0.000459,42.9331,-2.32371,0.4,0.59
0.00046,43.024,-2.74842,0.4,0.6
0.000461,43.1141,-3.17319,0.4,0.61
0.000462,43.2033,-3.59801,0.4,0.62
0.000463,43.2917,-4.02286,0.4,0.63
0.000464,43.3792,-4.44774,0.4,0.64
0.000465,43.4659,-4.87265,0.4,0.65
0.000466,43.5517,-5.29757,0.4,0.66
0.000467,43.6367,-5.72249,0.4,0.67
0.000468,43.7208,-6.14741,0.4,0.68
0.000469,43.8041,-6.57231,0.4,0.69
0.00047,43.8866,-6.9972,0.4,0.7
0.000471,43.9681,-7.42205,0.4,0.71
0.000472,44.0489,-7.84687,0.4,0.72
0.000473,44.1287,-8.27164,0.4,0.73
0.000474,44.2078,-8.69635,0.4,0.74
0.000475,44.286,-9.121,0.4,0.75
0.000476,44.3633,-9.54558,0.4,0.76
0.000477,44.4398,-9.97008,0.4,0.77
0.000478,44.5154,-10.3945,0.4,0.78
0.000479,44.5902,-10.8188,0.4,0.79
0.00048,44.6641,-11.243,0.4,0.8
0.000481,44.7372,-11.6671,0.4,0.81
0.000482,44.8094,-12.0911,0.4,0.82
0.000483,44.8808,-12.5149,0.4,0.83
0.000484,44.9514,-12.9386,0.4,0.84
0.000485,45.0211,-13.3622,0.4,0.85
0.000486,45.0899,-13.7856,0.4,0.86
0.000487,45.1579,-14.2089,0.4,0.87
0.000488,45.2251,-14.6319,0.4,0.88
0.000489,45.2914,-15.0548,0.4,0.89
0.00049,45.3569,-15.4775,0.4,0.9
0.000491,45.4215,-15.9,0.4,0.91
0.000492,45.4853,-16.3224,0.4,0.92
0.000493,45.5482,-16.7445,0.4,0.93
0.000494,45.6103,-17.1663,0.4,0.94
0.000495,45.6715,-17.588,0.4,0.95
0.000496,45.7319,-18.0094,0.4,0.96
0.000497,45.7915,-18.4306,0.4,0.97
0.000498,45.8502,-18.8515,0.4,0.98
0.000499,45.9081,-19.2722,0.4,0.99
0.0005,45.9651,-19.6926,0.4,1
0.000501,46.0213,-20.1127,0.4,0.99
0.000502,46.0767,-20.5326,0.4,0.98
0.000503,46.1312,-20.9521,0.4,0.97
0.000504,46.1848,-21.3714,0.4,0.96
0.000505,46.2377,-21.7903,0.4,0.95
0.000506,46.2897,-22.209,0.4,0.94
0.000507,46.3408,-22.6273,0.4,0.93
0.000508,46.3912,-23.0453,0.4,0.92
0.000509,46.4407,-23.4629,0.4,0.91
0.00051,46.4893,-23.8802,0.4,0.9
0.000511,46.5371,-24.2972,0.4,0.89
0.000512,46.5841,-24.7138,0.4,0.88
0.000513,46.6303,-25.13,0.4,0.87
0.000514,46.6756,-25.5459,0.4,0.86
0.000515,46.7201,-25.9613,0.4,0.85
0.000516,46.7637,-26.3764,0.4,0.84
0.000517,46.8066,-26.7911,0.4,0.83
0.000518,46.8486,-27.2054,0.4,0.82
0.000519,46.8898,-27.6192,0.4,0.81
0.00052,46.9301,-28.0327,0.4,0.8
0.000521,46.9696,-28.4457,0.4,0.79
0.000522,47.0083,-28.8583,0.4,0.78
0.000523,47.0462,-29.2704,0.4,0.77
0.000524,47.0832,-29.6821,0.4,0.76
0.000525,47.1194,-30.0934,0.4,0.75
0.000526,47.1548,-30.5041,0.4,0.74
0.000527,47.1894,-30.9144,0.4,0.73
0.000528,47.2232,-31.3243,0.4,0.72
0.000529,47.2561,-31.7336,0.4,0.71
0.00053,47.2883,-32.1425,0.4,0.7
0.000531,47.3196,-32.5508,0.4,0.69
0.000532,47.35,-32.9586,0.4,0.68
0.000533,47.3797,-33.366,0.4,0.67
0.000534,47.4086,-33.7728,0.4,0.66
0.000535,47.4366,-34.179,0.4,0.65
0.000536,47.4639,-34.5848,0.4,0.64
0.000537,47.4903,-34.99,0.4,0.63
0.000538,47.5159,-35.3946,0.4,0.62
0.000539,47.5407,-35.7987,0.4,0.61
0.00054,47.5647,-36.2022,0.4,0.6
0.000541,47.5879,-36.6052,0.4,0.59
0.000542,47.6103,-37.0076,0.4,0.58
0.000543,47.6319,-37.4094,0.4,0.57
0.000544,47.6526,-37.8106,0.4,0.56
0.000545,47.6726,-38.2112,0.4,0.55
0.000546,47.6918,-38.6112,0.4,0.54
0.000547,47.7102,-39.0106,0.4,0.53
0.000548,47.7277,-39.4093,0.4,0.52
0.000549,47.7445,-39.8075,0.4,0.51
0.00055,47.7605,-40.205,0.4,0.5
0.000551,47.7757,-40.6019,0.4,0.49
0.000552,47.7901,-40.9981,0.4,0.48
0.000553,47.8037,-41.3937,0.4,0.47
0.000554,47.8165,-41.7886,0.4,0.46
0.000555,47.8285,-42.1828,0.4,0.45
0.000556,47.8398,-42.5764,0.4,0.44
0.000557,47.8502,-42.9693,0.4,0.43
0.000558,47.8599,-43.3615,0.4,0.42
0.000559,47.8688,-43.7531,0.4,0.41
0.00056,47.8769,-44.1439,0.4,0.4
0.000561,48.0603,-43.5763,0.4,0.39
0.000562,48.2426,-43.008,0.4,0.38
0.000563,48.4241,-42.4393,0.4,0.37
0.000564,48.6044,-41.8698,0.4,0.36
0.000565,48.7835,-41.2997,0.4,0.35
0.000566,48.9616,-40.729,0.4,0.34
0.000567,49.1384,-40.1576,0.4,0.33
0.000568,49.3142,-39.5856,0.4,0.32
0.000569,49.4888,-39.0129,0.4,0.31
0.00057,49.6622,-38.4397,0.4,0.3
0.000571,49.8345,-37.8659,0.4,0.29
0.000572,50.0057,-37.2916,0.4,0.28
0.000573,50.1757,-36.7167,0.4,0.27
0.000574,50.3446,-36.1412,0.4,0.26
0.000575,50.5123,-35.5652,0.4,0.25
0.000576,50.6788,-34.9887,0.4,0.24
0.000577,50.8442,-34.4117,0.4,0.23
0.000578,51.0085,-33.8342,0.4,0.22
0.000579,51.1715,-33.2562,0.4,0.21
0.00058,51.3335,-32.6777,0.4,0.2
0.000581,51.4942,-32.0988,0.4,0.19
0.000582,51.6539,-31.5195,0.4,0.18
0.000583,51.8123,-30.9397,0.4,0.17
